# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm]
-1.0973057,-1.0973057,-0.9871811,349.2536499,-0.5215328
-1.0923057,-1.0923057,-0.9821811,311.8160268,-0.6505067
-1.0873057,-1.0873057,-0.9771811,281.9366039,-0.6462299
-1.0823057,-1.0823057,-0.9721811,260.5848110,-0.6449170
-1.0773057,-1.0773057,-0.9671811,246.5095922,-0.6455040
-1.0723057,-1.0723057,-0.9621811,238.7395896,-0.6471667
-1.0673057,-1.0673057,-0.9571811,236.5212056,-0.6493184
-1.0623057,-1.0623057,-0.9521811,239.2281804,-0.6510246
-1.0573057,-1.0573057,-0.9471811,245.6215715,-0.6273144
-1.0523057,-1.0523057,-0.9421811,244.8380472,-0.4708222
-1.0473057,-1.0473057,-0.9371811,245.2287902,-0.4716225
-1.0423057,-1.0423057,-0.9321811,251.9675019,-0.4755032
-1.0373057,-1.0373057,-0.9271811,264.4994365,-0.4794007
-1.0323057,-1.0323057,-0.9221811,281.6046557,-0.5876721
-1.0273057,-1.0273057,-0.9171811,280.0870029,-0.8539119
-1.0223057,-1.0223057,-0.9121811,279.3286127,-0.8428271
-1.0173057,-1.0173057,-0.9071811,282.4759885,-0.8323251
-1.0123057,-1.0123057,-0.9021811,289.5108484,-0.8226931
-1.0073057,-1.0073057,-0.8971811,300.4768054,-0.8142950
-1.0023057,-1.0023057,-0.8921811,315.4721929,-0.8075817
-0.9973057,-0.9973057,-0.8871811,334.6427045,-0.8030659
-0.9923057,-0.9923057,-0.8821811,358.1726052,-0.8012648
-0.9873057,-0.9873057,-0.8771811,386.2732689,-0.8025952
-0.9823057,-0.9823057,-0.8721811,419.1684438,-0.8072078
-0.9773057,-0.9773057,-0.8671811,457.0769852,-0.8147831
-0.9723057,-0.9723057,-0.8621811,500.1956062,-0.8244264
-0.9673057,-0.9673057,-0.8571811,548.6843810,-0.8349135
-0.9623057,-0.9623057,-0.8521811,602.6530650,-0.8453239
-0.9573057,-0.9573057,-0.8471811,662.1400204,-0.8555205
-0.9523057,-0.9523057,-0.8421811,727.0790061,-0.8659423
-0.9473057,-0.9473057,-0.8371811,797.1906901,-0.8729734
-0.9423057,-0.9423057,-0.8321811,858.9671138,-0.7409854
-0.9373057,-0.9373057,-0.8271811,913.0447384,-0.7506646
-0.9323057,-0.9323057,-0.8221811,967.5911448,-0.7621032
-0.9273057,-0.9273057,-0.8171811,1021.7876990,-0.7744699
-0.9223057,-0.9223057,-0.8121811,1074.7059378,-0.7876322
-0.9173057,-0.9173057,-0.8071811,1125.3395553,-0.8014502
-0.9123057,-0.9123057,-0.8021811,1172.6320199,-0.8157758
-0.9073057,-0.9073057,-0.7971811,1211.9174631,-0.5430474
-0.9023057,-0.9023057,-0.7921811,1220.4596760,-0.4408907
-0.8973057,-0.8973057,-0.7871811,1219.0254756,-0.4110568
-0.8923057,-0.8923057,-0.7821811,1160.0748527,-0.3962670
-0.8873057,-0.8873057,-0.7771811,1099.3660639,-0.3851592
-0.8823057,-0.8823057,-0.7721811,1038.0821268,-0.3742758
-0.8773057,-0.8773057,-0.7671811,976.9466427,-0.3636206
-0.8723057,-0.8723057,-0.7621811,916.6001373,-0.3533109
-0.8673057,-0.8673057,-0.7571811,857.6093437,-0.3434689
-0.8623057,-0.8623057,-0.7521811,800.4705955,-0.3342118
-0.8573057,-0.8573057,-0.7471811,745.6139576,-0.3256489
-0.8523057,-0.8523057,-0.7421811,693.4080162,-0.3178792
-0.8473057,-0.8473057,-0.7371811,644.1649541,-0.3109901
-0.8423057,-0.8423057,-0.7321811,598.1456502,-0.3050558
-0.8373057,-0.8373057,-0.7271811,555.5646533,-0.3001362
-0.8323057,-0.8323057,-0.7221811,516.5949437,-0.2962757
-0.8273057,-0.8273057,-0.7171811,481.3724187,-0.2935023
-0.8223057,-0.8223057,-0.7121811,450.0000293,-0.2918275
-0.8173057,-0.8173057,-0.7071811,422.5514662,-0.2912459
-0.8123057,-0.8123057,-0.7021811,399.0742644,-0.2917354
-0.8073057,-0.8073057,-0.6971811,379.5921750,-0.2932570
-0.8023057,-0.8023057,-0.6921811,364.1066490,-0.2957547
-0.7973057,-0.7973057,-0.6871811,352.5972812,-0.2991550
-0.7923057,-0.7923057,-0.6821811,345.0210877,-0.3033659
-0.7873057,-0.7873057,-0.6771811,341.3105353,-0.3082772
-0.7823057,-0.7823057,-0.6721811,341.3703122,-0.3137632
-0.7773057,-0.7773057,-0.6671811,345.0703086,-0.3196880
-0.7723057,-0.7723057,-0.6621811,352.0327128,-0.3264208
-0.7673057,-0.7673057,-0.6571811,357.4110261,-0.3420506
-0.7623057,-0.7623057,-0.6521811,360.1279522,-0.3547152
-0.7573057,-0.7573057,-0.6471811,364.9717155,-0.3658661
-0.7523057,-0.7523057,-0.6421811,371.8455002,-0.3765793
-0.7473057,-0.7473057,-0.6371811,380.3586751,-0.3867090
-0.7423057,-0.7423057,-0.6321811,390.0469908,-0.4024846
-0.7373057,-0.7373057,-0.6271811,342.3317451,-0.5951380
-0.7323057,-0.7323057,-0.6221811,297.7933350,-0.5913963
-0.7273057,-0.7273057,-0.6171811,263.0567910,-0.5877103
-0.7223057,-0.7223057,-0.6121811,236.5624104,-0.5840104
-0.7173057,-0.7173057,-0.6071811,217.1299556,-0.5802601
-0.7123057,-0.7123057,-0.6021811,203.9131859,-0.5764594
-0.7073057,-0.7073057,-0.5971811,196.3687549,-0.5726461
