# r[nm],d[nm],daligned[nm],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol]
1.2650000,0.5150000,0.4927756,-1.5363670,19.4387914,-25.1995291
1.2700000,0.5200000,0.4977756,-1.4808196,19.4387706,-25.0335609
1.2750000,0.5250000,0.5027756,-1.4269511,19.4369582,-24.8679535
1.2800000,0.5300000,0.5077756,-1.3748170,19.4334278,-24.7025748
1.2850000,0.5350000,0.5127756,-1.3244547,19.4282512,-24.5375069
1.2900000,0.5400000,0.5177756,-1.2758832,19.4214989,-24.3730150
1.2950000,0.5450000,0.5227756,-1.2291038,19.4132401,-24.2094863
1.3000000,0.5500000,0.5277756,-1.1841026,19.4035421,-24.0473653
1.3050000,0.5550000,0.5327756,-1.1408530,19.3924707,-23.8870991
1.3100000,0.5600000,0.5377756,-1.0993184,19.3800896,-23.7290985
1.3150000,0.5650000,0.5427756,-1.0594543,19.3664605,-23.5737157
1.3200000,0.5700000,0.5477756,-1.0212106,19.3516432,-23.4212347
1.3250000,0.5750000,0.5527756,-0.9845334,19.3356950,-23.2718701
1.3300000,0.5800000,0.5577756,-0.9493665,19.3186713,-23.1257718
1.3350000,0.5850000,0.5627756,-0.9156522,19.3006251,-22.9830330
1.3400000,0.5900000,0.5677756,-0.8833326,19.2816072,-22.8436981
1.3450000,0.5950000,0.5727756,-0.8523502,19.2616665,-22.7077723
1.3500000,0.6000000,0.5777756,-0.8226482,19.2408496,-22.5752288
1.3550000,0.6050000,0.5827756,-0.7941713,19.2192009,-22.4460166
1.3600000,0.6100000,0.5877756,-0.7668656,19.1967631,-22.3200660
1.3650000,0.6150000,0.5927756,-0.7406790,19.1735768,-22.1972939
1.3700000,0.6200000,0.5977756,-0.7155613,19.1496807,-22.0776077
1.3750000,0.6250000,0.6027756,-0.6914643,19.1251119,-21.9609088
1.3800000,0.6300000,0.6077756,-0.6683418,19.0999056,-21.8470949
1.3850000,0.6350000,0.6127756,-0.6461494,19.0740954,-21.7360621
1.3900000,0.6400000,0.6177756,-0.6248448,19.0477134,-21.6277064
1.3950000,0.6450000,0.6227756,-0.6043877,19.0207902,-21.5219250
1.4000000,0.6500000,0.6277756,-0.5847397,18.9933548,-21.4186169
