# r[nm],d[nm],daligned[nm],Umethane(d)[kj/mol],UMinmethane(d)[kj/mol]
-0.2071228,-0.2071228,0.0000000,25652.0314705,25652.0314705
-0.1971228,-0.1971228,0.0100000,23440.1699667,23440.1699667
-0.1871228,-0.1871228,0.0200000,22410.8885655,22410.8885655
-0.1771228,-0.1771228,0.0300000,21350.2810018,21350.2810018
-0.1671228,-0.1671228,0.0400000,19554.6659710,19554.6659710
-0.1571228,-0.1571228,0.0500000,17496.0817540,17496.0817540
-0.1471228,-0.1471228,0.0600000,14352.9666671,14352.9666671
-0.1371228,-0.1371228,0.0700000,9961.3932960,9961.3932960
-0.1271228,-0.1271228,0.0800000,6865.4074970,6865.4074970
-0.1171228,-0.1171228,0.0900000,4882.8444682,4882.8444682
-0.1071228,-0.1071228,0.1000000,3576.6726150,3576.6726150
-0.0971228,-0.0971228,0.1100000,2678.6089458,2678.6089458
-0.0871228,-0.0871228,0.1200000,1971.0980455,1971.0980455
-0.0771228,-0.0771228,0.1300000,1516.9802281,1492.8678293
-0.0671228,-0.0671228,0.1400000,1182.4659710,1158.3535722
-0.0571228,-0.0571228,0.1500000,939.5813439,915.4689451
-0.0471228,-0.0471228,0.1600000,756.1874900,732.0750917
-0.0371228,-0.0371228,0.1700000,612.2989820,588.1866834
-0.0271228,-0.0271228,0.1800000,495.4867074,471.3766820
-0.0171228,-0.0171228,0.1900000,379.2191480,353.9407835
-0.0071228,-0.0071228,0.2000000,263.3328117,238.1329940
0.0028772,0.0028772,0.2100000,180.4956142,155.8827190
0.0128772,0.0128772,0.2200000,108.2544530,85.6530479
0.0228772,0.0228772,0.2300000,52.2668754,29.0115276
0.0328772,0.0328772,0.2400000,15.0214980,-8.6390471
0.0428772,0.0428772,0.2500000,-11.0474631,-35.9868576
0.0528772,0.0528772,0.2600000,-27.8357699,-52.4925242
0.0628772,0.0628772,0.2700000,-37.9233068,-61.9367718
0.0728772,0.0728772,0.2800000,-43.6600889,-66.7952097
0.0828772,0.0828772,0.2900000,-46.5199463,-68.6867379
0.0928772,0.0928772,0.3000000,-47.4631862,-68.6690688
0.1028772,0.1028772,0.3100000,-47.2190211,-67.6435834
0.1128772,0.1128772,0.3200000,-46.3285423,-65.9208114
0.1228772,0.1228772,0.3300000,-45.1407235,-63.5308614
0.1328772,0.1328772,0.3400000,-43.8791095,-60.7499095
0.1428772,0.1428772,0.3500000,-42.6932748,-60.4109166
0.1528772,0.1528772,0.3600000,-41.5465175,-59.7990358
0.1628772,0.1628772,0.3700000,-40.2987318,-58.4137325
0.1728772,0.1728772,0.3800000,-38.9094569,-56.4764301
0.1828772,0.1828772,0.3900000,-37.4342288,-54.1665776
0.1928772,0.1928772,0.4000000,-35.9380612,-51.6752612
0.2028772,0.2028772,0.4100000,-34.4512518,-48.9913071
0.2128772,0.2128772,0.4200000,-32.9811050,-46.2259644
0.2228772,0.2228772,0.4300000,-31.5376083,-43.4790534
0.2328772,0.2328772,0.4400000,-30.1386534,-41.0687094
0.2428772,0.2428772,0.4500000,-28.8163472,-38.6231539
0.2528772,0.2528772,0.4600000,-27.6263881,-36.6245615
0.2628772,0.2628772,0.4700000,-26.7076571,-35.8995624
0.2728772,0.2728772,0.4800000,-26.2988239,-37.2424372
0.2828772,0.2828772,0.4900000,-26.2525666,-36.8278697
0.2928772,0.2928772,0.5000000,-26.0778260,-35.3770835
0.3028772,0.3028772,0.5100000,-25.5262591,-33.4127066
0.3128772,0.3128772,0.5200000,-24.6031645,-31.1766769
0.3228772,0.3228772,0.5300000,-23.4006091,-28.8929320
0.3328772,0.3328772,0.5400000,-22.0231957,-26.7690466
0.3428772,0.3428772,0.5500000,-20.5600692,-24.7049097
0.3528772,0.3528772,0.5600000,-19.0744681,-22.7428767
0.3628772,0.3628772,0.5700000,-17.6094941,-20.8791157
0.3728772,0.3728772,0.5800000,-16.1979206,-19.1358126
0.3828772,0.3828772,0.5900000,-14.8651000,-17.5220187
0.3928772,0.3928772,0.6000000,-13.6272914,-16.0388588
0.4028772,0.4028772,0.6100000,-12.4914911,-14.6833568
