# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm]
0.1650000,0.1650000,0.1114474,1675.4511217,0.0000000
0.1700000,0.1700000,0.1164474,1350.1971806,0.0000000
0.1750000,0.1750000,0.1214474,1088.4178034,0.0000000
0.1800000,0.1800000,0.1264474,877.7136953,0.0000000
0.1850000,0.1850000,0.1314474,708.0686242,0.0000000
0.1900000,0.1900000,0.1364474,571.4165018,0.0000000
0.1950000,0.1950000,0.1414474,461.2826662,0.0000000
0.2000000,0.2000000,0.1464474,372.4748802,0.0000000
0.2050000,0.2050000,0.1514474,300.8235986,0.0000000
0.2100000,0.2100000,0.1564474,242.9756465,0.0000000
0.2150000,0.2150000,0.1614474,196.2339765,0.0000000
0.2200000,0.2200000,0.1664474,158.4286591,0.0000000
0.2250000,0.2250000,0.1714474,127.8072326,0.0000000
0.2300000,0.2300000,0.1764474,102.9468675,0.0000000
0.2350000,0.2350000,0.1814474,82.6991419,0.0000000
0.2400000,0.2400000,0.1864474,66.1572857,0.0000000
0.2450000,0.2450000,0.1914474,52.6135363,0.0000000
0.2500000,0.2500000,0.1964474,41.5013330,0.0000000
0.2550000,0.2550000,0.2014474,32.3511202,0.0000000
0.2600000,0.2600000,0.2064474,24.7762434,0.0000000
0.2650000,0.2650000,0.2114474,18.4813381,0.0000000
0.2700000,0.2700000,0.2164474,13.2619279,0.0000000
0.2750000,0.2750000,0.2214474,8.9729716,0.0000000
0.2800000,0.2800000,0.2264474,5.4914716,0.0000000
0.2850000,0.2850000,0.2314474,2.7000572,0.0000000
0.2900000,0.2900000,0.2364474,0.4873984,0.0000000
0.2950000,0.2950000,0.2414474,-1.2473232,0.0000000
0.3000000,0.3000000,0.2464474,-2.5916973,0.0000000
0.3050000,0.3050000,0.2514474,-3.6196708,0.0000000
0.3100000,0.3100000,0.2564474,-4.3925456,0.0000000
0.3150000,0.3150000,0.2614474,-4.9605737,0.0000000
0.3200000,0.3200000,0.2664474,-5.3646705,0.0000000
0.3250000,0.3250000,0.2714474,-5.6380149,0.0000000
0.3300000,0.3300000,0.2764474,-5.8074484,0.0000000
0.3350000,0.3350000,0.2814474,-5.8946560,0.0000000
0.3400000,0.3400000,0.2864474,-5.9171421,0.0000000
0.3450000,0.3450000,0.2914474,-5.8890288,0.0000000
0.3500000,0.3500000,0.2964474,-5.8217031,0.0000000
0.3550000,0.3550000,0.3014474,-5.7243409,0.0000000
0.3600000,0.3600000,0.3064474,-5.6043298,0.0000000
0.3650000,0.3650000,0.3114474,-5.4676100,0.0000000
0.3700000,0.3700000,0.3164474,-5.3189498,0.0000000
0.3750000,0.3750000,0.3214474,-5.1621678,0.0000000
0.3800000,0.3800000,0.3264474,-5.0003122,0.0000000
0.3850000,0.3850000,0.3314474,-4.8358069,0.0000000
0.3900000,0.3900000,0.3364474,-4.6705686,0.0000000
0.3950000,0.3950000,0.3414474,-4.5061028,0.0000000
0.4000000,0.4000000,0.3464474,-4.3435814,0.0000000
0.4050000,0.4050000,0.3514474,-4.1839056,0.0000000
0.4100000,0.4100000,0.3564474,-4.0277576,0.0000000
0.4150000,0.4150000,0.3614474,-3.8756423,0.0000000
