# r[nm],d[nm],daligned[nm],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol]
-0.9175600,-0.9175600,-0.9106453,25956.6303031,15569.3113015,120881.3162411,925.3375821,84353.4609765,25956.6303031,25956.6303031,30598.6829885,19352.3063290
-0.9125600,-0.9125600,-0.9056453,26429.2062493,15855.8049924,123045.4354331,944.8344964,85864.8304782,26429.2062493,26429.2062493,31155.7738511,19704.6415269
-0.9075600,-0.9075600,-0.9006453,27855.0194012,16720.2055778,129574.6026222,1003.6736078,90424.6531563,27855.0194012,27855.0194012,32836.5777199,20767.6752320
-0.9025600,-0.9025600,-0.8956453,30245.9878514,18169.7907747,140522.7604318,1102.3907271,98070.6224354,30245.9878514,30245.9878514,35655.1441051,22550.2931347
-0.8975600,-0.8975600,-0.8906453,33618.7737005,20214.7451676,155965.2028414,1241.7437619,108855.3554687,33618.7737005,33618.7737005,39631.1149371,25064.9178826
-0.8925600,-0.8925600,-0.8856453,37753.6624239,22719.7471767,174921.4384931,1412.3672134,122093.2445393,37753.6624239,37753.6624239,44505.4822091,28147.7384290
-0.8875600,-0.8875600,-0.8806453,39909.8872017,24027.2867328,184791.4031782,1501.5597845,128986.3361817,39909.8872017,39909.8872017,47047.3236445,29755.3401063
-0.8825600,-0.8825600,-0.8756453,42136.8230488,25380.8974794,194946.4319277,1597.5332822,136079.8016428,42136.8230488,42136.8230488,49672.5220322,31415.6613493
-0.8775600,-0.8775600,-0.8706453,38752.8549631,23328.7802942,179457.4228716,1454.9380471,125262.3928380,38752.8549631,38752.8549631,45683.3691456,28892.6995381
-0.8725600,-0.8725600,-0.8656453,36505.0980909,21967.3809213,169148.5720018,1365.5929707,118063.4510070,36505.0980909,36505.0980909,43033.6261257,27216.8549067
-0.8675600,-0.8675600,-0.8606453,32454.8774161,19524.5793512,150448.5575670,1210.3052405,105008.8848518,32454.8774161,32454.8774161,38259.0688348,24197.1597350
-0.8625600,-0.8625600,-0.8556453,26655.8084455,16010.0370554,123879.2240918,969.5812622,86453.9266318,26655.8084455,26655.8084455,31422.9013127,19873.5877678
-0.8575600,-0.8575600,-0.8506453,21729.3191995,13035.6476664,101170.7729328,777.3762765,70599.8181275,21729.3191995,21729.3191995,25615.3646285,16200.5790644
-0.8525600,-0.8525600,-0.8456453,16617.2204816,9938.9388426,77730.8374535,567.5248091,54230.9079756,16617.2204816,16617.2204816,19589.0242966,12389.1867835
-0.8475600,-0.8475600,-0.8406453,13158.5057759,7844.2669892,61866.1507819,428.6798503,43152.2476972,13158.5057759,13158.5057759,15511.7571941,9810.4966490
-0.8425600,-0.8425600,-0.8356453,10867.2204031,6457.3713680,51347.1699168,337.0532715,35806.9159396,10867.2204031,10867.2204031,12810.7010886,8102.1987727
-0.8375600,-0.8375600,-0.8306453,9354.9878946,5542.5506182,44398.4155970,276.9549065,30954.8582316,9354.9878946,9354.9878946,11028.0227289,6974.7339823
-0.8325600,-0.8325600,-0.8256453,8369.7553208,4946.8760982,39867.1397460,238.0829859,27790.9724684,8369.7553208,8369.7553208,9866.5923412,6240.1809085
-0.8275600,-0.8275600,-0.8206453,7748.6572087,4571.5573880,37008.1812331,213.7544980,25794.8335688,7748.6572087,7748.6572087,9134.4177864,5777.1130609
-0.8225600,-0.8225600,-0.8156453,7389.1724834,4354.4221401,35352.2975350,199.7603866,24638.7255676,7389.1724834,7389.1724834,8710.6432432,5509.0945067
-0.8175600,-0.8175600,-0.8106453,7231.8163662,4259.4035129,34627.1425190,193.6601244,24132.4464174,7231.8163662,7231.8163662,8525.1457464,5391.7755887
-0.8125600,-0.8125600,-0.8056453,7250.4693980,4270.6666432,34713.1074131,194.3828854,24192.4640911,7250.4693980,7250.4693980,8547.1346641,5405.6826014
-0.8075600,-0.8075600,-0.8006453,7448.2307766,4390.0903468,35624.3851622,202.0556966,24828.6905899,7448.2307766,7448.2307766,8780.2634509,5553.1261922
-0.8025600,-0.8025600,-0.7956453,7857.9069565,4637.5638447,37511.2016606,218.0237107,26146.0403917,7857.9069565,7857.9069565,9263.2056283,5858.5656440
-0.7975600,-0.7975600,-0.7906453,8547.2396992,5054.1618209,40683.6892392,245.0667217,28361.1053924,8547.2396992,8547.2396992,10075.8178133,6372.5067158
-0.7925600,-0.7925600,-0.7856453,9629.9978156,5708.8809223,45662.5320101,287.8557684,31837.5293562,9629.9978156,9629.9978156,11352.2150948,7179.7712376
-0.7875600,-0.7875600,-0.7806453,11285.3695443,6710.4184768,53267.5015992,353.7402985,37147.8481694,11285.3695443,11285.3695443,13303.6315215,8413.9553519
-0.7825600,-0.7825600,-0.7756453,13790.0572198,8226.6681481,64763.9644584,454.0105856,45175.8226518,13790.0572198,13790.0572198,16256.2545420,10281.3581153
