# r[nm],d[nm],daligned[nm],Ucline3(d)[kj/mol],UMincline3(d)[kj/mol]
0.0266821,0.0266821,-0.0000000,130322.5856873,130322.5856873
0.0366821,0.0366821,0.0100000,115455.4736773,115455.4736773
0.0466821,0.0466821,0.0200000,104913.1685555,104913.1685555
0.0566821,0.0566821,0.0300000,96538.6183308,96538.6183308
0.0666821,0.0666821,0.0400000,82561.5724540,82561.5724540
0.0766821,0.0766821,0.0500000,60374.2114430,60374.2114430
0.0866821,0.0866821,0.0600000,43121.7500629,43121.7500629
0.0966821,0.0966821,0.0700000,30217.5644636,30217.5644636
0.1066821,0.1066821,0.0800000,20858.4840405,20858.4840405
0.1166821,0.1166821,0.0900000,14231.9824123,14231.9824123
0.1266821,0.1266821,0.1000000,9626.0164192,9626.0164192
0.1366821,0.1366821,0.1100000,6468.4524100,6468.4524100
0.1466821,0.1466821,0.1200000,4325.4885381,4325.4885381
0.1566821,0.1566821,0.1300000,2881.3187723,2881.3187723
0.1666821,0.1666821,0.1400000,1912.6279053,1912.6279053
0.1766821,0.1766821,0.1500000,1282.3891517,1264.7617835
0.1866821,0.1866821,0.1600000,849.3144340,832.1874293
0.1966821,0.1966821,0.1700000,560.2812488,543.6215830
0.2066821,0.2066821,0.1800000,367.1779001,351.2366929
0.2166821,0.2166821,0.1900000,237.8305017,223.0715134
0.2266821,0.2266821,0.2000000,151.0084376,137.8096869
0.2366821,0.2366821,0.2100000,92.7735202,81.2404663
0.2466821,0.2466821,0.2200000,53.9721505,43.8833829
0.2566821,0.2566821,0.2300000,28.3860813,19.4041188
0.2666821,0.2666821,0.2400000,11.7176584,3.5618392
0.2766821,0.2766821,0.2500000,1.0040783,-6.4922444
0.2866821,0.2866821,0.2600000,-5.7964492,-12.6695004
0.2966821,0.2966821,0.2700000,-10.0436862,-16.2584461
0.3066821,0.3066821,0.2800000,-12.5882298,-18.1308744
0.3166821,0.3166821,0.2900000,-13.9517709,-18.8760770
0.3266821,0.3266821,0.3000000,-14.4740175,-18.8924809
0.3366821,0.3366821,0.3100000,-14.4063567,-18.4575675
0.3466821,0.3466821,0.3200000,-13.9456977,-17.7425320
0.3566821,0.3566821,0.3300000,-13.2411098,-16.8676538
0.3666821,0.3666821,0.3400000,-12.3995077,-15.9147571
0.3766821,0.3766821,0.3500000,-11.4961511,-14.9378521
0.3866821,0.3866821,0.3600000,-10.6025029,-13.9711905
0.3966821,0.3966821,0.3700000,-9.8473862,-13.0360661
0.4066821,0.4066821,0.3800000,-9.3994663,-12.1452561
0.4166821,0.4166821,0.3900000,-9.2697311,-11.3056075
0.4266821,0.4266821,0.4000000,-9.2719341,-11.2825621
0.4366821,0.4366821,0.4100000,-9.2224225,-11.1873052
0.4466821,0.4466821,0.4200000,-9.0426715,-10.8792957
0.4566821,0.4566821,0.4300000,-8.7341061,-10.4415364
0.4666821,0.4666821,0.4400000,-8.3311747,-9.9311559
0.4766821,0.4766821,0.4500000,-7.8788742,-9.3866708
0.4866821,0.4866821,0.4600000,-7.4411395,-8.8336649
0.4966821,0.4966821,0.4700000,-7.1015448,-8.2887627
0.5066821,0.5066821,0.4800000,-6.9064908,-8.1493579
