# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm]
-0.1097124,-0.1097124,0.0633104,1714.6018836,0.0000000
-0.1047124,-0.1047124,0.0683104,1510.2546734,0.0000000
-0.0997124,-0.0997124,0.0733104,1331.1219195,0.0000000
-0.0947124,-0.0947124,0.0783104,1174.0287799,0.0000000
-0.0897124,-0.0897124,0.0833104,1036.1450937,0.0000000
-0.0847124,-0.0847124,0.0883104,914.9745246,0.0000000
-0.0797124,-0.0797124,0.0933104,807.3135594,0.0000000
-0.0747124,-0.0747124,0.0983104,697.6227473,0.0000000
-0.0697124,-0.0697124,0.1033104,600.8395203,0.0000000
-0.0647124,-0.0647124,0.1083104,517.5781899,0.0000000
-0.0597124,-0.0597124,0.1133104,445.9913832,0.0000000
-0.0547124,-0.0547124,0.1183104,384.4567807,0.0000000
-0.0497124,-0.0497124,0.1233104,331.5606174,0.0000000
-0.0447124,-0.0447124,0.1283104,286.0772751,0.0000000
-0.0397124,-0.0397124,0.1333104,246.9489258,0.0000000
-0.0347124,-0.0347124,0.1383104,213.2659225,0.0000000
-0.0297124,-0.0297124,0.1433104,184.2483921,0.0000000
-0.0247124,-0.0247124,0.1483104,159.2292971,0.0000000
-0.0197124,-0.0197124,0.1533104,137.6390953,0.0000000
-0.0147124,-0.0147124,0.1583104,118.9920158,0.0000000
-0.0097124,-0.0097124,0.1633104,102.8738962,0.0000000
-0.0047124,-0.0047124,0.1683104,88.9314804,0.0000000
0.0002876,0.0002876,0.1733104,76.8630603,0.0000000
0.0052876,0.0052876,0.1783104,66.4103527,0.0000000
0.0102876,0.0102876,0.1833104,57.3515348,0.0000000
0.0152876,0.0152876,0.1883104,49.4953372,0.0000000
0.0202876,0.0202876,0.1933104,42.6758277,0.0000000
0.0252876,0.0252876,0.1983104,36.7470591,0.0000000
0.0302876,0.0302876,0.2033104,31.5769478,0.0000000
0.0352876,0.0352876,0.2083104,27.0422303,0.0000000
0.0402876,0.0402876,0.2133104,23.0320996,0.0000000
0.0452876,0.0452876,0.2183104,19.4639511,0.0000000
0.0502876,0.0502876,0.2233104,16.2935213,0.0000000
0.0552876,0.0552876,0.2283104,13.5025199,0.0000000
0.0602876,0.0602876,0.2333104,11.0765396,0.0000000
0.0652876,0.0652876,0.2383104,8.9926891,0.0000000
0.0702876,0.0702876,0.2433104,7.2188082,0.0000000
0.0752876,0.0752876,0.2483104,5.7172431,0.0000000
0.0802876,0.0802876,0.2533104,4.4485276,0.0000000
0.0852876,0.0852876,0.2583104,3.3737817,0.0000000
0.0902876,0.0902876,0.2633104,2.4560200,0.0000000
0.0952876,0.0952876,0.2683104,1.6609293,0.0000000
0.1002876,0.1002876,0.2733104,0.9578923,0.0000000
0.1052876,0.1052876,0.2783104,0.3217308,0.0000000
0.1102876,0.1102876,0.2833104,-0.2653124,0.0000000
0.1152876,0.1152876,0.2883104,-0.8125616,0.0000000
0.1202876,0.1202876,0.2933104,-1.3219106,0.0000000
0.1252876,0.1252876,0.2983104,-1.7908240,0.0000000
0.1302876,0.1302876,0.3033104,-2.2160441,0.0000000
0.1352876,0.1352876,0.3083104,-2.5963302,0.0000000
0.1402876,0.1402876,0.3133104,-2.9333664,0.0000000
0.1452876,0.1452876,0.3183104,-3.2310494,0.0000000
0.1502876,0.1502876,0.3233104,-3.4939948,0.0000000
0.1552876,0.1552876,0.3283104,-3.7262689,0.0000000
0.1602876,0.1602876,0.3333104,-3.9310619,0.0000000
0.1652876,0.1652876,0.3383104,-4.1112631,0.0000000
0.1702876,0.1702876,0.3433104,-4.2702139,0.0000000
0.1752876,0.1752876,0.3483104,-4.4119271,0.0000000
0.1802876,0.1802876,0.3533104,-4.5406467,0.0000000
0.1852876,0.1852876,0.3583104,-4.6601246,0.0000000
0.1902876,0.1902876,0.3633104,-4.7730411,0.0000000
0.1952876,0.1952876,0.3683104,-4.8807425,0.0000000
0.2002876,0.2002876,0.3733104,-4.9832137,0.0000000
0.2052876,0.2052876,0.3783104,-5.0791659,0.0000000
0.2102876,0.2102876,0.3833104,-5.1662832,0.0000000
0.2152876,0.2152876,0.3883104,-5.2417300,0.0000000
0.2202876,0.2202876,0.3933104,-5.3028585,0.0000000
0.2252876,0.2252876,0.3983104,-5.3478624,0.0000000
0.2302876,0.2302876,0.4033104,-5.3761409,0.0000000
0.2352876,0.2352876,0.4083104,-5.3883184,0.0000000
0.2402876,0.2402876,0.4133104,-5.3860456,0.0000000
0.2452876,0.2452876,0.4183104,-5.3717199,0.0000000
0.2502876,0.2502876,0.4233104,-5.3481346,0.0000000
0.2552876,0.2552876,0.4283104,-5.3179900,0.0000000
0.2602876,0.2602876,0.4333104,-5.2832876,0.0000000
0.2652876,0.2652876,0.4383104,-5.2448179,0.0000000
0.2702876,0.2702876,0.4433104,-5.2020261,0.0000000
0.2752876,0.2752876,0.4483104,-5.1533605,0.0000000
0.2802876,0.2802876,0.4533104,-5.0969162,0.0000000
0.2852876,0.2852876,0.4583104,-5.0310628,0.0000000
0.2902876,0.2902876,0.4633104,-4.9548449,0.0000000
0.2952876,0.2952876,0.4683104,-4.8681053,0.0000000
0.3002876,0.3002876,0.4733104,-4.7714005,0.0000000
0.3052876,0.3052876,0.4783104,-4.6658128,0.0000000
0.3102876,0.3102876,0.4833104,-4.5527449,0.0000000
0.3152876,0.3152876,0.4883104,-4.4337418,0.0000000
0.3202876,0.3202876,0.4933104,-4.3103583,0.0000000
0.3252876,0.3252876,0.4983104,-4.1840675,0.0000000
0.3302876,0.3302876,0.5033104,-4.0562062,0.0000000
0.3352876,0.3352876,0.5083104,-3.9279451,0.0000000
0.3402876,0.3402876,0.5133104,-3.8002799,0.0000000
0.3452876,0.3452876,0.5183104,-3.6740345,0.0000000
0.3502876,0.3502876,0.5233104,-3.5498730,0.0000000
0.3552876,0.3552876,0.5283104,-3.4283164,0.0000000
0.3602876,0.3602876,0.5333104,-3.3097603,0.0000000
0.3652876,0.3652876,0.5383104,-3.1944940,0.0000000
0.3702876,0.3702876,0.5433104,-3.0827179,0.0000000
0.3752876,0.3752876,0.5483104,-2.9745588,0.0000000
