# r[nm],d[nm],daligned[nm],Umethane(d)[kj/mol],UMinmethane(d)[kj/mol]
0.7753408,0.0253408,0.0000000,1310503.7738498,1310503.7738498
0.7853408,0.0353408,0.0100000,679500.4316369,679500.4316369
0.7953408,0.0453408,0.0200000,356794.3592505,356794.3592505
0.8053408,0.0553408,0.0300000,199117.0266641,199117.0266641
0.8153408,0.0653408,0.0400000,126026.8163288,126026.8163288
0.8253408,0.0753408,0.0500000,90670.4584776,90670.4584776
0.8353408,0.0853408,0.0600000,70758.9210170,70758.9210170
0.8453408,0.0953408,0.0700000,56610.3824309,56610.3824309
0.8553408,0.1053408,0.0800000,40183.7684585,40183.7684585
0.8653408,0.1153408,0.0900000,28669.0114955,28669.0114955
0.8753408,0.1253408,0.1000000,19971.2062865,19971.2062865
0.8853408,0.1353408,0.1100000,10891.3503061,10891.3503061
0.8953408,0.1453408,0.1200000,6084.7902034,6084.7902034
0.9053408,0.1553408,0.1300000,3464.4769141,3464.4769141
0.9153408,0.1653408,0.1400000,1987.1759267,1987.1759267
0.9253408,0.1753408,0.1500000,1181.4253578,1158.2185410
0.9353408,0.1853408,0.1600000,705.2037035,682.0008171
0.9453408,0.1953408,0.1700000,426.2621851,403.0901701
0.9553408,0.2053408,0.1800000,260.2386241,237.1916669
0.9653408,0.2153408,0.1900000,159.9782801,137.3466995
0.9753408,0.2253408,0.2000000,98.1889537,76.7784557
0.9853408,0.2353408,0.2100000,59.5549940,39.9048365
0.9953408,0.2453408,0.2200000,35.2899306,17.4961039
1.0053408,0.2553408,0.2300000,19.9364166,3.9540603
1.0153408,0.2653408,0.2400000,10.0446047,-4.8845828
1.0253408,0.2753408,0.2500000,3.4526572,-9.8489392
1.0353408,0.2853408,0.2600000,-1.1156295,-12.4417940
1.0453408,0.2953408,0.2700000,-4.3478575,-13.5860681
1.0553408,0.3053408,0.2800000,-6.6230871,-13.8663713
1.0653408,0.3153408,0.2900000,-8.1634045,-14.4334976
1.0753408,0.3253408,0.3000000,-9.1326702,-14.5677651
1.0853408,0.3353408,0.3100000,-9.6752623,-14.3672673
1.0953408,0.3453408,0.3200000,-9.9000465,-14.6113530
1.1053408,0.3553408,0.3300000,-9.8792092,-14.5709641
1.1153408,0.3653408,0.3400000,-9.6645189,-14.2478486
1.1253408,0.3753408,0.3500000,-9.3011990,-13.7007825
1.1353408,0.3853408,0.3600000,-8.8320885,-13.0213267
1.1453408,0.3953408,0.3700000,-8.2973384,-12.2747201
1.1553408,0.4053408,0.3800000,-7.7324318,-11.5113077
1.1653408,0.4153408,0.3900000,-7.1657941,-10.7647543
1.1753408,0.4253408,0.4000000,-6.6177194,-10.0318782
1.1853408,0.4353408,0.4100000,-6.1006710,-9.3250260
1.1953408,0.4453408,0.4200000,-5.6205442,-8.8267986
1.2053408,0.4553408,0.4300000,-5.1788712,-8.7426472
1.2153408,0.4653408,0.4400000,-4.7749463,-8.4948454
1.2253408,0.4753408,0.4500000,-4.4070198,-8.1396403
1.2353408,0.4853408,0.4600000,-4.0730820,-7.7543121
1.2453408,0.4953408,0.4700000,-3.7715410,-7.3543638
1.2553408,0.5053408,0.4800000,-3.5010352,-6.9128696
1.2653408,0.5153408,0.4900000,-3.2594196,-6.4554477
1.2753408,0.5253408,0.5000000,-3.0434826,-6.3528528
1.2853408,0.5353408,0.5100000,-2.8499856,-6.2665358
1.2953408,0.5453408,0.5200000,-2.6758791,-6.0212912
1.3053408,0.5553408,0.5300000,-2.5167755,-5.6887175
1.3153408,0.5653408,0.5400000,-2.3671559,-5.4559483
1.3253408,0.5753408,0.5500000,-2.2228295,-5.2448843
1.3353408,0.5853408,0.5600000,-2.0822842,-5.0535146
1.3453408,0.5953408,0.5700000,-1.9458928,-4.7661942
1.3553408,0.6053408,0.5800000,-1.8147313,-4.4355156
1.3653408,0.6153408,0.5900000,-1.6900326,-4.1058165
1.3753408,0.6253408,0.6000000,-1.5728582,-3.7812790
1.3853408,0.6353408,0.6100000,-1.4638284,-3.5184383
1.3953408,0.6453408,0.6200000,-1.3630675,-3.2798490
1.4053408,0.6553408,0.6300000,-1.2703203,-3.0298267
1.4153408,0.6653408,0.6400000,-1.1851091,-2.7879489
1.4253408,0.6753408,0.6500000,-1.1068561,-2.5557095
1.4353408,0.6853408,0.6600000,-1.0349616,-2.3399956
1.4453408,0.6953408,0.6700000,-0.9688460,-2.1409262
