# r[nm],ssd(r)[nm]
-4.0987644,-4.0987644
-4.0937644,-4.0937644
-4.0887644,-4.0887644
-4.0837644,-4.0837644
-4.0787644,-4.0787644
-4.0737644,-4.0737644
-4.0687644,-4.0687644
-4.0637644,-4.0637644
-4.0587644,-4.0587644
-4.0537644,-4.0537644
-4.0487644,-4.0487644
-4.0437644,-4.0437644
-4.0387644,-4.0387644
-4.0337644,-4.0337644
-4.0287644,-4.0287644
-4.0237644,-4.0237644
-4.0187644,-4.0187644
-4.0137644,-4.0137644
-4.0087644,-4.0087644
-4.0037644,-4.0037644
-3.9987644,-3.9987644
-3.9937644,-3.9937644
-3.9887644,-3.9887644
-3.9837644,-3.9837644
-3.9787644,-3.9787644
-3.9737644,-3.9737644
-3.9687644,-3.9687644
-3.9637644,-3.9637644
-3.9587644,-3.9587644
-3.9537644,-3.9537644
-3.9487644,-3.9487644
-3.9437644,-3.9437644
-3.9387644,-3.9387644
-3.9337644,-3.9337644
-3.9287644,-3.9287644
-3.9237644,-3.9237644
-3.9187644,-3.9187644
-3.9137644,-3.9137644
-3.9087644,-3.9087644
-3.9037644,-3.9037644
-3.8987644,-3.8987644
-3.8937644,-3.8937644
-3.8887644,-3.8887644
-3.8837644,-3.8837644
-3.8787644,-3.8787644
-3.8737644,-3.8737644
-3.8687644,-3.8687644
-3.8637644,-3.8637644
-3.8587644,-3.8587644
-3.8537644,-3.8537644
-3.8487644,-3.8487644
-3.8437644,-3.8437644
-3.8387644,-3.8387644
-3.8337644,-3.8337644
-3.8287644,-3.8287644
-3.8237644,-3.8237644
-3.8187644,-3.8187644
-3.8137644,-3.8137644
-3.8087644,-3.8087644
-3.8037644,-3.8037644
-3.7987644,-3.7987644
-3.7937644,-3.7937644
-3.7887644,-3.7887644
-3.7837644,-3.7837644
-3.7787644,-3.7787644
-3.7737644,-3.7737644
-3.7687644,-3.7687644
-3.7637644,-3.7637644
-3.7587644,-3.7587644
-3.7537644,-3.7537644
-3.7487644,-3.7487644
-3.7437644,-3.7437644
-3.7387644,-3.7387644
-3.7337644,-3.7337644
-3.7287644,-3.7287644
-3.7237644,-3.7237644
-3.7187644,-3.7187644
-3.7137644,-3.7137644
-3.7087644,-3.7087644
-3.7037644,-3.7037644
-3.6987644,-3.6987644
-3.6937644,-3.6937644
-3.6887644,-3.6887644
-3.6837644,-3.6837644
-3.6787644,-3.6787644
-3.6737644,-3.6737644
-3.6687644,-3.6687644
-3.6637644,-3.6637644
-3.6587644,-3.6587644
-3.6537644,-3.6537644
-3.6487644,-3.6487644
-3.6437644,-3.6437644
-3.6387644,-3.6387644
-3.6337644,-3.6337644
-3.6287644,-3.6287644
-3.6237644,-3.6237644
-3.6187644,-3.6187644
-3.6137644,-3.6137644
-3.6087644,-3.6087644
-3.6037644,-3.6037644
-3.5987644,-3.5987644
-3.5937644,-3.5937644
-3.5887644,-3.5887644
-3.5837644,-3.5837644
-3.5787644,-3.5787644
-3.5737644,-3.5737644
-3.5687644,-3.5687644
-3.5637644,-3.5637644
-3.5587644,-3.5587644
-3.5537644,-3.5537644
-3.5487644,-3.5487644
-3.5437644,-3.5437644
-3.5387644,-3.5387644
-3.5337644,-3.5337644
-3.5287644,-3.5287644
-3.5237644,-3.5237644
-3.5187644,-3.5187644
-3.5137644,-3.5137644
-3.5087644,-3.5087644
-3.5037644,-3.5037644
-3.4987644,-3.4987644
-3.4937644,-3.4937644
-3.4887644,-3.4887644
-3.4837644,-3.4837644
-3.4787644,-3.4787644
-3.4737644,-3.4737644
-3.4687644,-3.4687644
-3.4637644,-3.4637644
-3.4587644,-3.4587644
-3.4537644,-3.4537644
-3.4487644,-3.4487644
-3.4437644,-3.4437644
-3.4387644,-3.4387644
-3.4337644,-3.4337644
-3.4287644,-3.4287644
-3.4237644,-3.4237644
-3.4187644,-3.4187644
-3.4137644,-3.4137644
-3.4087644,-3.4087644
-3.4037644,-3.4037644
-3.3987644,-3.3987644
-3.3937644,-3.3937644
-3.3887644,-3.3887644
-3.3837644,-3.3837644
-3.3787644,-3.3787644
-3.3737644,-3.3737644
-3.3687644,-3.3687644
-3.3637644,-3.3637644
-3.3587644,-3.3587644
-3.3537644,-3.3537644
-3.3487644,-3.3487644
-3.3437644,-3.3437644
-3.3387644,-3.3387644
-3.3337644,-3.3337644
-3.3287644,-3.3287644
-3.3237644,-3.3237644
-3.3187644,-3.3187644
-3.3137644,-3.3137644
-3.3087644,-3.3087644
-3.3037644,-3.3037644
-3.2987644,-3.2987644
-3.2937644,-3.2937644
-3.2887644,-3.2887644
-3.2837644,-3.2837644
-3.2787644,-3.2787644
-3.2737644,-3.2737644
-3.2687644,-3.2687644
-3.2637644,-3.2637644
-3.2587644,-3.2587644
-3.2537644,-3.2537644
-3.2487644,-3.2487644
-3.2437644,-3.2437644
-3.2387644,-3.2387644
-3.2337644,-3.2337644
-3.2287644,-3.2287644
-3.2237644,-3.2237644
-3.2187644,-3.2187644
-3.2137644,-3.2137644
-3.2087644,-3.2087644
-3.2037644,-3.2037644
-3.1987644,-3.1987644
-3.1937644,-3.1937644
-3.1887644,-3.1887644
-3.1837644,-3.1837644
-3.1787644,-3.1787644
-3.1737644,-3.1737644
-3.1687644,-3.1687644
-3.1637644,-3.1637644
-3.1587644,-3.1587644
-3.1537644,-3.1537644
-3.1487644,-3.1487644
-3.1437644,-3.1437644
-3.1387644,-3.1387644
-3.1337644,-3.1337644
-3.1287644,-3.1287644
-3.1237644,-3.1237644
-3.1187644,-3.1187644
-3.1137644,-3.1137644
-3.1087644,-3.1087644
-3.1037644,-3.1037644
-3.0987644,-3.0987644
-3.0937644,-3.0937644
-3.0887644,-3.0887644
-3.0837644,-3.0837644
-3.0787644,-3.0787644
-3.0737644,-3.0737644
-3.0687644,-3.0687644
-3.0637644,-3.0637644
-3.0587644,-3.0587644
-3.0537644,-3.0537644
-3.0487644,-3.0487644
-3.0437644,-3.0437644
-3.0387644,-3.0387644
-3.0337644,-3.0337644
-3.0287644,-3.0287644
-3.0237644,-3.0237644
-3.0187644,-3.0187644
-3.0137644,-3.0137644
-3.0087644,-3.0087644
-3.0037644,-3.0037644
-2.9987644,-2.9987644
-2.9937644,-2.9937644
-2.9887644,-2.9887644
-2.9837644,-2.9837644
-2.9787644,-2.9787644
-2.9737644,-2.9737644
-2.9687644,-2.9687644
-2.9637644,-2.9637644
-2.9587644,-2.9587644
-2.9537644,-2.9537644
-2.9487644,-2.9487644
-2.9437644,-2.9437644
-2.9387644,-2.9387644
-2.9337644,-2.9337644
-2.9287644,-2.9287644
-2.9237644,-2.9237644
-2.9187644,-2.9187644
-2.9137644,-2.9137644
-2.9087644,-2.9087644
-2.9037644,-2.9037644
-2.8987644,-2.8987644
-2.8937644,-2.8937644
-2.8887644,-2.8887644
-2.8837644,-2.8837644
-2.8787644,-2.8787644
-2.8737644,-2.8737644
-2.8687644,-2.8687644
-2.8637644,-2.8637644
-2.8587644,-2.8587644
-2.8537644,-2.8537644
-2.8487644,-2.8487644
-2.8437644,-2.8437644
-2.8387644,-2.8387644
-2.8337644,-2.8337644
-2.8287644,-2.8287644
-2.8237644,-2.8237644
-2.8187644,-2.8187644
-2.8137644,-2.8137644
-2.8087644,-2.8087644
-2.8037644,-2.8037644
-2.7987644,-2.7987644
-2.7937644,-2.7937644
-2.7887644,-2.7887644
-2.7837644,-2.7837644
-2.7787644,-2.7787644
-2.7737644,-2.7737644
-2.7687644,-2.7687644
-2.7637644,-2.7637644
-2.7587644,-2.7587644
-2.7537644,-2.7537644
-2.7487644,-2.7487644
-2.7437644,-2.7437644
-2.7387644,-2.7387644
-2.7337644,-2.7337644
-2.7287644,-2.7287644
-2.7237644,-2.7237644
-2.7187644,-2.7187644
-2.7137644,-2.7137644
-2.7087644,-2.7087644
-2.7037644,-2.7037644
-2.6987644,-2.6987644
-2.6937644,-2.6937644
-2.6887644,-2.6887644
-2.6837644,-2.6837644
-2.6787644,-2.6787644
-2.6737644,-2.6737644
-2.6687644,-2.6687644
-2.6637644,-2.6637644
-2.6587644,-2.6587644
-2.6537644,-2.6537644
-2.6487644,-2.6487644
-2.6437644,-2.6437644
-2.6387644,-2.6387644
-2.6337644,-2.6337644
-2.6287644,-2.6287644
-2.6237644,-2.6237644
-2.6187644,-2.6187644
-2.6137644,-2.6137644
-2.6087644,-2.6087644
-2.6037644,-2.6037644
-2.5987644,-2.5987644
-2.5937644,-2.5937644
-2.5887644,-2.5887644
-2.5837644,-2.5837644
-2.5787644,-2.5787644
-2.5737644,-2.5737644
-2.5687644,-2.5687644
-2.5637644,-2.5637644
-2.5587644,-2.5587644
-2.5537644,-2.5537644
-2.5487644,-2.5487644
-2.5437644,-2.5437644
-2.5387644,-2.5387644
-2.5337644,-2.5337644
-2.5287644,-2.5287644
-2.5237644,-2.5237644
-2.5187644,-2.5187644
-2.5137644,-2.5137644
-2.5087644,-2.5087644
-2.5037644,-2.5037644
-2.4987644,-2.4987644
-2.4937644,-2.4937644
-2.4887644,-2.4887644
-2.4837644,-2.4837644
-2.4787644,-2.4787644
-2.4737644,-2.4737644
-2.4687644,-2.4687644
-2.4637644,-2.4637644
-2.4587644,-2.4587644
-2.4537644,-2.4537644
-2.4487644,-2.4487644
-2.4437644,-2.4437644
-2.4387644,-2.4387644
-2.4337644,-2.4337644
-2.4287644,-2.4287644
-2.4237644,-2.4237644
-2.4187644,-2.4187644
-2.4137644,-2.4137644
-2.4087644,-2.4087644
-2.4037644,-2.4037644
-2.3987644,-2.3987644
-2.3937644,-2.3937644
-2.3887644,-2.3887644
-2.3837644,-2.3837644
-2.3787644,-2.3787644
-2.3737644,-2.3737644
-2.3687644,-2.3687644
-2.3637644,-2.3637644
-2.3587644,-2.3587644
-2.3537644,-2.3537644
-2.3487644,-2.3487644
-2.3437644,-2.3437644
-2.3387644,-2.3387644
-2.3337644,-2.3337644
-2.3287644,-2.3287644
-2.3237644,-2.3237644
-2.3187644,-2.3187644
-2.3137644,-2.3137644
-2.3087644,-2.3087644
-2.3037644,-2.3037644
-2.2987644,-2.2987644
-2.2937644,-2.2937644
-2.2887644,-2.2887644
-2.2837644,-2.2837644
-2.2787644,-2.2787644
-2.2737644,-2.2737644
-2.2687644,-2.2687644
-2.2637644,-2.2637644
-2.2587644,-2.2587644
-2.2537644,-2.2537644
-2.2487644,-2.2487644
-2.2437644,-2.2437644
-2.2387644,-2.2387644
-2.2337644,-2.2337644
-2.2287644,-2.2287644
-2.2237644,-2.2237644
-2.2187644,-2.2187644
-2.2137644,-2.2137644
-2.2087644,-2.2087644
-2.2037644,-2.2037644
-2.1987644,-2.1987644
-2.1937644,-2.1937644
-2.1887644,-2.1887644
-2.1837644,-2.1837644
-2.1787644,-2.1787644
-2.1737644,-2.1737644
-2.1687644,-2.1687644
-2.1637644,-2.1637644
-2.1587644,-2.1587644
-2.1537644,-2.1537644
-2.1487644,-2.1487644
-2.1437644,-2.1437644
-2.1387644,-2.1387644
-2.1337644,-2.1337644
-2.1287644,-2.1287644
-2.1237644,-2.1237644
-2.1187644,-2.1187644
-2.1137644,-2.1137644
-2.1087644,-2.1087644
-2.1037644,-2.1037644
-2.0987644,-2.0987644
-2.0937644,-2.0937644
-2.0887644,-2.0887644
-2.0837644,-2.0837644
-2.0787644,-2.0787644
-2.0737644,-2.0737644
-2.0687644,-2.0687644
-2.0637644,-2.0637644
-2.0587644,-2.0587644
-2.0537644,-2.0537644
-2.0487644,-2.0487644
-2.0437644,-2.0437644
-2.0387644,-2.0387644
-2.0337644,-2.0337644
-2.0287644,-2.0287644
-2.0237644,-2.0237644
-2.0187644,-2.0187644
-2.0137644,-2.0137644
-2.0087644,-2.0087644
-2.0037644,-2.0037644
-1.9987644,-1.9987644
