# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm]
-0.6422004,-0.6422004,0.0860375,1815.9755318,-0.1580225
-0.6372004,-0.6372004,0.0910375,1615.4701875,-0.1565796
-0.6322004,-0.6322004,0.0960375,1429.7783746,-0.1550384
-0.6272004,-0.6272004,0.1010375,1259.1734793,-0.1533964
-0.6222004,-0.6222004,0.1060375,1103.6015589,-0.1516516
-0.6172004,-0.6172004,0.1110375,962.7347607,-0.1498020
-0.6122004,-0.6122004,0.1160375,836.0257933,-0.1478468
-0.6072004,-0.6072004,0.1210375,722.7603482,-0.1457891
-0.6022004,-0.6022004,0.1260375,622.1052693,-0.1436446
-0.5972004,-0.5972004,0.1310375,533.1510837,-0.1414566
-0.5922004,-0.5922004,0.1360375,454.9482832,-0.1393123
-0.5872004,-0.5872004,0.1410375,386.5374355,-0.1373434
-0.5822004,-0.5822004,0.1460375,326.9735837,-0.1356972
-0.5772004,-0.5772004,0.1510375,275.3452221,-0.1344772
-0.5722004,-0.5722004,0.1560375,230.7874002,-0.1336623
-0.5672004,-0.5672004,0.1610375,192.4877994,-0.1329833
-0.5622004,-0.5622004,0.1660375,159.6855889,-0.1317125
-0.5572004,-0.5572004,0.1710375,131.6675890,-0.1284803
-0.5522004,-0.5522004,0.1760375,107.7731465,-0.1216376
-0.5472004,-0.5472004,0.1810375,87.4163309,-0.1105417
-0.5422004,-0.5422004,0.1860375,70.1103239,-0.0965716
-0.5372004,-0.5372004,0.1910375,55.4635367,-0.0822192
-0.5322004,-0.5322004,0.1960375,43.1476560,-0.0693563
-0.5272004,-0.5272004,0.2010375,32.8667608,-0.0586485
-0.5222004,-0.5222004,0.2060375,24.3413073,-0.0499809
-0.5172004,-0.5172004,0.2110375,17.3021441,-0.0429802
-0.5122004,-0.5122004,0.2160375,11.4915893,-0.0372807
-0.5072004,-0.5072004,0.2210375,6.6739074,-0.0325765
-0.5022004,-0.5022004,0.2260375,2.6529006,-0.0285875
-0.4972004,-0.4972004,0.2310375,-0.7165809,-0.0250282
-0.4922004,-0.4922004,0.2360375,-3.5347438,-0.0216000
-0.4872004,-0.4872004,0.2410375,-5.8756843,-0.0180117
-0.4822004,-0.4822004,0.2460375,-7.8070854,-0.0140163
-0.4772004,-0.4772004,0.2510375,-9.4002583,-0.0094687
-0.4722004,-0.4722004,0.2560375,-10.7233278,-0.0044184
-0.4672004,-0.4672004,0.2610375,-11.8258948,0.0008712
-0.4622004,-0.4622004,0.2660375,-12.7339518,0.0060728
-0.4572004,-0.4572004,0.2710375,-13.4593725,0.0109744
-0.4522004,-0.4522004,0.2760375,-14.0117048,0.0155251
-0.4472004,-0.4472004,0.2810375,-14.4034259,0.0197734
-0.4422004,-0.4422004,0.2860375,-14.6497291,0.0237960
-0.4372004,-0.4372004,0.2910375,-14.7666871,0.0276574
-0.4322004,-0.4322004,0.2960375,-14.7700015,0.0314005
-0.4272004,-0.4272004,0.3010375,-14.6747238,0.0350549
-0.4222004,-0.4222004,0.3060375,-14.4953982,0.0386459
-0.4172004,-0.4172004,0.3110375,-14.2460749,0.0421995
-0.4122004,-0.4122004,0.3160375,-13.9400666,0.0457428
-0.4072004,-0.4072004,0.3210375,-13.5895965,0.0493019
-0.4022004,-0.4022004,0.3260375,-13.2055102,0.0529002
-0.3972004,-0.3972004,0.3310375,-12.7971340,0.0565570
-0.3922004,-0.3922004,0.3360375,-12.3722799,0.0602866
-0.3872004,-0.3872004,0.3410375,-11.9373586,0.0640986
-0.3822004,-0.3822004,0.3460375,-11.4975539,0.0679971
-0.3772004,-0.3772004,0.3510375,-11.0570203,0.0719818
-0.3722004,-0.3722004,0.3560375,-10.6190759,0.0760480
-0.3672004,-0.3672004,0.3610375,-10.1863737,0.0801869
-0.3622004,-0.3622004,0.3660375,-9.7610455,0.0843867
-0.3572004,-0.3572004,0.3710375,-9.3448157,0.0886331
-0.3522004,-0.3522004,0.3760375,-8.9390905,0.0929096
-0.3472004,-0.3472004,0.3810375,-8.5450236,0.0971984
-0.3422004,-0.3422004,0.3860375,-8.1635626,0.1014812
-0.3372004,-0.3372004,0.3910375,-7.7954789,0.1057394
