# r[nm],d[nm],daligned[nm],Uwater(d)[kj/mol],UMinwater(d)[kj/mol]
0.7719615,0.0219615,-0.0000000,99497.3175871,99497.3175871
0.7819615,0.0319615,0.0100000,71971.4878704,71971.4878704
0.7919615,0.0419615,0.0200000,50525.3263735,50525.3263735
0.8019615,0.0519615,0.0300000,34617.9228566,34617.9228566
0.8119615,0.0619615,0.0400000,23268.4973805,23268.4973805
0.8219615,0.0719615,0.0500000,15412.6534885,15412.6534885
0.8319615,0.0819615,0.0600000,10099.5178794,10099.5178794
0.8419615,0.0919615,0.0700000,6567.6112481,6567.6112481
0.8519615,0.1019615,0.0800000,4248.7985151,4248.7985151
0.8619615,0.1119615,0.0900000,2739.3636860,2739.3636860
0.8719615,0.1219615,0.1000000,1787.0472050,1762.1321784
0.8819615,0.1319615,0.1100000,1156.1847776,1131.3925252
0.8919615,0.1419615,0.1200000,749.4371204,724.8199261
0.9019615,0.1519615,0.1300000,487.2356453,462.7681126
0.9119615,0.1619615,0.1400000,317.8954125,293.7614307
0.9219615,0.1719615,0.1500000,208.1968724,184.6711515
0.9319615,0.1819615,0.1600000,137.0704356,114.2146702
0.9419615,0.1919615,0.1700000,90.8860820,67.9325561
0.9519615,0.2019615,0.1800000,60.7306083,38.1648233
0.9619615,0.2119615,0.1900000,39.8295835,19.0845027
0.9719615,0.2219615,0.2000000,-1.5512365,-24.4687055
0.9819615,0.2319615,0.2100000,-29.5088037,-52.5096052
0.9919615,0.2419615,0.2200000,-46.2249557,-69.1750081
1.0019615,0.2519615,0.2300000,-56.0335191,-78.9345198
1.0119615,0.2619615,0.2400000,-61.5754727,-84.3913811
1.0219615,0.2719615,0.2500000,-64.4955238,-87.0958100
1.0319615,0.2819615,0.2600000,-65.8536242,-87.9921701
1.0419615,0.2919615,0.2700000,-66.2992676,-87.6700684
1.0519615,0.3019615,0.2800000,-66.1426916,-87.7938870
1.0619615,0.3119615,0.2900000,-65.4973154,-87.4748378
1.0719615,0.3219615,0.3000000,-64.5950519,-86.4810053
1.0819615,0.3319615,0.3100000,-65.3237296,-87.1546112
1.0919615,0.3419615,0.3200000,-68.3021824,-91.4650071
1.1019615,0.3519615,0.3300000,-70.2115963,-93.5705043
1.1119615,0.3619615,0.3400000,-70.4897746,-93.8628893
1.1219615,0.3719615,0.3500000,-69.4550593,-92.7214047
1.1319615,0.3819615,0.3600000,-67.6224877,-90.4918627
1.1419615,0.3919615,0.3700000,-65.7402392,-87.4751257
1.1519615,0.4019615,0.3800000,-64.5208391,-85.3230392
1.1619615,0.4119615,0.3900000,-64.0489996,-84.3342375
1.1719615,0.4219615,0.4000000,-64.3548147,-85.2006954
1.1819615,0.4319615,0.4100000,-65.1239799,-88.0618224
1.1919615,0.4419615,0.4200000,-65.2486041,-88.1355398
1.2019615,0.4519615,0.4300000,-71.1531647,-95.2320241
1.2119615,0.4619615,0.4400000,-81.6332123,-105.6061294
1.2219615,0.4719615,0.4500000,-85.6261935,-108.9840044
1.2319615,0.4819615,0.4600000,-85.7928263,-108.3474052
1.2419615,0.4919615,0.4700000,-84.9121752,-105.7384701
1.2519615,0.5019615,0.4800000,-83.0779711,-104.0739236
1.2619615,0.5119615,0.4900000,-79.7728457,-101.0439417
1.2719615,0.5219615,0.5000000,-75.6377959,-96.9273159
1.2819615,0.5319615,0.5100000,-71.2311910,-92.3825194
1.2919615,0.5419615,0.5200000,-66.7999283,-87.7688324
1.3019615,0.5519615,0.5300000,-62.4727944,-83.2770246
1.3119615,0.5619615,0.5400000,-58.3525284,-79.0025800
1.3219615,0.5719615,0.5500000,-54.5031237,-74.9872193
1.3319615,0.5819615,0.5600000,-50.9474837,-71.2426627
1.3419615,0.5919615,0.5700000,-47.6808414,-67.7643092
1.3519615,0.6019615,0.5800000,-44.6845216,-64.5391243
1.3619615,0.6119615,0.5900000,-41.9348313,-61.5501711
1.3719615,0.6219615,0.6000000,-39.4076675,-58.7791827
1.3819615,0.6319615,0.6100000,-37.0805307,-56.2079867
1.3919615,0.6419615,0.6200000,-34.9332111,-53.8192580
1.4019615,0.6519615,0.6300000,-32.9478672,-51.5968801
1.4119615,0.6619615,0.6400000,-31.1088572,-49.5260806
1.4219615,0.6719615,0.6500000,-29.4024921,-47.5934412
1.4319615,0.6819615,0.6600000,-27.8167803,-45.7868384
1.4419615,0.6919615,0.6700000,-26.3411929,-44.0953521
1.4519615,0.7019615,0.6800000,-24.9664559,-42.5091601
1.4619615,0.7119615,0.6900000,-23.6843702,-41.0194307
1.4719615,0.7219615,0.7000000,-22.4876549,-39.6182203
1.4819615,0.7319615,0.7100000,-21.3698113,-38.2983772
1.4919615,0.7419615,0.7200000,-20.3250050,-37.0534548
1.5019615,0.7519615,0.7300000,-19.3479628,-35.8776338
1.5119615,0.7619615,0.7400000,-18.4338856,-34.7656526
1.5219615,0.7719615,0.7500000,-17.5783738,-33.7127456
1.5319615,0.7819615,0.7600000,-16.7773661,-32.7145890
1.5419615,0.7919615,0.7700000,-16.0270909,-31.7672530
1.5519615,0.8019615,0.7800000,-15.3240284,-30.8671594
1.5619615,0.8119615,0.7900000,-14.6648817,-30.0110448
1.5719615,0.8219615,0.8000000,-14.0465573,-29.1959274
1.5819615,0.8319615,0.8100000,-13.4661505,-28.4190787
1.5919615,0.8419615,0.8200000,-12.9209360,-27.6779974
1.6019615,0.8519615,0.8300000,-12.4083611,-26.9703875
1.6119615,0.8619615,0.8400000,-11.9260407,-26.2941375
1.6219615,0.8719615,0.8500000,-11.4717525,-25.6473033
1.6319615,0.8819615,0.8600000,-11.0434324,-25.0280923
1.6419615,0.8919615,0.8700000,-10.6391688,-24.4348490
1.6519615,0.9019615,0.8800000,-10.2571967,-23.8660427
1.6619615,0.9119615,0.8900000,-9.8958905,-23.3202563
1.6719615,0.9219615,0.9000000,-9.5537564,-22.7961762
1.6819615,0.9319615,0.9100000,-9.2294238,-22.2925833
1.6919615,0.9419615,0.9200000,-8.9216374,-21.8083446
1.7019615,0.9519615,0.9300000,-8.6292482,-21.3424066
1.7119615,0.9619615,0.9400000,-8.3512047,-20.8937877
1.7219615,0.9719615,0.9500000,-8.0865452,-20.4615734
1.7319615,0.9819615,0.9600000,-7.8343896,-20.0449098
1.7419615,0.9919615,0.9700000,-7.5939318,-19.6429997
1.7519615,1.0019615,0.9800000,-7.3644330,-19.2550974
1.7619615,1.0119615,0.9900000,-7.1452151,-18.8805051
1.7719615,1.0219615,1.0000000,-6.9356548,-18.5185692
1.7819615,1.0319615,1.0100000,-6.7351785,-18.1686769
1.7919615,1.0419615,1.0200000,-6.5432572,-17.8302531
1.8019615,1.0519615,1.0300000,-6.3594021,-17.5027577
1.8119615,1.0619615,1.0400000,-6.1831613,-17.1856830
1.8219615,1.0719615,1.0500000,-6.0141153,-16.8785515
1.8319615,1.0819615,1.0600000,-5.8518750,-16.5809136
1.8419615,1.0919615,1.0700000,-5.6960781,-16.2923457
1.8519615,1.1019615,1.0800000,-5.5463871,-16.0124484
1.8619615,1.1119615,1.0900000,-5.4024868,-15.7408449
1.8719615,1.1219615,1.1000000,-5.2640826,-15.4771795
1.8819615,1.1319615,1.1100000,-5.1308987,-15.2211159
1.8919615,1.1419615,1.1200000,-5.0026764,-14.9813204
1.9019615,1.1519615,1.1300000,-4.8791731,-14.7984310
1.9119615,1.1619615,1.1400000,-4.7601606,-14.6182839
1.9219615,1.1719615,1.1500000,-4.6454241,-14.4408493
1.9319615,1.1819615,1.1600000,-4.5347615,-14.2660964
1.9419615,1.1919615,1.1700000,-4.4279822,-14.0939934
1.9519615,1.2019615,1.1800000,-4.3249064,-13.9245076
1.9619615,1.2119615,1.1900000,-4.2253643,-13.7576056
1.9719615,1.2219615,1.2000000,-4.1291955,-13.5932537
1.9819615,1.2319615,1.2100000,-4.0362482,-13.4314174
1.9919615,1.2419615,1.2200000,-3.9463789,-13.2720619
2.0019615,1.2519615,1.2300000,-3.8594519,-13.1151523
2.0119615,1.2619615,1.2400000,-3.7753384,-12.9606533
2.0219615,1.2719615,1.2500000,-3.6939165,-12.8085295
2.0319615,1.2819615,1.2600000,-3.6150707,-12.6587456
2.0419615,1.2919615,1.2700000,-3.5386913,-12.5112660
