# r[nm],d[nm],daligned[nm],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol],UCMin(d)[kJ/mol],UKMin(d)[kJ/mol],UClMin(d)[kJ/mol],UC2AMin(d)[kJ/mol],UC4AMin(d)[kJ/mol],UCPlusMin(d)[kJ/mol],UCMinusMin(d)[kJ/mol],UCMoreLJMin(d)[kJ/mol],UCLessLJMin(d)[kJ/mol]
-0.8027000,-0.8027000,-0.7976762,70993.0545901,41552.7735134,350618.3049096,2165.9068349,243758.2844614,70993.0545901,70993.0545901,83689.3674726,52929.8034304,70993.0545901,41552.7735134,350618.3049096,2165.9068349,243758.2844614,70993.0545901,70993.0545901,83689.3674726,52929.8034304
-0.7977000,-0.7977000,-0.7926762,72842.6047105,42642.9258188,359654.3563986,2228.7370028,250043.5397706,72842.6047105,72842.6047105,85869.6889220,54308.7597927,72842.6047105,42642.9258188,359654.3563986,2228.7370028,250043.5397706,72842.6047105,72842.6047105,85869.6889220,54308.7597927
-0.7927000,-0.7927000,-0.7876762,78015.5777143,45691.9962816,384926.5620999,2404.5020995,267622.2831831,78015.5777143,78015.5777143,91967.7902242,58165.5376962,78015.5777143,45691.9962816,384926.5620999,2404.5020995,267622.2831831,78015.5777143,78015.5777143,91967.7902242,58165.5376962
-0.7877000,-0.7877000,-0.7826762,86560.7166962,50728.8702067,426671.0444098,2694.9889325,296658.8212879,86560.7166962,86560.7166962,102041.1316304,64536.4781946,86560.7166962,50728.8702067,426671.0444098,2694.9889325,296658.8212879,86560.7166962,86560.7166962,102041.1316304,64536.4781946
-0.7827000,-0.7827000,-0.7776762,98538.1056665,57789.2000205,485178.2615314,3102.4391998,337355.2902303,98538.1056665,98538.1056665,116160.5425036,73466.3777104,98538.1056665,57789.2000205,485178.2615314,3102.4391998,337355.2902303,98538.1056665,98538.1056665,116160.5425036,73466.3777104
-0.7777000,-0.7777000,-0.7726762,113990.6098923,66898.5467876,560653.8020439,3628.5582362,389854.8172748,113990.6098923,113990.6098923,134376.5540837,84987.1950058,113990.6098923,66898.5467876,560653.8020439,3628.5582362,389854.8172748,113990.6098923,113990.6098923,134376.5540837,84987.1950058
-0.7727000,-0.7727000,-0.7676762,111190.5130363,65246.5052622,546994.8480297,3532.0696828,380353.2989718,111190.5130363,111190.5130363,131075.6912586,82899.5460516,111190.5130363,65246.5052622,546994.8480297,3532.0696828,380353.2989718,111190.5130363,111190.5130363,131075.6912586,82899.5460516
-0.7677000,-0.7677000,-0.7626762,106700.6906483,62600.3272341,525057.1784059,3379.7082149,365094.0754642,106700.6906483,106700.6906483,125782.9144103,79552.1000541,106700.6906483,62600.3272341,525057.1784059,3379.7082149,365094.0754642,106700.6906483,106700.6906483,125782.9144103,79552.1000541
-0.7627000,-0.7627000,-0.7576762,95973.3217883,56285.9707972,472537.8467355,3022.4700472,328566.5163182,95973.3217883,95973.3217883,113137.0757474,71554.1694345,95973.3217883,56285.9707972,472537.8467355,3022.4700472,328566.5163182,95973.3217883,95973.3217883,113137.0757474,71554.1694345
-0.7577000,-0.7577000,-0.7526762,85572.9765280,50162.4607856,421640.9050272,2674.7344516,293166.6464418,85572.9765280,85572.9765280,100876.7451931,63800.0555509,85572.9765280,50162.4607856,421640.9050272,2674.7344516,293166.6464418,85572.9765280,85572.9765280,100876.7451931,63800.0555509
-0.7527000,-0.7527000,-0.7476762,71181.0629249,41714.1531027,350881.5238455,2214.9119430,243962.7357416,71181.0629249,71181.0629249,83910.9989928,53069.9755115,71181.0629249,41714.1531027,350881.5238455,2214.9119430,243962.7357416,71181.0629249,71181.0629249,83910.9989928,53069.9755115
-0.7477000,-0.7477000,-0.7426762,51287.0277054,29990.5436054,253659.5111176,1556.2221094,176338.4356592,51287.0277054,51287.0277054,60459.1383339,38237.7165012,51287.0277054,29990.5436054,253659.5111176,1540.9811258,176338.4356592,51287.0277054,51287.0277054,60459.1383339,38237.7165012
-0.7427000,-0.7427000,-0.7376762,38373.2526955,22385.1375967,190488.8507788,1121.3310035,132401.0815565,38373.2526955,38373.2526955,45235.8792630,28609.6820863,38373.2526955,22385.1375967,190488.8507788,1107.4894964,132401.0815565,38373.2526955,38373.2526955,45235.8792630,28609.6820863
-0.7377000,-0.7377000,-0.7326762,30058.4518953,17488.8154670,149807.6561563,842.9794503,104106.1626730,30058.4518953,30058.4518953,35434.0694431,22410.4732417,30058.4518953,17488.8154670,149807.6561563,828.8621285,104106.1626730,30058.4518953,30058.4518953,35434.0694431,22410.4732417
-0.7327000,-0.7327000,-0.7276762,24850.1687326,14423.1113928,124308.7862736,669.6111555,86371.5226607,24850.1687326,24850.1687326,29294.3431555,18527.3693860,24850.1687326,14423.1113928,124308.7862736,655.4195558,86371.5226607,24850.1687326,24850.1687326,29294.3431555,18527.3693860
-0.7277000,-0.7277000,-0.7226762,21633.6755126,12530.6073466,108551.1314238,563.2040830,75412.2983967,21633.6755126,21633.6755126,25502.6161391,16129.2706585,21633.6755126,12530.6073466,108551.1314238,548.9728050,75412.2983967,21633.6755126,21633.6755126,25502.6161391,16129.2706585
-0.7227000,-0.7227000,-0.7176762,19735.5861820,11414.2452246,99246.8374891,500.7709112,68941.4741559,19735.5861820,19735.5861820,23265.0747852,14714.1252511,19735.5861820,11414.2452246,99246.8374891,486.5164995,68941.4741559,19735.5861820,19735.5861820,23265.0747852,14714.1252511
-0.7177000,-0.7177000,-0.7126762,18764.3411133,10843.1835535,94483.5775180,468.9729519,65628.8610168,18764.3411133,18764.3411133,22120.1334113,13990.0007453,18764.3411133,10843.1835535,94483.5775180,454.7066660,65628.8610168,18764.3411133,18764.3411133,22120.1334113,13990.0007453
-0.7127000,-0.7127000,-0.7076762,18522.0918840,10700.7966617,93294.8960065,461.0819404,64802.2116925,18522.0918840,18522.0918840,21834.5606199,13809.3886536,18522.0918840,10700.7966617,93294.8960065,446.8131270,64802.2116925,18522.0918840,18522.0918840,21834.5606199,13809.3886536
-0.7077000,-0.7077000,-0.7026762,18961.7626713,10959.3359087,95450.8209371,475.4978606,66301.5626871,18961.7626713,18961.7626713,22352.8616044,14137.1909785,18961.7626713,10959.3359087,95450.8209371,461.2354694,66301.5626871,18961.7626713,18961.7626713,22352.8616044,14137.1909785
-0.7027000,-0.7027000,-0.6976762,20176.9346357,11673.9604761,101408.5331498,515.3997748,70444.9182015,20176.9346357,20176.9346357,23785.3534680,15043.1783822,20176.9346357,11673.9604761,101408.5331498,501.1535831,70444.9182015,20176.9346357,20176.9346357,23785.3534680,15043.1783822
-0.6977000,-0.6977000,-0.6926762,22421.6974579,12994.4519034,112409.1736806,589.4310757,78095.5927455,22421.6974579,22421.6974579,26431.5669856,16716.7907604,22421.6974579,12994.4519034,112409.1736806,575.2136140,78095.5927455,22421.6974579,22421.6974579,26431.5669856,16716.7907604
-0.6927000,-0.6927000,-0.6876762,26166.1183695,15197.9477959,130748.3288483,713.6138020,90850.3705778,26166.1183695,26166.1183695,30845.6356499,19508.4929058,26166.1183695,15197.9477959,130748.3288483,699.4455143,90850.3705778,26166.1183695,26166.1183695,30845.6356499,19508.4929058
-0.6877000,-0.6877000,-0.6826762,32203.4513092,18752.2121596,160298.7724481,915.0373609,111403.1459836,32203.4513092,32203.4513092,37962.6779840,24009.7057018,32203.4513092,18752.2121596,160298.7724481,900.9721399,111403.1459836,32203.4513092,32203.4513092,37962.6779840,24009.7057018
-0.6827000,-0.6827000,-0.6776762,41841.4470478,24428.5460783,207443.1796530,1237.8467154,144193.7593624,41841.4470478,41841.4470478,49324.3213408,31195.4398958,41841.4470478,24428.5460783,207443.1796530,1224.6342845,144193.7593624,41841.4470478,41841.4470478,49324.3213408,31195.4398958
-0.6777000,-0.6777000,-0.6726762,56499.7566643,33062.7065217,279130.3562814,1733.4128581,194055.2040300,56499.7566643,56499.7566643,66604.1054986,42124.1349787,56499.7566643,33062.7065217,279130.3562814,1717.8099341,194055.2040300,56499.7566643,56499.7566643,66604.1054986,42124.1349787
-0.6727000,-0.6727000,-0.6676762,77824.9779438,45598.0194951,383757.3671862,2413.5067022,266816.7790496,77824.9779438,77824.9779438,91743.1038189,58023.4335362,77824.9779438,45598.0194951,383757.3671862,2413.5067022,266816.7790496,77824.9779438,77824.9779438,91743.1038189,58023.4335362
-0.6677000,-0.6677000,-0.6626762,88917.9615864,52134.9889520,437970.7261613,2789.1612168,304525.6675855,88917.9615864,88917.9615864,104819.9433745,66293.9530546,88917.9615864,52134.9889520,437970.7261613,2789.1612168,304525.6675855,88917.9615864,88917.9615864,104819.9433745,66293.9530546
-0.6627000,-0.6627000,-0.6576762,98229.0659303,57616.5939812,483544.7147494,3099.9872735,336223.0684934,98229.0659303,98229.0659303,115796.2344710,73235.9690798,98229.0659303,57616.5939812,483544.7147494,3099.9872735,336223.0684934,98229.0659303,98229.0659303,115796.2344710,73235.9690798
-0.6577000,-0.6577000,-0.6526762,105348.4680846,61804.4519065,518436.0053210,3334.7373543,360489.0338430,105348.4680846,105348.4680846,124188.8619824,78543.9327777,105348.4680846,61804.4519065,518436.0053210,3334.7373543,360489.0338430,105348.4680846,105348.4680846,124188.8619824,78543.9327777
-0.6527000,-0.6527000,-0.6476762,112236.5256136,65865.0830770,552078.7147405,3569.3247597,383890.3746003,112236.5256136,112236.5256136,132308.7714727,83679.4144545,112236.5256136,65865.0830770,552078.7147405,3569.3247597,383890.3746003,112236.5256136,112236.5256136,132308.7714727,83679.4144545
-0.6477000,-0.6477000,-0.6426762,104944.8978265,61567.7377231,516449.3636316,3322.0022987,359107.6631550,104944.8978265,104944.8978265,123713.1177025,78243.0456761,104944.8978265,61567.7377231,516449.3636316,3322.0022987,359107.6631550,104944.8978265,104944.8978265,123713.1177025,78243.0456761
-0.6427000,-0.6427000,-0.6376762,91152.6503107,53437.5229373,449077.9199862,2852.7483075,312245.3799118,91152.6503107,91152.6503107,107454.2811546,67960.0545569,91152.6503107,53437.5229373,449077.9199862,2852.7483075,312245.3799118,91152.6503107,91152.6503107,107454.2811546,67960.0545569
-0.6377000,-0.6377000,-0.6326762,80782.9615101,47325.1728603,398420.2959146,2500.2305182,277009.0543894,80782.9615101,80782.9615101,95230.0896246,60228.7969992,80782.9615101,47325.1728603,398420.2959146,2500.2305182,277009.0543894,80782.9615101,80782.9615101,95230.0896246,60228.7969992
-0.6327000,-0.6327000,-0.6276762,73773.9137965,43193.9152450,364177.5811978,2262.1120229,253190.6549264,73773.9137965,73773.9137965,86967.5522098,55003.1095025,73773.9137965,43193.9152450,364177.5811978,2262.1120229,253190.6549264,73773.9137965,73773.9137965,86967.5522098,55003.1095025
-0.6277000,-0.6277000,-0.6226762,70062.5562592,41006.4394121,346044.9025217,2136.0803172,240578.0319063,70062.5562592,70062.5562592,82592.4599342,52236.0581896,70062.5562592,41006.4394121,346044.9025217,2136.0803172,240578.0319063,70062.5562592,70062.5562592,82592.4599342,52236.0581896
-0.6227000,-0.6227000,-0.6176762,69608.4575119,40738.7987482,343826.2308602,2120.6643631,239034.7834531,69608.4575119,69608.4575119,82057.1507107,51897.4989099,69608.4575119,40738.7987482,343826.2308602,2120.6643631,239034.7834531,69608.4575119,69608.4575119,82057.1507107,51897.4989099
-0.6177000,-0.6177000,-0.6126762,72406.3568814,42387.8780765,357496.0523518,2215.6732671,248543.1566434,72406.3568814,72406.3568814,85355.4230534,53983.5094992,72406.3568814,42387.8780765,357496.0523518,2215.6732671,248543.1566434,72406.3568814,72406.3568814,85355.4230534,53983.5094992
-0.6127000,-0.6127000,-0.6076762,78487.7213716,45972.3126443,387206.9581970,2422.2502579,269209.3273984,78487.7213716,78487.7213716,92524.3714878,58517.5505954,78487.7213716,45972.3126443,387206.9581970,2422.2502579,269209.3273984,78487.7213716,78487.7213716,92524.3714878,58517.5505954
-0.6077000,-0.6077000,-0.6026762,87911.1918834,51526.8490320,433243.0723267,2742.5414383,301231.0025542,87911.1918834,87911.1918834,103633.1241831,65543.3426915,87911.1918834,51526.8490320,433243.0723267,2742.5414383,301231.0025542,87911.1918834,87911.1918834,103633.1241831,65543.3426915
-0.6027000,-0.6027000,-0.5976762,100742.0433136,59090.2212114,495919.9286317,3178.9833524,344827.7695657,100742.0433136,100742.0433136,118758.6297207,75109.5523436,100742.0433136,59090.2212114,495919.9286317,3178.9833524,344827.7695657,100742.0433136,100742.0433136,118758.6297207,75109.5523436
-0.5977000,-0.5977000,-0.5926762,117021.1349608,68686.8223055,575433.1287564,3733.2253332,400135.8151174,117021.1349608,117021.1349608,137949.0546269,87246.6427376,117021.1349608,68686.8223055,575433.1287564,3733.2253332,400135.8151174,117021.1349608,117021.1349608,137949.0546269,87246.6427376
-0.5927000,-0.5927000,-0.5876762,108839.6241424,63860.5019947,535514.0792982,3451.9100360,372367.4086936,108839.6241424,108839.6241424,128304.3722096,81146.8099880,108839.6241424,63860.5019947,535514.0792982,3451.9100360,372367.4086936,108839.6241424,108839.6241424,128304.3722096,81146.8099880
