# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm]
-0.8890250,-0.8890250,-0.6877451,1237.3673983,-4.6768272
-0.8840250,-0.8840250,-0.6827451,1315.3736422,-4.6847071
-0.8790250,-0.8790250,-0.6777451,1408.9313510,-4.6933492
-0.8740250,-0.8740250,-0.6727451,1432.9901290,-7.1490628
-0.8690250,-0.8690250,-0.6677451,1416.0130729,-7.1627608
-0.8640250,-0.8640250,-0.6627451,1414.9956126,-7.1762686
-0.8590250,-0.8590250,-0.6577451,1426.4146513,-7.1895106
-0.8540250,-0.8540250,-0.6527451,1310.6280772,-6.6601268
-0.8490250,-0.8490250,-0.6477451,1191.0830228,-6.6683693
-0.8440250,-0.8440250,-0.6427451,1097.7285433,-6.6766698
-0.8390250,-0.8390250,-0.6377451,1025.1720377,-6.6849938
-0.8340250,-0.8340250,-0.6327451,969.3635986,-6.6932996
-0.8290250,-0.8290250,-0.6277451,927.2927936,-6.7015410
-0.8240250,-0.8240250,-0.6227451,896.7674124,-6.7096689
-0.8190250,-0.8190250,-0.6177451,876.2548905,-6.7176330
-0.8140250,-0.8140250,-0.6127451,864.7166776,-6.7214551
-0.8090250,-0.8090250,-0.6077451,816.8993676,-6.5524810
-0.8040250,-0.8040250,-0.6027451,781.2419232,-6.5582995
-0.7990250,-0.7990250,-0.5977451,765.4669379,-6.5643893
-0.7940250,-0.7940250,-0.5927451,768.6372710,-6.5708239
-0.7890250,-0.7890250,-0.5877451,790.6518258,-6.5776575
-0.7840250,-0.7840250,-0.5827451,832.2589782,-6.5849257
-0.7790250,-0.7790250,-0.5777451,871.9075166,-6.2100761
-0.7740250,-0.7740250,-0.5727451,860.8870223,-6.2242877
-0.7690250,-0.7690250,-0.5677451,861.3275376,-6.2377445
-0.7640250,-0.7640250,-0.5627451,874.2247726,-6.2503163
-0.7590250,-0.7590250,-0.5577451,900.9722898,-6.2619022
-0.7540250,-0.7540250,-0.5527451,943.4012843,-6.2723945
-0.7490250,-0.7490250,-0.5477451,1003.8368282,-6.2816757
-0.7440250,-0.7440250,-0.5427451,1085.1768142,-6.2896169
-0.7390250,-0.7390250,-0.5377451,1191.0025228,-6.2960743
-0.7340250,-0.7340250,-0.5327451,1325.7337385,-6.3008879
-0.7290250,-0.7290250,-0.5277451,1388.8235487,-6.8901238
-0.7240250,-0.7240250,-0.5227451,1336.8454641,-6.8841300
-0.7190250,-0.7190250,-0.5177451,1308.4096071,-6.8800709
-0.7140250,-0.7140250,-0.5127451,1304.0238394,-6.8780217
-0.7090250,-0.7090250,-0.5077451,1258.0591486,-6.8492106
-0.7040250,-0.7040250,-0.5027451,1205.6749447,-6.8515617
-0.6990250,-0.6990250,-0.4977451,1172.2617712,-6.8552782
-0.6940250,-0.6940250,-0.4927451,1158.3324061,-6.8604365
-0.6890250,-0.6890250,-0.4877451,1164.3570607,-6.8670919
-0.6840250,-0.6840250,-0.4827451,1190.7733633,-6.8752791
-0.6790250,-0.6790250,-0.4777451,1237.9752897,-6.8850126
-0.6740250,-0.6740250,-0.4727451,1213.4776943,-4.2242590
-0.6690250,-0.6690250,-0.4677451,1101.4884007,-4.2456001
-0.6640250,-0.6640250,-0.4627451,1022.6435616,-4.2667489
-0.6590250,-0.6590250,-0.4577451,971.8647209,-4.2879115
-0.6540250,-0.6540250,-0.4527451,899.7492334,-6.3990874
-0.6490250,-0.6490250,-0.4477451,803.0996070,-6.4218756
-0.6440250,-0.6440250,-0.4427451,729.4576143,-6.4449658
-0.6390250,-0.6390250,-0.4377451,675.1202000,-6.4684125
-0.6340250,-0.6340250,-0.4327451,637.4693352,-6.4922535
-0.6290250,-0.6290250,-0.4277451,614.7842530,-6.5165114
-0.6240250,-0.6240250,-0.4227451,606.1196953,-6.5411952
-0.6190250,-0.6190250,-0.4177451,611.2383753,-6.5663010
-0.6140250,-0.6140250,-0.4127451,630.5903847,-6.5918122
-0.6090250,-0.6090250,-0.4077451,665.3359983,-6.6176997
-0.6040250,-0.6040250,-0.4027451,717.4116074,-6.6439209
-0.5990250,-0.5990250,-0.3977451,789.6416747,-6.6704184
-0.5940250,-0.5940250,-0.3927451,885.9029458,-6.6971186
-0.5890250,-0.5890250,-0.3877451,1011.3510040,-6.7239290
-0.5840250,-0.5840250,-0.3827451,1172.7240157,-6.7507353
-0.5790250,-0.5790250,-0.3777451,1204.4435053,-8.1977471
-0.5740250,-0.5740250,-0.3727451,1117.5265107,-8.2286674
-0.5690250,-0.5690250,-0.3677451,1047.9309028,-8.2606706
-0.5640250,-0.5640250,-0.3627451,995.3762508,-8.2937414
-0.5590250,-0.5590250,-0.3577451,959.6083450,-8.3278569
-0.5540250,-0.5540250,-0.3527451,940.4214069,-8.3629851
-0.5490250,-0.5490250,-0.3477451,937.6704883,-8.3990835
-0.5440250,-0.5440250,-0.3427451,951.2718565,-8.4360974
-0.5390250,-0.5390250,-0.3377451,981.1762798,-8.4634406
-0.5340250,-0.5340250,-0.3327451,950.2811152,-6.5663900
-0.5290250,-0.5290250,-0.3277451,923.9993133,-6.5919564
-0.5240250,-0.5240250,-0.3227451,914.3265772,-6.6188941
-0.5190250,-0.5190250,-0.3177451,920.3993226,-6.6471735
-0.5140250,-0.5140250,-0.3127451,941.4854405,-6.6767501
-0.5090250,-0.5090250,-0.3077451,976.9566577,-6.7075656
-0.5040250,-0.5040250,-0.3027451,1026.2470421,-6.7395489
-0.4990250,-0.4990250,-0.2977451,1088.7999582,-6.7726176
-0.4940250,-0.4940250,-0.2927451,1096.0518139,-5.6812730
-0.4890250,-0.4890250,-0.2877451,1011.9398764,-5.7141850
-0.4840250,-0.4840250,-0.2827451,933.4389031,-6.8171080
-0.4790250,-0.4790250,-0.2777451,831.5616558,-6.8528768
-0.4740250,-0.4740250,-0.2727451,752.3117485,-6.8874526
-0.4690250,-0.4690250,-0.2677451,692.3515679,-6.9218986
-0.4640250,-0.4640250,-0.2627451,649.2419208,-6.9563658
-0.4590250,-0.4590250,-0.2577451,621.3216296,-6.9909923
-0.4540250,-0.4540250,-0.2527451,607.6378161,-7.0259046
-0.4490250,-0.4490250,-0.2477451,607.9236871,-7.0612183
-0.4440250,-0.4440250,-0.2427451,622.6230404,-7.0970394
-0.4390250,-0.4390250,-0.2377451,652.9649768,-7.1334645
-0.4340250,-0.4340250,-0.2327451,701.0967879,-7.1705812
-0.4290250,-0.4290250,-0.2277451,770.2880831,-7.2084677
-0.4240250,-0.4240250,-0.2227451,851.0375218,-6.1408347
-0.4190250,-0.4190250,-0.2177451,857.1335108,-6.1581945
-0.4140250,-0.4140250,-0.2127451,865.6803366,-6.1865583
-0.4090250,-0.4090250,-0.2077451,877.8678683,-6.2151187
-0.4040250,-0.4040250,-0.2027451,895.1977602,-6.2433032
-0.3990250,-0.3990250,-0.1977451,919.5561715,-6.2711365
-0.3940250,-0.3940250,-0.1927451,953.2885365,-6.2986455
-0.3890250,-0.3890250,-0.1877451,999.3023129,-6.3258570
-0.3840250,-0.3840250,-0.1827451,1061.2070080,-6.3527959
-0.3790250,-0.3790250,-0.1777451,1143.5013805,-6.3794840
-0.3740250,-0.3740250,-0.1727451,1244.2479116,-8.7306087
-0.3690250,-0.3690250,-0.1677451,1313.2145070,-8.8666078
-0.3640250,-0.3640250,-0.1627451,1416.5286187,-8.8849093
-0.3590250,-0.3590250,-0.1577451,1443.4001534,-5.4594678
-0.3540250,-0.3540250,-0.1527451,1398.2873711,-9.4520720
-0.3490250,-0.3490250,-0.1477451,1318.3276097,-9.4793348
-0.3440250,-0.3440250,-0.1427451,1254.6224297,-9.4962095
-0.3390250,-0.3390250,-0.1377451,1207.6273186,-9.5145465
-0.3340250,-0.3340250,-0.1327451,1177.7219145,-9.5344711
-0.3290250,-0.3290250,-0.1277451,1116.9746041,-9.0663243
-0.3240250,-0.3240250,-0.1227451,1022.8025349,-9.0875837
-0.3190250,-0.3190250,-0.1177451,945.3648013,-9.1094461
-0.3140250,-0.3140250,-0.1127451,882.6050602,-9.1319293
-0.3090250,-0.3090250,-0.1077451,832.6430264,-9.1550431
-0.3040250,-0.3040250,-0.1027451,793.7919837,-9.1787859
-0.2990250,-0.2990250,-0.0977451,747.4244057,-7.5849563
-0.2940250,-0.2940250,-0.0927451,677.9788867,-8.3961336
-0.2890250,-0.2890250,-0.0877451,595.8153860,-8.4546152
-0.2840250,-0.2840250,-0.0827451,530.7044364,-8.5003912
-0.2790250,-0.2790250,-0.0777451,479.0485147,-8.5462212
-0.2740250,-0.2740250,-0.0727451,437.9797841,-8.5921558
-0.2690250,-0.2690250,-0.0677451,405.2423535,-8.6382385
-0.2640250,-0.2640250,-0.0627451,379.0684622,-8.6845070
-0.2590250,-0.2590250,-0.0577451,358.0821703,-8.7309953
-0.2540250,-0.2540250,-0.0527451,341.2243816,-8.7777344
-0.2490250,-0.2490250,-0.0477451,327.6944395,-8.8247534
-0.2440250,-0.2440250,-0.0427451,316.9046777,-8.8720803
-0.2390250,-0.2390250,-0.0377451,308.4452054,-8.9197420
-0.2340250,-0.2340250,-0.0327451,302.0569217,-8.9677646
-0.2290250,-0.2290250,-0.0277451,297.6113108,-9.0161733
-0.2240250,-0.2240250,-0.0227451,295.0960002,-9.0649919
-0.2190250,-0.2190250,-0.0177451,294.6053860,-9.1142425
-0.2140250,-0.2140250,-0.0127451,296.3358722,-9.1639441
-0.2090250,-0.2090250,-0.0077451,300.5854356,-9.2141125
-0.2040250,-0.2040250,-0.0027451,307.7573331,-9.2647585
-0.1990250,-0.1990250,0.0022549,318.3678145,-9.3158873
-0.1940250,-0.1940250,0.0072549,333.0577005,-9.3674969
-0.1890250,-0.1890250,0.0122549,352.6076107,-9.4195769
-0.1840250,-0.1840250,0.0172549,377.9553981,-9.4721948
-0.1790250,-0.1790250,0.0222549,381.5533575,-9.7148792
-0.1740250,-0.1740250,0.0272549,366.8763146,-9.7579438
-0.1690250,-0.1690250,0.0322549,353.4108419,-9.8002048
-0.1640250,-0.1640250,0.0372549,341.3664776,-9.8400197
-0.1590250,-0.1590250,0.0422549,330.9918368,-9.8814927
-0.1540250,-0.1540250,0.0472549,322.4988011,-9.9241013
-0.1490250,-0.1490250,0.0522549,316.0637805,-9.9643235
-0.1440250,-0.1440250,0.0572549,311.8728286,-10.0033130
-0.1390250,-0.1390250,0.0622549,310.0788096,-10.0413223
-0.1340250,-0.1340250,0.0672549,310.7996414,-10.0782702
-0.1290250,-0.1290250,0.0722549,314.1152577,-10.1140547
-0.1240250,-0.1240250,0.0772549,320.0626505,-10.1485677
-0.1190250,-0.1190250,0.0822549,328.6308017,-10.1816959
-0.1140250,-0.1140250,0.0872549,339.7553852,-10.2130666
-0.1090250,-0.1090250,0.0922549,350.0373511,-8.3649657
-0.1040250,-0.1040250,0.0972549,338.0541420,-10.0280652
-0.0990250,-0.0990250,0.1022549,303.4768013,-11.0921694
-0.0940250,-0.0940250,0.1072549,276.0586157,-11.0948302
-0.0890250,-0.0890250,0.1122549,255.1776709,-11.0963822
-0.0840250,-0.0840250,0.1172549,239.5481003,-11.0967312
-0.0790250,-0.0790250,0.1222549,228.0988568,-11.0912629
-0.0740250,-0.0740250,0.1272549,205.6979233,-9.3903891
-0.0690250,-0.0690250,0.1322549,175.4569281,-9.3806925
-0.0640250,-0.0640250,0.1372549,150.7060759,-9.3752673
-0.0590250,-0.0590250,0.1422549,130.3160881,-9.3684708
-0.0540250,-0.0540250,0.1472549,113.4012530,-9.3602683
-0.0490250,-0.0490250,0.1522549,99.2705776,-9.3506284
-0.0440250,-0.0440250,0.1572549,87.3836663,-9.3395240
-0.0390250,-0.0390250,0.1622549,77.3166376,-9.3269330
-0.0340250,-0.0340250,0.1672549,68.7358110,-9.3128446
-0.0290250,-0.0290250,0.1722549,61.3773644,-9.2972904
-0.0240250,-0.0240250,0.1772549,55.0314909,-9.2804451
-0.0190250,-0.0190250,0.1822549,49.5298808,-9.2628435
-0.0140250,-0.0140250,0.1872549,44.7356155,-9.2456553
-0.0090250,-0.0090250,0.1922549,40.5341746,-9.2306635
-0.0040250,-0.0040250,0.1972549,36.8231583,-9.2191938
0.0009750,0.0009750,0.2022549,33.5024629,-9.2098826
0.0059750,0.0059750,0.2072549,30.4772322,-9.1977382
0.0109750,0.0109750,0.2122549,27.6788579,-9.1774536
0.0159750,0.0159750,0.2172549,25.0799097,-9.1480108
0.0209750,0.0209750,0.2222549,22.6806776,-9.1124510
0.0259750,0.0259750,0.2272549,20.4844842,-9.0741271
0.0309750,0.0309750,0.2322549,18.4867387,-9.0345675
0.0359750,0.0359750,0.2372549,16.6775076,-8.9937817
0.0409750,0.0409750,0.2422549,15.0459755,-8.9513221
0.0459750,0.0459750,0.2472549,13.5812746,-8.9070466
0.0509750,0.0509750,0.2522549,12.2709436,-8.8614196
0.0559750,0.0559750,0.2572549,11.0997381,-8.8154611
0.0609750,0.0609750,0.2622549,10.0500584,-8.7704432
0.0659750,0.0659750,0.2672549,9.1036581,-8.7274889
0.0709750,0.0709750,0.2722549,8.2435781,-8.6872949
0.0759750,0.0759750,0.2772549,7.4554188,-8.6500872
0.0809750,0.0809750,0.2822549,6.7276913,-8.6157208
0.0859750,0.0859750,0.2872549,6.0514863,-8.5837561
0.0909750,0.0909750,0.2922549,5.4198502,-8.5534442
0.0959750,0.0959750,0.2972549,4.8272566,-8.5236949
0.1009750,0.1009750,0.3022549,4.2694299,-8.4931645
0.1059750,0.1059750,0.3072549,3.7433299,-8.4605297
0.1109750,0.1109750,0.3122549,3.2468138,-8.4248193
0.1159750,0.1159750,0.3172549,2.7778904,-8.3855824
0.1209750,0.1209750,0.3222549,2.3340986,-8.3428269
0.1259750,0.1259750,0.3272549,1.9125224,-8.2968544
0.1309750,0.1309750,0.3322549,1.5103382,-8.2481057
0.1359750,0.1359750,0.3372549,1.1254062,-8.1970556
0.1409750,0.1409750,0.3422549,0.7565869,-8.1441850
0.1459750,0.1459750,0.3472549,0.4037451,-8.0900058
0.1509750,0.1509750,0.3522549,0.0676022,-8.0350311
0.1559750,0.1559750,0.3572549,-0.2503808,-7.9796509
0.1609750,0.1609750,0.3622549,-0.5481326,-7.9240088
0.1659750,0.1659750,0.3672549,-0.8232295,-7.8680029
0.1709750,0.1709750,0.3722549,-1.0732470,-7.8114281
0.1759750,0.1759750,0.3772549,-1.2961520,-7.7541602
0.1809750,0.1809750,0.3822549,-1.4907048,-7.6962616
0.1859750,0.1859750,0.3872549,-1.6567591,-7.6379639
0.1909750,0.1909750,0.3922549,-1.7953286,-7.5795819
0.1959750,0.1959750,0.3972549,-1.9083838,-7.5214225
0.2009750,0.2009750,0.4022549,-1.9984622,-7.4637179
0.2059750,0.2059750,0.4072549,-2.0682580,-7.4065872
0.2109750,0.2109750,0.4122549,-2.1203416,-7.3500376
0.2159750,0.2159750,0.4172549,-2.1570472,-7.2939995
0.2209750,0.2209750,0.4222549,-2.1804592,-7.2383746
0.2259750,0.2259750,0.4272549,-2.1924035,-7.1830717
0.2309750,0.2309750,0.4322549,-2.1944151,-7.1280253
0.2359750,0.2359750,0.4372549,-2.1877247,-7.0731995
0.2409750,0.2409750,0.4422549,-2.1733050,-7.0185841
0.2459750,0.2459750,0.4472549,-2.1519561,-6.9641841
0.2509750,0.2509750,0.4522549,-2.1243861,-6.9100053
0.2559750,0.2559750,0.4572549,-2.0912644,-6.8560453
0.2609750,0.2609750,0.4622549,-2.0532538,-6.8022931
0.2659750,0.2659750,0.4672549,-2.0110263,-6.7487358
0.2709750,0.2709750,0.4722549,-1.9652661,-6.6953656
0.2759750,0.2759750,0.4772549,-1.9166599,-6.6421846
0.2809750,0.2809750,0.4822549,-1.8658795,-6.5892043
0.2859750,0.2859750,0.4872549,-1.8135611,-6.5364438
0.2909750,0.2909750,0.4922549,-1.7602883,-6.4839268
0.2959750,0.2959750,0.4972549,-1.7065797,-6.4316778
0.3009750,0.3009750,0.5022549,-1.6528828,-6.3797209
0.3059750,0.3059750,0.5072549,-1.5995739,-6.3280775
0.3109750,0.3109750,0.5122549,-1.5469613,-6.2767662
0.3159750,0.3159750,0.5172549,-1.4952913,-6.2258021
0.3209750,0.3209750,0.5222549,-1.4447551,-6.1751974
0.3259750,0.3259750,0.5272549,-1.3954968,-6.1249615
0.3309750,0.3309750,0.5322549,-1.3476207,-6.0751013
0.3359750,0.3359750,0.5372549,-1.3011977,-6.0256216
0.3409750,0.3409750,0.5422549,-1.2562714,-5.9765256
0.3459750,0.3459750,0.5472549,-1.2128637,-5.9278151
0.3509750,0.3509750,0.5522549,-1.1709788,-5.8794907
0.3559750,0.3559750,0.5572549,-1.1306068,-5.8315523
0.3609750,0.3609750,0.5622549,-1.0917273,-5.7839988
0.3659750,0.3659750,0.5672549,-1.0543114,-5.7368290
0.3709750,0.3709750,0.5722549,-1.0183244,-5.6900409
0.3759750,0.3759750,0.5772549,-0.9837266,-5.6436323
0.3809750,0.3809750,0.5822549,-0.9504754,-5.5976010
0.3859750,0.3859750,0.5872549,-0.9185262,-5.5519441
0.3909750,0.3909750,0.5922549,-0.8878330,-5.5066592
0.3959750,0.3959750,0.5972549,-0.8583495,-5.4617433
0.4009750,0.4009750,0.6022549,-0.8300293,-5.4171936
0.4059750,0.4059750,0.6072549,-0.8028264,-5.3730071
0.4109750,0.4109750,0.6122549,-0.7766955,-5.3291809
0.4159750,0.4159750,0.6172549,-0.7515926,-5.2857121
0.4209750,0.4209750,0.6222549,-0.7274747,-5.2425977
0.4259750,0.4259750,0.6272549,-0.7042999,-5.1998348
0.4309750,0.4309750,0.6322549,-0.6820281,-5.1574204
0.4359750,0.4359750,0.6372549,-0.6606202,-5.1153517
0.4409750,0.4409750,0.6422549,-0.6400391,-5.0736258
0.4459750,0.4459750,0.6472549,-0.6202487,-5.0322397
0.4509750,0.4509750,0.6522549,-0.6012147,-4.9911907
0.4559750,0.4559750,0.6572549,-0.5829041,-4.9504759
0.4609750,0.4609750,0.6622549,-0.5652853,-4.9100927
0.4659750,0.4659750,0.6672549,-0.5483283,-4.8700381
0.4709750,0.4709750,0.6722549,-0.5320042,-4.8303096
0.4759750,0.4759750,0.6772549,-0.5162857,-4.7909044
0.4809750,0.4809750,0.6822549,-0.5011464,-4.7518198
0.4859750,0.4859750,0.6872549,-0.4865613,-4.7130532
0.4909750,0.4909750,0.6922549,-0.4725067,-4.6746020
0.4959750,0.4959750,0.6972549,-0.4589599,-4.6364636
0.5009750,0.5009750,0.7022549,-0.4458990,-4.5986355
0.5059750,0.5059750,0.7072549,-0.4333036,-4.5611150
0.5109750,0.5109750,0.7122549,-0.4211540,-4.5238998
0.5159750,0.5159750,0.7172549,-0.4094314,-4.4869873
0.5209750,0.5209750,0.7222549,-0.3981179,-4.4503751
0.5259750,0.5259750,0.7272549,-0.3871965,-4.4140606
0.5309750,0.5309750,0.7322549,-0.3766510,-4.3780416
0.5359750,0.5359750,0.7372549,-0.3664660,-4.3423156
0.5409750,0.5409750,0.7422549,-0.3566267,-4.3068802
0.5459750,0.5459750,0.7472549,-0.3471190,-4.2717331
0.5509750,0.5509750,0.7522549,-0.3379295,-4.2368720
0.5559750,0.5559750,0.7572549,-0.3290455,-4.2022945
0.5609750,0.5609750,0.7622549,-0.3204547,-4.1679984
0.5659750,0.5659750,0.7672549,-0.3121456,-4.1339813
0.5709750,0.5709750,0.7722549,-0.3041069,-4.1002412
0.5759750,0.5759750,0.7772549,-0.2963282,-4.0667757
0.5809750,0.5809750,0.7822549,-0.2887993,-4.0335825
0.5859750,0.5859750,0.7872549,-0.2815105,-4.0006596
0.5909750,0.5909750,0.7922549,-0.2744525,-3.9680048
0.5959750,0.5959750,0.7972549,-0.2676167,-3.9356158
0.6009750,0.6009750,0.8022549,-0.2609945,-3.9034906
0.6059750,0.6059750,0.8072549,-0.2545778,-3.8716271
0.6109750,0.6109750,0.8122549,-0.2483591,-3.8400230
0.6159750,0.6159750,0.8172549,-0.2423308,-3.8086765
0.6209750,0.6209750,0.8222549,-0.2364860,-3.7775853
0.6259750,0.6259750,0.8272549,-0.2308179,-3.7467474
0.6309750,0.6309750,0.8322549,-0.2253201,-3.7161609
0.6359750,0.6359750,0.8372549,-0.2199863,-3.6858236
0.6409750,0.6409750,0.8422549,-0.2148107,-3.6557336
0.6459750,0.6459750,0.8472549,-0.2097876,-3.6258889
0.6509750,0.6509750,0.8522549,-0.2049115,-3.5962875
0.6559750,0.6559750,0.8572549,-0.2001773,-3.5669275
0.6609750,0.6609750,0.8622549,-0.1955799,-3.5378069
0.6659750,0.6659750,0.8672549,-0.1911146,-3.5089238
0.6709750,0.6709750,0.8722549,-0.1867768,-3.4802763
0.6759750,0.6759750,0.8772549,-0.1825621,-3.4518625
0.6809750,0.6809750,0.8822549,-0.1784662,-3.4236805
0.6859750,0.6859750,0.8872549,-0.1744852,-3.3957285
0.6909750,0.6909750,0.8922549,-0.1706150,-3.3680046
0.6959750,0.6959750,0.8972549,-0.1668520,-3.3405069
0.7009750,0.7009750,0.9022549,-0.1631927,-3.3132337
0.7059750,0.7059750,0.9072549,-0.1596334,-3.2861831
0.7109750,0.7109750,0.9122549,-0.1561710,-3.2593534
0.7159750,0.7159750,0.9172549,-0.1528023,-3.2327427
0.7209750,0.7209750,0.9222549,-0.1495241,-3.2063493
0.7259750,0.7259750,0.9272549,-0.1463335,-3.1801715
0.7309750,0.7309750,0.9322549,-0.1432278,-3.1542075
0.7359750,0.7359750,0.9372549,-0.1402041,-3.1284555
0.7409750,0.7409750,0.9422549,-0.1372599,-3.1029140
0.7459750,0.7459750,0.9472549,-0.1343927,-3.0775811
0.7509750,0.7509750,0.9522549,-0.1315999,-3.0524552
0.7559750,0.7559750,0.9572549,-0.1288794,-3.0275346
0.7609750,0.7609750,0.9622549,-0.1262287,-3.0028177
0.7659750,0.7659750,0.9672549,-0.1236458,-2.9783028
0.7709750,0.7709750,0.9722549,-0.1211285,-2.9539883
0.7759750,0.7759750,0.9772549,-0.1186749,-2.9298725
0.7809750,0.7809750,0.9822549,-0.1162830,-2.9059539
0.7859750,0.7859750,0.9872549,-0.1139509,-2.8822309
0.7909750,0.7909750,0.9922549,-0.1116769,-2.8587019
0.7959750,0.7959750,0.9972549,-0.1094591,-2.8353652
0.8009750,0.8009750,1.0022549,-0.1072959,-2.8122194
0.8059750,0.8059750,1.0072549,-0.1051857,-2.7892629
0.8109750,0.8109750,1.0122549,-0.1031270,-2.7664942
0.8159750,0.8159750,1.0172549,-0.1011181,-2.7439117
0.8209750,0.8209750,1.0222549,-0.0991577,-2.7215140
0.8259750,0.8259750,1.0272549,-0.0972443,-2.6992995
0.8309750,0.8309750,1.0322549,-0.0953766,-2.6772667
0.8359750,0.8359750,1.0372549,-0.0935532,-2.6554142
0.8409750,0.8409750,1.0422549,-0.0917730,-2.6337406
0.8459750,0.8459750,1.0472549,-0.0900346,-2.6122443
0.8509750,0.8509750,1.0522549,-0.0883369,-2.5909240
0.8559750,0.8559750,1.0572549,-0.0866788,-2.5697781
0.8609750,0.8609750,1.0622549,-0.0850590,-2.5488053
0.8659750,0.8659750,1.0672549,-0.0834767,-2.5280042
0.8709750,0.8709750,1.0722549,-0.0819306,-2.5073734
0.8759750,0.8759750,1.0772549,-0.0804199,-2.4869114
0.8809750,0.8809750,1.0822549,-0.0789435,-2.4666170
0.8859750,0.8859750,1.0872549,-0.0775005,-2.4464887
0.8909750,0.8909750,1.0922549,-0.0760901,-2.4265253
0.8959750,0.8959750,1.0972549,-0.0747112,-2.4067253
0.9009750,0.9009750,1.1022549,-0.0733632,-2.3870874
