# r[nm],d[nm],daligned[nm],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol]
0.7500000,0.0000000,-0.0298671,261592.0368011,168329.3751343,1045320.7699188,16452.0164815,736241.2427305,261602.6765998,261581.3970025,308374.8434567,195033.3756842
0.7550000,0.0050000,-0.0248671,240846.8960385,154978.6760082,962473.9146498,15141.2535186,677891.0700769,240858.4645571,240835.3275199,283919.6665584,179566.5637680
0.7600000,0.0100000,-0.0198671,217493.7005034,139942.9136914,869265.4168388,13659.8938820,612240.0379155,217505.4724431,217481.9285638,256390.0134947,162155.2823929
0.7650000,0.0150000,-0.0148671,194017.1287649,124828.3304246,775557.9714584,12171.4374831,546237.7986265,194029.1020087,194005.1555212,228714.9197752,144652.0162705
0.7700000,0.0200000,-0.0098671,171089.0287474,110067.5845947,684032.2061817,10718.5993564,481772.4803792,171101.2010621,171076.8564326,201686.3858025,127557.6704366
0.7750000,0.0250000,-0.0048671,149248.8054443,96008.0114053,596840.6493234,9335.6361604,420360.2271029,149261.1744828,149236.4364058,175940.2831134,111274.4053626
0.7800000,0.0300000,0.0001329,128894.7945779,82906.0709681,515573.2765030,8047.8016182,363120.9321391,128907.3578809,128882.2312748,151946.1853136,96099.2054730
0.7850000,0.0350000,0.0051329,110288.6323029,70930.1682069,441274.8834861,6871.6312613,310790.4771616,110301.3873018,110275.8773041,130012.5192546,82227.1370362
0.7900000,0.0400000,0.0101329,93569.1899436,60169.6339146,374500.6077384,5815.8369912,263759.8420743,93582.1339626,93556.2459247,110302.9918421,69761.7373904
0.7950000,0.0450000,0.0151329,78772.3844533,50647.4900185,315394.8901159,4882.5756119,222130.7253425,78785.5147125,78759.2541942,92859.9433743,58729.7848914
0.8000000,0.0500000,0.0201329,65853.5002327,42334.8315706,263780.4624484,4068.8763899,185778.2259658,65866.8138509,65840.1866144,77630.6613674,49097.9412373
0.8050000,0.0550000,0.0251329,54709.3382710,35165.0963873,219246.6582736,3368.0562805,154413.0482802,54722.8322691,54695.8442729,64493.4908235,40789.2650515
0.8100000,0.0600000,0.0301329,45198.3265721,29047.0203228,181229.6046791,2771.0038114,127637.9875895,45211.9978760,45184.6552682,53281.5411800,33698.2054746
0.8150000,0.0650000,0.0351329,37157.5141387,23875.5840728,149079.9959056,2267.2630232,104995.6683142,37171.3595829,37143.6686946,43802.7194784,27703.2722522
0.8200000,0.0700000,0.0401329,30416.0265716,19540.6799010,122116.7639651,1845.8907765,86006.3480285,30430.0429027,30402.0102406,35855.5923464,22677.0677338
0.8250000,0.0750000,0.0451329,24805.0410843,15933.5357377,99666.8744920,1510.8273104,70195.9482206,24819.2249648,24790.8572037,29241.1449325,18493.7238756
0.8300000,0.0800000,0.0501329,20164.6429415,12951.1300561,81092.6892899,1222.3877517,57115.3271857,20178.9909538,20150.2949293,23770.8635419,15034.0141483
0.8350000,0.0850000,0.0551329,16348.0807371,10498.9310142,65808.9570705,985.9469079,46352.2471950,16362.5893869,16333.5720874,19271.7519225,12188.5261154
0.8400000,0.0900000,0.0601329,13223.9822306,8492.3218514,53291.6709663,793.1345444,37537.6127992,13238.6479514,13209.3165098,15588.9433796,9859.3134790
0.8450000,0.0950000,0.0651329,10677.0636405,6857.0559230,43080.9168559,636.6143769,30347.4764346,10691.8827975,10662.2444834,12586.5369182,7960.4249031
0.8500000,0.1000000,0.0701329,8607.7955406,5529.0397893,34779.5587831,510.0607664,24502.1118361,8622.7644352,8592.8266460,10147.2033889,6417.6549180
0.8550000,0.1050000,0.0751329,6931.4019442,4453.6869803,28049.2628642,408.0931276,19763.2128196,6946.5168179,6916.2870705,8171.0055689,5167.7976744
0.8600000,0.1100000,0.0801329,5576.4818386,3585.0287866,22605.0131105,326.1865231,15930.0298901,5591.7388774,5561.2247997,6573.7731738,4157.6192101
0.8650000,0.1150000,0.0851329,4483.4636930,2884.7176835,18208.9587640,260.5718677,12835.0360647,4498.8590321,4468.0683539,5285.2809718,3342.7051890
0.8700000,0.1200000,0.0901329,3603.0376413,2321.0165847,14664.1703731,208.1349574,10339.5284931,3618.5673691,3587.5079136,4247.4005792,2686.2919931
0.8750000,0.1250000,0.0951329,2894.6581640,1867.8336979,11808.6750388,166.3202157,8329.4267889,2910.3183266,2878.9980014,3412.3353642,2158.1503783
0.8800000,0.1300000,0.1001329,2325.1712422,1518.5736656,9509.9863375,133.0425465,6711.4198607,2340.9578480,2309.3846363,2741.0020832,1748.2978713
0.8850000,0.1350000,0.1051329,1867.5922296,1226.4062260,7660.2338698,106.6087426,5409.5351560,1883.5012538,1851.6832054,2201.5901878,1407.1438340
0.8900000,0.1400000,0.1101329,1514.7778396,991.9962819,6171.9224362,85.6480178,4362.1514420,1530.8052284,1498.7504509,1783.0435369,1133.1118621
0.8950000,0.1450000,0.1151329,1219.5720934,803.9736380,4974.3030881,69.0492790,3519.4426102,1235.7137684,1203.4304184,1435.0435484,913.0173443
0.9000000,0.1500000,0.1201329,982.4538309,653.1740830,4010.3103830,55.9031957,2841.2203279,998.7056937,966.2019681,1155.5193397,736.2307122
0.9050000,0.1550000,0.1251329,791.9519568,532.2264798,3234.0061237,45.4532968,2295.1334646,808.3098933,775.5940203,930.9483386,594.1995402
0.9100000,0.1600000,0.1301329,638.8513090,435.1546029,2608.4650494,37.0682150,1855.1788342,655.3111935,622.3914245,750.4673542,480.0533432
0.9150000,0.1650000,0.1351329,515.7575486,346.9533561,2104.0389580,30.2446264,1515.2144447,532.3152482,499.1998489,605.3596531,388.2791748
0.9200000,0.1700000,0.1401329,416.7421623,268.7173595,1711.6760686,24.6188572,1229.0179606,433.3935412,400.0907833,488.6364736,314.4569543
0.9250000,0.1750000,0.1451329,337.0542612,205.9614057,1382.8269576,19.9436781,997.8921325,353.7951843,320.3133379,394.6972838,255.0445940
0.9300000,0.1800000,0.1501329,272.8875544,155.6527790,1116.9298792,16.0387433,811.0657718,289.7136555,256.0612163,319.0550799,207.2042632
0.9350000,0.1850000,0.1551329,221.1925492,115.3323619,901.7170369,12.7574082,659.9014683,238.0577590,204.2849161,258.1150022,168.6623597
0.9400000,0.1900000,0.1601329,179.5255930,83.0309364,727.3475146,9.9815624,537.4708787,194.6416909,162.5407330,208.9963850,137.5968171
0.9450000,0.1950000,0.1651329,145.9276980,57.1713759,585.9234142,7.6239442,438.2139388,154.2692006,128.8690011,169.3900008,112.5458400
0.9500000,0.2000000,0.1701329,118.8268135,36.4901112,471.1021976,5.6233362,357.6658382,120.5861442,101.4275476,137.4435497,92.3307266
0.9550000,0.2050000,0.1751329,96.9553359,19.9735452,377.7864563,3.9344459,292.2385315,93.3909849,69.2994462,111.6684529,75.9805319
0.9600000,0.2100000,0.1801329,79.2687261,6.8038538,301.8758367,2.5174952,239.0460129,71.4756566,39.7412246,90.8562037,62.6583750
0.9650000,0.2150000,0.1851329,64.8685414,-3.6929154,240.0686496,1.3333319,195.7638658,53.8161104,16.5487004,73.9921136,51.6458613
0.9700000,0.2200000,0.1901329,52.9919660,-12.1933970,186.9866133,0.3451566,160.5061877,39.5642664,-1.6277345,60.2000686,42.4141654
0.9750000,0.2250000,0.1951329,43.0801155,-20.2267629,124.7514215,-0.4777177,131.6910601,28.0122006,-15.8555967,48.7790763,34.6409956
0.9800000,0.2300000,0.2001329,34.7793124,-29.3690380,74.1658774,-1.1581702,107.9600291,18.5963346,-26.9619859,39.2523666,28.1137915
0.9850000,0.2350000,0.2051329,27.8430099,-37.8217431,33.6699730,-1.7122067,88.2823612,10.9024102,-35.5937201,31.3048639,22.6524740
0.9900000,0.2400000,0.2101329,22.0628731,-45.2119248,1.2450229,-2.1515376,71.9883997,4.6296130,-42.2670059,24.6903224,18.0930848
0.9950000,0.2450000,0.2151329,17.2544324,-53.6152734,-24.6945104,-2.4865783,58.5624214,-0.4602423,-47.4379549,19.1954212,14.2912819
1.0000000,0.2500000,0.2201329,13.2585940,-61.9326309,-45.4023306,-2.7285118,47.5187767,-4.5816513,-51.7253356,14.6358657,11.1243624
1.0050000,0.2550000,0.2251329,9.9418285,-68.5725464,-61.8857468,-2.8897874,38.4164432,-8.0538204,-56.0802742,10.8564824,8.4889407
1.0100000,0.2600000,0.2301329,7.1926777,-73.6171207,-74.9838502,-2.9834938,30.8851263,-11.9284250,-60.6329805,7.7285540,6.2968156
1.0150000,0.2650000,0.2351329,4.9167010,-77.3814186,-85.4137552,-3.0223989,24.6272025,-17.0866006,-64.6699406,5.1445565,4.4718202
1.0200000,0.2700000,0.2401329,3.0325473,-80.1397924,-93.7480345,-3.0181757,19.4082373,-22.0831834,-68.3100145,3.0128162,2.9486878
1.0250000,0.2750000,0.2451329,1.4702788,-82.1099521,-100.3756584,-2.9809712,15.0456486,-26.1438853,-72.7925199,1.2541609,1.6732685
1.0300000,0.2800000,0.2501329,0.1714040,-83.4638283,-105.5448623,-2.9192752,11.3966997,-29.2910119,-77.7261100,-0.1990737,0.6027343
1.0350000,0.2850000,0.2551329,-0.9107700,-84.3401011,-109.4556485,-2.8399865,8.3467520,-31.6808670,-81.8506949,-1.4026998,-0.2952043
1.0400000,0.2900000,0.2601329,-1.8116360,-84.8539335,-112.4677470,-2.7485852,5.8000796,-33.4624805,-84.9320783,-2.4004537,-1.0442679
1.0450000,0.2950000,0.2651329,-2.5570574,-85.1000717,-116.6787284,-2.6493424,3.6743730,-34.7592325,-87.0835259,-3.2248793,-1.6623036
1.0500000,0.3000000,0.2701329,-3.1660991,-85.1485213,-124.2034331,-2.5455297,1.8984244,-35.6703104,-88.4560683,-3.8995189,-2.1638935
1.0550000,0.3050000,0.2751329,-3.6538982,-85.0401010,-133.3559653,-2.4396229,0.4117466,-36.2750788,-89.1865701,-4.4418976,-2.5621971
1.0600000,0.3100000,0.2801329,-4.0338564,-84.7912736,-141.7261255,-2.3335156,-0.8352188,-36.6373998,-89.3920965,-4.8663738,-2.8698414
1.0650000,0.3150000,0.2851329,-4.3188081,-84.4073578,-148.3290213,-2.2287355,-1.8813389,-36.8092602,-89.1715143,-5.1861009,-3.0990878
1.0700000,0.3200000,0.2901329,-4.5213303,-83.8947271,-153.2610770,-2.1266044,-2.7559922,-36.8333420,-88.6078333,-5.4139208,-3.2616359
1.0750000,0.3250000,0.2951329,-4.6535756,-83.2661682,-156.7634220,-2.0282787,-3.4811934,-36.7443464,-87.7702581,-5.5624730,-3.3683430
1.0800000,0.3300000,0.3001329,-4.7269569,-82.5404613,-159.0637545,-1.9346714,-4.0741009,-36.5694050,-86.7159417,-5.6439258,-3.4290046
1.0850000,0.3350000,0.3051329,-4.7518736,-81.7395100,-160.3613205,-1.8463406,-4.5492060,-36.3284038,-85.4915973,-5.6696324,-3.4522438
1.0900000,0.3400000,0.3101329,-4.7375493,-80.8853058,-160.8295071,-1.7634572,-4.9197611,-36.0349507,-84.1350736,-5.6498657,-3.4454994
1.0950000,0.3450000,0.3151329,-4.6919848,-79.9976550,-160.6197674,-1.6858886,-5.1984256,-35.6980686,-82.6769010,-5.5936774,-3.4150855
1.1000000,0.3500000,0.3201329,-4.6219964,-79.0928708,-159.8641947,-1.6133299,-5.3973715,-35.3241018,-81.1417422,-5.5088741,-3.3662892
1.1050000,0.3550000,0.3251329,-4.5333077,-78.1833366,-158.6762775,-1.5454222,-5.5281344,-34.9182502,-79.5496647,-5.4020732,-3.3034855
1.1100000,0.3600000,0.3301329,-4.4306630,-77.2777259,-157.1504152,-1.4818447,-5.6014081,-34.4854563,-77.9171822,-5.2788053,-3.2302503
1.1150000,0.3650000,0.3351329,-4.3179453,-76.3816213,-155.3616216,-1.4223064,-5.6268822,-34.0307167,-76.2580531,-5.1436327,-3.1494665
1.1200000,0.3700000,0.3401329,-4.1982854,-75.4982843,-153.3668583,-1.3664395,-5.6131539,-33.5590346,-74.5838648,-5.0002673,-3.0634291
1.1250000,0.3750000,0.3451329,-4.0741667,-74.6293888,-151.2083510,-1.3137560,-5.5677148,-33.0752299,-72.9044484,-4.8516781,-2.9739655
1.1300000,0.3800000,0.3501329,-3.9475421,-73.7756192,-148.9179130,-1.2637505,-5.4969954,-32.5837424,-71.2281707,-4.7001983,-2.8825727
1.1350000,0.3850000,0.3551329,-3.8199750,-72.9370993,-146.5208857,-1.2160237,-5.4064508,-32.0884926,-69.5621434,-4.5476511,-2.7905404
