# r[nm],d[nm],daligned[nm],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol],UCMin(d)[kJ/mol],UKMin(d)[kJ/mol],UClMin(d)[kJ/mol],UC2AMin(d)[kJ/mol],UC4AMin(d)[kJ/mol],UCPlusMin(d)[kJ/mol],UCMinusMin(d)[kJ/mol],UCMoreLJMin(d)[kJ/mol],UCLessLJMin(d)[kJ/mol]
-1.9246667,-1.9246667,-1.8596274,6269.4304311,3738.6334617,27468.5686608,287.4223923,19156.3292927,6205.5512894,6333.3095728,7390.6478629,4674.2561262,6269.4304311,3738.6334617,27468.5686608,272.6604747,19156.3292927,6205.5512894,6333.3095728,7390.6478629,4674.2561262
-1.9196667,-1.9196667,-1.8546274,6239.7677786,3725.6840675,27350.1637865,286.4842946,19073.8559980,6176.6291097,6302.9064475,7355.6803772,4652.1407465,6239.7677786,3725.6840675,27350.1637865,270.8521835,19073.8559980,6176.6291097,6302.9064475,7355.6803772,4652.1407465
-1.9146667,-1.9146667,-1.8496274,6415.8869606,3838.0495638,28122.5542858,294.9569589,19616.9241943,6354.5183278,6477.2555934,7563.2965029,4783.4487136,6415.8869606,3838.0495638,28122.5542858,279.3159192,19616.9241943,6354.5183278,6477.2555934,7563.2965029,4783.4487136
-1.9096667,-1.9096667,-1.8446274,6796.5152186,4079.4697346,29783.9615837,313.5482068,20784.1489613,6737.9793388,6855.0510985,8011.9958628,5067.2311060,6796.5152186,4079.4697346,29783.9615837,297.9071079,20784.1489613,6737.9793388,6855.0510985,8011.9958628,5067.2311060
-1.9046667,-1.9046667,-1.8396274,7383.8421054,4451.0707215,32350.4744987,342.2382299,22586.5535949,7329.2575198,7438.4266910,8704.3595868,5505.1203735,7383.8421054,4451.0707215,32350.4744987,326.5971306,22586.5535949,7329.2575198,7438.4266910,8704.3595868,5505.1203735
-1.8996667,-1.8996667,-1.8346274,8183.6537900,4956.0435716,35857.9412125,381.0925529,25048.8318246,8134.2177448,8233.0898352,9647.2086355,6101.4304702,8183.6537900,4956.0435716,35857.9412125,365.4514535,25048.8318246,8134.2177448,8233.0898352,9647.2086355,6101.4304702
-1.8946667,-1.8946667,-1.8296274,9205.8503379,5599.8502832,40366.4389851,430.2484015,28212.3715929,9162.8619941,9248.8386816,10852.2135901,6863.5425199,9205.8503379,5599.8502832,40366.4389851,414.6073021,28212.3715929,9162.8619941,9248.8386816,10852.2135901,6863.5425199
-1.8896667,-1.8896667,-1.8246274,10465.7522223,6390.8457842,45969.6111978,489.9012594,32141.6188210,10430.6363431,10500.8681015,12337.4348191,7802.8789024,10465.7522223,6390.8457842,45969.6111978,474.2601600,32141.6188210,10430.6363431,10500.8681015,12337.4348191,7802.8789024
-1.8846667,-1.8846667,-1.8196274,11986.8980954,7341.7043910,52812.8434846,560.3159281,36936.5186881,11961.2293926,12012.5667983,14130.6205988,8936.9891688,11986.8980954,7341.7043910,52812.8434846,544.6748288,36936.5186881,11961.2293926,12012.5667983,14130.6205988,8936.9891688
-1.8796667,-1.8796667,-1.8146274,13806.5526644,8472.3241920,61127.1966792,641.8890294,42755.8016007,13792.0810415,13821.0242873,16275.7000122,10293.6565105,13806.5526644,8472.3241920,61127.1966792,626.2479300,42755.8016007,13792.0810415,13821.0242873,16275.7000122,10293.6565105
-1.8746667,-1.8746667,-1.8096274,15986.0636873,9815.3890447,71291.2782869,735.3092848,49859.5069914,15984.7406863,15987.3866882,18844.9921769,11918.6195534,15986.0636873,9815.3890447,71291.2782869,719.6681854,49859.5069914,15984.7406863,15987.3866882,18844.9921769,11918.6195534
-1.8696667,-1.8696667,-1.8046274,18629.8807340,11426.6869602,83942.8409247,841.8966094,58685.7542249,18643.8875889,18615.8738792,21961.6262988,13889.7520451,18629.8807340,11426.6869602,83942.8409247,826.2555101,58685.7542249,18643.8875889,18615.8738792,21961.6262988,13889.7520451
-1.8646667,-1.8646667,-1.7996274,21920.1644777,13403.9925632,100179.8270548,964.2647340,69989.1172073,21951.9423059,21888.3866494,25840.3404477,16342.8662658,21920.1644777,13403.9925632,100179.8270548,948.6236346,69989.1172073,21951.9423059,21888.3866494,25840.3404477,16342.8662658
-1.8596667,-1.8596667,-1.7946274,26095.4509607,15921.5787639,112450.9685366,1107.5725155,78811.5161640,26081.1774613,26109.7244601,30762.3301662,19455.8058919,26095.4509607,15921.5787639,112450.9685366,1091.9314162,78811.5161640,26081.1774613,26109.7244601,30762.3301662,19455.8058919
