# r[nm],d[nm],daligned[nm],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol],UCMin(d)[kJ/mol],UKMin(d)[kJ/mol],UClMin(d)[kJ/mol],UC2AMin(d)[kJ/mol],UC4AMin(d)[kJ/mol],UCPlusMin(d)[kJ/mol],UCMinusMin(d)[kJ/mol],UCMoreLJMin(d)[kJ/mol],UCLessLJMin(d)[kJ/mol]
0.7500000,0.0000000,-0.0253408,239306.8265375,153962.1722300,956360.9376819,15042.4649006,673568.1635384,239306.4036019,239307.2494732,282104.1728718,178418.3447425,239306.8265375,153962.1722300,956360.9376819,15042.4649006,673568.1635384,239306.4036019,239307.2494732,282104.1728718,178418.3447425
0.7550000,0.0050000,-0.0203408,216882.8850936,139524.3118988,866860.6343439,13620.1842842,610528.6700828,216882.4053053,216883.3648820,255669.9605884,161699.8809490,216882.8850936,139524.3118988,866860.6343439,13620.1842842,610528.6700828,216882.4053053,216883.3648820,255669.9605884,161699.8809490
0.7600000,0.0100000,-0.0153408,194158.9602245,124893.8904390,776156.8653573,12179.5631192,546641.7334180,194158.4239363,194159.4965128,228882.1162032,144757.7605763,194158.9602245,124893.8904390,776156.8653573,12179.5631192,546641.7334180,194158.4239363,194159.4965128,228882.1162032,144757.7605763
0.7650000,0.0150000,-0.0103408,171807.2578093,110503.7985422,686931.6707009,10763.3409415,483796.4772487,171806.6654108,171807.8502079,202533.0620899,128093.1555385,171807.2578093,110503.7985422,686931.6707009,10763.3409415,483796.4772487,171806.6654108,171807.8502079,202533.0620899,128093.1555385
0.7700000,0.0200000,-0.0053408,150378.2088356,96708.4754544,601381.5377817,9406.4791754,423540.0099444,150377.5607525,150378.8569187,177271.6676549,112116.4468812,150378.2088356,96708.4754544,601381.5377817,9406.4791754,423540.0099444,150377.5607525,150378.8569187,177271.6676549,112116.4468812
0.7750000,0.0250000,-0.0003408,130288.8453051,83776.4258335,521170.9949676,8135.4251218,367044.7386075,130288.1419994,130289.5486108,153589.5464037,97138.5582856,130288.8453051,83776.4258335,521170.9949676,8135.4251218,367044.7386075,130288.1419994,130289.5486108,153589.5464037,97138.5582856
0.7800000,0.0300000,0.0046592,111824.0328133,71891.0186776,447437.4750931,6968.1964011,315111.7966448,111823.2747825,111824.7908441,131822.5089539,83371.8750345,111824.0328133,71891.0186776,447437.4750931,6968.1964011,315111.7966448,111823.2747825,111824.7908441,131822.5089539,83371.8750345
0.7850000,0.0350000,0.0096592,95147.5491524,61157.6284792,380835.4475668,5915.0932198,268202.1311661,95146.7369294,95148.3613755,112163.6229220,70938.5038100,95147.5491524,61157.6284792,380835.4475668,5915.0932198,268202.1311661,95146.7369294,95148.3613755,112163.6229220,70938.5038100
0.7900000,0.0400000,0.0146592,80319.5926597,51614.9175466,321606.1992381,4979.8200415,226485.6565496,80318.7268120,80320.4585074,94683.8524438,59883.3262723,80319.5926597,51614.9175466,321606.1992381,4979.8200415,226485.6565496,80318.7268120,80320.4585074,94683.8524438,59883.3262723
0.7950000,0.0450000,0.0196592,67317.4755006,43248.1690177,269660.3266348,4160.8093392,189899.3612645,67316.5566302,67318.3943711,79356.4522195,50189.4272088,67317.4755006,43248.1690177,269660.3266348,4160.8093392,189899.3612645,67316.5566302,67318.3943711,79356.4522195,50189.4272088
0.8000000,0.0500000,0.0246592,56056.8095478,36002.9361217,224662.2039028,3452.5755173,158206.8059409,56055.8382901,56057.7808054,66081.9422501,41793.8899436,56056.8095478,36002.9361217,224662.2039028,3452.5755173,158206.8059409,56055.8382901,56057.7808054,66081.9422501,41793.8899436
0.8050000,0.0550000,0.0296592,46411.2241464,29797.7446663,186108.6071077,2846.9739254,131053.5049177,46410.2011702,46412.2471227,54711.3519043,34602.4971769,46411.2241464,29797.7446663,186108.6071077,2846.9739254,131053.5049177,46410.2011702,46412.2471227,54711.3519043,34602.4971769
0.8100000,0.0600000,0.0346592,38229.4001690,24535.0658125,153396.6459601,2334.2875421,108014.7758268,38228.3261751,38230.4741629,45066.3003229,28502.4309475,38229.4001690,24535.0658125,153396.6459601,2334.2875421,108014.7758268,38228.3261751,38230.4741629,45066.3003229,28502.4309475
0.8150000,0.0650000,0.0396592,31348.8527975,20110.1937079,125878.7376959,1904.1053282,88634.4616734,31347.7285184,31349.9770766,36955.2440976,23372.5485672,31348.8527975,20110.1937079,125878.7376959,1904.1053282,88634.4616734,31347.7285184,31349.9770766,36955.2440976,23372.5485672
0.8200000,0.0700000,0.0446592,25606.3911893,16417.9819028,102904.3344295,1560.7238458,72454.3221475,25605.2173884,25607.5649902,30185.8075309,19091.1809618,25606.3911893,16417.9819028,102904.3344295,1545.9879053,72454.3221475,25605.2173884,25607.5649902,30185.8075309,19091.1809618
0.8250000,0.0750000,0.0496592,20845.5154433,13357.6065076,83849.4403668,1264.6733575,59034.8242495,20844.2929139,20846.7379726,24573.5024667,15541.6475765,20845.5154433,13357.6065076,83849.4403668,1249.9374170,59034.8242495,20844.2929139,20846.7379726,24573.5024667,15541.6475765
0.8300000,0.0800000,0.0546592,16921.1977008,10835.6441109,68135.6989064,1021.4362337,47968.5861100,16919.9272653,16922.4681363,19947.3644377,12615.8209881,16921.1977008,10835.6441109,68135.6989064,1006.7002932,47968.5861100,16919.9272653,16922.4681363,19947.3644377,12615.8209881
0.8350000,0.0850000,0.0596592,13702.5666067,8767.7990779,55241.1187062,822.6721605,38887.9314732,13701.2491155,13703.8840978,16153.1172124,10216.1283406,13702.5666067,8767.7990779,55241.1187062,807.9362200,38887.9314732,13701.2491155,13703.8840978,16153.1172124,10216.1283406
0.8400000,0.0900000,0.0646592,11074.0077965,7079.6105851,44704.4820294,661.0220954,31467.9941476,11072.6441273,11075.3714657,13054.4700918,8256.3718274,11074.0077965,7079.6105851,44704.4820294,646.2861549,31467.9941476,11072.6441273,11075.3714657,13054.4700918,8256.3718274
0.8450000,0.0950000,0.0696592,8935.1390695,5706.4349219,36125.2636847,530.1046776,25426.6602791,8933.7301261,8936.5480130,10533.0886426,6661.7101814,8935.1390695,5706.4349219,36125.2636847,515.3687371,25426.6602791,8933.7301261,8936.5480130,10533.0886426,6661.7101814
0.8500000,0.1000000,0.0746592,7200.0421836,4592.9491363,29160.5832454,424.4654537,20522.4210065,7198.5888948,7201.4954725,8487.6891071,5368.0859300,7200.0421836,4592.9491363,29160.5832454,409.7295133,20522.4210065,7198.5888948,7201.4954725,8487.6891071,5368.0859300
0.8550000,0.1050000,0.0796592,5796.0510700,3692.3691624,23520.3859261,339.4980657,16550.9775064,5794.5543886,5797.5477514,6832.6099037,4321.3219318,5796.0510700,3692.3691624,23520.3859261,324.7621270,16550.9775064,5794.5543886,5797.5477514,6832.6099037,4321.3219318
0.8600000,0.1100000,0.0846592,4662.3194031,2965.5260402,18961.7411792,271.3515963,13341.2246612,4660.7803049,4663.8585013,5496.1230229,3476.0534106,4662.3194031,2965.5260402,18961.7411792,256.6156947,13341.2246612,4660.7803049,4663.8585013,5496.1230229,3476.0534106
0.8650000,0.1150000,0.0896592,3748.3244305,2379.9012870,15282.8848739,216.8338691,10751.0541916,3746.7439128,3749.9049482,4418.6702838,2794.6124652,3748.3244305,2379.9012870,15282.8848739,202.0983637,10751.0541916,3746.7439128,3749.9049482,4418.6702838,2794.6124652
0.8700000,0.1200000,0.0946592,3012.4107336,1908.6881808,12317.4187138,173.3166908,8663.2686140,3010.7898145,3014.0316528,3551.1466625,2245.9423517,3012.4107336,1908.6881808,12317.4187138,158.5836421,8663.2686140,3010.7898145,3014.0316528,3551.1466625,2245.9423517
0.8750000,0.1250000,0.0996592,2420.4368888,1544.6554362,9928.9182727,138.6466853,6981.7830806,2418.7766054,2422.0971722,2853.3049239,1819.3244242,2420.4368888,1529.9194957,9928.9182727,123.9234872,6981.7830806,2418.7766054,2422.0971722,2853.3049239,1804.5884837
0.8800000,0.1300000,0.1046592,1944.5583567,1240.4190717,8006.0828314,111.0654262,5628.2089053,1942.8597644,1946.2569490,2292.3208450,1464.5269401,1944.5583567,1225.6831312,8006.0828314,96.3702514,5628.2089053,1942.8597644,1946.2569490,2292.3208450,1449.7909996
0.8850000,0.1350000,0.1096592,1576.8953310,996.1697896,6458.4782829,89.1419859,4538.8548744,1575.1595020,1578.6311601,1856.7824274,1179.4243730,1562.1593906,981.4338492,6458.4782829,74.5082688,4538.8548744,1560.4235616,1563.8952196,1841.5341056,1164.6884325
0.8900000,0.1400000,0.1146592,1269.6692428,800.1366125,5212.8707181,71.7156570,3662.1446556,1267.8972649,1271.4412208,1494.1000121,950.3679315,1254.9333024,785.4006721,5212.8707181,57.1950164,3662.1446556,1253.1613244,1256.7052803,1479.3640716,935.6319910
0.8950000,0.1450000,0.1196592,1022.8381983,642.8201727,4210.1156864,57.8423652,2956.4256371,1021.0311735,1024.6452231,1203.1259991,766.3398072,1008.1022578,628.0842323,4210.1156864,43.5112611,2956.4256371,1006.2952330,1009.9092826,1188.3900586,751.6038668
0.9000000,0.1500000,0.1246592,824.4992907,516.5714620,3402.5504783,46.7508265,2388.1321054,822.6583342,826.3402472,969.3163987,618.4656321,809.7633502,501.8355215,3402.5504783,32.7193270,2388.1321054,807.9223937,811.6043068,954.5804583,603.7296916
0.9050000,0.1550000,0.1296592,665.0817868,415.2422347,2751.8293339,37.8292836,1930.2604246,663.2080253,666.9555483,781.3888593,499.6098199,650.3458464,400.5062943,2751.8293339,24.2285036,1930.2604246,648.4720849,652.2196078,766.6529189,484.8738797
0.9100000,0.1600000,0.1346592,536.9002282,333.8971869,2227.1406200,30.6270666,1575.8492176,534.9947991,538.8056565,630.2834643,404.0423711,522.1642878,319.1612467,2227.1406200,17.5666017,1561.1132772,520.2588586,524.0697170,615.5475239,389.3064367
0.9150000,0.1650000,0.1396592,433.7888591,268.5785404,1818.4840818,24.8183704,1278.0081646,431.8529109,435.7247779,508.7317841,327.1662593,419.0529212,253.8426045,1803.7481413,12.3567211,1263.2722241,417.1169706,420.9888717,493.9958439,312.4304042
