# r[nm],d[nm],daligned[nm],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol]
0.3589128,0.3589128,0.5602297,-8.6347378,-6.9117377,-19.2731117
0.3639128,0.3639128,0.5652297,-8.2873286,-6.6175013,-18.6990897
0.3689128,0.3689128,0.5702297,-7.9515409,-6.3358163,-18.1124831
0.3739128,0.3739128,0.5752297,-7.6279894,-6.0666049,-17.5204391
0.3789128,0.3789128,0.5802297,-7.3170015,-5.8096552,-16.9288498
0.3839128,0.3839128,0.5852297,-7.0186827,-5.5646586,-16.3424684
0.3889128,0.3889128,0.5902297,-6.7329685,-5.3312383,-15.7650486
0.3939128,0.3939128,0.5952297,-6.4596671,-5.1089722,-15.1994873
0.3989128,0.3989128,0.6002297,-6.1984930,-4.8974100,-14.6479610
0.4039128,0.4039128,0.6052297,-5.9490938,-4.6960867,-14.1120486
0.4089128,0.4089128,0.6102297,-5.7110709,-4.5045325,-13.5928399
0.4139128,0.4139128,0.6152297,-5.4839960,-4.3222802,-13.0910284
0.4189128,0.4189128,0.6202297,-5.2674238,-4.1488708,-12.6069901
0.4239128,0.4239128,0.6252297,-5.0609017,-3.9838575,-12.1408492
0.4289128,0.4289128,0.6302297,-4.8639770,-3.8268079,-11.6925326
0.4339128,0.4339128,0.6352297,-4.6762025,-3.6773067,-11.2618149
0.4389128,0.4389128,0.6402297,-4.4971406,-3.5349561,-10.8483549
0.4439128,0.4439128,0.6452297,-4.3263663,-3.3993766,-10.4517255
0.4489128,0.4489128,0.6502297,-4.1634688,-3.2702072,-10.0714372
0.4539128,0.4539128,0.6552297,-4.0080534,-3.1471051,-9.7069577
0.4589128,0.4589128,0.6602297,-3.8597418,-3.0297457,-9.3577270
0.4639128,0.4639128,0.6652297,-3.7181726,-2.9178218,-9.0231695
0.4689128,0.4689128,0.6702297,-3.5830016,-2.8110430,-8.7027037
0.4739128,0.4739128,0.6752297,-3.4539014,-2.7091351,-8.3957491
0.4789128,0.4789128,0.6802297,-3.3305611,-2.6118394,-8.1017323
0.4839128,0.4839128,0.6852297,-3.2126858,-2.5189120,-7.8200910
0.4889128,0.4889128,0.6902297,-3.0999963,-2.4301227,-7.5502770
