# r[nm],d[nm],daligned[nm],Umethane(d)[kj/mol],UMinmethane(d)[kj/mol]
0.7798671,0.0298671,0.0000000,1156151.4288072,1156151.4288072
0.7898671,0.0398671,0.0100000,474450.5172029,474450.5172029
0.7998671,0.0498671,0.0200000,233595.1615647,233595.1615647
0.8098671,0.0598671,0.0300000,137720.2067310,137720.2067310
0.8198671,0.0698671,0.0400000,94607.9648345,94607.9648345
0.8298671,0.0798671,0.0500000,72209.5927312,72209.5927312
0.8398671,0.0898671,0.0600000,58175.4165265,58175.4165265
0.8498671,0.0998671,0.0700000,47487.6025232,47487.6025232
0.8598671,0.1098671,0.0800000,38250.9165972,38250.9165972
0.8698671,0.1198671,0.0900000,29976.8982031,29976.8982031
0.8798671,0.1298671,0.1000000,19077.7544084,19077.7544084
0.8898671,0.1398671,0.1100000,11147.3579511,11147.3579511
0.8998671,0.1498671,0.1200000,6542.9938804,6542.9938804
0.9098671,0.1598671,0.1300000,3881.8665497,3881.8665497
0.9198671,0.1698671,0.1400000,2154.2778549,2154.2778549
0.9298671,0.1798671,0.1500000,1246.2638282,1221.3277464
0.9398671,0.1898671,0.1600000,730.5722705,705.6623399
0.9498671,0.1998671,0.1700000,435.1231955,411.7107793
0.9598671,0.2098671,0.1800000,259.9284392,237.4555577
0.9698671,0.2198671,0.1900000,156.0779798,134.2202013
0.9798671,0.2298671,0.2000000,94.2651356,72.7893334
0.9898671,0.2398671,0.2100000,56.8565923,36.2446878
0.9998671,0.2498671,0.2200000,33.8302044,14.6405295
1.0098671,0.2598671,0.2300000,19.2230199,1.9697806
1.0198671,0.2698671,0.2400000,9.4669210,-5.3074323
1.0298671,0.2798671,0.2500000,2.7659926,-9.7367647
1.0398671,0.2898671,0.2600000,-1.8190773,-12.3361558
1.0498671,0.2998671,0.2700000,-4.9418617,-13.5137174
1.0598671,0.3098671,0.2800000,-7.0919327,-14.0763186
1.0698671,0.3198671,0.2900000,-8.5519299,-14.7403039
1.0798671,0.3298671,0.3000000,-9.4586804,-14.9486812
1.0898671,0.3398671,0.3100000,-9.9135109,-14.7121907
1.0998671,0.3498671,0.3200000,-10.0195616,-14.2737119
1.1098671,0.3598671,0.3300000,-9.8708839,-13.7336997
1.1198671,0.3698671,0.3400000,-9.5419975,-13.4338226
1.1298671,0.3798671,0.3500000,-9.0922084,-12.9289111
1.1398671,0.3898671,0.3600000,-8.5712123,-12.3408338
1.1498671,0.3998671,0.3700000,-8.0189841,-11.6252863
1.1598671,0.4098671,0.3800000,-7.4644262,-10.8533145
1.1698671,0.4198671,0.3900000,-6.9267634,-10.5375002
1.1798671,0.4298671,0.4000000,-6.4182811,-10.1577317
1.1898671,0.4398671,0.4100000,-5.9458218,-9.6457441
1.1998671,0.4498671,0.4200000,-5.5115222,-9.0632090
1.2098671,0.4598671,0.4300000,-5.1143128,-8.4517436
1.2198671,0.4698671,0.4400000,-4.7510752,-7.8388955
1.2298671,0.4798671,0.4500000,-4.4169365,-7.2423844
1.2398671,0.4898671,0.4600000,-4.1063887,-6.6857754
1.2498671,0.4998671,0.4700000,-3.8150775,-6.1823061
1.2598671,0.5098671,0.4800000,-3.5407948,-5.7215592
1.2698671,0.5198671,0.4900000,-3.2828679,-5.3489700
1.2798671,0.5298671,0.5000000,-3.0410968,-4.9599304
1.2898671,0.5398671,0.5100000,-2.8155271,-4.5761205
1.2998671,0.5498671,0.5200000,-2.6062743,-4.2094587
1.3098671,0.5598671,0.5300000,-2.4131931,-3.9137796
1.3198671,0.5698671,0.5400000,-2.2357426,-3.6278836
1.3298671,0.5798671,0.5500000,-2.0730601,-3.3465610
1.3398671,0.5898671,0.5600000,-1.9240982,-3.0789752
1.3498671,0.5998671,0.5700000,-1.7877421,-2.8294606
1.3598671,0.6098671,0.5800000,-1.6628877,-2.5995771
1.3698671,0.6198671,0.5900000,-1.5484859,-2.3893244
1.3798671,0.6298671,0.6000000,-1.4435636,-2.1978599
1.3898671,0.6398671,0.6100000,-1.3472313,-2.0239233
1.3998671,0.6498671,0.6200000,-1.2586829,-1.8660839
1.4098671,0.6598671,0.6300000,-1.1771915,-1.7228828
1.4198671,0.6698671,0.6400000,-1.1021034,-1.5929117
1.4298671,0.6798671,0.6500000,-1.0328316,-1.4748531
1.4398671,0.6898671,0.6600000,-0.9688489,-1.3674984
1.4498671,0.6998671,0.6700000,-0.9096819,-1.2697519
1.4598671,0.7098671,0.6800000,-0.8549051,-1.1806290
1.4698671,0.7198671,0.6900000,-0.8041358,-1.0992489
1.4798671,0.7298671,0.7000000,-0.7570291,-1.0248260
1.4898671,0.7398671,0.7100000,-0.7132743,-0.9572388
1.4998671,0.7498671,0.7200000,-0.6725906,-0.8955082
1.5098671,0.7598671,0.7300000,-0.6347244,-0.8386679
1.5198671,0.7698671,0.7400000,-0.5994459,-0.7862622
1.5298671,0.7798671,0.7500000,-0.5665470,-0.7380026
1.5398671,0.7898671,0.7600000,-0.5358387,-0.6938003
1.5498671,0.7998671,0.7700000,-0.5071493,-0.6528295
1.5598671,0.8098671,0.7800000,-0.4803225,-0.6148144
1.5698671,0.8198671,0.7900000,-0.4552160,-0.5795058
1.5798671,0.8298671,0.8000000,-0.4316999,-0.5466782
1.5898671,0.8398671,0.8100000,-0.4096557,-0.5161271
1.5998671,0.8498671,0.8200000,-0.3889750,-0.4876673
1.6098671,0.8598671,0.8300000,-0.3695585,-0.4611306
1.6198671,0.8698671,0.8400000,-0.3513153,-0.4363643
1.6298671,0.8798671,0.8500000,-0.3341620,-0.4132292
1.6398671,0.8898671,0.8600000,-0.3180221,-0.3915989
1.6498671,0.8998671,0.8700000,-0.3028250,-0.3713580
1.6598671,0.9098671,0.8800000,-0.2885061,-0.3524011
1.6698671,0.9198671,0.8900000,-0.2750058,-0.3346322
1.6798671,0.9298671,0.9000000,-0.2622689,-0.3179632
1.6898671,0.9398671,0.9100000,-0.2502447,-0.3023139
1.6998671,0.9498671,0.9200000,-0.2388864,-0.2876103
1.7098671,0.9598671,0.9300000,-0.2281507,-0.2737849
1.7198671,0.9698671,0.9400000,-0.2179974,-0.2607757
1.7298671,0.9798671,0.9500000,-0.2083895,-0.2485256
1.7398671,0.9898671,0.9600000,-0.1992925,-0.2369822
1.7498671,0.9998671,0.9700000,-0.1906745,-0.2260972
1.7598671,1.0098671,0.9800000,-0.1825060,-0.2158261
1.7698671,1.0198671,0.9900000,-0.1747594,-0.2061280
1.7798671,1.0298671,1.0000000,-0.1674090,-0.1969648
1.7898671,1.0398671,1.0100000,-0.1604312,-0.1883017
1.7998671,1.0498671,1.0200000,-0.1538038,-0.1801063
1.8098671,1.0598671,1.0300000,-0.1475061,-0.1723487
1.8198671,1.0698671,1.0400000,-0.1415189,-0.1650011
1.8298671,1.0798671,1.0500000,-0.1358243,-0.1580378
1.8398671,1.0898671,1.0600000,-0.1304054,-0.1514351
1.8498671,1.0998671,1.0700000,-0.1252466,-0.1451707
1.8598671,1.1098671,1.0800000,-0.1203333,-0.1392242
1.8698671,1.1198671,1.0900000,-0.1156517,-0.1335763
1.8798671,1.1298671,1.1000000,-0.1111892,-0.1282093
1.8898671,1.1398671,1.1100000,-0.1069336,-0.1231067
1.8998671,1.1498671,1.1200000,-0.1028737,-0.1182529
1.9098671,1.1598671,1.1300000,-0.0989990,-0.1136337
1.9198671,1.1698671,1.1400000,-0.0952996,-0.1092355
1.9298671,1.1798671,1.1500000,-0.0917662,-0.1050458
1.9398671,1.1898671,1.1600000,-0.0883901,-0.1010557
1.9498671,1.1998671,1.1700000,-0.0851630,-0.0972540
1.9598671,1.2098671,1.1800000,-0.0820773,-0.0936276
1.9698671,1.2198671,1.1900000,-0.0791257,-0.0901668
1.9798671,1.2298671,1.2000000,-0.0763015,-0.0868627
1.9898671,1.2398671,1.2100000,-0.0735981,-0.0837068
1.9998671,1.2498671,1.2200000,-0.0710095,-0.0806913
2.0098671,1.2598671,1.2300000,-0.0685300,-0.0778087
2.0198671,1.2698671,1.2400000,-0.0661543,-0.0750522
2.0298671,1.2798671,1.2500000,-0.0638773,-0.0724151
2.0398671,1.2898671,1.2600000,-0.0616941,-0.0698915
2.0498671,1.2998671,1.2700000,-0.0596003,-0.0674754
2.0598671,1.3098671,1.2800000,-0.0575915,-0.0651614
2.0698671,1.3198671,1.2900000,-0.0556638,-0.0629445
2.0798671,1.3298671,1.3000000,-0.0538133,-0.0608198
2.0898671,1.3398671,1.3100000,-0.0520364,-0.0587828
2.0998671,1.3498671,1.3200000,-0.0503296,-0.0568291
2.1098671,1.3598671,1.3300000,-0.0486899,-0.0549548
2.1198671,1.3698671,1.3400000,-0.0471140,-0.0531561
2.1298671,1.3798671,1.3500000,-0.0455990,-0.0514292
2.1398671,1.3898671,1.3600000,-0.0441423,-0.0497709
2.1498671,1.3998671,1.3700000,-0.0427412,-0.0481779
2.1598671,1.4098671,1.3800000,-0.0413932,-0.0466472
2.1698671,1.4198671,1.3900000,-0.0400960,-0.0451758
2.1798671,1.4298671,1.4000000,-0.0388473,-0.0437612
2.1898671,1.4398671,1.4100000,-0.0376451,-0.0424006
2.1998671,1.4498671,1.4200000,-0.0364872,-0.0410916
2.2098671,1.4598671,1.4300000,-0.0353719,-0.0398320
2.2198671,1.4698671,1.4400000,-0.0342972,-0.0386194
2.2298671,1.4798671,1.4500000,-0.0332615,-0.0374519
2.2398671,1.4898671,1.4600000,-0.0322631,-0.0363275
2.2498671,1.4998671,1.4700000,-0.0313004,-0.0352443
2.2598671,1.5098671,1.4800000,-0.0303720,-0.0342005
2.2698671,1.5198671,1.4900000,-0.0294764,-0.0331943
2.2798671,1.5298671,1.5000000,-0.0286123,-0.0322243
2.2898671,1.5398671,1.5100000,-0.0277783,-0.0312889
2.2998671,1.5498671,1.5200000,-0.0269733,-0.0303865
2.3098671,1.5598671,1.5300000,-0.0261961,-0.0295159
2.3198671,1.5698671,1.5400000,-0.0254456,-0.0286757
