# r[nm],d[nm],daligned[nm],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UC6A(d)[kJ/mol],UC8A(d)[kJ/mol],UC10A(d)[kJ/mol]
0.0000000,0.0000000,-0.0534502,302462.7843325,194625.2131136,1208444.5439382,19047.0413800,851123.1151714,15061607.7779431,152565909.4986116,1061560715.1771680
0.0050000,0.0050000,-0.0484502,300208.2572894,193173.4858842,1199447.5579456,18903.8782427,844786.0486865,14949607.4779826,151431713.1714508,1053669529.5022814
0.0100000,0.0100000,-0.0434502,293561.2890471,188893.4147303,1172921.7319507,18481.8191488,826102.4749499,14619393.9608823,148087724.8838366,1030403674.6131030
0.0150000,0.0150000,-0.0384502,282860.3460246,182003.0053365,1130217.1125681,17802.4292149,796023.3279533,14087765.2569914,142704035.0028825,992946519.4760320
0.0200000,0.0200000,-0.0334502,268633.3569049,172842.2923997,1073439.4927599,16899.3410752,756031.8664391,13380923.2580612,135545954.7761106,943143914.8750955
0.0250000,0.0250000,-0.0284502,251549.1100604,161842.0306010,1005256.5940147,15815.1532838,708007.1526565,12532062.6876802,126949604.4489614,883334355.2458843
0.0300000,0.0300000,-0.0234502,232359.3278816,149486.3803213,928667.0641113,14597.7343929,654061.3393877,11578497.4378517,117292817.0107655,816146550.1106228
0.0350000,0.0350000,-0.0184502,211839.0270095,136274.4900282,846762.6302948,13296.4186618,596372.1361074,10558701.6455326,106965178.4126385,744290987.2619059
0.0400000,0.0400000,-0.0134502,190732.1275439,122685.4610314,762511.1732045,11958.5379790,537030.0116790,9509610.8747421,96340701.0546248,670369815.4699824
0.0450000,0.0450000,-0.0084502,169707.5679239,109150.0808939,678581.6842415,10626.6254590,477914.8992663,8464444.1727074,85755770.8444422,596723415.8034785
0.0500000,0.0500000,-0.0034502,149328.9106147,96031.2482778,597223.0125740,9336.4809811,420610.7898694,7451195.1354180,75493867.7707916,525324097.0734689
0.0550000,0.0550000,0.0015498,130038.1139032,83613.5238950,520199.0984724,8116.1413512,366360.1138472,6491825.5755929,65777400.2302450,457719282.7208773
0.0600000,0.0600000,0.0065498,112152.2212187,72101.0028093,448775.7184136,6985.6748986,316054.4062898,5602099.9690695,56766027.2661054,395019835.3072342
0.0650000,0.0650000,0.0115498,95870.4270255,61621.8708172,383748.6136625,5957.6378472,270254.1219225,4791934.7446819,48560193.7482739,337924648.6498711
0.0700000,0.0700000,0.0165498,81288.3746740,52237.6188341,325500.4659845,5037.9913652,229228.7690675,4066106.5176504,41208300.1025219,286770526.6433553
0.0750000,0.0750000,0.0215498,68416.5358962,43954.8856637,274074.1601968,4227.2779675,193008.5153641,3425163.0529518,34715924.9872976,241596345.4041625
0.0800000,0.0800000,0.0265498,57199.9394783,36738.1688253,229251.4381394,3521.8827702,161439.5907017,2866401.4379349,29055728.7921866,202211952.6605344
0.0850000,0.0850000,0.0315498,47537.1629166,30522.0595586,190628.6245864,2915.2464803,134237.6273003,2384809.9707838,24176990.0743569,168264514.0510661
0.0900000,0.0900000,0.0365498,39297.2057803,25222.1123208,157683.9156764,2398.9421036,111035.0562590,1973905.2148012,20014080.8247069,139297477.2210162
0.0950000,0.0950000,0.0415498,32333.5063374,20743.8732517,129833.2832721,1963.5684476,91420.4851181,1626427.5409031,16493509.1474685,114799569.5985615
0.1000000,0.1000000,0.0465498,26494.8764359,16989.9228612,106474.0958569,1599.4462982,74969.4229968,1334883.9434210,13539415.7405418,94243039.3048995
0.1050000,0.1050000,0.0515498,21633.4915076,13865.0213094,87016.9996560,1297.1262380,61266.7363424,1091944.8656763,11077592.3228847,77111613.1846311
0.1100000,0.1100000,0.0565498,17610.2919307,11279.5859383,70907.4786819,1047.7310536,49921.8346600,890712.6593501,9038200.3988295,62919412.9404635
0.1150000,0.1150000,0.0615498,14298.2550671,9151.7970918,57638.9238009,843.1622183,40577.8753605,724884.4235184,7357420.6179204,51222431.2359128
0.1200000,0.1200000,0.0665498,11584.0161579,7408.6403735,46759.1165373,676.2010976,32916.3301158,588832.9147390,5978272.5733035,41624236.3322512
0.1250000,0.1250000,0.0715498,9368.2814104,5986.1710086,37871.8947249,540.5332624,26658.1574650,477627.5000913,4850827.4824830,33777452.7974633
0.1300000,0.1300000,0.0765498,7565.4130428,4829.2449961,30635.5139579,430.7201967,21562.6480850,387013.9800217,3932004.3598792,27382344.3658798
0.1350000,0.1350000,0.0815498,6102.4920271,3890.9140250,24758.9238489,342.1379373,17424.8013766,313368.4422596,3185103.1839281,22183566.8839907
0.1400000,0.1400000,0.0865498,4918.0916636,3131.6343381,19996.8887738,270.8975250,14071.8882157,253636.7114648,2579192.1513573,17965905.9773193
0.1450000,0.1450000,0.0915498,3960.9306534,2518.3981835,16144.6258267,213.7580163,11359.6737149,205267.7645735,2088433.7687502,14549589.0681003
0.1500000,0.1500000,0.0965498,3188.5209381,2023.8620897,13032.4198718,183.5119949,9168.6239248,166146.8353477,1691407.7383839,11785574.9735359
0.1550000,0.1550000,0.1015498,2565.8837489,1625.5192483,10520.5088087,146.7821216,7400.3029312,134531.8576031,1370467.5969066,9551078.2269830
0.1600000,0.1600000,0.1065498,2064.3760876,1304.9431814,8494.4077086,117.2863369,5974.0791361,108995.3485718,1111152.3920593,7745476.2227024
0.1650000,0.1650000,0.1115498,1660.6476561,1047.1155593,6860.7518945,93.5261086,4824.1971173,88372.7318359,901663.5243668,6286669.6541395
0.1700000,0.1700000,0.1165498,1335.7332275,839.8413648,5543.6791275,74.3546187,3897.2292579,71717.3537000,732409.3312827,5107914.1916859
0.1750000,0.1750000,0.1215498,1074.2759106,673.2484520,4481.7329739,58.8981544,3149.8945130,58261.9727975,595615.1904244,4155107.9439091
0.1800000,0.1800000,0.1265498,863.8712088,539.3649777,3625.2472707,46.4551992,2547.2160734,47386.2266484,484994.1223604,3384499.7910086
0.1850000,0.1850000,0.1315498,694.5190147,431.7664048,2934.1605624,36.4474289,2060.9819079,38589.4411819,395471.4783253,2760773.9716541
0.1900000,0.1900000,0.1365498,558.1697796,345.2832043,2376.2057674,28.4041038,1668.4696212,31468.1038656,322956.8379776,2255463.1006369
0.1950000,0.1950000,0.1415498,448.3513701,275.7605545,1925.4213862,21.9418647,1351.3978068,25697.3338992,264156.3713842,1845642.6912855
