# r[nm],d[nm],daligned[nm],Ucline3(d)[kj/mol],UMincline3(d)[kj/mol]
-0.0050238,-0.0050238,0.0000000,140383.6652310,140383.6652310
0.0049762,0.0049762,0.0100000,121134.9533900,121134.9533900
0.0149762,0.0149762,0.0200000,97877.1870116,97877.1870116
0.0249762,0.0249762,0.0300000,83558.0554524,83558.0554524
0.0349762,0.0349762,0.0400000,72710.2919627,72710.2919627
0.0449762,0.0449762,0.0500000,64218.3336518,64218.3336518
0.0549762,0.0549762,0.0600000,59548.9701150,59548.9701150
0.0649762,0.0649762,0.0700000,63012.1940736,63012.1940736
0.0749762,0.0749762,0.0800000,84625.0813746,84625.0813746
0.0849762,0.0849762,0.0900000,117432.4048570,117432.4048570
0.0949762,0.0949762,0.1000000,139522.8952640,139522.8952640
0.1049762,0.1049762,0.1100000,116617.8468932,116617.8468932
0.1149762,0.1149762,0.1200000,65351.4930840,65351.4930840
0.1249762,0.1249762,0.1300000,36796.2524660,36796.2524660
0.1349762,0.1349762,0.1400000,20851.8728161,20851.8728161
0.1449762,0.1449762,0.1500000,11896.5681679,11896.5681679
0.1549762,0.1549762,0.1600000,6824.9168214,6824.9168214
0.1649762,0.1649762,0.1700000,3926.3761538,3926.3761538
0.1749762,0.1749762,0.1800000,2254.7081032,2254.7081032
0.1849762,0.1849762,0.1900000,1300.3934372,1282.6490551
0.1949762,0.1949762,0.2000000,730.4145985,713.6828460
0.2049762,0.2049762,0.2100000,394.6926470,379.3308257
0.2149762,0.2149762,0.2200000,196.7804979,182.8236317
0.2249762,0.2249762,0.2300000,80.3529746,67.9729969
0.2349762,0.2349762,0.2400000,12.2705505,1.8085902
0.2449762,0.2449762,0.2500000,-26.5459658,-35.2078455
0.2549762,0.2549762,0.2600000,-47.6147953,-54.7582906
0.2649762,0.2649762,0.2700000,-58.0019070,-63.8809426
0.2749762,0.2749762,0.2800000,-61.9274403,-66.8578600
0.2849762,0.2849762,0.2900000,-61.9758079,-66.2739543
0.2949762,0.2949762,0.3000000,-59.7912807,-63.6942461
0.3049762,0.3049762,0.3100000,-56.4160531,-60.0838456
0.3149762,0.3149762,0.3200000,-52.4937216,-56.0245144
0.3249762,0.3249762,0.3300000,-48.4102405,-51.8615010
0.3349762,0.3349762,0.3400000,-44.3893163,-47.8039946
0.3449762,0.3449762,0.3500000,-40.5570568,-43.9473491
0.3549762,0.3549762,0.3600000,-37.0942982,-40.3469027
0.3649762,0.3649762,0.3700000,-34.9922082,-41.9978283
0.3749762,0.3749762,0.3800000,-34.7486609,-42.0582876
0.3849762,0.3849762,0.3900000,-34.6136154,-40.9016888
0.3949762,0.3949762,0.4000000,-33.9266339,-39.0254794
0.4049762,0.4049762,0.4100000,-32.7071923,-36.7730152
0.4149762,0.4149762,0.4200000,-31.0765906,-34.3590800
0.4249762,0.4249762,0.4300000,-29.1791132,-31.9244821
0.4349762,0.4349762,0.4400000,-27.1581553,-29.5535952
0.4449762,0.4449762,0.4500000,-25.2129334,-28.7990234
0.4549762,0.4549762,0.4600000,-24.1455092,-32.1443599
0.4649762,0.4649762,0.4700000,-24.6124776,-33.2798782
0.4749762,0.4749762,0.4800000,-25.2656172,-33.0280682
0.4849762,0.4849762,0.4900000,-25.3498456,-31.9377338
0.4949762,0.4949762,0.5000000,-24.8319581,-30.3567016
0.5049762,0.5049762,0.5100000,-23.8259410,-28.5252196
0.5149762,0.5149762,0.5200000,-22.4793363,-26.6010883
0.5249762,0.5249762,0.5300000,-20.9426200,-24.6824166
0.5349762,0.5349762,0.5400000,-19.3397254,-22.8281111
0.5449762,0.5449762,0.5500000,-17.7574559,-21.0732392
0.5549762,0.5549762,0.5600000,-16.2498790,-19.4353891
0.5649762,0.5649762,0.5700000,-14.8469331,-17.9203099
0.5749762,0.5749762,0.5800000,-13.5621520,-16.5277900
0.5849762,0.5849762,0.5900000,-12.3983979,-15.2601263
0.5949762,0.5949762,0.6000000,-11.3518731,-14.1012500
0.6049762,0.6049762,0.6100000,-10.4148943,-13.0438630
0.6149762,0.6149762,0.6200000,-9.5778022,-12.0775144
0.6249762,0.6249762,0.6300000,-8.8302520,-11.1961357
0.6349762,0.6349762,0.6400000,-8.1620463,-10.3921604
0.6449762,0.6449762,0.6500000,-7.5636286,-9.6587786
0.6549762,0.6549762,0.6600000,-7.0263364,-8.9894454
0.6649762,0.6649762,0.6700000,-6.5424905,-8.3780384
0.6749762,0.6749762,0.6800000,-6.1053837,-7.8190573
0.6849762,0.6849762,0.6900000,-5.7092125,-7.3073367
0.6949762,0.6949762,0.7000000,-5.3489830,-6.8381307
0.7049762,0.7049762,0.7100000,-5.0204081,-6.4072948
0.7149762,0.7149762,0.7200000,-4.7198092,-6.0111168
0.7249762,0.7249762,0.7300000,-4.4440260,-5.6462964
0.7349762,0.7349762,0.7400000,-4.1903370,-5.3099260
0.7449762,0.7449762,0.7500000,-3.9563919,-4.9992442
0.7549762,0.7549762,0.7600000,-3.7401532,-4.7118835
0.7649762,0.7649762,0.7700000,-3.5398485,-4.4457245
0.7749762,0.7749762,0.7800000,-3.3539296,-4.1988682
0.7849762,0.7849762,0.7900000,-3.1810387,-3.9696135
0.7949762,0.7949762,0.8000000,-3.0199809,-3.7564449
0.8049762,0.8049762,0.8100000,-2.8696998,-3.5579683
0.8149762,0.8149762,0.8200000,-2.7292588,-3.3729453
0.8249762,0.8249762,0.8300000,-2.5978241,-3.2002597
0.8349762,0.8349762,0.8400000,-2.4746514,-3.0389032
0.8449762,0.8449762,0.8500000,-2.3590737,-2.8879645
0.8549762,0.8549762,0.8600000,-2.2504917,-2.7466181
0.8649762,0.8649762,0.8700000,-2.1483655,-2.6141156
0.8749762,0.8749762,0.8800000,-2.0522073,-2.4897774
0.8849762,0.8849762,0.8900000,-1.9615751,-2.3729854
0.8949762,0.8949762,0.9000000,-1.8760680,-2.2631768
0.9049762,0.9049762,0.9100000,-1.7953208,-2.1598386
0.9149762,0.9149762,0.9200000,-1.7190007,-2.0625022
0.9249762,0.9249762,0.9300000,-1.6468037,-1.9707393
0.9349762,0.9349762,0.9400000,-1.5784513,-1.8841577
0.9449762,0.9449762,0.9500000,-1.5136884,-1.8023981
0.9549762,0.9549762,0.9600000,-1.4522802,-1.7251307
0.9649762,0.9649762,0.9700000,-1.3940113,-1.6520524
0.9749762,0.9749762,0.9800000,-1.3386825,-1.5828844
0.9849762,0.9849762,0.9900000,-1.2861107,-1.5173702
0.9949762,0.9949762,1.0000000,-1.2361260,-1.4552729
1.0049762,1.0049762,1.0100000,-1.1885718,-1.3963741
1.0149762,1.0149762,1.0200000,-1.1433025,-1.3404719
1.0249762,1.0249762,1.0300000,-1.1001833,-1.2873797
1.0349762,1.0349762,1.0400000,-1.0590891,-1.2369246
1.0449762,1.0449762,1.0500000,-1.0199033,-1.1889462
1.0549762,1.0549762,1.0600000,-0.9825176,-1.1432961
1.0649762,1.0649762,1.0700000,-0.9468310,-1.0998360
1.0749762,1.0749762,1.0800000,-0.9127494,-1.0584379
1.0849762,1.0849762,1.0900000,-0.8801847,-1.0189821
1.0949762,1.0949762,1.1000000,-0.8490550,-0.9813577
1.1049762,1.1049762,1.1100000,-0.8192834,-0.9454610
1.1149762,1.1149762,1.1200000,-0.7907979,-0.9111954
1.1249762,1.1249762,1.1300000,-0.7635312,-0.8784706
1.1349762,1.1349762,1.1400000,-0.7374202,-0.8472025
1.1449762,1.1449762,1.1500000,-0.7124056,-0.8173123
1.1549762,1.1549762,1.1600000,-0.6884318,-0.7887260
1.1649762,1.1649762,1.1700000,-0.6654465,-0.7613749
1.1749762,1.1749762,1.1800000,-0.6434005,-0.7351940
1.1849762,1.1849762,1.1900000,-0.6222477,-0.7101228
1.1949762,1.1949762,1.2000000,-0.6019444,-0.6861043
1.2049762,1.2049762,1.2100000,-0.5824496,-0.6630850
1.2149762,1.2149762,1.2200000,-0.5637247,-0.6410146
1.2249762,1.2249762,1.2300000,-0.5457331,-0.6198459
1.2349762,1.2349762,1.2400000,-0.5284404,-0.5995344
1.2449762,1.2449762,1.2500000,-0.5118140,-0.5800382
1.2549762,1.2549762,1.2600000,-0.4958233,-0.5613178
1.2649762,1.2649762,1.2700000,-0.4804390,-0.5433362
1.2749762,1.2749762,1.2800000,-0.4656338,-0.5260581
1.2849762,1.2849762,1.2900000,-0.4513816,-0.5094505
1.2949762,1.2949762,1.3000000,-0.4376578,-0.4934821
1.3049762,1.3049762,1.3100000,-0.4244388,-0.4781234
1.3149762,1.3149762,1.3200000,-0.4117028,-0.4633464
1.3249762,1.3249762,1.3300000,-0.3994285,-0.4491246
1.3349762,1.3349762,1.3400000,-0.3875961,-0.4354332
1.3449762,1.3449762,1.3500000,-0.3761867,-0.4222483
1.3549762,1.3549762,1.3600000,-0.3651822,-0.4095477
1.3649762,1.3649762,1.3700000,-0.3545657,-0.3973099
1.3749762,1.3749762,1.3800000,-0.3443209,-0.3855149
1.3849762,1.3849762,1.3900000,-0.3344323,-0.3741435
1.3949762,1.3949762,1.4000000,-0.3248852,-0.3631776
1.4049762,1.4049762,1.4100000,-0.3156658,-0.3525999
1.4149762,1.4149762,1.4200000,-0.3067606,-0.3423941
1.4249762,1.4249762,1.4300000,-0.2981569,-0.3325445
1.4349762,1.4349762,1.4400000,-0.2898428,-0.3230365
1.4449762,1.4449762,1.4500000,-0.2818067,-0.3138558
1.4549762,1.4549762,1.4600000,-0.2740377,-0.3049892
1.4649762,1.4649762,1.4700000,-0.2665251,-0.2964238
1.4749762,1.4749762,1.4800000,-0.2592591,-0.2881475
1.4849762,1.4849762,1.4900000,-0.2522301,-0.2801487
1.4949762,1.4949762,1.5000000,-0.2454290,-0.2724165
1.5049762,1.5049762,1.5100000,-0.2388470,-0.2649402
1.5149762,1.5149762,1.5200000,-0.2324760,-0.2577099
1.5249762,1.5249762,1.5300000,-0.2263078,-0.2507160
1.5349762,1.5349762,1.5400000,-0.2203350,-0.2439493
1.5449762,1.5449762,1.5500000,-0.2145502,-0.2374011
1.5549762,1.5549762,1.5600000,-0.2089465,-0.2310631
1.5649762,1.5649762,1.5700000,-0.2035172,-0.2249274
1.5749762,1.5749762,1.5800000,-0.1982560,-0.2189863
1.5849762,1.5849762,1.5900000,-0.1931567,-0.2132325
1.5949762,1.5949762,1.6000000,-0.1882136,-0.2076591
