# r[nm],d[nm],daligned[nm],Umethane(d)[kj/mol],UMinmethane(d)[kj/mol]
-0.1259101,-0.1259101,-0.0000000,43245.9565814,43245.9565814
-0.1159101,-0.1159101,0.0100000,30326.3126762,30326.3126762
-0.1059101,-0.1059101,0.0200000,23711.6794976,23711.6794976
-0.0959101,-0.0959101,0.0300000,15911.5824469,15911.5824469
-0.0859101,-0.0859101,0.0400000,11889.9546780,11889.9546780
-0.0759101,-0.0759101,0.0500000,9769.7498413,9769.7498413
-0.0659101,-0.0659101,0.0600000,6891.3812239,6891.3812239
-0.0559101,-0.0559101,0.0700000,4717.0532634,4717.0532634
-0.0459101,-0.0459101,0.0800000,3495.1205472,3495.1205472
-0.0359101,-0.0359101,0.0900000,2773.8408705,2773.8408705
-0.0259101,-0.0259101,0.1000000,2221.2646041,2221.2646041
-0.0159101,-0.0159101,0.1100000,1836.5594570,1836.5594570
-0.0059101,-0.0059101,0.1200000,1556.7383019,1532.2709348
0.0040899,0.0040899,0.1300000,1103.0511553,1078.5799882
0.0140899,0.0140899,0.1400000,806.5222936,782.0511264
0.0240899,0.0240899,0.1500000,581.9325371,557.5615231
0.0340899,0.0340899,0.1600000,389.0925064,364.9881839
0.0440899,0.0440899,0.1700000,267.5147802,243.4066762
0.0540899,0.0540899,0.1800000,190.3652437,166.2834488
0.0640899,0.0640899,0.1900000,139.0759917,115.2620597
0.0740899,0.0740899,0.2000000,102.7390267,80.2415132
0.0840899,0.0840899,0.2100000,75.5713545,53.0290277
0.0940899,0.0940899,0.2200000,55.1541479,33.1758342
0.1040899,0.1040899,0.2300000,39.5151656,18.9845000
0.1140899,0.1140899,0.2400000,26.9759324,7.4997104
0.1240899,0.1240899,0.2500000,17.1176345,-0.1913478
0.1340899,0.1340899,0.2600000,9.8406565,-5.2575087
0.1440899,0.1440899,0.2700000,4.4622107,-8.8525001
0.1540899,0.1540899,0.2800000,0.3820602,-11.0647651
0.1640899,0.1640899,0.2900000,-2.6604316,-12.2378519
0.1740899,0.1740899,0.3000000,-4.7947350,-12.6970649
0.1840899,0.1840899,0.3100000,-6.1951255,-12.6692692
0.1940899,0.1940899,0.3200000,-7.0576738,-12.6103444
0.2040899,0.2040899,0.3300000,-7.5399148,-12.5440882
0.2140899,0.2140899,0.3400000,-7.7523859,-12.2257542
0.2240899,0.2240899,0.3500000,-7.7794994,-11.7078155
0.2340899,0.2340899,0.3600000,-7.6939768,-11.2516746
0.2440899,0.2440899,0.3700000,-7.5584445,-10.7192910
0.2540899,0.2540899,0.3800000,-7.4160590,-10.1126981
0.2640899,0.2640899,0.3900000,-7.2792652,-9.5536885
0.2740899,0.2740899,0.4000000,-7.1315245,-9.0996483
0.2840899,0.2840899,0.4100000,-6.9477875,-8.7419476
0.2940899,0.2940899,0.4200000,-6.7149796,-8.4962660
0.3040899,0.3040899,0.4300000,-6.4334223,-8.1089829
0.3140899,0.3140899,0.4400000,-6.1111609,-7.6231494
0.3240899,0.3240899,0.4500000,-5.7615361,-7.1009292
0.3340899,0.3340899,0.4600000,-5.4003227,-6.5780602
0.3440899,0.3440899,0.4700000,-5.0416270,-6.0743858
0.3540899,0.3540899,0.4800000,-4.6955478,-5.6097623
0.3640899,0.3640899,0.4900000,-4.3681045,-5.1750586
0.3740899,0.3740899,0.5000000,-4.0622004,-4.7726725
0.3840899,0.3840899,0.5100000,-3.7786847,-4.4031591
0.3940899,0.3940899,0.5200000,-3.5171767,-4.0654882
0.4040899,0.4040899,0.5300000,-3.2766194,-3.7579179
0.4140899,0.4140899,0.5400000,-3.0556262,-3.4795349
0.4240899,0.4240899,0.5500000,-2.8526876,-3.2261123
0.4340899,0.4340899,0.5600000,-2.6662900,-2.9954332
0.4440899,0.4440899,0.5700000,-2.4949808,-2.7853583
0.4540899,0.4540899,0.5800000,-2.3374002,-2.5938827
0.4640899,0.4640899,0.5900000,-2.1922955,-2.4191621
0.4740899,0.4740899,0.6000000,-2.0585239,-2.2596002
0.4840899,0.4840899,0.6100000,-1.9350487,-2.1138869
0.4940899,0.4940899,0.6200000,-1.8209334,-1.9803372
0.5040899,0.5040899,0.6300000,-1.7153340,-1.8577432
0.5140899,0.5140899,0.6400000,-1.6174903,-1.7450269
0.5240899,0.5240899,0.6500000,-1.5267181,-1.6412274
0.5340899,0.5340899,0.6600000,-1.4424016,-1.5454881
0.5440899,0.5440899,0.6700000,-1.3639860,-1.4570455
0.5540899,0.5540899,0.6800000,-1.2909714,-1.3752189
0.5640899,0.5640899,0.6900000,-1.2229067,-1.2994005
0.5740899,0.5740899,0.7000000,-1.1593845,-1.2291231
0.5840899,0.5840899,0.7100000,-1.1000363,-1.1639968
0.5940899,0.5940899,0.7200000,-1.0445284,-1.1046500
0.6040899,0.6040899,0.7300000,-0.9925586,-1.0498300
0.6140899,0.6140899,0.7400000,-0.9438522,-0.9985447
0.6240899,0.6240899,0.7500000,-0.8981598,-0.9505113
0.6340899,0.6340899,0.7600000,-0.8552540,-0.9054740
0.6440899,0.6440899,0.7700000,-0.8149281,-0.8632009
0.6540899,0.6540899,0.7800000,-0.7769930,-0.8234814
0.6640899,0.6640899,0.7900000,-0.7412762,-0.7861243
0.6740899,0.6740899,0.8000000,-0.7076197,-0.7509551
0.6840899,0.6840899,0.8100000,-0.6758789,-0.7178151
0.6940899,0.6940899,0.8200000,-0.6459212,-0.6865591
0.7040899,0.7040899,0.8300000,-0.6176246,-0.6570545
0.7140899,0.7140899,0.8400000,-0.5908772,-0.6292100
0.7240899,0.7240899,0.8500000,-0.5655759,-0.6028954
0.7340899,0.7340899,0.8600000,-0.5416258,-0.5779915
0.7440899,0.7440899,0.8700000,-0.5189392,-0.5544049
0.7540899,0.7540899,0.8800000,-0.4974352,-0.5320496
0.7640899,0.7640899,0.8900000,-0.4770391,-0.5108461
0.7740899,0.7740899,0.9000000,-0.4576817,-0.4907214
0.7840899,0.7840899,0.9100000,-0.4392989,-0.4716078
0.7940899,0.7940899,0.9200000,-0.4218313,-0.4534429
0.8040899,0.8040899,0.9300000,-0.4052237,-0.4361688
