# r[nm],d[nm],daligned[nm],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol],UCMin(d)[kJ/mol],UKMin(d)[kJ/mol],UClMin(d)[kJ/mol],UC2AMin(d)[kJ/mol],UC4AMin(d)[kJ/mol],UCPlusMin(d)[kJ/mol],UCMinusMin(d)[kJ/mol],UCMoreLJMin(d)[kJ/mol],UCLessLJMin(d)[kJ/mol]
-1.4184515,-1.4184515,-1.2902320,12992.2392194,6645.5881531,52600.7861457,811.5187819,36460.5483454,12285.2993614,13416.2544510,15315.7557257,9686.5344360,12992.2392194,6645.5881531,52600.7861457,796.4999591,36460.5483454,12285.2993614,13416.2544510,15315.7557257,9686.5344360
-1.4134515,-1.4134515,-1.2852320,13262.3708844,6763.8684701,53663.9402254,829.3172686,37210.2852424,12480.6918018,13686.1967850,15634.1974143,9887.9346436,13262.3708844,6763.8684701,53663.9402254,814.3078896,37210.2852424,12480.6918018,13686.1967850,15634.1974143,9887.9346436
-1.4084515,-1.4084515,-1.2802320,14166.5134010,7303.6848843,57222.5894234,888.7223351,39719.2319085,13314.0466710,14590.1649620,16700.0356960,10562.0299611,14166.5134010,7303.6848843,57222.5894234,873.9408321,39719.2319085,13314.0466710,14590.1649620,16700.0356960,10562.0299611
-1.4034515,-1.4034515,-1.2752320,15729.7696676,8276.6337284,63453.9482173,990.4010315,44060.7963684,14816.1009612,16173.1937122,18542.8628416,11727.5361839,15729.7696676,8276.6337284,63453.9482173,976.9255982,44060.7963684,14816.1009612,16173.1937122,18542.8628416,11727.5361839
-1.3984515,-1.3984515,-1.2702320,17827.6367084,9717.8645529,71474.2541132,1108.6241057,49895.5397715,17017.6075319,18158.5480332,21015.9099122,13291.6284847,17827.6367084,9717.8645529,71474.2541132,1094.4095647,49895.5397715,17017.6075319,18158.5480332,21015.9099122,13291.6284847
-1.3934515,-1.3934515,-1.2652320,16427.3707887,9342.0771723,66770.7679125,1006.7076744,46596.7230476,16057.2532294,16701.3714865,19365.2221119,12247.6418537,16427.3707887,9342.0771723,66770.7679125,992.3505526,46596.7230476,16057.2532294,16701.3714865,19365.2221119,12247.6418537
-1.3884515,-1.3884515,-1.2602320,15969.4065313,8836.2102697,64949.2244786,977.3816331,45303.4844093,15549.2876318,16246.8428144,18825.3560751,11906.2005922,15969.4065313,8836.2102697,64949.2244786,962.9252795,45303.4844093,15549.2876318,16246.8428144,18825.3560751,11906.2005922
-1.3834515,-1.3834515,-1.2552320,16354.6853509,8876.1979336,66434.6659452,995.8671811,46342.7479684,15604.1551140,16635.5396436,19279.5376975,12193.4502718,16354.6853509,8876.1979336,66434.6659452,981.2306985,46342.7479684,15604.1551140,16635.5396436,19279.5376975,12193.4502718
-1.3784515,-1.3784515,-1.2502320,17130.2876906,9341.5992307,70645.2146256,1045.2915100,48698.9783669,16315.7538974,17718.7238763,20193.8478310,12771.7107737,17130.2876906,9341.5992307,70645.2146256,1030.4663822,48698.9783669,16315.7538974,17718.7238763,20193.8478310,12771.7107737
-1.3734515,-1.3734515,-1.2452320,18308.3034322,9994.7907097,75163.0049418,1130.3748308,51698.6822405,17436.6343612,19164.6823193,21582.5384973,13649.9958680,18308.3034322,9994.7907097,75163.0049418,1115.6321973,51698.6822405,17436.6343612,19164.6823193,21582.5384973,13649.9958680
-1.3684515,-1.3684515,-1.2402320,17976.0582438,9798.8997229,74149.4994087,1105.1246781,50981.4559081,17113.3176557,18838.7988320,21190.8749773,13402.2861080,17976.0582438,9798.8997229,74149.4994087,1089.4899957,50981.4559081,17113.3176557,18838.7988320,21190.8749773,13402.2861080
-1.3634515,-1.3634515,-1.2352320,18471.9164993,10114.0481377,76510.0773073,1124.2259766,52638.1881996,17618.9166069,19324.9163918,21775.4119295,13771.9797371,18471.9164993,10114.0481377,76510.0773073,1108.5857800,52638.1881996,17618.9166069,19324.9163918,21775.4119295,13771.9797371
