# r[nm],d[nm],daligned[nm],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UC6A(d)[kJ/mol],UC8A(d)[kJ/mol],UC10A(d)[kJ/mol]
-1.3491708,-1.3491708,-1.2732607,13301.4730277,7614.1175546,53923.6678714,816.2937256,37323.9014365,651056.1564784,6529091.7685980,45185205.6350158
-1.3441708,-1.3441708,-1.2682607,13601.3877558,7807.8590948,55104.7904115,836.0733158,38156.1823768,665338.0407393,6671232.1056389,46163605.6565127
-1.3391708,-1.3391708,-1.2632607,14494.9519809,8390.8848302,58619.6311146,894.9585993,40636.9903678,707977.8561760,7096302.8738482,49094003.0800511
-1.3341708,-1.3341708,-1.2582607,15460.0335975,9015.9357811,62424.9434785,958.3023194,43319.5531786,754242.4917085,7558929.8042939,52292223.8017089
-1.3291708,-1.3291708,-1.2532607,16398.2512262,9595.3567320,66176.1703710,1019.2244739,45943.8424492,800526.6105175,8032051.6044398,55628979.6860872
-1.3241708,-1.3241708,-1.2482607,17051.7038237,10021.2217138,68791.9060281,1060.7558927,47789.3362726,834109.0024922,8385239.2915436,58181600.1344772
-1.3191708,-1.3191708,-1.2432607,17400.8775484,10252.6506509,70216.9691929,1081.7711503,48797.3016332,853691.4179715,8602637.2511327,59822079.7440401
-1.3141708,-1.3141708,-1.2382607,17380.3079530,10246.0940082,70207.7983233,1077.6428298,48798.0142520,857128.5610871,8670839.7482783,60509525.2299774
-1.3091708,-1.3091708,-1.2332607,17078.5438679,10052.9757748,69112.5948551,1054.4143401,48023.9760207,847586.7105740,8612699.9625846,60345097.5867715
-1.3041708,-1.3041708,-1.2282607,16899.6913637,9940.7033188,68504.5861903,1038.8376800,47597.3097778,844298.4204466,8619516.3794177,60644995.5476341
-1.2991708,-1.2991708,-1.2232607,16898.4461080,9943.1065873,68612.6784588,1034.4217012,47675.0775141,850365.3112881,8726428.4348512,61678796.5691587
-1.2941708,-1.2941708,-1.2182607,17103.9798354,10078.8480088,69554.0576623,1043.0323130,48339.7032035,867295.6974639,8949408.5586391,63562653.5017550
-1.2891708,-1.2891708,-1.2132607,17549.1189347,10368.9477908,71460.4065442,1066.7774830,49683.8208752,896778.7605605,9306292.1154667,66425954.9520975
-1.2841708,-1.2841708,-1.2082607,18269.9280462,10836.5199947,74476.1874517,1107.9823644,51809.0686801,940660.8579686,9816511.8025734,70409305.5718955
-1.2791708,-1.2791708,-1.2032607,19304.7355067,11506.1485586,78754.7014516,1169.1280752,54823.3167235,1000893.7756340,10500540.4960274,75660419.5417570
-1.2741708,-1.2741708,-1.1982607,20692.5622746,12402.8786581,84451.7679825,1252.7516947,58836.2191254,1079452.8395108,11379019.6495136,82327755.7720909
-1.2691708,-1.2691708,-1.1932607,22470.9286611,13550.8069037,91716.9210737,1361.3058197,63953.0171517,1178223.4958517,12471557.9881155,89617807.9958335
-1.2641708,-1.2641708,-1.1882607,24673.0330398,14971.2665505,100682.0993806,1496.9772464,70266.5773659,1292512.8394576,13471939.3434751,96555776.3774211
-1.2591708,-1.2591708,-1.1832607,27189.8497769,16643.8935349,110150.7119576,1661.4665798,76974.9767344,1397083.6421961,14441492.3749996,102395916.7307007
-1.2541708,-1.2541708,-1.1782607,29433.1413756,18138.0607269,118571.6680338,1823.5624102,82943.4711283,1483926.4141157,15311468.3449924,108796353.8282527
-1.2491708,-1.2491708,-1.1732607,31333.7915149,19369.3835635,126213.2657524,1955.8311143,88329.3599508,1583100.0770373,16365988.8432686,116488661.6183784
-1.2441708,-1.2441708,-1.1682607,33599.2329533,20836.3596206,135295.4056753,2100.0570367,94730.2047918,1699918.6906402,17598679.1095836,125424189.0290415
-1.2391708,-1.2391708,-1.1632607,36198.6564024,22519.0732445,145694.5408216,2266.4505700,102058.9564529,1832794.3150077,18992792.4209618,135481602.3244526
-1.2341708,-1.2341708,-1.1582607,39079.1224464,24383.3001737,157199.6399400,2451.5932878,110166.9189377,1979063.0425607,20520676.7638937,146463217.5720973
-1.2291708,-1.2291708,-1.1532607,42165.5840396,26380.5196343,169512.3210228,2650.6065780,118843.8418321,2134988.1528668,22143820.9940574,158095412.0523018
-1.2241708,-1.2241708,-1.1482607,45362.3844539,28448.8804244,182252.8227326,2857.2481597,127822.1263835,2263164.5058336,22969758.1235110,160886013.4508251
-1.2191708,-1.2191708,-1.1432607,41821.6017132,26156.4853862,167241.9945151,2654.8452137,117251.6821464,2067801.7226043,21071205.4521022,148108503.6753376
-1.2141708,-1.2141708,-1.1382607,38683.7425428,24126.4768252,154994.4340575,2443.0672420,108619.0966351,1923767.5448275,19676903.3915116,138760505.4015657
-1.2091708,-1.2091708,-1.1332607,36419.2845682,22662.0391271,146165.1361267,2289.9843711,102396.1086908,1820371.4877194,18680519.7537512,132110287.8488169
-1.2041708,-1.2041708,-1.1282607,34835.9285798,21638.4066687,139998.5460348,2182.7554306,98049.9789926,1748487.5513290,17991237.3499283,127532596.1251971
-1.1991708,-1.1991708,-1.1232607,33777.5689571,20954.3055570,135881.2057627,2110.9616840,95148.1663084,1700702.5188157,17535249.7978000,124519075.8598537
-1.1941708,-1.1941708,-1.1182607,32535.7395995,20174.2332407,131343.7016940,2015.3952362,91964.0732575,1661491.8217212,17256641.8970797,122684471.4717880
-1.1891708,-1.1891708,-1.1132607,31826.0060199,19714.2212635,128573.8846873,1967.5822438,90011.1573638,1628909.9376455,16982236.7577647,121747615.6183041
-1.1841708,-1.1841708,-1.1082607,31783.1133738,19685.5915415,128405.1174539,1964.7763877,89891.5929432,1626825.0224158,16961151.5618097,121600321.4983549
-1.1791708,-1.1791708,-1.1032607,32405.6948407,20087.4548135,130832.0787490,2006.8845771,91601.6260126,1655174.6576976,17203232.5637082,122311852.3475482
-1.1741708,-1.1741708,-1.0982607,33594.8827302,20832.5682009,135162.4946677,2098.0018379,94639.1237766,1691841.7748774,17445808.5581251,123895360.1869866
-1.1691708,-1.1691708,-1.0932607,34577.6389125,21466.3199380,138982.6358862,2165.8481791,97330.4592578,1735973.2240032,17865012.0729859,126652968.6222072
-1.1641708,-1.1641708,-1.0882607,36082.3378648,22437.6087714,144840.2442876,2267.9070323,101457.7938818,1804069.0523787,18516249.0004085,130966557.2929253
-1.1591708,-1.1591708,-1.0832607,38263.5652640,23846.7194850,153342.8580819,2415.5035520,107449.4926323,1903472.8351231,19472650.9321629,137339951.0810457
-1.1541708,-1.1541708,-1.0782607,41311.7891409,25817.2271588,165238.8825061,2621.3545782,115833.2519822,2043225.8109362,20824207.0205636,146392802.3844810
-1.1491708,-1.1491708,-1.0732607,44817.9837107,28082.6853292,180103.6286619,2821.9528196,126297.6385465,2233924.0543969,22676322.0208362,158850533.4432700
-1.1441708,-1.1441708,-1.0682607,41609.3282935,26004.7344396,167317.3742544,2614.5816058,117285.7514866,2107366.7276126,21860029.3335654,156084781.7484757
