# r[nm],d[nm],daligned[nm],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol],UCMin(d)[kJ/mol],UKMin(d)[kJ/mol],UClMin(d)[kJ/mol],UC2AMin(d)[kJ/mol],UC4AMin(d)[kJ/mol],UCPlusMin(d)[kJ/mol],UCMinusMin(d)[kJ/mol],UCMoreLJMin(d)[kJ/mol],UCLessLJMin(d)[kJ/mol]
-0.2191212,-0.2191212,-0.0730226,102369.1884528,65920.3162761,409825.4252060,6350.2823434,288705.8099856,102437.1218345,102301.2550712,120676.7715484,76322.6917537,102369.1884528,65920.3162761,409825.4252060,6350.2823434,288705.8099856,102437.1218345,102301.2550712,120676.7715484,76322.6917537
-0.2141212,-0.2141212,-0.0680226,112159.5483658,72220.1955909,448930.8224380,6967.9469033,316248.0086363,112227.0132584,112092.0834732,132218.0277062,83622.0230573,112159.5483658,72220.1955909,448930.8224380,6967.9469033,316248.0086363,112227.0132584,112092.0834732,132218.0277062,83622.0230573
-0.2091212,-0.2091212,-0.0630226,121869.8505477,78467.9279846,487720.0430302,7580.6312024,343566.9975199,121936.5979895,121803.1031058,143664.9087040,90861.6662690,121869.8505477,78467.9279846,487720.0430302,7580.6312024,343566.9975199,121936.5979895,121803.1031058,143664.9087040,90861.6662690
-0.2041212,-0.2041212,-0.0580226,131290.5396684,84528.4785811,525357.2334446,8175.0339955,370073.9623267,131356.2781214,131224.8012154,154770.3825876,97885.3846625,131290.5396684,84528.4785811,525357.2334446,8175.0339955,370073.9623267,131356.2781214,131224.8012154,154770.3825876,97885.3846625
-0.1991212,-0.1991212,-0.0530226,140197.6696274,90257.5228567,560949.4993468,8736.9177496,395139.8987307,140262.0676968,140133.2715581,165270.4530040,104526.2122841,140197.6696274,90257.5228567,560949.4993468,8736.9177496,395139.8987307,140262.0676968,140133.2715581,165270.4530040,104526.2122841
-0.1941212,-0.1941212,-0.0480226,148360.3820126,95506.2576467,593576.8238500,9251.5800260,418116.6825435,148423.0714916,148297.6925336,174892.9750989,110612.0296151,148360.3820126,95506.2576467,593576.8238500,9251.5800260,418116.6825435,148423.0714916,148297.6925336,174892.9750989,110612.0296151
-0.1891212,-0.1891212,-0.0430226,155550.0622061,100127.2917734,622328.6932991,9704.4312683,438362.8637462,155610.6414669,155489.4829453,183368.4490899,115972.3900273,155550.0622061,100127.2917734,622328.6932991,9704.4312683,438362.8637462,155610.6414669,155489.4829453,183368.4490899,115972.3900273
-0.1841212,-0.1841212,-0.0380226,161551.0081578,103981.5098339,646346.7759984,10081.6684274,455273.7231448,161609.0459030,161492.9704126,190442.5970306,120446.4740269,161551.0081578,103981.5098339,646346.7759984,10081.6684274,455273.7231448,161609.0459030,161492.9704126,190442.5970306,120446.4740269
-0.1791212,-0.1791212,-0.0330226,160857.8400736,103603.7463407,643134.9584499,10063.8647449,453055.0475532,160934.6752548,160781.0048923,189625.4635961,119929.6734658,160857.8400736,103603.7463407,643134.9584499,10063.8647449,453055.0475532,160934.6752548,160781.0048923,189625.4635961,119929.6734658
-0.1741212,-0.1741212,-0.0280226,150038.2063030,96635.6645667,599942.9782720,9378.7377237,422631.2417768,150113.6433864,149962.7692195,176870.8594764,111862.9535314,150038.2063030,96635.6645667,599942.9782720,9378.7377237,422631.2417768,150113.6433864,149962.7692195,176870.8594764,111862.9535314
-0.1691212,-0.1691212,-0.0230226,138853.6250174,89432.4037747,555290.4900333,8670.9971652,391178.4283948,138927.3398596,138779.9101752,163686.0410651,103524.1421883,138853.6250174,89432.4037747,555290.4900333,8670.9971652,391178.4283948,138927.3398596,138779.9101752,163686.0410651,103524.1421883
-0.1641212,-0.1641212,-0.0180226,127550.1266185,82152.4057009,510159.4209329,7956.2482741,359388.2506078,127621.8115952,127478.4416419,150361.0385463,95096.6706310,127550.1266185,82152.4057009,510159.4209329,7956.2482741,359388.2506078,127621.8115952,127478.4416419,150361.0385463,95096.6706310
-0.1591212,-0.1591212,-0.0130226,116334.0754827,74928.5577470,465373.5697539,7247.5590535,327840.9694097,116403.4410081,116264.7099573,137139.1222544,86734.3965281,116334.0754827,74928.5577470,465373.5697539,7247.5590535,327840.9694097,116403.4410081,116264.7099573,137139.1222544,86734.3965281
-0.1541212,-0.1541212,-0.0080226,105373.7939804,67869.2416737,421605.0515861,6555.5674663,297010.0039016,105440.5697787,105307.0181821,124218.7171311,78562.8148317,105373.7939804,67869.2416737,421605.0515861,6555.5674663,297010.0039016,105440.5697787,105307.0181821,124218.7171311,78562.8148317
-0.1491212,-0.1491212,-0.0030226,94803.3711723,61060.7894279,379389.4568734,5888.7277595,267272.6097235,94867.3073075,94739.4350372,111757.8925641,70681.8974006,94803.3711723,61060.7894279,379389.4568734,5888.7277595,267272.6097235,94867.3073075,94739.4350372,111757.8925641,70681.8974006
-0.1441212,-0.1441212,0.0019774,84727.2475770,54570.4385325,339144.1093271,5253.6058589,238922.7401328,84788.1152488,84666.3799051,99879.7670891,63169.5112338,84727.2475770,54570.4385325,339144.1093271,5253.6058589,238922.7401328,84788.1152488,84666.3799051,99879.7670891,63169.5112338
-0.1391212,-0.1391212,0.0069774,75224.5716129,48449.1399302,301185.4183536,4655.1596302,212183.2691115,75282.1637283,75166.9794975,88677.6439332,56084.6664733,75224.5716129,48449.1399302,301185.4183536,4655.1596302,212183.2691115,75282.1637283,75166.9794975,88677.6439332,56084.6664733
-0.1341212,-0.1341212,0.0119774,66352.7951322,42733.8751796,265743.2023770,4096.9699927,187216.0806625,66406.9266601,66298.6636042,78219.2495689,49470.1971014,66352.7951322,42733.8751796,265743.2023770,4096.9699927,187216.0806625,66406.9266601,66298.6636042,78219.2495689,49470.1971014
-0.1291212,-0.1291212,0.0169774,58150.3915108,37449.4079692,232971.5179848,3581.4154916,164129.6967222,58200.8996321,58099.8833895,68549.9379047,43354.7874484,58150.3915108,37449.4079692,232971.5179848,3581.4154916,164129.6967222,58200.8996321,58099.8833895,68549.9379047,43354.7874484
-0.1241212,-0.1241212,0.0219774,50638.8654251,32609.5789712,202956.6686536,3109.8011990,142984.9182951,50685.6094881,50592.1213620,59695.0594874,37754.4706079,50638.8654251,32609.5789712,202956.6686536,3109.8011990,142984.9182951,50685.6094881,50592.1213620,59695.0594874,37754.4706079
-0.1191212,-0.1191212,0.0269774,42066.6276002,27185.4660919,168816.4333091,2561.2943237,119004.5372387,42166.4394832,41966.8157171,49589.7729135,31363.3262114,42066.6276002,27185.4660919,168816.4333091,2561.2943237,119004.5372387,42166.4394832,41966.8157171,49589.7729135,31363.3262114
-0.1141212,-0.1141212,0.0319774,34789.6695462,22500.0888355,139766.9958033,2102.9557871,98542.2839788,34888.6273194,34690.7117731,41011.4123940,25937.8946451,34789.6695462,22500.0888355,139766.9958033,2102.9557871,98542.2839788,34888.6273194,34690.7117731,41011.4123940,25937.8946451
-0.1091212,-0.1091212,0.0369774,28795.5100288,18640.8366240,115841.3693063,1741.4495779,81689.1192081,28893.8499811,28697.1700766,33945.2645653,21468.8703607,28795.5100288,18640.8366240,115841.3693063,1725.8084785,81689.1192081,28893.8499811,28697.1700766,33945.2645653,21468.8703607
-0.1041212,-0.1041212,0.0419774,23897.9760106,15487.8455279,96297.1494931,1433.6009445,67922.1586492,23995.9720612,23799.9799600,28171.8614271,17817.4496072,23897.9760106,15487.8455279,96297.1494931,1417.9598452,67922.1586492,23995.9720612,23799.9799600,28171.8614271,17817.4496072
-0.0991212,-0.0991212,0.0469774,19927.9992947,12932.2854053,80459.9204019,1184.2670841,56766.4145619,20025.9614719,19830.0371176,23491.8988287,14857.5813722,19927.9992947,12932.2854053,80459.9204019,1168.6259847,56766.4145619,20025.9614719,19830.0371176,23491.8988287,14857.5813722
-0.0941212,-0.0941212,0.0519774,16735.4208439,10877.5215320,67730.4394370,983.8871240,47799.8567374,16833.6932961,16637.1483917,19728.3634702,12477.3126147,16735.4208439,10877.5215320,67730.4394370,968.2460246,47799.8567374,16833.6932961,16637.1483917,19728.3634702,12477.3126147
-0.0891212,-0.0891212,0.0569774,14154.6299387,9148.0965903,56955.8592234,824.1268806,40158.1797245,14197.7238705,14090.1034782,16686.0270095,10553.1700898,14154.6299387,9148.0965903,56955.8592234,808.4858022,40158.1797245,14197.7238705,14090.1034782,16686.0270095,10553.1700898
-0.0841212,-0.0841212,0.0619774,11036.4979875,7137.5796962,44477.2204401,659.9836873,31365.5498071,11076.2423245,10996.7536504,13010.2520735,8228.4058970,11036.4979875,7137.5796962,44477.2204401,644.3425886,31365.5498071,11076.2423245,10996.7536504,13010.2520735,8228.4058970
-0.0791212,-0.0791212,0.0669774,8634.8137842,5588.2369628,34860.4600571,511.8621546,24588.6776560,8671.2679079,8598.3596604,10179.0535428,6437.7987240,8634.8137842,5588.2369628,34860.4600571,496.2210552,24588.6776560,8671.2679079,8598.3596604,10179.0535428,6437.7987240
-0.0741212,-0.0741212,0.0719774,6778.7730709,4390.0871569,27424.0004137,398.0576772,19347.4944674,6811.9998817,6745.5462600,7991.0807306,5054.0032150,6778.7730709,4390.0871569,27424.0004137,382.4165779,19347.4944674,6811.9998817,6745.5462600,7991.0807306,5054.0032150
-0.0691212,-0.0691212,0.0769774,5339.5146903,3460.1658482,21653.5393146,310.3936373,15279.7555897,5369.5800852,5309.4492954,6294.4271045,3980.9452432,5339.5146903,3460.1658482,21653.5393146,294.7525379,15279.7555897,5369.5800852,5309.4492954,6294.4271045,3980.9452432
-0.0641212,-0.0641212,0.0819774,4219.6077235,2735.7523973,17160.1355846,242.6967071,12111.5165873,4246.5801026,4192.6353444,4974.2373166,3145.9839085,4219.6077235,2735.7523973,17160.1355846,227.0556078,12111.5165873,4246.5801026,4192.6353444,4974.2373166,3145.9839085
-0.0591212,-0.0591212,0.0869774,3345.1982700,2169.3106091,13648.8968512,190.2951390,9635.0774238,3369.1480673,3321.2484727,3943.4495234,2494.0564664,3345.1982700,2169.3106091,13648.8968512,174.6540396,9635.0774238,3369.1480673,3321.2484727,3943.4495234,2494.0564664
-0.0541212,-0.0541212,0.0919774,2660.1463680,1740.3527537,10895.6009434,149.6443561,7692.5150122,2681.1456038,2639.1471323,3135.8837595,1983.3070315,2660.1463680,1724.7116543,10895.6009434,134.0032568,7692.5150122,2681.1456038,2639.1471323,3135.8837595,1983.3070315
-0.0491212,-0.0491212,0.0969774,2121.6477640,1390.0547755,8729.2368024,118.0475000,6163.3854062,2139.7696183,2103.5259097,2501.0807098,1597.4634303,2121.6477640,1374.4136762,8729.2368024,102.4064006,6163.3854062,2139.7696183,2103.5259097,2501.0807098,1581.8223310
-0.0441212,-0.0441212,0.1019774,1712.6027740,1112.9950703,7018.9547271,93.4466857,4955.5318773,1727.9211819,1697.2843661,2000.4442688,1280.8331437,1696.9616747,1097.3539710,7018.9547271,77.8055865,4955.5318773,1712.2800826,1681.6432667,2000.4442688,1265.1920443
-0.0391212,-0.0391212,0.1069774,1376.6028632,893.0126407,5664.2987313,74.2668475,3998.2048707,1389.1921328,1364.0135936,1619.9956356,1030.3240011,1360.9617639,877.3715413,5664.2987313,58.6257714,3998.2048707,1373.5510335,1348.3724943,1604.3545362,1014.6829018
-0.0341212,-0.0341212,0.1119774,1109.9409909,717.6655289,4587.8821145,59.2977233,3236.9029261,1119.8754466,1100.0065352,1305.6442733,831.5107430,1094.2998915,702.0244296,4587.8821145,43.6577712,3236.9029261,1104.2343473,1084.3654358,1290.0031739,815.8696437
-0.0291212,-0.0291212,0.1169774,897.6674001,577.3422045,3729.8830167,47.5944650,2629.4955684,905.0210537,890.3137465,1055.4079277,673.2473820,882.0263008,561.7011051,3729.8830167,31.9704263,2629.4955684,889.3799544,874.6726472,1039.7668284,657.6062826
-0.0241212,-0.0241212,0.1219774,728.1912986,464.5922378,3043.8973363,38.3771486,2143.3023030,733.0375499,723.3450474,855.6229231,546.8922506,712.5501993,448.9511384,3043.8973363,22.8444966,2143.3023030,717.3964505,707.7039480,839.9818238,531.2511513
-0.0191212,-0.0191212,0.1269774,592.4957056,373.6207702,2493.8056303,30.9851430,1768.5269390,594.9070751,590.0843344,695.6596927,445.7226206,576.8546062,357.9796708,2493.8056303,15.7227783,1752.8858397,579.2659757,574.4432367,680.0185933,430.0815212
-0.0141212,-0.0141212,0.1319774,483.5426032,299.9055709,2051.3989869,24.9507156,1454.0210222,483.5904992,482.8640423,567.2215482,364.4911914,467.9015041,284.2644716,2051.3989869,10.1723556,1438.3799228,467.9493998,467.8536083,551.5804488,348.8501062
-0.0091212,-0.0091212,0.1369774,395.8198095,239.9060494,1701.3890452,20.0259387,1199.8593353,393.5753686,379.8779338,463.8114822,299.0815770,380.1797502,224.2649501,1685.8214744,5.8559498,1184.2182359,377.9342692,364.2385331,448.1706415,283.4480015
-0.0041212,-0.0041212,0.1419774,324.7793089,190.8414199,1358.6381072,16.0571222,993.7488667,320.5312201,297.5371633,380.1795650,245.8963161,309.3603549,175.2003219,1342.9970078,2.5101056,978.1649733,304.8901208,281.8960755,364.6859904,230.6476721
0.0008788,0.0008788,0.1469774,264.3990518,150.5209914,1090.7900303,12.8910457,812.1018940,261.0458657,233.7517612,309.1387599,200.7195801,249.5395908,134.8799231,1075.1489309,-0.0714706,796.4695135,245.4047679,218.1107531,294.1669524,186.0475164
0.0058788,0.0058788,0.1519774,213.5311016,117.2136439,880.4382905,10.3758127,661.5066991,212.4229239,184.1719287,248.9927674,163.0164199,198.0109511,101.5729665,864.7971912,-2.0506781,645.8656337,196.7818360,168.5316053,233.4229925,147.6296629
0.0108788,0.0108788,0.1569774,173.0174717,89.3820822,714.4273967,8.3796194,542.1115703,172.5258361,145.5248937,201.1918918,132.8853700,157.4183537,73.9082230,698.7862974,-3.5548389,526.4704727,156.8847718,129.8874924,185.5708636,117.3653193
0.0158788,0.0158788,0.1619774,140.8973883,59.3879752,582.7981385,6.7936592,446.9072203,139.6572672,115.3342241,163.3188733,108.9539809,125.2839881,43.8993670,567.1570392,-4.6842683,431.2661215,124.0162344,99.7047676,147.6896265,93.4071213
0.0208788,0.0208788,0.1669774,115.3363547,29.2557732,477.9689897,5.5274567,370.5513387,112.4655067,91.7163439,133.1874505,89.8910375,99.7236392,13.6167002,462.3278903,-5.5181347,354.9102397,96.8245127,76.1025208,117.5580954,74.3502678
0.0258788,0.0258788,0.1719774,94.9015552,3.8909599,394.1380073,4.5063040,308.9559423,89.8715956,73.2323750,109.1040811,74.6384066,79.2971609,-11.7500829,378.4969080,-6.1190077,293.3148437,74.2306617,57.6430417,93.4785702,59.1210389
0.0308788,0.0308788,0.1769774,78.4877902,-17.6355950,326.8428828,3.6709220,258.9775577,71.0124087,58.7784199,89.7650479,62.3754762,62.8985341,-33.2766916,311.2017835,-6.5363995,243.3364607,55.3715766,43.2218842,74.1472327,46.8948275
0.0358788,0.0358788,0.1819774,65.2408565,-36.1050561,272.6352341,2.9769027,218.1878147,55.1960382,47.5034505,74.1634625,52.4667315,49.6745075,-51.7461553,256.9941349,-6.8095308,202.5467225,39.5553734,31.9865297,58.5582369,37.0354809
0.0408788,0.0408788,0.1869774,54.4978936,-52.0901329,228.8379913,2.3931433,184.7025372,41.8666970,38.7477034,61.5182750,44.4186662,38.9640201,-67.7312322,213.1968926,-6.9694960,169.0614596,26.2263052,23.2758473,45.9322988,29.0501365
