# r[nm],d[nm],daligned[nm],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol]
-1.3834311,-1.3834311,-1.3982306,23374.1439344,14315.2452906,93863.7798639,1465.7630917,65609.4243432,23008.5104158,23739.7774530,27554.3478496,17426.8997291
-1.3784311,-1.3784311,-1.3932306,23381.4864635,14239.0979548,93933.0266168,1464.3755009,65657.2834289,23016.5108906,23746.4620365,27563.0035079,17432.3740480
-1.3734311,-1.3734311,-1.3882306,23310.3224882,14015.6662037,93726.9482408,1456.2526171,65509.9582389,22914.0506821,23674.3136334,27479.1126524,17379.3168124
-1.3684311,-1.3684311,-1.3832306,23031.5389191,13732.4608173,92689.0723819,1442.3027118,64526.3097310,22478.6120249,23536.9439133,27150.4717636,17171.4660642
-1.3634311,-1.3634311,-1.3782306,22526.6537953,13403.2491174,90750.8973955,1416.4395433,63158.6186753,21974.3726373,23076.3908069,26555.2935887,16795.0423350
-1.3584311,-1.3584311,-1.3732306,21982.4666229,13047.4751475,88681.1045408,1377.2154851,61697.4406170,21431.0881156,22339.1570632,25913.7846340,16389.3164477
-1.3534311,-1.3534311,-1.3682306,21437.7818027,12690.4375701,86628.3281715,1336.9553754,60247.6581212,20887.4995360,21611.7739947,25271.6890327,15983.2195325
-1.3484311,-1.3484311,-1.3632306,20941.4680734,12363.9845837,84780.0207664,1299.2317529,58941.5373144,20392.3991482,20939.1805045,24686.6151503,15613.1863190
-1.3434311,-1.3434311,-1.3582306,20554.9432643,12108.1340618,83099.4337261,1268.3758637,57945.5431897,20007.1161253,20378.1556791,24230.9647071,15325.0076755
-1.3384311,-1.3384311,-1.3532306,20356.9748370,11859.6486428,81330.4999322,1249.9221939,57473.5053863,19810.3181677,20001.3948356,23997.5918433,15177.4097168
-1.3334311,-1.3334311,-1.3482306,20125.2186402,11443.0023180,79495.5741890,1250.8105746,56531.9576460,19629.5648238,19748.0565110,23724.3886457,15004.6208431
-1.3284311,-1.3284311,-1.3432306,20052.2092441,11285.4856736,79243.6985603,1249.1746338,56351.9496483,19390.6750855,19675.6906901,23638.3223367,14950.1877298
-1.3234311,-1.3234311,-1.3382306,20561.3377264,11498.1950056,81261.1879118,1281.7430193,57772.3342059,19721.7033835,20185.7606676,24238.5027472,15329.7751507
-1.3184311,-1.3184311,-1.3332306,21218.9803191,11649.3883778,86021.6604010,1356.5991387,59182.7076856,20194.7717707,21535.3304970,25013.7573537,15820.0892153
-1.3134311,-1.3134311,-1.3282306,19472.3795539,10719.5126616,78645.4428666,1051.1583352,55504.2333490,18638.7439666,18760.3100127,22954.7965989,14517.8880957
-1.3084311,-1.3084311,-1.3232306,14576.8296018,8055.3427861,60915.8749216,788.8642041,42767.0228753,14387.8193977,14295.0292616,17183.7323548,10867.9465888
-1.3034311,-1.3034311,-1.3182306,11175.8884767,6022.3979485,46771.9112650,606.7842685,32701.8461145,11062.9191614,11120.4874467,13174.5709910,8332.3303054
-1.2984311,-1.2984311,-1.3132306,8795.3407324,4524.6875189,36772.4394264,478.6022172,25672.3103754,8675.7085605,8838.8625082,10368.2889382,6557.4816967
-1.2934311,-1.2934311,-1.3082306,7116.0794792,3399.3722905,29737.9561549,387.6262321,20725.2559721,6990.9821881,7193.9898614,8388.7106131,5305.4864339
-1.2884311,-1.2884311,-1.3032306,5933.5029506,2585.2098932,24797.2794647,323.1707688,17249.4224916,5804.0513805,5923.4893957,6994.6435140,4423.8009851
-1.2834311,-1.2834311,-1.2982306,5115.9692869,2008.3285361,21389.8296252,278.3702579,14851.4643734,4983.2038703,5020.9296953,6030.9031088,3814.2780343
-1.2784311,-1.2784311,-1.2932306,4579.5022404,1636.4436602,19157.9923500,248.8503509,13280.4395165,4440.4187744,4411.4957844,5398.4949380,3414.3079882
-1.2734311,-1.2734311,-1.2882306,4272.4498370,1408.2620046,17881.8105028,231.9234006,12381.9938993,4083.9026266,4045.6560274,5036.5296505,3185.3810397
-1.2684311,-1.2684311,-1.2832306,4166.4449340,1322.5813312,17440.4887923,226.1147642,12071.3566957,3949.8344423,3895.3913056,4911.5669574,3106.3476932
-1.2634311,-1.2634311,-1.2782306,4251.5961197,1373.1941768,17747.8026379,230.9105624,12318.9695524,4028.3568774,3949.9593447,5011.9464792,3169.8332770
-1.2584311,-1.2584311,-1.2732306,4534.8375322,1563.6568477,18848.8534763,246.6709838,13145.5555189,4325.1576623,4214.4397399,5345.8424469,3381.0076289
-1.2534311,-1.2534311,-1.2682306,5041.0765100,1892.2494098,20911.9919518,274.6905042,14625.5509929,4862.4313295,4710.7487302,5942.6165973,3758.4407417
-1.2484311,-1.2484311,-1.2632306,5817.3924694,2416.7481119,24118.4321199,317.4180002,16899.6561243,5682.4102089,5481.3499917,6857.7679734,4337.2332922
-1.2434311,-1.2434311,-1.2582306,6941.2219852,3164.8816621,28767.6603300,378.8854512,20199.2912386,6816.0957997,6596.4820544,8182.5818143,5175.1191348
-1.2384311,-1.2384311,-1.2532306,8534.3983024,4204.2619715,35330.1604280,465.4438185,24888.5292771,8414.7123982,8166.5312302,10060.6798765,6362.9326439
-1.2334311,-1.2334311,-1.2482306,10786.3656609,5638.8809468,44534.2650096,586.9820273,31533.4037040,10673.3067926,10362.4258271,12715.3863811,8041.9164587
-1.2284311,-1.2284311,-1.2432306,13992.3034982,7628.9419459,57508.0796123,758.9326236,41015.6904676,13881.2981941,13448.9813147,16494.6703027,10432.1454820
-1.2234311,-1.2234311,-1.2382306,18616.0591043,10423.3712888,76012.3248603,1005.5847721,54322.7812304,18215.1996983,17839.6321282,21945.3328254,13879.4471477
-1.2184311,-1.2184311,-1.2332306,21750.1058279,13144.2753008,85255.4958510,1362.2693857,60922.4030536,21553.3965344,21144.5589026,25639.8687126,16216.0768079
-1.2134311,-1.2134311,-1.2282306,20942.0366060,12933.9933493,81885.8422980,1303.7822282,58882.0533295,20959.2564556,20089.1352937,24687.2853586,15613.6101959
-1.2084311,-1.2084311,-1.2232306,20290.3941808,12148.9046066,79293.6770815,1261.9351378,57056.4904515,20597.8587774,19437.0611434,23919.1039823,15127.7696349
-1.2034311,-1.2034311,-1.2182306,20240.1873689,11769.5782316,79043.6976697,1259.4869089,56882.7423921,20001.5604379,19386.7613696,23859.9182442,15090.3372874
-1.1984311,-1.1984311,-1.2132306,20599.7830874,11664.9815524,80408.5669692,1255.5057637,57847.6660777,19827.9052777,19750.1468123,24283.8236305,15358.4385940
-1.1934311,-1.1934311,-1.2082306,20710.3022571,11744.3993464,82868.2765062,1268.7851383,58523.0989671,19937.8404732,20392.4985025,24414.1079162,15440.8376113
-1.1884311,-1.1884311,-1.2032306,21004.6377398,11942.6521110,85684.1724263,1294.1719341,59253.6168997,20231.5012698,21213.1252276,24761.0820042,15660.2832927
-1.1834311,-1.1834311,-1.1982306,21408.0824323,12211.0226707,87151.2865008,1326.3801231,60292.4493578,20634.2806182,22051.3965280,25236.6782625,15961.0767772
-1.1784311,-1.1784311,-1.1932306,21862.8414691,12511.8133231,88835.0194832,1361.3005717,61483.4578935,21088.4728623,22634.3325536,25772.7658609,16300.1283445
-1.1734311,-1.1734311,-1.1882306,22323.2534056,12815.2318687,90560.8872244,1395.6730382,62703.5037775,21548.4938229,23098.0129883,26315.5173169,16643.3945054
-1.1684311,-1.1684311,-1.1832306,22753.2894344,13097.7609545,92191.4557198,1426.9144826,63855.5888819,21978.3789794,23528.1998894,26822.4604742,16964.0135097
-1.1634311,-1.1634311,-1.1782306,23125.4518562,13341.4387648,93622.0627720,1453.0434362,64865.8358752,22350.6810176,23900.2226948,27261.1799779,17241.4840868
-1.1584311,-1.1584311,-1.1732306,23420.4562374,13533.6506817,94779.5817406,1472.6583980,65682.6150300,22646.1512139,24194.7612608,27608.9425894,17461.4284743
