# r[nm],d[nm],daligned[nm],Ucline3(d)[kj/mol],UMincline3(d)[kj/mol]
-0.0655657,-0.0655657,0.0000000,68878.7927303,68878.7927303
-0.0555657,-0.0555657,0.0100000,81661.0985043,81661.0985043
-0.0455657,-0.0455657,0.0200000,88781.2354334,88781.2354334
-0.0355657,-0.0355657,0.0300000,92347.6632975,92347.6632975
-0.0255657,-0.0255657,0.0400000,90224.9951204,90224.9951204
-0.0155657,-0.0155657,0.0500000,80570.2087945,80570.2087945
-0.0055657,-0.0055657,0.0600000,67941.4497404,67941.4497404
0.0044343,0.0044343,0.0700000,49038.1953449,49038.1953449
0.0144343,0.0144343,0.0800000,33712.0155522,33712.0155522
0.0244343,0.0244343,0.0900000,26836.1013711,26836.1013711
0.0344343,0.0344343,0.1000000,19182.2431665,19182.2431665
0.0444343,0.0444343,0.1100000,14459.1545335,14459.1545335
0.0544343,0.0544343,0.1200000,11602.6588521,11602.6588521
0.0644343,0.0644343,0.1300000,9741.1521567,9741.1521567
0.0744343,0.0744343,0.1400000,8807.6875478,8807.6875478
0.0844343,0.0844343,0.1500000,8778.4484801,8778.4484801
0.0944343,0.0944343,0.1600000,9715.6363607,9715.6363607
0.1044343,0.1044343,0.1700000,8054.5347911,8054.5347911
0.1144343,0.1144343,0.1800000,5624.8838244,5624.8838244
0.1244343,0.1244343,0.1900000,3869.5118208,3869.5118208
0.1344343,0.1344343,0.2000000,2624.4377107,2624.4377107
0.1444343,0.1444343,0.2100000,1773.5271914,1754.6775234
0.1544343,0.1544343,0.2200000,1173.4969667,1154.7816723
0.1644343,0.1644343,0.2300000,763.9358988,745.5007742
0.1744343,0.1744343,0.2400000,486.6326707,468.9843647
0.1844343,0.1844343,0.2500000,300.2047286,283.9231927
0.1944343,0.1944343,0.2600000,176.2440971,161.0686995
0.2044343,0.2044343,0.2700000,94.8978071,80.4280216
0.2144343,0.2144343,0.2800000,42.1615598,28.6333402
0.2244343,0.2244343,0.2900000,8.5248915,-3.9391685
0.2344343,0.2344343,0.3000000,-12.3539109,-23.7977312
0.2444343,0.2444343,0.3100000,-24.8120996,-35.2762385
0.2544343,0.2544343,0.3200000,-31.8078239,-41.2752195
0.2644343,0.2644343,0.3300000,-35.2938548,-43.7521185
0.2744343,0.2744343,0.3400000,-36.5386695,-44.0078102
0.2844343,0.2844343,0.3500000,-36.3995582,-42.9214255
0.2944343,0.2944343,0.3600000,-35.4342792,-41.0354757
0.3044343,0.3044343,0.3700000,-33.9448435,-38.7512953
0.3144343,0.3144343,0.3800000,-32.1629873,-36.6092544
0.3244343,0.3244343,0.3900000,-30.3726211,-36.8770216
0.3344343,0.3344343,0.4000000,-28.8006023,-36.2694000
0.3444343,0.3444343,0.4100000,-27.4707756,-35.0788737
0.3544343,0.3544343,0.4200000,-26.2688792,-33.5180065
0.3644343,0.3644343,0.4300000,-25.0869522,-31.7376440
0.3744343,0.3744343,0.4400000,-23.8814461,-29.8651717
0.3844343,0.3844343,0.4500000,-22.6695428,-27.9557421
0.3944343,0.3944343,0.4600000,-21.5153327,-26.0668952
0.4044343,0.4044343,0.4700000,-20.5194200,-27.1864633
0.4144343,0.4144343,0.4800000,-19.7616103,-28.1010909
0.4244343,0.4244343,0.4900000,-19.1964348,-28.1617347
0.4344343,0.4344343,0.5000000,-18.6986356,-27.6345616
0.4444343,0.4444343,0.5100000,-18.1782760,-26.6992164
0.4544343,0.4544343,0.5200000,-17.5941724,-25.5011956
0.4644343,0.4644343,0.5300000,-16.9393617,-24.1583407
0.4744343,0.4744343,0.5400000,-16.2384226,-22.7425919
0.4844343,0.4844343,0.5500000,-15.5311333,-21.3019471
0.4944343,0.4944343,0.5600000,-14.8398372,-19.8776625
