# r[nm],d[nm],daligned[nm],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol]
-0.7944167,-0.7944167,-0.7295285,30889.1917110,18588.6181694,143087.7509653,1157.1226350,99875.6588696,30889.1917110,30889.1917110,36413.3777728,23029.8422124
-0.7894167,-0.7894167,-0.7245285,27184.4704942,16343.4384617,126116.6417089,1005.4345312,88023.5093131,27184.4704942,27184.4704942,32046.1086492,20267.7386954
-0.7844167,-0.7844167,-0.7195285,24029.0113494,14431.6548016,111655.3157070,876.6443147,77924.3340626,24029.0113494,24029.0113494,28326.3309691,17915.1447236
-0.7794167,-0.7794167,-0.7145285,21390.5927550,12833.6375951,99557.4049008,769.4100992,69475.8725470,21390.5927550,21390.5927550,25216.0607522,15948.0371188
-0.7744167,-0.7744167,-0.7095285,18658.3074558,11183.3474517,86973.7313547,661.8322258,60690.0254511,18658.3074558,18658.3074558,21995.1368215,13910.9459606
-0.7694167,-0.7694167,-0.7045285,15862.1494515,9490.2575508,74146.9104332,548.4057245,51732.7237967,15862.1494515,15862.1494515,18698.9172675,11826.2336689
-0.7644167,-0.7644167,-0.6995285,13552.5111853,8092.2038891,63546.5146948,455.0994853,44330.3718008,13552.5111853,13552.5111853,15976.2260591,10104.2525521
-0.7594167,-0.7594167,-0.6945285,11667.4379759,6951.5228030,54890.1494049,379.2746911,38285.7056855,11667.4379759,11667.4379759,13754.0286140,8698.8114846
-0.7544167,-0.7544167,-0.6895285,10149.4903837,6033.3035311,47915.9041803,318.4796442,33415.7740254,10149.4903837,10149.4903837,11964.6130918,7567.0857386
-0.7494167,-0.7494167,-0.6845285,8947.2469370,5306.2990151,42389.2356708,270.5142234,29556.7444604,8947.2469370,8947.2469370,10547.3618666,6670.7373609
-0.7444167,-0.7444167,-0.6795285,8016.2093990,4743.4737530,38107.1238102,233.4790803,26566.8059974,8016.2093990,8016.2093990,9449.8186900,5976.5901072
