# r[nm],ssd(r)[nm]
-4.1524896,-4.1524896
-4.1474896,-4.1474896
-4.1424896,-4.1424896
-4.1374896,-4.1374896
-4.1324896,-4.1324896
-4.1274896,-4.1274896
-4.1224896,-4.1224896
-4.1174896,-4.1174896
-4.1124896,-4.1124896
-4.1074896,-4.1074896
-4.1024896,-4.1024896
-4.0974896,-4.0974896
-4.0924896,-4.0924896
-4.0874896,-4.0874896
-4.0824896,-4.0824896
-4.0774896,-4.0774896
-4.0724896,-4.0724896
-4.0674896,-4.0674896
-4.0624896,-4.0624896
-4.0574896,-4.0574896
-4.0524896,-4.0524896
-4.0474896,-4.0474896
-4.0424896,-4.0424896
-4.0374896,-4.0374896
-4.0324896,-4.0324896
-4.0274896,-4.0274896
-4.0224896,-4.0224896
-4.0174896,-4.0174896
-4.0124896,-4.0124896
-4.0074896,-4.0074896
-4.0024896,-4.0024896
-3.9974896,-3.9974896
-3.9924896,-3.9924896
-3.9874896,-3.9874896
-3.9824896,-3.9824896
-3.9774896,-3.9774896
-3.9724896,-3.9724896
-3.9674896,-3.9674896
-3.9624896,-3.9624896
-3.9574896,-3.9574896
-3.9524896,-3.9524896
-3.9474896,-3.9474896
-3.9424896,-3.9424896
-3.9374896,-3.9374896
-3.9324896,-3.9324896
-3.9274896,-3.9274896
-3.9224896,-3.9224896
-3.9174896,-3.9174896
-3.9124896,-3.9124896
-3.9074896,-3.9074896
-3.9024896,-3.9024896
-3.8974896,-3.8974896
-3.8924896,-3.8924896
-3.8874896,-3.8874896
-3.8824896,-3.8824896
-3.8774896,-3.8774896
-3.8724896,-3.8724896
-3.8674896,-3.8674896
-3.8624896,-3.8624896
-3.8574896,-3.8574896
-3.8524896,-3.8524896
-3.8474896,-3.8474896
-3.8424896,-3.8424896
-3.8374896,-3.8374896
-3.8324896,-3.8324896
-3.8274896,-3.8274896
-3.8224896,-3.8224896
-3.8174896,-3.8174896
-3.8124896,-3.8124896
-3.8074896,-3.8074896
-3.8024896,-3.8024896
-3.7974896,-3.7974896
-3.7924896,-3.7924896
-3.7874896,-3.7874896
-3.7824896,-3.7824896
-3.7774896,-3.7774896
-3.7724896,-3.7724896
-3.7674896,-3.7674896
-3.7624896,-3.7624896
-3.7574896,-3.7574896
-3.7524896,-3.7524896
-3.7474896,-3.7474896
-3.7424896,-3.7424896
-3.7374896,-3.7374896
-3.7324896,-3.7324896
-3.7274896,-3.7274896
