# r[nm],d[nm],daligned[nm],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol],UCMin(d)[kJ/mol],UKMin(d)[kJ/mol],UClMin(d)[kJ/mol],UC2AMin(d)[kJ/mol],UC4AMin(d)[kJ/mol],UCPlusMin(d)[kJ/mol],UCMinusMin(d)[kJ/mol],UCMoreLJMin(d)[kJ/mol],UCLessLJMin(d)[kJ/mol]
-2.0145936,-2.0145936,-1.9433898,3374.6384928,1937.5586371,14779.9130941,156.0760593,10256.6063451,3300.5528545,3448.7241312,3978.1548004,2516.0060108,3374.6384928,1937.5586371,14779.9130941,141.9852037,10256.6063451,3300.5528545,3448.7241312,3978.1548004,2516.0060108
-2.0095936,-2.0095936,-1.9383898,3397.3650730,1952.3815675,14879.5703719,157.9890541,10326.9034980,3323.6806350,3471.0495110,4004.9457749,2532.9501108,3397.3650730,1952.3815675,14879.5703719,143.0589940,10326.9034980,3323.6806350,3471.0495110,4004.9457749,2532.9501108
-2.0045936,-2.0045936,-1.9333898,3515.6497301,2028.6468929,15388.8614755,164.3193757,10685.6328979,3443.2943371,3588.0051231,4144.3843185,2621.1387891,3515.6497301,2028.6468929,15388.8614755,148.9876963,10685.6328979,3443.2943371,3588.0051231,4144.3843185,2621.1387891
-1.9995936,-1.9995936,-1.9283898,3730.6384111,2167.0205960,16314.5575922,175.2903259,11337.4877430,3660.5666126,3800.7102095,4397.8213178,2781.4264213,3730.6384111,2167.0205960,16314.5575922,159.7862802,11337.4877430,3660.5666126,3800.7102095,4397.8213178,2781.4264213
-1.9945936,-1.9945936,-1.9233898,4045.0340952,2369.0923858,17671.6558695,191.0915670,12292.8780686,3978.2454066,4111.8227837,4768.4431496,3015.8282492,4045.0340952,2369.0923858,17671.6558695,175.5138331,12292.8780686,3978.2454066,4111.8227837,4768.4431496,3015.8282492
-1.9895936,-1.9895936,-1.9183898,4463.3643215,2637.5080586,19485.1705221,211.8832782,13569.1560257,4400.9216906,4525.8069524,5261.5870528,3327.7198388,4463.3643215,2637.5080586,19485.1705221,196.2716779,13569.1560257,4400.9216906,4525.8069524,5261.5870528,3327.7198388
-1.9845936,-1.9845936,-1.9133898,4992.5236918,2976.2498747,21793.5435603,237.8332380,15192.9557659,4935.5722779,5049.4751057,5885.3806513,3722.2415510,4992.5236918,2976.2498747,21793.5435603,222.2051049,15192.9557659,4935.5722779,5049.4751057,5885.3806513,3722.2415510
-1.9795936,-1.9795936,-1.9083898,5642.8101591,3391.1886428,24654.8543126,269.1503495,17204.4631530,5592.5965519,5693.0237663,6651.9635718,4207.0711598,5642.8101591,3391.1886428,24654.8543126,253.5143488,17204.4631530,5592.5965519,5693.0237663,6651.9635718,4207.0711598
-1.9745936,-1.9745936,-1.9033898,6429.8296383,3891.1190352,28157.8497487,306.1237294,19665.0130582,6387.7216753,6471.9376014,7579.7326724,4793.8438600,6429.8296383,3891.1190352,28157.8497487,290.4843699,19665.0130582,6387.7216753,6471.9376014,7579.7326724,4793.8438600
-1.9695936,-1.9695936,-1.8983898,7377.9097827,4489.6396803,32441.2620473,349.1902435,22670.4102294,7345.4171667,7410.4023986,8697.3663346,5500.6974524,7377.9097827,4489.6396803,32441.2620473,333.5496549,22670.4102294,7345.4171667,7410.4023986,8697.3663346,5500.6974524
-1.9645936,-1.9645936,-1.8933898,8526.1298816,5208.5018429,37727.4137233,399.0627352,26374.1206163,8504.9258577,8547.3339054,10050.9327412,6356.7680143,8526.1298816,5208.5018429,37727.4137233,383.4217662,26374.1206163,8504.9258577,8547.3339054,10050.9327412,6356.7680143
-1.9595936,-1.9595936,-1.8883898,9938.9073984,6083.5190493,44380.6505564,456.9688341,31027.6167694,9930.8518248,9946.9629719,11716.3696976,7410.0828306,9938.9073984,6083.5190493,44380.6505564,441.3277645,31027.6167694,9930.8518248,9946.9629719,11716.3696976,7410.0828306
-1.9545936,-1.9545936,-1.8833898,11724.6048059,7174.9855678,53009.4490422,525.0857433,37050.8996346,11731.7690563,11717.4405556,13821.4190915,8741.4329650,11724.6048059,7174.9855678,53009.4490422,509.4446504,37050.8996346,11731.7690563,11717.4405556,13821.4190915,8741.4329650
