# r[nm],d[nm],daligned[nm],Uwater(d)[kj/mol],UMinwater(d)[kj/mol]
-0.0020220,-0.0020220,0.0000000,83969.6574593,83969.6574593
0.0079780,0.0079780,0.0100000,61328.0543752,61328.0543752
0.0179780,0.0179780,0.0200000,43471.2457877,43471.2457877
0.0279780,0.0279780,0.0300000,30070.2337609,30070.2337609
0.0379780,0.0379780,0.0400000,20400.6610812,20400.6610812
0.0479780,0.0479780,0.0500000,13634.7642583,13634.7642583
0.0579780,0.0579780,0.0600000,9011.2462495,9011.2462495
0.0679780,0.0679780,0.0700000,5907.4293832,5907.4293832
0.0779780,0.0779780,0.0800000,3850.6718515,3850.6718515
0.0879780,0.0879780,0.0900000,2500.0901153,2500.0901153
0.0979780,0.0979780,0.1000000,1642.3563700,1618.4224636
0.1079780,0.1079780,0.1100000,1066.7636164,1042.7771808
0.1179780,0.1179780,0.1200000,693.5441455,670.1345358
0.1279780,0.1279780,0.1300000,451.9914399,428.9754769
0.1379780,0.1379780,0.1400000,295.6027433,272.6293580
0.1479780,0.1479780,0.1500000,194.0727883,171.4572003
0.1579780,0.1579780,0.1600000,127.5836308,105.9704604
0.1679780,0.1679780,0.1700000,83.7025712,63.6086482
0.1779780,0.1779780,0.1800000,54.5979825,36.2673980
0.1879780,0.1879780,0.1900000,34.9304933,18.6954539
0.1979780,0.1979780,0.2000000,21.2771425,7.3708485
0.2079780,0.2079780,0.2100000,11.6618116,0.3284644
0.2179780,0.2179780,0.2200000,4.9191105,-3.9485234
0.2279780,0.2279780,0.2300000,0.2597433,-6.4397224
0.2379780,0.2379780,0.2400000,-2.8959265,-7.7813486
0.2479780,0.2479780,0.2500000,-4.9882177,-8.4278008
0.2579780,0.2579780,0.2600000,-6.3479384,-8.7124080
0.2679780,0.2679780,0.2700000,-7.1984599,-8.8665578
0.2779780,0.2779780,0.2800000,-7.6661453,-8.8668592
0.2879780,0.2879780,0.2900000,-7.8277818,-8.7667914
0.2979780,0.2979780,0.3000000,-7.7527634,-8.5324164
0.3079780,0.3079780,0.3100000,-7.5102765,-8.2829970
0.3179780,0.3179780,0.3200000,-7.1612844,-8.0697443
0.3279780,0.3279780,0.3300000,-6.7532467,-7.7522713
0.3379780,0.3379780,0.3400000,-6.3199723,-7.4103650
0.3479780,0.3479780,0.3500000,-5.8840214,-7.0083340
0.3579780,0.3579780,0.3600000,-5.4596043,-6.5851584
0.3679780,0.3679780,0.3700000,-5.0550969,-6.1489719
0.3779780,0.3779780,0.3800000,-4.6749565,-5.7156334
0.3879780,0.3879780,0.3900000,-4.3210870,-5.2973038
0.3979780,0.3979780,0.4000000,-3.9937778,-4.9007861
0.4079780,0.4079780,0.4100000,-3.6923333,-4.5294655
0.4179780,0.4179780,0.4200000,-3.4154891,-4.1845697
0.4279780,0.4279780,0.4300000,-3.1616816,-3.8659902
0.4379780,0.4379780,0.4400000,-2.9292211,-3.5728168
0.4479780,0.4479780,0.4500000,-2.7164003,-3.3036857
0.4579780,0.4579780,0.4600000,-2.5215590,-3.0570033
0.4679780,0.4679780,0.4700000,-2.3431227,-2.8310901
0.4779780,0.4779780,0.4800000,-2.1796215,-2.6242698
0.4879780,0.4879780,0.4900000,-2.0296989,-2.4349237
0.4979780,0.4979780,0.5000000,-1.8921122,-2.2615216
0.5079780,0.5079780,0.5100000,-1.7657294,-2.1026381
0.5179780,0.5179780,0.5200000,-1.6495229,-1.9569581
0.5279780,0.5279780,0.5300000,-1.5425625,-1.8232772
0.5379780,0.5379780,0.5400000,-1.4440077,-1.7004979
0.5479780,0.5479780,0.5500000,-1.3530995,-1.5876234
0.5579780,0.5579780,0.5600000,-1.2691532,-1.4837509
0.5679780,0.5679780,0.5700000,-1.1915510,-1.3880639
0.5779780,0.5779780,0.5800000,-1.1197355,-1.2998250
0.5879780,0.5879780,0.5900000,-1.0532035,-1.2183681
0.5979780,0.5979780,0.6000000,-0.9915009,-1.1430921
0.6079780,0.6079780,0.6100000,-0.9342169,-1.0734544
0.6179780,0.6179780,0.6200000,-0.8809803,-1.0089648
0.6279780,0.6279780,0.6300000,-0.8314549,-0.9491807
0.6379780,0.6379780,0.6400000,-0.7853363,-0.8937017
0.6479780,0.6479780,0.6500000,-0.7423482,-0.8421657
0.6579780,0.6579780,0.6600000,-0.7022401,-0.7942449
0.6679780,0.6679780,0.6700000,-0.6647840,-0.7496422
