# r[nm],d[nm],daligned[nm],Ucline3(d)[kj/mol]
1.6300000,0.8800000,0.8542291,-0.6354539
1.6400000,0.8900000,0.8642291,-0.6022625
1.6500000,0.9000000,0.8742291,-0.5712073
1.6600000,0.9100000,0.8842291,-0.5421236
1.6700000,0.9200000,0.8942291,-0.5148615
1.6800000,0.9300000,0.9042291,-0.4892845
1.6900000,0.9400000,0.9142291,-0.4652681
1.7000000,0.9500000,0.9242291,-0.4426985
1.7100000,0.9600000,0.9342291,-0.4214716
1.7200000,0.9700000,0.9442291,-0.4014921
1.7300000,0.9800000,0.9542291,-0.3826725
1.7400000,0.9900000,0.9642291,-0.3649325
1.7500000,1.0000000,0.9742291,-0.3481984
1.7600000,1.0100000,0.9842291,-0.3324022
1.7700000,1.0200000,0.9942291,-0.3174814
1.7800000,1.0300000,1.0042291,-0.3033783
1.7900000,1.0400000,1.0142291,-0.2900396
1.8000000,1.0500000,1.0242291,-0.2774160
1.8100000,1.0600000,1.0342291,-0.2654620
1.8200000,1.0700000,1.0442291,-0.2541355
1.8300000,1.0800000,1.0542291,-0.2433973
1.8400000,1.0900000,1.0642291,-0.2332112
1.8500000,1.1000000,1.0742291,-0.2235436
1.8600000,1.1100000,1.0842291,-0.2143632
1.8700000,1.1200000,1.0942291,-0.2056408
1.8800000,1.1300000,1.1042291,-0.1973495
1.8900000,1.1400000,1.1142291,-0.1894639
1.9000000,1.1500000,1.1242291,-0.1819607
1.9100000,1.1600000,1.1342291,-0.1748179
1.9200000,1.1700000,1.1442291,-0.1680150
1.9300000,1.1800000,1.1542291,-0.1615328
1.9400000,1.1900000,1.1642291,-0.1553536
1.9500000,1.2000000,1.1742291,-0.1494605
1.9600000,1.2100000,1.1842291,-0.1438380
1.9700000,1.2200000,1.1942291,-0.1384714
1.9800000,1.2300000,1.2042291,-0.1333469
1.9900000,1.2400000,1.2142291,-0.1284517
2.0000000,1.2500000,1.2242291,-0.1237736
2.0100000,1.2600000,1.2342291,-0.1193013
2.0200000,1.2700000,1.2442291,-0.1150241
2.0300000,1.2800000,1.2542291,-0.1109320
2.0400000,1.2900000,1.2642291,-0.1070156
2.0500000,1.3000000,1.2742291,-0.1032659
2.0600000,1.3100000,1.2842291,-0.0996747
2.0700000,1.3200000,1.2942291,-0.0962340
2.0800000,1.3300000,1.3042291,-0.0929363
2.0900000,1.3400000,1.3142291,-0.0897748
2.1000000,1.3500000,1.3242291,-0.0867428
2.1100000,1.3600000,1.3342291,-0.0838341
2.1200000,1.3700000,1.3442291,-0.0810427
2.1300000,1.3800000,1.3542291,-0.0783631
2.1400000,1.3900000,1.3642291,-0.0757901
2.1500000,1.4000000,1.3742291,-0.0733186
2.1600000,1.4100000,1.3842291,-0.0709440
2.1700000,1.4200000,1.3942291,-0.0686618
2.1800000,1.4300000,1.4042291,-0.0664678
2.1900000,1.4400000,1.4142291,-0.0643579
2.2000000,1.4500000,1.4242291,-0.0623285
2.2100000,1.4600000,1.4342291,-0.0603758
2.2200000,1.4700000,1.4442291,-0.0584965
2.2300000,1.4800000,1.4542291,-0.0566874
2.2400000,1.4900000,1.4642291,-0.0549454
2.2500000,1.5000000,1.4742291,-0.0532675
2.2600000,1.5100000,1.4842291,-0.0516510
2.2700000,1.5200000,1.4942291,-0.0500933
2.2800000,1.5300000,1.5042291,-0.0485919
2.2900000,1.5400000,1.5142291,-0.0471444
2.3000000,1.5500000,1.5242291,-0.0457484
2.3100000,1.5600000,1.5342291,-0.0444020
2.3200000,1.5700000,1.5442291,-0.0431029
2.3300000,1.5800000,1.5542291,-0.0418493
2.3400000,1.5900000,1.5642291,-0.0406393
