# r[nm],d[nm],daligned[nm],Ucline3(d)[kj/mol]
0.7500000,0.0000000,-0.0257709,368571.0232842
0.7600000,0.0100000,-0.0157709,340375.5255566
0.7700000,0.0200000,-0.0057709,297207.7407714
0.7800000,0.0300000,0.0042291,246576.7262866
0.7900000,0.0400000,0.0142291,195899.7432983
0.8000000,0.0500000,0.0242291,151077.7033084
0.8100000,0.0600000,0.0342291,116286.1730346
0.8200000,0.0700000,0.0442291,94048.6202298
0.8300000,0.0800000,0.0542291,76298.7589779
0.8400000,0.0900000,0.0642291,52332.9222030
0.8500000,0.1000000,0.0742291,30957.7655707
0.8600000,0.1100000,0.0842291,18452.5538190
0.8700000,0.1200000,0.0942291,11094.3763068
0.8800000,0.1300000,0.1042291,6730.1135107
0.8900000,0.1400000,0.1142291,4117.4070309
0.9000000,0.1500000,0.1242291,2537.6689028
0.9100000,0.1600000,0.1342291,1591.2586309
0.9200000,0.1700000,0.1442291,989.7078635
0.9300000,0.1800000,0.1542291,612.7169628
0.9400000,0.1900000,0.1642291,380.5877032
0.9500000,0.2000000,0.1742291,236.3707991
0.9600000,0.2100000,0.1842291,146.1118721
0.9700000,0.2200000,0.1942291,89.2097847
0.9800000,0.2300000,0.2042291,52.8718145
0.9900000,0.2400000,0.2142291,29.2943543
1.0000000,0.2500000,0.2242291,13.9357516
1.0100000,0.2600000,0.2342291,4.0796015
1.0200000,0.2700000,0.2442291,-2.0846066
1.0300000,0.2800000,0.2542291,-5.8178469
1.0400000,0.2900000,0.2642291,-7.9335853
1.0500000,0.3000000,0.2742291,-8.9877250
1.0600000,0.3100000,0.2842291,-9.5526926
1.0700000,0.3200000,0.2942291,-10.1357637
1.0800000,0.3300000,0.3042291,-10.7023710
1.0900000,0.3400000,0.3142291,-10.9855993
1.1000000,0.3500000,0.3242291,-10.9482343
1.1100000,0.3600000,0.3342291,-10.6960508
1.1200000,0.3700000,0.3442291,-10.3343676
1.1300000,0.3800000,0.3542291,-9.9455780
1.1400000,0.3900000,0.3642291,-9.5758818
1.1500000,0.4000000,0.3742291,-9.2286755
1.1600000,0.4100000,0.3842291,-8.8951389
1.1700000,0.4200000,0.3942291,-8.5689426
1.1800000,0.4300000,0.4042291,-8.2371379
1.1900000,0.4400000,0.4142291,-7.8897577
1.2000000,0.4500000,0.4242291,-7.5356092
1.2100000,0.4600000,0.4342291,-7.1920556
1.2200000,0.4700000,0.4442291,-6.8745309
1.2300000,0.4800000,0.4542291,-6.5971002
1.2400000,0.4900000,0.4642291,-6.3673995
1.2500000,0.5000000,0.4742291,-6.1901815
1.2600000,0.5100000,0.4842291,-6.0580872
1.2700000,0.5200000,0.4942291,-5.9409269
1.2800000,0.5300000,0.5042291,-5.8092248
1.2900000,0.5400000,0.5142291,-5.6508788
1.3000000,0.5500000,0.5242291,-5.4604073
1.3100000,0.5600000,0.5342291,-5.2330016
1.3200000,0.5700000,0.5442291,-4.9702131
1.3300000,0.5800000,0.5542291,-4.6817066
1.3400000,0.5900000,0.5642291,-4.3808772
1.3500000,0.6000000,0.5742291,-4.0802163
1.3600000,0.6100000,0.5842291,-3.7889437
1.3700000,0.6200000,0.5942291,-3.5127159
1.3800000,0.6300000,0.6042291,-3.2545464
1.3900000,0.6400000,0.6142291,-3.0155504
1.4000000,0.6500000,0.6242291,-2.7955079
1.4100000,0.6600000,0.6342291,-2.5935340
1.4200000,0.6700000,0.6442291,-2.4083977
1.4300000,0.6800000,0.6542291,-2.2386098
1.4400000,0.6900000,0.6642291,-2.0826573
1.4500000,0.7000000,0.6742291,-1.9392477
1.4600000,0.7100000,0.6842291,-1.8073303
1.4700000,0.7200000,0.6942291,-1.6859979
1.4800000,0.7300000,0.7042291,-1.5744087
1.4900000,0.7400000,0.7142291,-1.4717583
1.5000000,0.7500000,0.7242291,-1.3772802
1.5100000,0.7600000,0.7342291,-1.2902540
1.5200000,0.7700000,0.7442291,-1.2100122
1.5300000,0.7800000,0.7542291,-1.1359430
1.5400000,0.7900000,0.7642291,-1.0674904
1.5500000,0.8000000,0.7742291,-1.0041512
1.5600000,0.8100000,0.7842291,-0.9454714
1.5700000,0.8200000,0.7942291,-0.8910420
1.5800000,0.8300000,0.8042291,-0.8404948
1.5900000,0.8400000,0.8142291,-0.7934980
1.6000000,0.8500000,0.8242291,-0.7497526
1.6100000,0.8600000,0.8342291,-0.7089888
1.6200000,0.8700000,0.8442291,-0.6709627
