# r[nm],d[nm],daligned[nm],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UC6A(d)[kJ/mol],UC8A(d)[kJ/mol],UC10A(d)[kJ/mol]
0.7500000,0.0000000,-0.0350271,285641.6129505,183632.6575631,1141436.8356342,17984.1482108,803810.9505096,14224821.1137509,144090817.9618877,1002593300.5299702
0.7550000,0.0050000,-0.0300271,266344.2129679,171206.9572376,1064424.1885515,16759.2101215,749566.7770472,13266065.8078108,134381659.6671346,935041528.1780375
0.7600000,0.0100000,-0.0250271,244938.4247587,157424.0173629,978993.9844399,15400.8049956,689393.8140996,12202476.4864759,123610769.0577253,860102529.1072824
0.7650000,0.0150000,-0.0200271,222282.1485341,142836.3802262,888568.4721702,13963.5564352,625702.5847398,11076638.8714676,112209362.1932842,780776419.6470286
0.7700000,0.0200000,-0.0150271,199186.6032348,127966.5022265,796383.8973639,12499.0919857,560772.5898374,9928826.8045465,100585251.5533669,699900501.6127503
0.7750000,0.0250000,-0.0100271,176369.3859779,113276.5186975,705303.2786203,11053.0513749,496620.4327072,8794672.8166540,89099259.3733518,619985163.4104561
0.7800000,0.0300000,-0.0050271,154423.4252374,99148.2482422,617692.5542538,9663.1102114,434912.5810017,7703626.8696394,78049610.9876104,543105298.9781194
0.7850000,0.0350000,-0.0000271,133802.1465804,85873.6415861,535361.3748762,8358.0390485,376923.6640301,6678219.1852999,67664469.4315742,470848366.6476864
0.7900000,0.0400000,0.0049729,114819.0096741,73654.4883436,459561.2041588,7157.6797501,323535.1368287,5734035.9474605,58101687.8954935,404312663.8933972
0.7950000,0.0450000,0.0099729,97658.2050091,62609.3123832,391027.9257797,6073.6336439,275265.2933438,4880248.6888827,49454168.3818708,344144605.7107500
0.8000000,0.0500000,0.0149729,82392.7512793,52785.0338597,330053.9703629,5110.4211046,232320.0726177,4120510.9934314,41758939.6806714,290601879.4394042
0.8050000,0.0550000,0.0199729,69006.3709466,44171.0641054,276575.5195190,4266.8810798,194654.4846051,3454042.8846975,35008135.9869797,243629823.3175937
0.8100000,0.0600000,0.0249729,57416.1153983,36713.8822894,230262.7107971,3537.6171468,162036.1493593,2876752.6932347,29160355.3300827,202940448.1259123
0.8150000,0.0650000,0.0299729,47493.5244992,30330.6668629,190604.0095700,2914.3487577,134104.7271239,2382286.5083211,24151285.1215108,168086360.6942111
0.8200000,0.0700000,0.0349729,39082.9421145,24921.0939582,156979.2496699,2387.0798524,110423.3665692,1962936.8022211,19902902.1070307,138524769.8460681
0.8250000,0.0750000,0.0399729,32016.3385987,20376.8848488,128718.7526811,1945.0436439,90520.3468370,1610377.9818251,16330920.1805771,113669302.8516341
0.8300000,0.0800000,0.0449729,26124.5482951,16589.0434514,105148.1569035,1577.4179642,73920.6535649,1316224.2486573,13350439.2264816,92929306.4279716
0.8350000,0.0850000,0.0499729,21245.2018343,13452.9643185,85620.0694947,1273.8292742,60168.2733044,1072423.5904366,10879934.8861407,75737605.4429674
0.8400000,0.0900000,0.0549729,17227.8400535,10871.7249149,69534.4811501,1024.6766279,48840.5724422,871512.0039311,8843833.2037034,61568416.4481687
0.8450000,0.0950000,0.0599729,13936.7754677,8757.9268915,56350.1985419,821.3118852,39556.3492178,706755.9829360,7173953.9493299,49947390.3897465
0.8500000,0.1000000,0.0649729,11252.2585813,7034.4454701,45589.5156911,656.1118689,31979.1234222,572210.8869400,5810102.1956867,40455729.4912777
0.8550000,0.1050000,0.0699729,9070.4456330,5634.4069076,36838.1038007,522.4742450,25817.0581487,462719.8051650,4700057.3507152,32730112.0166058
