# r[nm],d[nm],daligned[nm],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UC6A(d)[kJ/mol],UC8A(d)[kJ/mol],UC10A(d)[kJ/mol]
-0.7944167,-0.7944167,-0.7295285,30889.1917110,18588.6181694,143087.7509653,1141.5719030,99875.6588696,2397671.5806054,29309959.2995489,232047692.8380438
-0.7894167,-0.7894167,-0.7245285,27184.4704942,16343.4384617,126116.6417089,989.8009595,88023.5093131,2116123.8224202,25874834.5809660,204865214.8463459
-0.7844167,-0.7844167,-0.7195285,24029.0113494,14431.6548016,111655.3157070,861.0277438,77924.3340626,1876117.3130475,22946323.2716932,181691157.1978867
-0.7794167,-0.7794167,-0.7145285,21390.5927550,12833.6375951,99557.4049008,753.8356582,69475.8725470,1675242.4449273,20495069.9913016,162293317.6579558
-0.7744167,-0.7744167,-0.7095285,18658.3074558,11183.3474517,86973.7313547,647.1527278,60690.0254511,1465469.6478823,17933274.8521575,142016702.4465514
-0.7694167,-0.7694167,-0.7045285,15862.1494515,9490.2575508,74146.9104332,533.9916895,51732.7237967,1252407.2497749,15333099.0583933,121439966.1640918
-0.7644167,-0.7644167,-0.6995285,13552.5111853,8092.2038891,63546.5146948,440.9409148,44330.3718008,1076246.3513176,13183071.8924330,104425133.6002477
-0.7594167,-0.7594167,-0.6945285,11667.4379759,6951.5228030,54890.1494049,365.3517394,38285.7056855,932323.3823899,11426344.0527919,90522453.4364765
-0.7544167,-0.7544167,-0.6895285,10149.4903837,6033.3035311,47915.9041803,304.7760687,33415.7740254,816311.5993426,10010168.7216559,79314623.2153837
-0.7494167,-0.7494167,-0.6845285,8947.2469370,5306.2990151,42389.2356708,257.0280354,29556.7444604,724335.2491540,8887294.4225028,70427811.0709483
-0.7444167,-0.7444167,-0.6795285,8016.2093990,4743.4737530,38107.1238102,220.2203611,26566.8059974,653038.6605135,8016808.3200015,63538329.5163495
-0.7394167,-0.7394167,-0.6745285,7319.2827367,4322.2934189,34900.2857243,205.8093784,24327.7146352,599623.2009030,7364587.6676807,58376208.8965874
-0.7344167,-0.7344167,-0.6695285,6826.9757431,4024.8450064,32634.1121672,186.2832220,22745.4467656,561863.0737431,6903493.1643160,54726728.6992317
-0.7294167,-0.7294167,-0.6645285,6517.4385651,3837.8581876,31208.8561711,174.0100629,21750.3303646,538108.6999049,6613410.8052879,52430749.9427974
-0.7244167,-0.7244167,-0.6595285,6376.4242984,3752.6808818,30559.4710962,168.4164758,21296.9314242,527284.2414120,6481222.1659800,51384481.0411923
-0.7194167,-0.7194167,-0.6545285,6397.2353725,3765.2459508,30655.3748386,169.2355612,21363.8889556,528883.8373978,6500758.8256087,51539117.8673228
-0.7144167,-0.7144167,-0.6495285,6580.6921914,3876.0517984,31500.3109627,176.4999924,21953.8178481,542969.3723566,6672775.3078962,52900629.9774162
-0.7094167,-0.7094167,-0.6445285,6935.1408418,4090.1670932,33132.3833884,190.5432006,23093.3331144,570171.0422230,7004955.9656116,55529815.0438607
-0.7044167,-0.7044167,-0.6395285,7476.4974035,4417.2581167,35624.2533932,212.0077058,24833.1876709,611690.5325801,7511953.5451188,59542603.5861243
-0.6994167,-0.6994167,-0.6345285,8228.3069649,4871.6254270,39083.3991093,228.5447572,27248.4539244,669305.1603995,8215439.3340220,65110455.0065495
-0.6944167,-0.6944167,-0.6295285,9221.7743615,5472.2237055,43652.2415974,267.8519596,30438.6123094,745369.7438046,9144125.4507940,72460532.9008742
-0.6894167,-0.6894167,-0.6245285,10495.6997915,6242.6241498,49507.8328470,318.4934921,34527.3339647,842811.1693301,10333697.9551187,81875174.5157425
-0.6844167,-0.6844167,-0.6195285,12096.2254558,7210.8623457,56860.6780229,382.4275579,39661.6587935,965108.5954682,11826574.7062255,93689973.4151296
-0.6794167,-0.6794167,-0.6145285,14076.2700211,8409.0967034,65952.1306410,461.9051390,46010.1767977,1116250.0263937,13671375.0233152,108289581.8256734
-0.6744167,-0.6744167,-0.6095285,16494.4984957,9872.9847663,77049.6664112,559.4283585,53759.7277017,1300653.7971824,15921961.4814294,126100127.7496615
-0.6694167,-0.6694167,-0.6045285,19413.6506450,11640.6698093,90439.2302504,677.6816544,63110.0561720,1523041.6789854,18635891.8432790,147576965.2727353
-0.6644167,-0.6644167,-0.5995285,22067.8020597,13243.6088147,102664.9710595,781.1641521,71645.9332241,1726876.3433723,21125236.4446920,167280271.8533223
-0.6594167,-0.6594167,-0.5945285,24818.3244686,14909.6452560,115275.4469345,893.0249889,80452.3884013,1936239.8908435,23680024.2706093,187497319.5568700
-0.6544167,-0.6544167,-0.5895285,28093.3516118,16893.9990130,130283.2006591,1026.7985354,90933.2170504,2185291.8839261,26718851.8915656,211544226.1742579
-0.6494167,-0.6494167,-0.5845285,31044.4941397,18682.6423518,143800.3192508,1147.8453738,100373.2588188,2409510.0759898,29454439.4824666,233191061.1808256
-0.6444167,-0.6444167,-0.5795285,27309.0246462,16418.8238755,126688.4062706,994.8106833,88422.7741244,2125627.1957838,25990826.1246420,205783153.5963957
-0.6394167,-0.6394167,-0.5745285,24124.4026996,14489.3687916,112093.4609871,864.8448046,78230.2837660,1883403.5713123,23035263.1746503,182395031.7661761
-0.6344167,-0.6344167,-0.5695285,21457.8829949,12874.3289730,99866.7292611,756.5086402,69691.8603558,1680390.2111152,20557915.2081626,162790695.7892884
-0.6294167,-0.6294167,-0.5645285,18695.6828178,11205.9598904,87145.4077733,648.6477967,60809.9040829,1468324.6839136,17968125.1491842,142292509.7928475
-0.6244167,-0.6244167,-0.5595285,15882.1322584,9502.3422170,74238.7593940,534.7862015,51796.8582604,1253935.6567793,15351757.9029603,121587637.8452224
-0.6194167,-0.6194167,-0.5545285,13556.9062363,8094.8578959,63566.7634204,441.1119663,44344.5091069,1076584.0086611,13187195.6935648,104457774.0067839
-0.6144167,-0.6144167,-0.5495285,11657.8027708,6945.6926397,54845.9013472,364.9655852,38254.8077316,931587.6631293,11417363.7494173,90451383.4520195
-0.6094167,-0.6094167,-0.5445285,10127.1955702,6019.8217726,47813.4150047,303.8906710,33344.2103661,814605.9348750,9989345.4425441,79149820.5921921
-0.6044167,-0.6044167,-0.5395285,8913.5385994,5285.9221478,42234.1976650,255.6956880,29448.4909623,721753.8335028,8855776.8495243,70178364.2834257
-0.5994167,-0.5994167,-0.5345285,7972.2684160,4716.9182209,37904.9369184,218.4901899,26425.6341504,649670.9334742,7975687.3550897,63212870.2821293
-0.5944167,-0.5944167,-0.5295285,7266.2776563,4290.2677325,34656.2989683,205.3057406,24157.3601810,595557.8412129,7314945.1247264,57983297.4225630
-0.5894167,-0.5894167,-0.5245285,6766.1068035,3988.0764788,32353.8246102,185.5894679,22549.7500687,557191.3225893,6846442.2941596,54275174.3093793
-0.5844167,-0.5844167,-0.5195285,6449.9716286,3797.1135489,30898.0717688,173.1383968,21533.3445753,532926.9208743,6550127.5080971,51929858.0213941
-0.5794167,-0.5794167,-0.5145285,6303.7145415,3708.7806786,30224.4066996,167.3833910,21062.9979228,521695.7044422,6412966.7385672,50844225.0838121
-0.5744167,-0.5744167,-0.5095285,6320.7415673,3719.0732406,30302.7251479,168.0617186,21117.6827291,522999.7892654,6428889.0056221,50970242.6666832
-0.5694167,-0.5694167,-0.5045285,6501.9832749,3828.5561684,31137.2781599,175.2102323,21700.3682009,536909.5213593,6598752.1710265,52314698.2551630
-0.5644167,-0.5644167,-0.4995285,6855.8971423,4042.3654448,32766.6822609,189.1663103,22838.0272625,564063.6357299,6930344.8542107,54939214.7629032
-0.5594167,-0.5594167,-0.4945285,7398.5093221,4370.2339141,35264.1047176,210.5756182,24581.7661408,605672.2385999,7438422.6027634,58960536.3126599
-0.5544167,-0.5544167,-0.4895285,8153.4740411,4826.5281887,38737.5246677,225.7187554,27007.0070959,663520.9743318,8144758.3428840,64550926.6591121
-0.5494167,-0.5494167,-0.4845285,9152.1074472,5430.2703937,43329.8732727,265.2500145,30213.5867963,739973.1263217,9078167.4832274,71938366.7567650
-0.5444167,-0.5444167,-0.4795285,10433.3285042,6205.1037739,49218.7457153,316.2013308,34325.5557606,837964.5795590,10274445.8416325,81406062.3164560
-0.5394167,-0.5394167,-0.4745285,12043.4121785,7179.1445500,56615.2532418,380.5365111,39490.3772326,960984.5155822,11776133.4922481,93290573.8477122
-0.5344167,-0.5344167,-0.4695285,14035.4304878,8384.6443594,65761.4483329,460.5130952,45877.1294693,1113032.4811837,13631990.4589143,107977666.7307353
-0.5294167,-0.5294167,-0.4645285,16468.2274954,9857.3696785,76925.6218628,558.6409378,53673.2216523,1298540.2585023,15896043.2022624,125894765.4422056
