# r[nm],d[nm],daligned[nm],Ucarbring(d)[kj/mol],UMincarbring(d)[kj/mol]
-0.2018728,-0.2018728,0.0000001,276200.3358833,276200.3358833
-0.1918728,-0.1918728,0.0100001,278648.8101556,278648.8101556
-0.1818728,-0.1818728,0.0200001,315004.6553809,315004.6553809
-0.1718728,-0.1718728,0.0300001,289478.8840821,289478.8840821
-0.1618728,-0.1618728,0.0400001,262666.7658127,262666.7658127
-0.1518728,-0.1518728,0.0500001,257096.8869911,257096.8869911
-0.1418728,-0.1418728,0.0600001,254830.8876363,254830.8876363
-0.1318728,-0.1318728,0.0700001,264490.3345606,264490.3345606
-0.1218728,-0.1218728,0.0800001,280859.5406745,280859.5406745
-0.1118728,-0.1118728,0.0900001,300255.6729723,300255.6729723
-0.1018728,-0.1018728,0.1000001,314824.4410795,314824.4410795
-0.0918728,-0.0918728,0.1100001,311270.5298789,311270.5298789
-0.0818728,-0.0818728,0.1200001,232575.1636452,232575.1636452
-0.0718728,-0.0718728,0.1300001,158472.1417224,158472.1417224
-0.0618728,-0.0618728,0.1400001,104525.9148089,104525.9148089
-0.0518728,-0.0518728,0.1500001,71231.0146987,71231.0146987
-0.0418728,-0.0418728,0.1600001,51062.3222185,51062.3222185
-0.0318728,-0.0318728,0.1700001,38318.4254384,38318.4254384
-0.0218728,-0.0218728,0.1800001,29346.4315171,29346.4315171
-0.0118728,-0.0118728,0.1900001,20249.6207614,20249.6207614
-0.0018728,-0.0018728,0.2000001,15901.5470670,15901.5470670
0.0081272,0.0081272,0.2100001,13963.5861978,13963.5861978
0.0181272,0.0181272,0.2200001,9768.6018384,9768.6018384
0.0281272,0.0281272,0.2300001,6363.0076723,6363.0076723
0.0381272,0.0381272,0.2400001,4486.9395252,4486.9395252
0.0481272,0.0481272,0.2500001,3367.8352177,3367.8352177
0.0581272,0.0581272,0.2600001,2637.1088843,2637.1088843
0.0681272,0.0681272,0.2700001,2112.6106225,2112.6106225
0.0781272,0.0781272,0.2800001,1729.5461895,1703.9560024
0.0881272,0.0881272,0.2900001,1327.7916723,1303.3227746
0.0981272,0.0981272,0.3000001,1001.9056017,977.5607030
0.1081272,0.1081272,0.3100001,676.9288618,652.4576947
0.1181272,0.1181272,0.3200001,451.9407917,427.4696270
0.1281272,0.1281272,0.3300001,296.9618837,272.4908119
0.1381272,0.1381272,0.3400001,188.5302894,164.0603324
0.1481272,0.1481272,0.3500001,111.6795159,87.2159156
0.1581272,0.1581272,0.3600001,56.6864488,32.2462105
0.1681272,0.1681272,0.3700001,17.0933207,-7.2556921
0.1781272,0.1781272,0.3800001,-13.2420418,-35.5897298
0.1881272,0.1881272,0.3900001,-38.6544595,-62.5152826
0.1981272,0.1981272,0.4000001,-55.7384767,-79.2823677
0.2081272,0.2081272,0.4100001,-66.2331498,-88.8668148
0.2181272,0.2181272,0.4200001,-71.9902151,-94.0673302
0.2281272,0.2281272,0.4300001,-74.4669622,-96.0962284
0.2381272,0.2381272,0.4400001,-74.9104387,-95.3490359
0.2481272,0.2481272,0.4500001,-74.2537232,-92.7833694
0.2581272,0.2581272,0.4600001,-72.8184242,-89.3624017
0.2681272,0.2681272,0.4700001,-70.8807927,-87.8906146
0.2781272,0.2781272,0.4800001,-68.8115148,-84.8821625
0.2881272,0.2881272,0.4900001,-66.5768260,-81.0033717
0.2981272,0.2981272,0.5000001,-64.1447612,-79.1056563
0.3081272,0.3081272,0.5100001,-62.3578754,-77.9941504
0.3181272,0.3181272,0.5200001,-62.8508298,-78.9606795
