# r[nm],d[nm],daligned[nm],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol]
-1.2631708,-1.2631708,-1.2732607,13301.4730277,7614.1175546,53923.6678714,831.9204964,37323.9014365,12828.5925911,13774.3534644,15680.2925381,9917.0877596
-1.2581708,-1.2581708,-1.2682607,13601.3877558,7807.8590948,55104.7904115,851.6945772,38156.1823768,13128.2526042,14074.5229074,16033.8436570,10140.6931206
-1.2531708,-1.2531708,-1.2632607,14494.9519809,8390.8848302,58619.6311146,909.8550718,40636.9903678,14024.0036084,14965.9003533,17087.2118382,10806.9016541
-1.2481708,-1.2481708,-1.2582607,15460.0335975,9015.9357811,62424.9434785,971.7750729,43319.5531786,14989.2954812,15930.7717139,18224.8874957,11526.4309173
-1.2431708,-1.2431708,-1.2532607,16398.2512262,9595.3567320,66176.1703710,1033.9936576,45943.8424492,15914.3191757,16882.1832767,19330.8948418,12225.9313818
-1.2381708,-1.2381708,-1.2482607,17051.7038237,10021.2217138,68791.9060281,1075.1823424,47789.3362726,16570.5531784,17532.8544690,20101.2101194,12713.1215406
-1.2331708,-1.2331708,-1.2432607,17400.8775484,10252.6506509,70216.9691929,1097.3748085,48797.3016332,16924.1663989,17877.5886979,20512.8296550,12973.4525929
-1.2281708,-1.2281708,-1.2382607,17380.3079530,10246.0940082,70207.7983233,1090.5439436,48798.0142520,16909.6128988,17849.0682848,20488.5814178,12958.1166612
-1.2231708,-1.2231708,-1.2332607,17078.5438679,10052.9757748,69112.5948551,1068.6761450,48023.9760207,16611.9470759,17545.1406600,20132.8502050,12733.1324878
-1.2181708,-1.2181708,-1.2282607,16899.6913637,9940.7033188,68504.5861903,1053.6322503,47597.3097778,16438.1360040,17361.2467233,19922.0119330,12599.7866563
-1.2131708,-1.2131708,-1.2232607,16898.4461080,9943.1065873,68612.6784588,1049.6106445,47675.0775141,16442.2762732,17354.6159427,19920.5439773,12598.8582396
-1.2081708,-1.2081708,-1.2182607,17103.9798354,10078.8480088,69554.0576623,1058.4763487,48339.7032035,16653.4873790,17554.4722918,20162.8351105,12752.0966071
-1.2031708,-1.2031708,-1.2132607,17549.1189347,10368.9477908,71460.4065442,1082.3511872,49683.8208752,17104.5409534,17993.6969161,20687.5823533,13083.9759038
-1.1981708,-1.1981708,-1.2082607,18269.9280462,10836.5199947,74476.1874517,1123.6061027,51809.0686801,17831.4449325,18708.4111600,21537.3001033,13621.3845954
-1.1931708,-1.1931708,-1.2032607,19304.7355067,11506.1485586,78754.7014516,1184.7659686,54823.3167235,18872.4695992,19737.0014141,22757.1712910,14392.8988764
-1.1881708,-1.1881708,-1.1982607,20692.5622746,12402.8786581,84451.7679825,1268.3923945,58836.2191254,20266.5771234,21118.5474259,24393.1953365,15427.6113345
-1.1831708,-1.1831708,-1.1932607,22470.9286611,13550.8069037,91716.9210737,1376.9468877,63953.0171517,22051.2289173,22890.6284049,26489.6026382,16753.4957299
-1.1781708,-1.1781708,-1.1882607,24673.0330398,14971.2665505,100682.0993806,1512.6183443,70266.5773659,24259.5649680,25086.5011116,29085.5287275,18395.3035458
-1.1731708,-1.1731708,-1.1832607,27189.8497769,16643.8935349,110150.7119576,1677.0991517,76974.9767344,26785.2778925,27594.4216614,32052.4499565,20271.7492902
-1.1681708,-1.1681708,-1.1782607,29433.1413756,18138.0607269,118571.6680338,1839.1850661,82943.4711283,29037.5875929,29828.6951584,34696.9291388,21944.2647784
-1.1631708,-1.1631708,-1.1732607,31333.7915149,19369.3835635,126213.2657524,1955.8311143,88329.3599508,30943.4168005,31724.1662293,36937.4892732,23361.3194303
-1.1581708,-1.1581708,-1.1682607,33599.2329533,20836.3596206,135295.4056753,2100.0570367,94730.2047918,33213.8049575,33984.6609490,39608.0795461,25050.3490221
-1.1531708,-1.1531708,-1.1632607,36198.6564024,22519.0732445,145694.5408216,2266.4505700,102058.9564529,35817.8923805,36579.4204242,42672.3807725,26988.3832846
-1.1481708,-1.1481708,-1.1582607,39079.1224464,24383.3001737,157199.6399400,2451.5932878,110166.9189377,38702.6935241,39455.5513686,46067.9859150,29135.9525416
-1.1431708,-1.1431708,-1.1532607,42165.5840396,26380.5196343,169512.3210228,2650.6065780,118843.8418321,41793.1197502,42538.0483291,49706.4266042,31437.1044834
-1.1381708,-1.1381708,-1.1482607,45362.3844539,28448.8804244,182252.8227327,2857.2481597,127822.1263835,44993.4774224,45731.2914855,53474.9389770,33820.5209812
-1.1331708,-1.1331708,-1.1432607,41821.6017132,26156.4853862,167241.9945151,2654.8452137,117251.6821464,41420.4706858,42222.7327406,49300.9268903,31180.6439462
-1.1281708,-1.1281708,-1.1382607,38683.7425428,24126.4768252,154994.4340575,2443.0672420,108619.0966351,38287.4596408,39080.0254447,45601.8967428,28841.1718662
-1.1231708,-1.1231708,-1.1332607,36419.2845682,22662.0391271,146165.1361267,2289.9843711,102396.1086908,36027.0584633,36811.5106731,42932.4658153,27152.8755087
-1.1181708,-1.1181708,-1.1282607,34835.9285798,21638.4066687,139998.5460348,2182.7554306,98049.9789926,34446.9257866,35224.9313731,41065.9443378,25972.3836746
-1.1131708,-1.1131708,-1.1232607,33777.5689571,20954.3055570,135881.2057627,2110.9616840,95148.1663084,33390.9225756,34164.2153386,39818.3089473,25183.3097699
-1.1081708,-1.1081708,-1.1182607,32535.7395995,20174.2332407,131343.7016940,2015.3952362,91964.0732575,32173.3290754,32898.1501237,38354.3923142,24257.4475969
-1.1031708,-1.1031708,-1.1132607,31826.0060199,19714.2212635,128573.8846873,1967.5822438,90011.1573638,31464.2319300,32187.7801097,37517.7308310,23728.2964134
-1.0981708,-1.0981708,-1.1082607,31783.1133738,19685.5915415,128405.1174539,1964.7763877,89891.5929432,31420.8912956,32145.3354520,37467.1673154,23696.3172383
-1.0931708,-1.0931708,-1.1032607,32405.6948407,20087.4548135,130832.0787490,2006.8845771,91601.6260126,32041.9403552,32769.4493261,38201.0905064,24160.4910205
