# r[nm],d[nm],daligned[nm],Ucline3(d)[kj/mol],UMincline3(d)[kj/mol]
-0.2062036,-0.2062036,0.0000000,2647.7764518,2647.7764518
-0.1962036,-0.1962036,0.0100000,2793.1298549,2793.1298549
-0.1862036,-0.1862036,0.0200000,2541.5511358,2541.5511358
-0.1762036,-0.1762036,0.0300000,2284.9110843,2284.9110843
-0.1662036,-0.1662036,0.0400000,2185.4956089,2185.4956089
-0.1562036,-0.1562036,0.0500000,2068.9925890,2068.9925890
-0.1462036,-0.1462036,0.0600000,1845.0558015,1845.0558015
-0.1362036,-0.1362036,0.0700000,1724.1423954,1703.4876920
-0.1262036,-0.1262036,0.0800000,1669.0116021,1648.3568986
-0.1162036,-0.1162036,0.0900000,1702.5501074,1681.8954040
-0.1062036,-0.1062036,0.1000000,1633.6408071,1612.9861037
-0.0962036,-0.0962036,0.1100000,1468.2909717,1447.6362683
-0.0862036,-0.0862036,0.1200000,1335.8185480,1315.1704809
-0.0762036,-0.0762036,0.1300000,1162.9777614,1142.3230580
-0.0662036,-0.0662036,0.1400000,1034.7110025,1015.7992296
-0.0562036,-0.0562036,0.1500000,833.6432296,814.7173739
-0.0462036,-0.0462036,0.1600000,691.7759497,672.8500940
-0.0362036,-0.0362036,0.1700000,584.7740016,565.8481458
-0.0262036,-0.0262036,0.1800000,498.6641916,479.7383359
-0.0162036,-0.0162036,0.1900000,421.3729633,402.9444233
-0.0062036,-0.0062036,0.2000000,314.8425299,295.9166742
0.0037964,0.0037964,0.2100000,236.6168878,217.6910320
0.0137964,0.0137964,0.2200000,178.9292535,160.0033978
0.0237964,0.0237964,0.2300000,135.9837022,117.0578465
0.0337964,0.0337964,0.2400000,103.7166697,84.7908154
0.0437964,0.0437964,0.2500000,79.2768113,60.3510223
0.0537964,0.0537964,0.2600000,60.6546003,41.7298613
0.0637964,0.0637964,0.2700000,46.4170094,27.5000173
0.0737964,0.0737964,0.2800000,35.5164233,16.6328261
0.0837964,0.0837964,0.2900000,27.1508605,8.3726967
0.0937964,0.0937964,0.3000000,20.6475384,2.1522409
0.1037964,0.1037964,0.3100000,15.4280689,-2.4642122
0.1137964,0.1137964,0.3200000,11.1410243,-5.8178448
0.1237964,0.1237964,0.3300000,7.6726097,-8.1798845
0.1337964,0.1337964,0.3400000,4.9259380,-9.7679982
0.1437964,0.1437964,0.3500000,2.7180869,-10.7575863
0.1537964,0.1537964,0.3600000,0.8763918,-11.2899220
0.1637964,0.1637964,0.3700000,-0.6609416,-11.4783288
0.1737964,0.1737964,0.3800000,-1.8874850,-11.4130968
0.1837964,0.1837964,0.3900000,-2.8096303,-11.1655350
0.1937964,0.1937964,0.4000000,-3.4639498,-10.7913799
0.2037964,0.2037964,0.4100000,-3.9012762,-10.6065549
0.2137964,0.2137964,0.4200000,-4.1741511,-10.4222535
0.2237964,0.2237964,0.4300000,-4.3320361,-10.0644514
0.2337964,0.2337964,0.4400000,-4.4120986,-9.6027976
0.2437964,0.2437964,0.4500000,-4.4290604,-9.0849742
0.2537964,0.2537964,0.4600000,-4.3869497,-8.7648684
0.2637964,0.2637964,0.4700000,-4.2999222,-8.6120074
0.2737964,0.2737964,0.4800000,-4.1945398,-8.3854517
0.2837964,0.2837964,0.4900000,-4.0983226,-8.0990325
0.2937964,0.2937964,0.5000000,-4.0278099,-7.7446231
0.3037964,0.3037964,0.5100000,-3.9805730,-7.3514608
0.3137964,0.3137964,0.5200000,-3.9386318,-7.0466708
0.3237964,0.3237964,0.5300000,-3.8841968,-6.9988265
0.3337964,0.3337964,0.5400000,-3.8112423,-6.8562288
0.3437964,0.3437964,0.5500000,-3.7235358,-6.7278705
0.3537964,0.3537964,0.5600000,-3.6279600,-6.6184205
0.3637964,0.3637964,0.5700000,-3.5308589,-6.4276155
0.3737964,0.3737964,0.5800000,-3.4369194,-6.2142376
0.3837964,0.3837964,0.5900000,-3.3492231,-6.0088164
0.3937964,0.3937964,0.6000000,-3.2675928,-5.7550171
0.4037964,0.4037964,0.6100000,-3.1868310,-5.4836520
0.4137964,0.4137964,0.6200000,-3.0998572,-5.2158780
0.4237964,0.4237964,0.6300000,-3.0030203,-4.9317476
0.4337964,0.4337964,0.6400000,-2.8971068,-4.6429385
0.4437964,0.4437964,0.6500000,-2.7847006,-4.4743679
0.4537964,0.4537964,0.6600000,-2.6677760,-4.2782802
0.4637964,0.4637964,0.6700000,-2.5468409,-4.0517771
0.4737964,0.4737964,0.6800000,-2.4220975,-3.8185898
0.4837964,0.4837964,0.6900000,-2.2948804,-3.5891833
0.4937964,0.4937964,0.7000000,-2.1675826,-3.3616280
0.5037964,0.5037964,0.7100000,-2.0427581,-3.1412302
0.5137964,0.5137964,0.7200000,-1.9224586,-2.9412536
0.5237964,0.5237964,0.7300000,-1.8080326,-2.7491247
0.5337964,0.5337964,0.7400000,-1.7001997,-2.5665160
0.5437964,0.5437964,0.7500000,-1.5992124,-2.3981804
0.5537964,0.5537964,0.7600000,-1.5050130,-2.2399377
0.5637964,0.5637964,0.7700000,-1.4173548,-2.0916703
0.5737964,0.5737964,0.7800000,-1.3358858,-1.9535372
0.5837964,0.5837964,0.7900000,-1.2602052,-1.8253435
0.5937964,0.5937964,0.8000000,-1.1898969,-1.7066783
0.6037964,0.6037964,0.8100000,-1.1245512,-1.5970086
0.6137964,0.6137964,0.8200000,-1.0637763,-1.4957416
0.6237964,0.6237964,0.8300000,-1.0072043,-1.4022652
0.6337964,0.6337964,0.8400000,-0.9544941,-1.3159743
0.6437964,0.6437964,0.8500000,-0.9053318,-1.2362868
0.6537964,0.6537964,0.8600000,-0.8594301,-1.1626530
0.6637964,0.6637964,0.8700000,-0.8165268,-1.0945601
0.6737964,0.6737964,0.8800000,-0.7763828,-1.0315344
0.6837964,0.6837964,0.8900000,-0.7387806,-0.9731406
0.6937964,0.6937964,0.9000000,-0.7035225,-0.9189812
0.7037964,0.7037964,0.9100000,-0.6704284,-0.8686935
0.7137964,0.7137964,0.9200000,-0.6393342,-0.8220400
0.7237964,0.7237964,0.9300000,-0.6100905,-0.7787304
0.7337964,0.7337964,0.9400000,-0.5825613,-0.7383607
0.7437964,0.7437964,0.9500000,-0.5566219,-0.7006892
0.7537964,0.7537964,0.9600000,-0.5321590,-0.6654967
