# r[nm],d[nm],daligned[nm],Ucline3(d)[kj/mol]
0.8371542,0.8371542,0.8900000,-1.9089542
0.8471542,0.8471542,0.9000000,-1.8220316
0.8571542,0.8571542,0.9100000,-1.7401861
0.8671542,0.8671542,0.9200000,-1.6630437
0.8771542,0.8771542,0.9300000,-1.5902643
0.8871542,0.8871542,0.9400000,-1.5215382
0.8971542,0.8971542,0.9500000,-1.4565830
0.9071542,0.9071542,0.9600000,-1.3951402
0.9171542,0.9171542,0.9700000,-1.3369734
0.9271542,0.9271542,0.9800000,-1.2818652
0.9371542,0.9371542,0.9900000,-1.2296164
0.9471542,0.9471542,1.0000000,-1.1800430
0.9571542,0.9571542,1.0100000,-1.1329760
0.9671542,0.9671542,1.0200000,-1.0882589
0.9771542,0.9771542,1.0300000,-1.0457473
0.9871542,0.9871542,1.0400000,-1.0053075
0.9971542,0.9971542,1.0500000,-0.9668156
1.0071542,1.0071542,1.0600000,-0.9301566
1.0171542,1.0171542,1.0700000,-0.8952237
1.0271542,1.0271542,1.0800000,-0.8619175
1.0371542,1.0371542,1.0900000,-0.8301457
1.0471542,1.0471542,1.1000000,-0.7998222
1.0571542,1.0571542,1.1100000,-0.7708665
1.0671542,1.0671542,1.1200000,-0.7432037
1.0771542,1.0771542,1.1300000,-0.7167637
1.0871542,1.0871542,1.1400000,-0.6914810
1.0971542,1.0971542,1.1500000,-0.6672942
1.1071542,1.1071542,1.1600000,-0.6441458
1.1171542,1.1171542,1.1700000,-0.6219820
1.1271542,1.1271542,1.1800000,-0.6007521
1.1371542,1.1371542,1.1900000,-0.5804088
1.1471542,1.1471542,1.2000000,-0.5609075
1.1571542,1.1571542,1.2100000,-0.5422061
1.1671542,1.1671542,1.2200000,-0.5242652
1.1771542,1.1771542,1.2300000,-0.5070477
1.1871542,1.1871542,1.2400000,-0.4905185
1.1971542,1.1971542,1.2500000,-0.4746447
1.2071542,1.2071542,1.2600000,-0.4593951
1.2171542,1.2171542,1.2700000,-0.4447403
1.2271542,1.2271542,1.2800000,-0.4306526
1.2371542,1.2371542,1.2900000,-0.4171058
1.2471542,1.2471542,1.3000000,-0.4040750
1.2571542,1.2571542,1.3100000,-0.3915368
1.2671542,1.2671542,1.3200000,-0.3794690
1.2771542,1.2771542,1.3300000,-0.3678505
1.2871542,1.2871542,1.3400000,-0.3566615
1.2971542,1.2971542,1.3500000,-0.3458831
1.3071542,1.3071542,1.3600000,-0.3354972
1.3171542,1.3171542,1.3700000,-0.3254871
1.3271542,1.3271542,1.3800000,-0.3158364
1.3371542,1.3371542,1.3900000,-0.3065300
1.3471542,1.3471542,1.4000000,-0.2975532
1.3571542,1.3571542,1.4100000,-0.2888922
1.3671542,1.3671542,1.4200000,-0.2805339
1.3771542,1.3771542,1.4300000,-0.2724657
1.3871542,1.3871542,1.4400000,-0.2646757
1.3971542,1.3971542,1.4500000,-0.2571527
1.4071542,1.4071542,1.4600000,-0.2498857
1.4171542,1.4171542,1.4700000,-0.2428645
1.4271542,1.4271542,1.4800000,-0.2360793
1.4371542,1.4371542,1.4900000,-0.2295207
1.4471542,1.4471542,1.5000000,-0.2231799
1.4571542,1.4571542,1.5100000,-0.2170483
1.4671542,1.4671542,1.5200000,-0.2111177
1.4771542,1.4771542,1.5300000,-0.2053805
1.4871542,1.4871542,1.5400000,-0.1998292
1.4971542,1.4971542,1.5500000,-0.1944567
1.5071542,1.5071542,1.5600000,-0.1892563
1.5171542,1.5171542,1.5700000,-0.1842215
1.5271542,1.5271542,1.5800000,-0.1793460
1.5371542,1.5371542,1.5900000,-0.1746241
1.5471542,1.5471542,1.6000000,-0.1700500
1.5571542,1.5571542,1.6100000,-0.1656183
1.5671542,1.5671542,1.6200000,-0.1613238
1.5771542,1.5771542,1.6300000,-0.1571616
1.5871542,1.5871542,1.6400000,-0.1531268
1.5971542,1.5971542,1.6500000,-0.1492149
