# r[nm],d[nm],daligned[nm],Ucline3(d)[kj/mol]
-0.0528458,-0.0528458,0.0000000,177369.4295335
-0.0428458,-0.0428458,0.0100000,192424.6987155
-0.0328458,-0.0328458,0.0200000,213158.0902946
-0.0228458,-0.0228458,0.0300000,236997.3601768
-0.0128458,-0.0128458,0.0400000,208384.9270052
-0.0028458,-0.0028458,0.0500000,122968.5895692
0.0071542,0.0071542,0.0600000,73353.5126511
0.0171542,0.0171542,0.0700000,50712.4690650
0.0271542,0.0271542,0.0800000,45340.8080805
0.0371542,0.0371542,0.0900000,51250.4054004
0.0471542,0.0471542,0.1000000,49520.4188223
0.0571542,0.0571542,0.1100000,35097.9645202
0.0671542,0.0671542,0.1200000,26116.2928853
0.0771542,0.0771542,0.1300000,21119.1350327
0.0871542,0.0871542,0.1400000,19064.0815798
0.0971542,0.0971542,0.1500000,17493.6240858
0.1071542,0.1071542,0.1600000,11682.7112803
0.1171542,0.1171542,0.1700000,7687.8310406
0.1271542,0.1271542,0.1800000,4993.7698511
0.1371542,0.1371542,0.1900000,3204.0082344
0.1471542,0.1471542,0.2000000,2028.8126299
0.1571542,0.1571542,0.2100000,1281.8341716
0.1671542,0.1671542,0.2200000,788.0993981
0.1771542,0.1771542,0.2300000,471.5650919
0.1871542,0.1871542,0.2400000,270.0197803
0.1971542,0.1971542,0.2500000,142.6393133
0.2071542,0.2071542,0.2600000,63.0985094
0.2171542,0.2171542,0.2700000,14.2278419
0.2271542,0.2271542,0.2800000,-15.2368469
0.2371542,0.2371542,0.2900000,-32.4087045
0.2471542,0.2471542,0.3000000,-41.7365630
0.2571542,0.2571542,0.3100000,-46.0845844
0.2671542,0.2671542,0.3200000,-47.3584975
0.2771542,0.2771542,0.3300000,-46.8044267
0.2871542,0.2871542,0.3400000,-45.1409371
0.2971542,0.2971542,0.3500000,-42.7611098
0.3071542,0.3071542,0.3600000,-39.9643906
0.3171542,0.3171542,0.3700000,-37.0609217
0.3271542,0.3271542,0.3800000,-34.5387291
0.3371542,0.3371542,0.3900000,-32.8589987
0.3471542,0.3471542,0.4000000,-31.7451589
0.3571542,0.3571542,0.4100000,-30.6695773
0.3671542,0.3671542,0.4200000,-29.4314876
0.3771542,0.3771542,0.4300000,-28.0512924
0.3871542,0.3871542,0.4400000,-26.6216928
0.3971542,0.3971542,0.4500000,-25.2168167
0.4071542,0.4071542,0.4600000,-23.9101660
0.4171542,0.4171542,0.4700000,-22.9331205
0.4271542,0.4271542,0.4800000,-22.4579485
0.4371542,0.4371542,0.4900000,-22.2171569
0.4471542,0.4471542,0.5000000,-21.8742597
0.4571542,0.4571542,0.5100000,-21.3086481
0.4671542,0.4671542,0.5200000,-20.5521693
0.4771542,0.4771542,0.5300000,-19.6926584
0.4871542,0.4871542,0.5400000,-18.7961733
0.4971542,0.4971542,0.5500000,-17.8604402
0.5071542,0.5071542,0.5600000,-16.8466822
0.5171542,0.5171542,0.5700000,-15.7483913
0.5271542,0.5271542,0.5800000,-14.6029777
0.5371542,0.5371542,0.5900000,-13.4609355
0.5471542,0.5471542,0.6000000,-12.3635060
0.5571542,0.5571542,0.6100000,-11.3367817
0.5671542,0.5671542,0.6200000,-10.3936457
0.5771542,0.5771542,0.6300000,-9.5376025
0.5871542,0.5871542,0.6400000,-8.7662586
0.5971542,0.5971542,0.6500000,-8.0739260
0.6071542,0.6071542,0.6600000,-7.4533889
0.6171542,0.6171542,0.6700000,-6.8970180
0.6271542,0.6271542,0.6800000,-6.3974191
0.6371542,0.6371542,0.6900000,-5.9477707
0.6471542,0.6471542,0.7000000,-5.5419641
0.6571542,0.6571542,0.7100000,-5.1746300
0.6671542,0.6671542,0.7200000,-4.8411002
0.6771542,0.6771542,0.7300000,-4.5373418
0.6871542,0.6871542,0.7400000,-4.2598800
0.6971542,0.6971542,0.7500000,-4.0057227
0.7071542,0.7071542,0.7600000,-3.7722902
0.7171542,0.7171542,0.7700000,-3.5573533
0.7271542,0.7271542,0.7800000,-3.3589802
0.7371542,0.7371542,0.7900000,-3.1754912
0.7471542,0.7471542,0.8000000,-3.0054200
0.7571542,0.7571542,0.8100000,-2.8474823
0.7671542,0.7671542,0.8200000,-2.7005487
0.7771542,0.7771542,0.8300000,-2.5636224
0.7871542,0.7871542,0.8400000,-2.4358203
0.7971542,0.7971542,0.8500000,-2.3163577
0.8071542,0.8071542,0.8600000,-2.2045346
0.8171542,0.8171542,0.8700000,-2.0997248
0.8271542,0.8271542,0.8800000,-2.0013665
