# r[nm],ssd(r)[nm]
-1.6479333,-1.6479333
-1.6429333,-1.6429333
-1.6379333,-1.6379333
-1.6329333,-1.6329333
-1.6279333,-1.6279333
-1.6229333,-1.6229333
-1.6179333,-1.6179333
-1.6129333,-1.6129333
-1.6079333,-1.6079333
-1.6029333,-1.6029333
-1.5979333,-1.5979333
-1.5929333,-1.5929333
-1.5879333,-1.5879333
-1.5829333,-1.5829333
-1.5779333,-1.5779333
-1.5729333,-1.5729333
-1.5679333,-1.5679333
-1.5629333,-1.5629333
-1.5579333,-1.5579333
-1.5529333,-1.5529333
-1.5479333,-1.5479333
-1.5429333,-1.5429333
-1.5379333,-1.5379333
-1.5329333,-1.5329333
-1.5279333,-1.5279333
-1.5229333,-1.5229333
-1.5179333,-1.5179333
-1.5129333,-1.5129333
-1.5079333,-1.5079333
-1.5029333,-1.5029333
-1.4979333,-1.4979333
-1.4929333,-1.4929333
-1.4879333,-1.4879333
-1.4829333,-1.4829333
-1.4779333,-1.4779333
-1.4729333,-1.4729333
-1.4679333,-1.4679333
-1.4629333,-1.4629333
-1.4579333,-1.4579333
-1.4529333,-1.4529333
-1.4479333,-1.4479333
-1.4429333,-1.4429333
-1.4379333,-1.4379333
-1.4329333,-1.4329333
-1.4279333,-1.4279333
-1.4229333,-1.4229333
-1.4179333,-1.4179333
-1.4129333,-1.4129333
-1.4079333,-1.4079333
-1.4029333,-1.4029333
-1.3979333,-1.3979333
-1.3929333,-1.3929333
-1.3879333,-1.3879333
-1.3829333,-1.3829333
-1.3779333,-1.3779333
-1.3729333,-1.3729333
-1.3679333,-1.3679333
-1.3629333,-1.3629333
-1.3579333,-1.3579333
-1.3529333,-1.3529333
-1.3479333,-1.3479333
-1.3429333,-1.3429333
-1.3379333,-1.3379333
-1.3329333,-1.3329333
-1.3279333,-1.3279333
-1.3229333,-1.3229333
-1.3179333,-1.3179333
-1.3129333,-1.3129333
-1.3079333,-1.3079333
-1.3029333,-1.3029333
-1.2979333,-1.2979333
-1.2929333,-1.2929333
-1.2879333,-1.2879333
-1.2829333,-1.2829333
-1.2779333,-1.2779333
-1.2729333,-1.2729333
-1.2679333,-1.2679333
-1.2629333,-1.2629333
-1.2579333,-1.2579333
-1.2529333,-1.2529333
-1.2479333,-1.2479333
-1.2429333,-1.2429333
-1.2379333,-1.2379333
-1.2329333,-1.2329333
-1.2279333,-1.2279333
-1.2229333,-1.2229333
-1.2179333,-1.2179333
-1.2129333,-1.2129333
-1.2079333,-1.2079333
-1.2029333,-1.2029333
-1.1979333,-1.1979333
-1.1929333,-1.1929333
-1.1879333,-1.1879333
-1.1829333,-1.1829333
-1.1779333,-1.1779333
-1.1729333,-1.1729333
-1.1679333,-1.1679333
-1.1629333,-1.1629333
-1.1579333,-1.1579333
-1.1529333,-1.1529333
