# r[nm],d[nm],daligned[nm],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UC6A(d)[kJ/mol],UC8A(d)[kJ/mol],UC10A(d)[kJ/mol]
0.7500000,0.0000000,-0.0313188,317164.1758362,203948.6885721,1267293.2320306,19976.6877397,892473.7494657,15793142.1778797,159976857.3227879,1113134375.3288147
0.7550000,0.0050000,-0.0263188,301794.2089973,193970.3247552,1206047.5851687,19002.1319972,849277.0522229,15030354.0206176,152258664.1495482,1059470356.5383103
0.7600000,0.0100000,-0.0213188,277255.6830803,178287.9062576,1107936.7995725,17455.8395635,780251.4596707,13810774.9548578,139929880.5833629,973880359.4961166
0.7650000,0.0150000,-0.0163188,243984.6521486,156866.9110439,975189.9907277,15341.3918452,686752.7469407,12159327.9480456,123217128.5775458,857681941.1483252
0.7700000,0.0200000,-0.0113188,212297.8332051,136467.1094822,848760.5123299,13328.5315061,597704.0366478,10586692.4863594,107306087.5655249,747091254.0358963
0.7750000,0.0250000,-0.0063188,182847.7928189,117508.6598433,731254.3537346,11458.6769628,514940.7956719,9125422.0620030,92528036.0414748,644426126.1751924
0.7800000,0.0300000,-0.0013188,156057.1661454,100263.5572605,624361.5307998,9758.5502805,439653.2499947,7796728.4019778,79100175.7718756,551216854.0509571
0.7850000,0.0350000,0.0036812,132144.7405642,84872.4227606,528960.4684234,8241.8425029,372459.8879619,6611805.2053731,67139419.9400051,468305264.0501243
0.7900000,0.0400000,0.0086812,111161.7377708,71367.8494455,445263.3051377,6911.5244557,313509.7744077,5573675.4544429,56681695.5490704,395983862.3431926
0.7950000,0.0450000,0.0136812,93031.8125860,59700.1229178,372976.4207960,5762.3860828,262595.5657413,4679251.0791791,47703732.7302754,334155012.5130444
0.8000000,0.0500000,0.0186812,77589.8907222,49762.1624069,311456.9684959,4783.4884712,219263.6758764,3921379.4172244,40145255.7779349,282497241.4057196
0.8050000,0.0550000,0.0236812,64616.7688026,41411.6827219,259853.5125108,3960.3253633,182913.1917248,3290750.2098759,33930617.7291783,240634598.9299046
0.8100000,0.0600000,0.0286812,53868.0621444,34489.6370608,217225.7299875,3276.5930117,152879.9536428,2777635.5766823,28990117.4072793,208314926.7260733
0.8150000,0.0650000,0.0336812,45097.4457961,28834.8589360,182643.9289692,2715.5472693,128506.2775180,2373529.3168932,25282509.9506518,182160923.8449712
0.8200000,0.0700000,0.0386812,38075.1749871,24295.4628318,155273.8880391,2260.9821264,109200.1097673,2072846.3529393,21463619.7265521,149382916.5598999
0.8250000,0.0750000,0.0436812,32603.6797241,20738.0373662,134456.7169082,1897.8975914,94490.3074109,1729249.1156729,17534773.3003039,122044463.6367279
0.8300000,0.0800000,0.0486812,27966.7754622,17777.2536161,112507.1650242,1612.9429017,79105.7747507,1407976.9993369,14279630.5476763,99393397.1804278
0.8350000,0.0850000,0.0536812,22668.6551139,14373.3363701,91304.9320891,1363.0510961,64175.4436789,1143339.6967216,11598074.8591772,80733192.7060621
0.8400000,0.0900000,0.0586812,18329.8358251,11586.8798702,73933.5534871,1093.6299737,51943.3001708,926424.8550151,9399867.5271911,65436041.3726340
0.8450000,0.0950000,0.0636812,14791.8814512,9315.8296317,59761.1109312,874.7312280,41964.2360756,749370.2195339,7605399.4248898,52948080.9228214
0.8500000,0.1000000,0.0686812,11917.4794630,7471.7455869,48239.8499980,697.6123871,33852.4290613,605359.5770849,6145650.5738848,42789115.6573581
0.8550000,0.1050000,0.0736812,9589.3195258,5979.0778103,38901.7279378,554.8133840,27278.2058958,488567.6241465,4961632.5023450,34548737.9468355
0.8600000,0.1100000,0.0786812,7708.3681078,4774.0534367,31351.5502157,440.0445407,21963.2073769,394074.8048470,4003526.4655370,27880333.6431998
0.8650000,0.1150000,0.0836812,6191.8509983,3803.3756867,25258.9394308,348.0562278,17674.7309135,317767.5882450,3229674.1565313,22494061.0757499
0.8700000,0.1200000,0.0886812,4971.1607023,3022.8747580,20350.0019416,274.5040339,14219.8602726,256234.9507528,2605529.9154090,18149562.0300217
0.8750000,0.1250000,0.0936812,3989.8302741,2396.2017508,16399.2569630,215.8184505,11439.7802931,206668.0921482,2102645.6072892,14648899.8684813
0.8800000,0.1300000,0.0986812,3201.6582243,1893.6201198,13222.1659283,183.4660484,9204.5144903,166767.5909936,1697730.7620603,11830021.1369193
0.8850000,0.1350000,0.1036812,2569.0281390,1490.9227331,10668.4364718,145.7075732,7408.2083528,134660.1724628,1371809.9869059,9560893.8102877
0.8900000,0.1400000,0.1086812,2020.5157649,1143.0813477,8435.0408920,114.8993275,5837.4258659,106362.1583883,1084461.2144303,7562022.6322387
0.8950000,0.1450000,0.1136812,1581.9257794,864.4819411,6662.2803133,90.2030524,4590.8055795,84054.3094578,857956.3480029,5984911.7461987
0.9000000,0.1500000,0.1186812,1241.6210782,649.0008517,5283.7514143,70.8617055,3621.8099900,66680.0821297,681469.5674300,4755905.6804855
0.9050000,0.1550000,0.1236812,976.8361908,481.9959707,4208.4068314,55.8177857,2866.3150245,53103.4911674,543491.3534646,3794915.8274518
0.9100000,0.1600000,0.1286812,770.2301796,352.3166478,3366.8612030,44.1093385,2275.4537490,42458.3997070,435245.3125470,3040870.3280898
0.9150000,0.1650000,0.1336812,608.5643553,251.4521724,2706.1153885,34.9717780,1811.9003252,34082.8553401,350023.2418785,2447087.8181041
0.9200000,0.1700000,0.1386812,481.7076343,187.6270812,2185.5872858,27.7994469,1447.0743077,27469.6802220,282684.7683139,1977796.1443193
0.9250000,0.1750000,0.1436812,381.8876651,126.3727381,1774.1228547,22.1120120,1159.0353734,22229.2560902,229280.4648596,1605510.1429445
0.9300000,0.1800000,0.1486812,303.1262691,78.4549454,1447.7423142,17.5398459,930.8958877,18061.4567674,186767.5909349,1309053.8273563
0.9350000,0.1850000,0.1536812,240.8131473,29.8458195,1167.9797168,13.8102251,749.6219841,14734.4446237,152795.3363930,1072066.1374042
0.9400000,0.1900000,0.1586812,205.6304225,-15.0470074,942.4961404,10.7318910,605.1263656,12068.6217162,125542.2630826,881869.8489258
0.9450000,0.1950000,0.1636812,165.3688655,-50.4007647,763.7091671,8.1741671,487.8954822,9824.8783584,102537.8633346,722374.4112596
0.9500000,0.2000000,0.1686812,132.8256915,-78.5253627,621.4877222,6.0472264,389.1228773,7988.8685051,83739.9184180,591117.4042796
0.9550000,0.2050000,0.1736812,106.7326212,-106.7195084,493.7213984,4.2875079,310.5268304,6517.7050026,68652.9211953,485700.2330707
0.9600000,0.2100000,0.1786812,85.9218371,-132.3071463,377.1329539,2.8461508,247.8241918,5334.7994974,56499.5186041,400712.0827265
0.9650000,0.2150000,0.1836812,69.3417065,-152.3314344,282.6318231,1.6805666,212.4108142,4380.4191914,46673.2947390,331932.0403943
0.9700000,0.2200000,0.1886812,56.1017555,-167.7961540,205.7492108,0.7497245,172.2192718,3607.8194027,38699.5744227,276056.2881753
0.9750000,0.2250000,0.1936812,45.4688616,-179.6171706,154.7691618,0.0131632,139.9361770,2980.2973905,32205.5588084,230490.2283799
0.9800000,0.2300000,0.1986812,36.8567057,-188.5561101,99.9883741,-0.5666116,113.9534173,2468.9404605,26897.4944860,193189.5506120
0.9850000,0.2350000,0.2036812,29.8172590,-195.3202290,54.8316312,-1.0206239,92.9945594,2050.8989901,22543.1610150,162538.3092647
0.9900000,0.2400000,0.2086812,24.0186890,-200.5776323,17.3740950,-1.3719724,76.0352101,1708.0576199,18958.3932563,137255.0815392
0.9950000,0.2450000,0.2136812,19.2094936,-204.7265047,-13.7217546,-1.6373426,62.2481753,1426.0094568,15996.6748010,116320.5016466
1.0000000,0.2500000,0.2186812,15.1911995,-207.8261577,-39.1597680,-1.8298035,50.9725869,1193.2616282,13541.0766893,98921.1217011
1.0050000,0.2550000,0.2236812,11.8093032,-209.8842988,-59.8025899,-1.9609551,41.6943749,1000.6180477,11497.9930343,84380.8280074
1.0100000,0.2600000,0.2286812,8.9509565,-210.9947190,-76.6007114,-2.0418178,34.0213234,840.6983643,9792.2578786,71206.4819220
1.0150000,0.2650000,0.2336812,6.5376255,-211.2979526,-90.3988392,-2.0828457,27.6494555,707.5618979,8304.5765904,60282.7364308
1.0200000,0.2700000,0.2386812,4.5123417,-210.9363763,-101.8530662,-2.0936034,22.3329963,596.4127671,7020.9066459,51194.5593095
1.0250000,0.2750000,0.2436812,2.8278208,-210.0360739,-111.4199997,-2.0824141,17.8685207,500.6014958,5951.6754690,43608.4315654
1.0300000,0.2800000,0.2486812,1.4398063,-208.7029982,-119.4089456,-2.0561031,14.0921687,417.6807422,5058.3276359,37255.4683644
1.0350000,0.2850000,0.2536812,0.3055421,-207.0243099,-126.0494573,-2.0199050,10.8806994,348.6738799,4309.6904723,31918.2007092
1.0400000,0.2900000,0.2586812,-0.6149491,-205.0711274,-131.5313088,-1.9775818,8.1471193,291.1150061,3680.4824784,27420.1897528
1.0450000,0.2950000,0.2636812,-1.3571001,-202.9013548,-136.0185499,-1.9317125,5.8292820,243.0009152,3150.1376207,23617.8404744
1.0500000,0.3000000,0.2686812,-1.9509041,-200.5621772,-139.6533932,-1.8840345,3.8773480,202.6996511,2701.8756811,20393.9287163
1.0550000,0.3050000,0.2736812,-2.4211394,-198.0921414,-142.5582477,-1.8357487,2.2457476,183.6078976,2321.9649085,17652.4673104
1.0600000,0.3100000,0.2786812,-2.7882623,-195.5228561,-144.8379171,-1.7877425,0.8905900,155.1731045,1999.1354370,15314.6220847
1.0650000,0.3150000,0.2836812,-3.0694031,-192.8803933,-146.5819538,-1.7406959,-0.2295376,131.2276887,1724.1112758,13315.4535379
1.0700000,0.3200000,0.2886812,-3.2791418,-190.1865008,-147.8669067,-1.6951009,-1.1517785,111.0318394,1489.2358290,11601.3097968
1.0750000,0.3250000,0.2936812,-3.4300047,-187.4597517,-148.7583193,-1.6513181,-1.9078097,93.9719530,1288.1714105,10127.7348014
1.0800000,0.3300000,0.2986812,-3.5327531,-184.7167334,-149.3124765,-1.6097185,-2.5237840,79.5326486,1115.6574690,8857.7852478
1.0850000,0.3350000,0.3036812,-3.5965742,-181.9732891,-149.5783329,-1.5707869,-3.0211537,67.2699227,967.3155233,7760.6727192
1.0900000,0.3400000,0.3086812,-3.6292560,-179.2456764,-149.6025625,-1.5350821,-3.4177980,56.7885109,839.4913646,6810.6652280
1.0950000,0.3450000,0.3136812,-3.6373879,-176.5513302,-149.4495968,-1.5031238,-3.7290011,47.7368505,729.1270700,5986.1962426
1.1000000,0.3500000,0.3186812,-3.6265765,-173.9088049,-149.2582842,-1.4753123,-3.9681056,39.8316674,633.6569272,5269.1401064
1.1050000,0.3550000,0.3236812,-3.6016320,-171.3366500,-149.2929396,-1.4518424,-4.1468680,32.8873098,550.9225850,4644.2212323
1.1100000,0.3600000,0.3286812,-3.5666819,-168.8526653,-149.7578704,-1.4325582,-4.2756225,26.8019786,479.1037049,4098.5311246
1.1150000,0.3650000,0.3336812,-3.5251973,-166.4815626,-150.4947403,-1.4168873,-4.3633553,21.5090763,416.6611373,3621.1325298
1.1200000,0.3700000,0.3386812,-3.4799670,-164.2830188,-151.1851497,-1.4039720,-4.4177681,16.9420637,362.2902466,3180.6767446
1.1250000,0.3750000,0.3436812,-3.4330754,-162.3681104,-151.7620204,-1.3928232,-4.4453761,13.0266678,314.8824774,2777.8914316
1.1300000,0.3800000,0.3486812,-3.3859240,-160.8081937,-155.7523262,-1.3823787,-4.4516561,9.6856797,273.1083851,2425.4397352
1.1350000,0.3850000,0.3536812,-3.3393080,-159.5143884,-163.5428203,-1.3716552,-4.4412277,6.8445866,233.2733703,2119.8296104
1.1400000,0.3900000,0.3586812,-3.2935546,-158.3396338,-169.7157364,-1.3599832,-4.4180301,4.4347794,211.4157303,1854.4088748
1.1450000,0.3950000,0.3636812,-3.2487190,-157.2933522,-174.2054000,-1.3470040,-4.3854495,2.3947240,181.5236782,1623.5350892
1.1500000,0.4000000,0.3686812,-3.2047873,-156.5429662,-177.3500068,-1.3323524,-4.3463739,0.6700793,155.6514048,1422.4124109
1.1550000,0.4050000,0.3736812,-3.1618068,-156.0951227,-179.4301763,-1.3153733,-4.3031833,-0.7865823,133.2563762,1246.9563736
1.1600000,0.4100000,0.3786812,-3.1199042,-155.7022378,-180.6692529,-1.2951872,-4.2577113,-2.0161706,113.8627304,1093.6815531
1.1650000,0.4150000,0.3836812,-3.0792101,-155.1530023,-181.2448106,-1.2710296,-4.2112292,-3.0535452,97.0599171,959.6080296
