# r[nm],d[nm],daligned[nm],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol],UCMin(d)[kJ/mol],UKMin(d)[kJ/mol],UClMin(d)[kJ/mol],UC2AMin(d)[kJ/mol],UC4AMin(d)[kJ/mol],UCPlusMin(d)[kJ/mol],UCMinusMin(d)[kJ/mol],UCMoreLJMin(d)[kJ/mol],UCLessLJMin(d)[kJ/mol]
-1.4296746,-1.4296746,-1.2360024,7723.5910422,5173.1890991,31249.8130871,416.1241332,22545.6028632,8107.9251426,7307.5956976,9104.8688167,5758.4246515,7723.5910422,5173.1890991,31249.8130871,400.4830360,22545.6028632,8107.9251426,7307.5956976,9104.8688167,5758.4246515
-1.4246746,-1.4246746,-1.2310024,7012.0445365,4743.0861051,28310.5252622,376.5171882,20475.4877738,7424.8977083,6599.1913647,8266.0701858,5227.9218172,7012.0445365,4743.0861051,28310.5252622,360.8760941,20475.4877738,7424.8977083,6599.1913647,8266.0701858,5227.9218172
-1.4196746,-1.4196746,-1.2260024,6413.9562347,4398.8684545,25835.1815143,343.5722759,18731.5878884,6823.6112897,6004.3011797,7561.0204883,4782.0092356,6413.9562347,4398.8684545,25835.1815143,327.9311837,18731.5878884,6823.6112897,6004.3011797,7561.0204883,4782.0092356
-1.4146746,-1.4146746,-1.2210024,5923.1419911,4133.4039834,23798.6384416,316.9101865,17296.2379507,6329.5604214,5516.7235608,6982.4296130,4416.0762358,5923.1419911,4133.4039834,23798.6384416,301.2690930,17296.2379507,6329.5604214,5516.7235608,6982.4296130,4416.0762358
-1.4096746,-1.4096746,-1.2160024,5531.7272903,3938.6701415,22168.8387707,296.0534617,16146.9097880,5934.8877301,5128.5668504,6521.0147757,4124.2518694,5531.7272903,3938.6701415,22168.8387707,280.4123657,16146.9097880,5934.8877301,5128.5668504,6521.0147757,4124.2518694
-1.4046746,-1.4046746,-1.2110024,5230.5940000,3806.0265200,20908.6530074,280.4520507,15257.5067297,5630.4918225,4830.6961775,6166.0271684,3899.7379933,5230.5940000,3806.0265200,20908.6530074,264.8109529,15257.5067297,5630.4918225,4830.6961775,6166.0271684,3899.7379933
-1.3996746,-1.3996746,-1.2060024,5009.7605893,3726.4386209,19977.4471151,268.2937564,14599.4654474,5406.4074019,4543.8839842,5905.7001749,3735.0927461,5009.7605893,3726.4386209,19977.4471151,253.8639665,14599.4654474,5406.4074019,4543.8839842,5905.7001749,3735.0927461
-1.3946746,-1.3946746,-1.2010024,4389.6075234,3455.5461366,17166.3111568,226.8974860,12920.7113439,5003.3353009,3775.8797460,5174.6396772,3272.7294901,4389.6075234,3455.5461366,17166.3111568,211.2564221,12920.7113439,5003.3353009,3775.8797460,5174.6396772,3272.7294901
-1.3896746,-1.3896746,-1.1960024,3784.9107362,3166.6165035,14679.8407927,192.4265090,11174.0473702,4399.7952514,3170.0262209,4461.7996405,2821.8898655,3784.9107362,3166.6165035,14679.8407927,176.7854106,11174.0473702,4399.7952514,3170.0262209,4461.7996405,2821.8898655
-1.3846746,-1.3846746,-1.1910024,3317.5156427,2661.4491190,12757.8409967,165.8044452,9824.3586506,3933.6395254,2701.3917601,3910.8161682,2473.4173203,3317.5156427,2661.4491190,12757.8409967,150.1633459,9824.3586506,3933.6395254,2701.3917601,3910.8161682,2473.4173203
-1.3796746,-1.3796746,-1.1860024,2967.5685345,2265.1710197,11318.9257948,145.8655756,8814.4178536,3524.8810068,2350.1221162,3498.2849381,2212.5096617,2967.5685345,2265.1710197,11318.9257948,130.2244779,8814.4178536,3524.8810068,2350.1221162,3498.2849381,2212.5096617
-1.3746746,-1.3746746,-1.1810024,2720.0084970,1958.7871642,10301.4120862,131.7227560,8100.8500337,3042.1893771,2101.1555348,3206.4515599,2027.9380273,2720.0084970,1958.7871642,10301.4120862,116.0821094,8100.8500337,3042.1893771,2101.1555348,3206.4515599,2027.9380273
-1.3696746,-1.3696746,-1.1760024,2564.3781143,1742.8890160,9662.5464151,122.6946701,7653.5889801,2676.9224834,1944.0333641,3022.9884259,1911.9057532,2564.3781143,1727.2479167,9662.5464151,107.1169872,7653.5889801,2676.9224834,1944.0333641,3022.9884259,1911.9057532
-1.3646746,-1.3646746,-1.1710024,2370.2193100,1574.6423631,9378.3133307,115.5058493,7043.2748693,2411.0215838,1872.8516077,2794.1064935,1782.7892082,2370.2193100,1559.0012638,9378.3133307,100.7105655,7043.2748693,2411.0215838,1872.8516077,2794.1064935,1767.1481089
-1.3596746,-1.3596746,-1.1660024,2189.5781822,1461.2714660,9213.2082545,105.7928251,6526.6990391,2231.3344148,1886.3963838,2581.1597227,1648.1098450,2189.5781822,1445.6303666,9213.2082545,90.1637349,6526.6990391,2231.3344148,1886.3963838,2581.1597227,1632.4687457
-1.3546746,-1.3546746,-1.1610024,2086.5138406,1397.2310192,8794.5879595,99.7098487,6233.3737535,2129.2051178,1988.5095828,2459.6634776,1571.2688727,2086.5138406,1381.5899199,8794.5879595,84.0693323,6233.3737535,2129.2051178,1988.5095828,2459.6634776,1555.6277734
-1.3496746,-1.3496746,-1.1560024,2056.6227793,1379.6925108,8675.8858150,97.7833967,6150.9428642,2100.2348167,2013.0107419,2424.4267348,1548.9831998,2056.6227793,1364.0514114,8675.8858150,82.1462064,6150.9428642,2100.2348167,2013.0107419,2424.4267348,1533.3421004
-1.3446746,-1.3446746,-1.1510024,2099.7042490,1408.5081354,8856.7178059,99.9540235,6279.1246707,2144.2282671,1941.1804784,2475.2128429,1581.1031548,2099.7042490,1392.8670360,8856.7178059,84.3616726,6279.1246707,2144.2282671,1941.1804784,2475.2128429,1565.4620555
-1.3396746,-1.3396746,-1.1460024,2219.9117480,1486.3052189,9354.5154298,106.2973694,6630.1675368,2265.3453336,1976.7684561,2616.9181071,1670.7254331,2219.9117480,1470.6641196,9354.5154298,90.9390743,6630.1675368,2265.3453336,1976.7684561,2616.9181071,1655.0843337
-1.3346746,-1.3346746,-1.1410024,2426.1346065,1618.7271289,10116.6490684,117.2106969,7229.9686377,2472.4825516,2123.8181391,2860.0216147,1824.4775913,2426.1346065,1603.0860296,10116.6490684,102.3789351,7229.9686377,2472.4825516,2123.8181391,2860.0216147,1808.8364920
-1.3296746,-1.3296746,-1.1360024,2568.7952010,1814.8424455,10354.3649356,130.8644452,7551.6948656,2765.5311611,2372.0592410,3028.1954591,1915.1989702,2568.7952010,1799.2013462,10354.3649356,116.1119326,7551.6948656,2765.5311611,2372.0592410,3028.1954591,1915.1989702
-1.3246746,-1.3246746,-1.1310024,2627.7507905,2041.9470341,10597.9758747,134.8768877,7723.6242712,2825.0052320,2430.4963490,3097.6945956,1959.1540836,2627.7507905,2041.9470341,10597.9758747,119.2363480,7723.6242712,2825.0052320,2430.4963490,3097.6945956,1959.1540836
-1.3196746,-1.3196746,-1.1260024,2725.5995654,2104.9679379,10999.9377323,140.2530573,8006.9211686,2923.3429790,2527.8561518,3213.0425283,2032.1065217,2725.5995654,2104.9679379,10999.9377323,124.6120061,8006.9211686,2923.3429790,2527.8561518,3213.0425283,2032.1065217
-1.3146746,-1.3146746,-1.1210024,2867.0390033,2195.7464712,11579.3326894,148.1617688,8415.0210537,3065.2492880,2668.8287187,3379.7768260,2137.5585506,2867.0390033,2195.7464712,11579.3326894,132.5206842,8415.0210537,3065.2492880,2668.8287187,3379.7768260,2137.5585506
-1.3096746,-1.3096746,-1.1160024,3058.4396534,2318.3712319,12361.9631974,158.9895029,8966.0901843,3257.1015498,2859.7777570,3605.4073391,2280.2598169,3058.4396534,2318.3712319,12361.9631974,143.3484064,8966.0901843,3257.1015498,2859.7777570,3605.4073391,2280.2598169
-1.3046746,-1.3046746,-1.1110024,3307.7381737,2477.9353644,13379.9238973,173.2199970,9682.7240884,3506.8426980,3108.6336493,3899.2901083,2466.1276000,3307.7381737,2477.9353644,13379.9238973,157.5788980,9682.7240884,3506.8426980,3108.6336493,3899.2901083,2466.1276000
-1.2996746,-1.2996746,-1.1060024,3624.3316540,2680.4688351,14671.1767171,191.4283326,10591.6484061,3823.8755421,3424.7877660,4272.5027876,2702.1680236,3624.3316540,2680.4688351,14671.1767171,175.7872332,10591.6484061,3823.8755421,3424.7877660,4272.5027876,2702.1680236
-1.2946746,-1.2946746,-1.1010024,4018.9554817,2932.8602889,16279.0579812,214.2736603,11723.3719546,4218.9406494,3818.9703140,4737.7006681,2996.3849967,4018.9554817,2932.8602889,16279.0579812,198.6325609,11723.3719546,4218.9406494,3818.9703140,4737.7006681,2996.3849967
-1.2896746,-1.2896746,-1.0960024,4503.5241434,3242.7552440,18251.6348381,242.4897108,13111.7337877,4703.9571698,4303.0911170,5308.9290091,3357.6615210,4503.5241434,3242.7552440,18251.6348381,226.8486115,13111.7337877,4703.9571698,4303.0911170,5308.9290091,3357.6615210
-1.2846746,-1.2846746,-1.0910024,5090.9112163,3618.4153596,20640.8156820,276.8715920,14793.2771327,5291.8028507,4890.0195819,6001.3636828,3795.5956609,5090.9112163,3618.4153596,20640.8156820,261.2304927,14793.2771327,5291.8028507,4890.0195819,6001.3636828,3795.5956609
-1.2796746,-1.2796746,-1.0860024,5794.6420413,4068.5217418,23501.1082245,318.2572040,16806.3753225,5996.0067347,5593.2773479,6830.9488860,4320.2714120,5794.6420413,4068.5217418,23501.1082245,302.6161047,16806.3753225,5996.0067347,5593.2773479,6830.9488860,4320.2714120
-1.2746746,-1.2746746,-1.0810024,6628.4710930,4601.9042890,26887.9129837,367.5003422,19190.0306980,6830.3265516,6426.6156344,7813.8989270,4941.9436031,6628.4710930,4601.9042890,26887.9129837,351.8604069,19190.0306980,6830.3265516,6426.6156344,7813.8989270,4941.9436031
