# r[nm],d[nm],daligned[nm],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol],UCMin(d)[kJ/mol],UKMin(d)[kJ/mol],UClMin(d)[kJ/mol],UC2AMin(d)[kJ/mol],UC4AMin(d)[kJ/mol],UCPlusMin(d)[kJ/mol],UCMinusMin(d)[kJ/mol],UCMoreLJMin(d)[kJ/mol],UCLessLJMin(d)[kJ/mol]
-0.5897124,-0.5897124,-0.4162905,10628.7988963,6751.1294832,43464.4972743,590.4838326,30575.2328800,10628.7988963,10628.7988963,12529.6405650,7924.4404897,10628.7988963,6751.1294832,43464.4972743,574.8427332,30575.2328800,10628.7988963,10628.7988963,12529.6405650,7924.4404897
-0.5847124,-0.5847124,-0.4112905,10694.9537814,6793.0503891,43738.8448110,594.3032131,30767.9997985,10694.9537814,10694.9537814,12607.6265105,7973.7631324,10694.9537814,6793.0503891,43738.8448110,578.6621137,30767.9997985,10694.9537814,10694.9537814,12607.6265105,7973.7631324
-0.5797124,-0.5797124,-0.4062905,10840.0830340,6885.7270891,44329.0007611,602.9756329,31183.1973643,10840.0830340,10840.0830340,12778.7105048,8081.9661510,10840.0830340,6885.7270891,44329.0007611,587.3345335,31183.1973643,10840.0830340,10840.0830340,12778.7105048,8081.9661510
-0.5747124,-0.5747124,-0.4012905,11046.6943969,7017.9227994,45164.8238892,615.4148271,31771.4349070,11046.6943969,11046.6943969,13022.2719965,8236.0079639,11046.6943969,7017.9227994,45164.8238892,599.7737278,31771.4349070,11046.6943969,11046.6943969,13022.2719965,8236.0079639
-0.5697124,-0.5697124,-0.3962905,11306.2407493,7184.1521641,46211.9784640,631.0950471,32508.5370535,11306.2407493,11306.2407493,13328.2353079,8429.5161527,11306.2407493,7184.1521641,46211.9784640,615.4539477,32508.5370535,11306.2407493,11306.2407493,13328.2353079,8429.5161527
-0.5647124,-0.5647124,-0.3912905,11618.5190864,7384.2939471,47469.5402970,650.0127095,33393.8573286,11618.5190864,11618.5190864,13696.3611289,8662.3393647,11618.5190864,7384.2939471,47469.5402970,634.3716102,33393.8573286,11618.5190864,11618.5190864,13696.3611289,8662.3393647
-0.5597124,-0.5597124,-0.3862905,11991.5333834,7623.5027949,48969.4488798,672.6777800,34449.8922835,11991.5333834,11991.5333834,14136.0848562,8940.4450686,11991.5333834,7623.5027949,48969.4488798,657.0366807,34449.8922835,11991.5333834,11991.5333834,14136.0848562,8940.4450686
-0.5547124,-0.5547124,-0.3812905,12441.7340933,7912.3638912,50777.4573282,700.1293435,35722.9508370,12441.7340933,12441.7340933,14666.7989220,9276.0981154,12441.7340933,7912.3638912,50777.4573282,684.4882442,35722.9508370,12441.7340933,12441.7340933,14666.7989220,9276.0981154
-0.5497124,-0.5497124,-0.3762905,12994.6324807,8267.2893189,52995.5733495,733.9752315,37284.8740335,12994.6324807,12994.6324807,15318.5769949,9688.3187633,12994.6324807,8267.2893189,52995.5733495,718.3341322,37284.8740335,12994.6324807,12994.6324807,15318.5769949,9688.3187633
-0.5447124,-0.5447124,-0.3712905,13685.8780133,8711.2128838,55766.3441534,776.4612815,39236.0537596,13685.8780133,13685.8780133,16133.4440510,10203.6859408,13685.8780133,8711.2128838,55766.3441534,760.8201821,39236.0537596,13685.8780133,13685.8780133,16133.4440510,10203.6859408
-0.5397124,-0.5397124,-0.3662905,14562.9951274,9274.7097411,59279.7698992,830.5826569,41710.3029941,14562.9951274,14562.9951274,17167.4237397,10857.6321149,14562.9951274,9274.7097411,59279.7698992,814.9415718,41710.3029941,14562.9951274,14562.9951274,17167.4237397,10857.6321149
-0.5347124,-0.5347124,-0.3612905,15688.1213248,9997.7609572,63784.2115267,900.2586539,44882.5395707,15688.1213248,15688.1213248,18493.7661591,11696.4847154,15688.1213248,9997.7609572,63784.2115267,884.6179425,44882.5395707,15688.1213248,15688.1213248,18493.7661591,11696.4847154
-0.5297124,-0.5297124,-0.3562905,17142.3024830,10932.5209239,69603.5121596,990.6085385,48980.8464957,17142.3024830,17142.3024830,20208.0113345,12780.6685599,17142.3024830,10932.5209239,69603.5121596,974.9676682,48980.8464957,17142.3024830,17142.3024830,20208.0113345,12780.6685599
-0.5247124,-0.5247124,-0.3512905,19032.2333728,12147.6594886,77163.8757402,1108.3789229,54305.4047897,19032.2333728,19032.2333728,22435.9352018,14189.7313347,19032.2333728,12147.6594886,77163.8757402,1092.7378265,54305.4047897,19032.2333728,19032.2333728,22435.9352018,14189.7313347
-0.5197124,-0.5197124,-0.3462905,21500.8635125,13735.1934700,87036.1685120,1262.6215186,61258.2894846,21500.8635125,21500.8635125,25346.0522000,16030.2509291,21500.8635125,13735.1934700,87036.1685120,1246.9804193,61258.2894846,21500.8635125,21500.8635125,25346.0522000,16030.2509291
-0.5147124,-0.5147124,-0.3412905,24744.1556975,15821.2809103,100002.7670064,1465.7618922,70390.5551798,24744.1556975,24744.1556975,29169.3708761,18448.3299766,24744.1556975,15821.2809103,100002.7670064,1450.1207928,70390.5551798,24744.1556975,24744.1556975,29169.3708761,18448.3299766
-0.5097124,-0.5097124,-0.3362905,26873.0477301,17148.3989888,109106.3940547,1568.6066138,76776.4409046,26873.0477301,26873.0477301,31678.9914108,20035.5533670,26873.0477301,17148.3989888,109106.3940547,1552.9655145,76776.4409046,26873.0477301,26873.0477301,31678.9914108,20035.5533670
-0.5047124,-0.5047124,-0.3312905,28053.5873153,17909.6935336,113796.4512904,1643.7163968,80080.9500957,28053.5873153,28053.5873153,33070.6572820,20915.7201460,28053.5873153,17909.6935336,113796.4512904,1628.0752975,80080.9500957,28053.5873153,28053.5873153,33070.6572820,20915.7201460
-0.4997124,-0.4997124,-0.3262905,28264.9051138,18021.0518038,115038.2078412,1645.8901980,80936.9668469,28264.9051138,28264.9051138,33319.7669026,21073.2709036,28264.9051138,18021.0518038,115038.2078412,1630.2490987,80936.9668469,28264.9051138,28264.9051138,33319.7669026,21073.2709036
-0.4947124,-0.4947124,-0.3212905,25636.2834952,16338.1611903,104412.3653300,1486.0933070,73458.5093788,25636.2834952,25636.2834952,30221.0457410,19113.4675628,25636.2834952,16338.1611903,104412.3653300,1470.4522076,73458.5093788,25636.2834952,25636.2834952,30221.0457410,19113.4675628
-0.4897124,-0.4897124,-0.3162905,23607.0158481,15038.9189335,96211.1918495,1362.7959786,67686.4289826,23607.0158481,23607.0158481,27828.8662975,17600.5204401,23607.0158481,15038.9189335,96211.1918495,1347.1548792,67686.4289826,23607.0158481,23607.0158481,27828.8662975,17600.5204401
-0.4847124,-0.4847124,-0.3112905,22129.3549644,14092.7571373,90241.4724813,1273.0716219,63484.7547981,22129.3549644,22129.3549644,26086.9423106,16498.8309782,22129.3549644,14092.7571373,90241.4724813,1257.4305226,63484.7547981,22129.3549644,22129.3549644,26086.9423106,16498.8309782
-0.4797124,-0.4797124,-0.3062905,21166.7507252,13476.2810529,86355.2417743,1214.6840942,60749.3617777,21166.7507252,21166.7507252,24952.1870817,15781.1487562,21166.7507252,13476.2810529,86355.2417743,1199.0429948,60749.3617777,21166.7507252,21166.7507252,24952.1870817,15781.1487562
-0.4747124,-0.4747124,-0.3012905,18742.7967708,11962.9379183,76003.1707333,1093.4742301,53487.6652551,18742.7967708,18742.7967708,22094.7361044,13973.9380781,18742.7967708,11962.9379183,76003.1707333,1077.8331310,53487.6652551,18742.7967708,18742.7967708,22094.7361044,13973.9380781
-0.4697124,-0.4697124,-0.2962905,16688.0861159,10640.8295879,67797.9101722,964.5063464,47708.3065146,16688.0861159,16688.0861159,19672.5634561,12442.0215871,16688.0861159,10640.8295879,67797.9101722,949.0436918,47708.3065146,16688.0861159,16688.0861159,19672.5634561,12442.0215871
-0.4647124,-0.4647124,-0.2912905,14635.7794043,9312.4825687,59756.2889976,836.1755081,42036.3862603,14635.7794043,14635.7794043,17253.2246694,10911.8973876,14635.7794043,9312.4825687,59756.2889976,820.5344088,42036.3862603,14635.7794043,14635.7794043,17253.2246694,10911.8973876
-0.4597124,-0.4597124,-0.2862905,12811.9510492,8144.5925678,52391.5632873,725.6951116,36852.6505725,12811.9510492,12811.9510492,15103.2250350,9552.1182250,12811.9510492,8144.5925678,52391.5632873,710.0540122,36852.6505725,12811.9510492,12811.9510492,15103.2250350,9552.1182250
-0.4547124,-0.4547124,-0.2812905,11338.1369350,7201.0570501,46437.7066641,636.6574264,32662.0615447,11338.1369350,11338.1369350,13365.8357692,8453.2967725,11338.1369350,7201.0570501,46437.7066641,621.0163270,32662.0615447,11338.1369350,11338.1369350,13365.8357692,8453.2967725
-0.4497124,-0.4497124,-0.2762905,10176.5740371,6457.5925259,41743.5066291,566.6813859,29358.1357304,10176.5740371,10176.5740371,11996.5403534,7587.2783118,10176.5740371,6457.5925259,41743.5066291,551.0402866,29358.1357304,10176.5740371,10176.5740371,11996.5403534,7587.2783118
-0.4447124,-0.4447124,-0.2712905,9299.9084049,5896.6026427,38199.5260608,514.0382207,26863.8035618,9299.9084049,9299.9084049,10963.0928892,6933.6687460,9299.9084049,5896.6026427,38199.5260608,498.3971213,26863.8035618,9299.9084049,9299.9084049,10963.0928892,6933.6687460
