# r[nm],d[nm],daligned[nm],Uwater(d)[kj/mol],UMinwater(d)[kj/mol]
0.7722244,0.0222244,-0.0000000,90213.7804264,90213.7804264
0.7822244,0.0322244,0.0100000,64606.8338188,64606.8338188
0.7922244,0.0422244,0.0200000,44825.4314712,44825.4314712
0.8022244,0.0522244,0.0300000,30428.5317720,30428.5317720
0.8122244,0.0622244,0.0400000,20313.7295736,20313.7295736
0.8222244,0.0722244,0.0500000,13392.1806960,13392.1806960
0.8322244,0.0822244,0.0600000,8749.5409376,8749.5409376
0.8422244,0.0922244,0.0700000,5681.1103542,5681.1103542
0.8522244,0.1022244,0.0800000,3674.2921745,3674.2921745
0.8622244,0.1122244,0.0900000,2371.0678199,2371.0678199
0.8722244,0.1222244,0.1000000,1552.0744000,1528.5095874
0.8822244,0.1322244,0.1100000,1008.6691761,985.1270008
0.8922244,0.1422244,0.1200000,658.2097126,635.0837394
0.9022244,0.1522244,0.1300000,430.5827022,409.2339926
0.9122244,0.1622244,0.1400000,281.3783863,260.0106252
0.9222244,0.1722244,0.1500000,183.4182545,161.8651037
0.9322244,0.1822244,0.1600000,117.2917105,94.7963719
0.9422244,0.1922244,0.1700000,70.6672285,46.5156065
0.9522244,0.2022244,0.1800000,38.5481475,13.7902467
0.9622244,0.2122244,0.1900000,0.7820936,-21.8142208
0.9722244,0.2222244,0.2000000,-36.1630366,-58.7757436
0.9822244,0.2322244,0.2100000,-59.9667324,-81.9904104
0.9922244,0.2422244,0.2200000,-75.2191966,-96.0497616
1.0022244,0.2522244,0.2300000,-85.2925867,-107.1403749
1.0122244,0.2622244,0.2400000,-91.8071253,-114.4511358
1.0222244,0.2722244,0.2500000,-95.5619533,-118.4648817
1.0322244,0.2822244,0.2600000,-97.3024810,-120.1682715
1.0422244,0.2922244,0.2700000,-98.1355157,-120.2358910
1.0522244,0.3022244,0.2800000,-103.5082101,-125.0179337
1.0622244,0.3122244,0.2900000,-108.7575934,-129.8752645
1.0722244,0.3222244,0.3000000,-110.8747265,-131.9129913
1.0822244,0.3322244,0.3100000,-111.5241766,-132.3259153
1.0922244,0.3422244,0.3200000,-111.0528153,-132.8952603
1.1022244,0.3522244,0.3300000,-109.2172182,-130.8848238
1.1122244,0.3622244,0.3400000,-106.4785066,-127.3668790
1.1222244,0.3722244,0.3500000,-104.6156478,-123.9958093
1.1322244,0.3822244,0.3600000,-107.1882639,-127.4116050
1.1422244,0.3922244,0.3700000,-109.5839882,-131.4509116
1.1522244,0.4022244,0.3800000,-109.3909438,-131.6689839
1.1622244,0.4122244,0.3900000,-107.2885035,-129.4746113
1.1722244,0.4222244,0.4000000,-104.5560019,-125.9348135
1.1822244,0.4322244,0.4100000,-102.3903018,-122.7455403
1.1922244,0.4422244,0.4200000,-101.7410757,-123.7612276
1.2022244,0.4522244,0.4300000,-100.3030656,-122.8543341
1.2122244,0.4622244,0.4400000,-97.3084409,-119.7584757
1.2222244,0.4722244,0.4500000,-93.5066188,-115.6039689
1.2322244,0.4822244,0.4600000,-89.4108345,-111.0164064
1.2422244,0.4922244,0.4700000,-85.2586731,-106.3414696
1.2522244,0.5022244,0.4800000,-81.1735589,-101.7999676
1.2622244,0.5122244,0.4900000,-77.2349505,-97.5974161
1.2722244,0.5222244,0.5000000,-73.4938640,-93.6215297
1.2822244,0.5322244,0.5100000,-69.9787042,-89.8892444
1.2922244,0.5422244,0.5200000,-66.7011275,-86.4010286
1.3022244,0.5522244,0.5300000,-63.6614371,-83.1483697
1.3122244,0.5622244,0.5400000,-60.8527312,-80.1181782
1.3222244,0.5722244,0.5500000,-58.2637536,-77.2953656
1.3322244,0.5822244,0.5600000,-55.8807369,-74.6643342
1.3422244,0.5922244,0.5700000,-53.6885770,-72.2098140
1.3522244,0.6022244,0.5800000,-51.6716154,-69.9173102
1.3622244,0.6122244,0.5900000,-49.8142071,-67.7733164
