# r[nm],ssd(r)[nm]
-1.5652449,-1.5652449
-1.5602449,-1.5602449
-1.5552449,-1.5552449
-1.5502449,-1.5502449
-1.5452449,-1.5452449
-1.5402449,-1.5402449
-1.5352449,-1.5352449
-1.5302449,-1.5302449
-1.5252449,-1.5252449
-1.5202449,-1.5202449
-1.5152449,-1.5152449
-1.5102449,-1.5102449
-1.5052449,-1.5052449
-1.5002449,-1.5002449
-1.4952449,-1.4952449
-1.4902449,-1.4902449
-1.4852449,-1.4852449
-1.4802449,-1.4802449
-1.4752449,-1.4752449
-1.4702449,-1.4702449
-1.4652449,-1.4652449
-1.4602449,-1.4602449
-1.4552449,-1.4552449
-1.4502449,-1.4502449
-1.4452449,-1.4452449
-1.4402449,-1.4402449
-1.4352449,-1.4352449
-1.4302449,-1.4302449
-1.4252449,-1.4252449
-1.4202449,-1.4202449
-1.4152449,-1.4152449
-1.4102449,-1.4102449
-1.4052449,-1.4052449
-1.4002449,-1.4002449
-1.3952449,-1.3952449
-1.3902449,-1.3902449
-1.3852449,-1.3852449
-1.3802449,-1.3802449
-1.3752449,-1.3752449
-1.3702449,-1.3702449
-1.3652449,-1.3652449
-1.3602449,-1.3602449
-1.3552449,-1.3552449
-1.3502449,-1.3502449
-1.3452449,-1.3452449
-1.3402449,-1.3402449
-1.3352449,-1.3352449
-1.3302449,-1.3302449
-1.3252449,-1.3252449
-1.3202449,-1.3202449
-1.3152449,-1.3152449
-1.3102449,-1.3102449
-1.3052449,-1.3052449
-1.3002449,-1.3002449
-1.2952449,-1.2952449
-1.2902449,-1.2902449
-1.2852449,-1.2852449
-1.2802449,-1.2802449
-1.2752449,-1.2752449
-1.2702449,-1.2702449
-1.2652449,-1.2652449
-1.2602449,-1.2602449
-1.2552449,-1.2552449
-1.2502449,-1.2502449
-1.2452449,-1.2452449
-1.2402449,-1.2402449
-1.2352449,-1.2352449
-1.2302449,-1.2302449
-1.2252449,-1.2252449
-1.2202449,-1.2202449
-1.2152449,-1.2152449
-1.2102449,-1.2102449
-1.2052449,-1.2052449
-1.2002449,-1.2002449
-1.1952449,-1.1952449
