# r[nm],d[nm],daligned[nm],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UC6A(d)[kJ/mol],UC8A(d)[kJ/mol],UC10A(d)[kJ/mol]
0.7500000,0.0000000,-0.0253408,239306.8265375,153962.1722300,956360.9376819,15042.4649006,673568.1635384,11922833.7462174,120778897.9667106,840399186.4098911
0.7550000,0.0050000,-0.0203408,216882.8850936,139524.3118988,866860.6343439,13620.1842842,610528.6700828,10808487.6866701,109493796.1943001,761882103.5620415
0.7600000,0.0100000,-0.0153408,194158.9602245,124893.8904390,776156.8653573,12179.5631192,546641.7334180,9679079.6474141,98055983.0794179,682302167.7626483
0.7650000,0.0150000,-0.0103408,171807.2578093,110503.7985422,686931.6707009,10763.3409415,483796.4772487,8567991.2343130,86803490.9904625,604011215.8940868
0.7700000,0.0200000,-0.0053408,150378.2088356,96708.4754544,601381.5377817,9406.4791754,423540.0099444,7502564.7339155,76013205.4714869,528935678.1833752
0.7750000,0.0250000,-0.0003408,130288.8453051,83776.4258335,521170.9949676,8135.4251218,367044.7386075,6503525.1747519,65895012.0679417,458535853.5827268
0.7800000,0.0300000,0.0046592,111824.0328133,71891.0186776,447437.4750931,6968.1964011,315111.7966448,5585040.1701212,56592400.7451023,393810111.8656149
0.7850000,0.0350000,0.0096592,95147.5491524,61157.6284792,380835.4475668,5915.0932198,268202.1311661,4755268.3068842,48188017.0078718,335333511.1357276
0.7900000,0.0400000,0.0146592,80319.5926597,51614.9175466,321606.1992381,4979.8200415,226485.6565496,4017226.6999183,40712444.8359686,283318900.1638961
0.7950000,0.0450000,0.0196592,67317.4755006,43248.1690177,269660.3266348,4160.8093392,189899.3612645,3369816.8045794,34154592.2969054,237689171.4603928
0.8000000,0.0500000,0.0246592,56056.8095478,36002.9361217,224662.2039028,3452.5755173,158206.8059409,2808874.9500515,28472327.7869970,198151258.6617836
0.8050000,0.0550000,0.0296592,46411.2241464,29797.7446663,186108.6071077,2846.9739254,131053.5049177,2328150.3184082,23602381.9691188,164265025.8526185
0.8100000,0.0600000,0.0346592,38229.4001690,24535.0658125,153396.6459601,2334.2875421,108014.7758268,1920150.0328842,19468904.4555537,135502798.2356752
0.8150000,0.0650000,0.0396592,31348.8527975,20110.1937079,125878.7376959,1904.1053282,88634.4616734,1576823.1514316,15990389.6125105,111297546.9023710
0.8200000,0.0700000,0.0446592,25606.3911893,16417.9819028,102904.3344295,1545.9879053,72454.3221475,1290079.9468614,13084934.7839502,91079472.2337438
0.8250000,0.0750000,0.0496592,20845.5154433,13357.6065076,83849.4403668,1249.9374170,59034.8242495,1052159.3390318,10673961.1376214,74301891.6578974
0.8300000,0.0800000,0.0546592,16921.1977008,10835.6441109,68135.6989064,1006.7002932,47968.5861100,855866.5984757,8684621.0404434,60457989.4228521
0.8350000,0.0850000,0.0596592,13702.5666067,8767.7990779,55241.1187062,807.9362200,38887.9314732,694707.0411091,7051152.3336412,49090239.7463278
0.8400000,0.0900000,0.0646592,11074.0077965,7079.6105851,44704.4820294,646.2861549,31467.9941476,562941.1181522,5715436.6948508,39794292.5804717
