# r[nm],d[nm],daligned[nm],Ucline3(d)[kj/mol],UMincline3(d)[kj/mol]
-0.1460986,-0.1460986,-0.0000000,140554.0164191,140554.0164191
-0.1360986,-0.1360986,0.0100000,112858.9049403,112858.9049403
-0.1260986,-0.1260986,0.0200000,104926.8000410,104926.8000410
-0.1160986,-0.1160986,0.0300000,110516.8663760,110516.8663760
-0.1060986,-0.1060986,0.0400000,101250.2574586,101250.2574586
-0.0960986,-0.0960986,0.0500000,86098.3727294,86098.3727294
-0.0860986,-0.0860986,0.0600000,75761.9836669,75761.9836669
-0.0760986,-0.0760986,0.0700000,73572.4767968,73572.4767968
-0.0660986,-0.0660986,0.0800000,88990.6306668,88990.6306668
-0.0560986,-0.0560986,0.0900000,57370.0978401,57370.0978401
-0.0460986,-0.0460986,0.1000000,34907.4734435,34907.4734435
-0.0360986,-0.0360986,0.1100000,22112.2373721,22112.2373721
-0.0260986,-0.0260986,0.1200000,14663.1557057,14663.1557057
-0.0160986,-0.0160986,0.1300000,9659.2656227,9659.2656227
-0.0060986,-0.0060986,0.1400000,6133.3555187,6133.3555187
0.0039014,0.0039014,0.1500000,4080.2507764,4080.2507764
0.0139014,0.0139014,0.1600000,2825.4118481,2825.4118481
0.0239014,0.0239014,0.1700000,2018.8213652,2018.8213652
0.0339014,0.0339014,0.1800000,1493.3544846,1474.4286288
0.0439014,0.0439014,0.1900000,1109.8033670,1090.8775113
0.0539014,0.0539014,0.2000000,830.2592783,811.3334226
0.0639014,0.0639014,0.2100000,621.6401704,602.7143147
0.0739014,0.0739014,0.2200000,463.7345192,444.8086635
0.0839014,0.0839014,0.2300000,343.4569190,324.5310632
0.0939014,0.0939014,0.2400000,251.8042835,232.8784278
0.1039014,0.1039014,0.2500000,182.2358678,163.3100121
0.1139014,0.1139014,0.2600000,129.8004184,110.8745627
0.1239014,0.1239014,0.2700000,90.6514525,71.7256020
0.1339014,0.1339014,0.2800000,61.7611118,42.8362423
0.1439014,0.1439014,0.2900000,40.7180186,21.8163832
0.1539014,0.1539014,0.3000000,25.5445030,6.7836511
0.1639014,0.1639014,0.3100000,14.6812220,-3.7354717
0.1739014,0.1739014,0.3200000,7.0326485,-10.8854029
0.1839014,0.1839014,0.3300000,1.7593750,-15.5472957
0.1939014,0.1939014,0.3400000,-1.8670531,-18.3935885
0.2039014,0.2039014,0.3500000,-4.4313246,-19.9328993
0.2139014,0.2139014,0.3600000,-6.3848063,-20.5465483
0.2239014,0.2239014,0.3700000,-8.0245975,-20.5178868
0.2339014,0.2339014,0.3800000,-9.4058306,-20.0555474
0.2439014,0.2439014,0.3900000,-10.4611812,-19.4623188
0.2539014,0.2539014,0.4000000,-11.1754415,-18.6579703
0.2639014,0.2639014,0.4100000,-11.5805377,-18.1622778
0.2739014,0.2739014,0.4200000,-11.7022388,-18.2066027
0.2839014,0.2839014,0.4300000,-11.5687155,-17.8580384
0.2939014,0.2939014,0.4400000,-11.2299994,-17.2615206
0.3039014,0.3039014,0.4500000,-10.7563493,-16.5449171
0.3139014,0.3139014,0.4600000,-10.2239953,-15.9773257
0.3239014,0.3239014,0.4700000,-9.6996970,-15.3237618
0.3339014,0.3339014,0.4800000,-9.2297046,-14.5662156
0.3439014,0.3439014,0.4900000,-8.8352749,-14.3224507
0.3539014,0.3539014,0.5000000,-8.5128891,-14.3672641
0.3639014,0.3639014,0.5100000,-8.2428257,-14.1720220
0.3739014,0.3739014,0.5200000,-7.9998200,-13.8068809
0.3839014,0.3839014,0.5300000,-7.7615486,-13.3452642
0.3939014,0.3939014,0.5400000,-7.5145587,-12.9042182
0.4039014,0.4039014,0.5500000,-7.2554955,-12.5050817
0.4139014,0.4139014,0.5600000,-6.9892749,-12.0660690
0.4239014,0.4239014,0.5700000,-6.7254926,-11.5319034
0.4339014,0.4339014,0.5800000,-6.4733421,-10.9427099
0.4439014,0.4439014,0.5900000,-6.2368588,-10.3273258
0.4539014,0.4539014,0.6000000,-6.0148894,-9.9338815
0.4639014,0.4639014,0.6100000,-5.8021863,-9.4874495
0.4739014,0.4739014,0.6200000,-5.5901543,-8.9824965
0.4839014,0.4839014,0.6300000,-5.3699807,-8.4509875
0.4939014,0.4939014,0.6400000,-5.1351936,-7.9245997
0.5039014,0.5039014,0.6500000,-4.8832371,-7.4547155
0.5139014,0.5139014,0.6600000,-4.6166682,-6.9897395
0.5239014,0.5239014,0.6700000,-4.3423130,-6.5298871
0.5339014,0.5339014,0.6800000,-4.0683930,-6.1052964
0.5439014,0.5439014,0.6900000,-3.8019872,-5.7024841
0.5539014,0.5539014,0.7000000,-3.5479907,-5.3284609
0.5639014,0.5639014,0.7100000,-3.3091797,-4.9814949
0.5739014,0.5739014,0.7200000,-3.0867146,-4.6502355
0.5839014,0.5839014,0.7300000,-2.8806789,-4.3350611
0.5939014,0.5939014,0.7400000,-2.6905077,-4.0365093
0.6039014,0.6039014,0.7500000,-2.5152860,-3.7590150
0.6139014,0.6139014,0.7600000,-2.3539395,-3.4991821
0.6239014,0.6239014,0.7700000,-2.2053516,-3.2575778
0.6339014,0.6339014,0.7800000,-2.0684300,-3.0339379
0.6439014,0.6439014,0.7900000,-1.9421420,-2.8275154
0.6539014,0.6539014,0.8000000,-1.8255315,-2.6375025
0.6639014,0.6639014,0.8100000,-1.7177240,-2.4626906
0.6739014,0.6739014,0.8200000,-1.6179264,-2.3017665
0.6839014,0.6839014,0.8300000,-1.5254223,-2.1535977
0.6939014,0.6939014,0.8400000,-1.4395664,-2.0171035
0.7039014,0.7039014,0.8500000,-1.3597780,-1.8912720
0.7139014,0.7139014,0.8600000,-1.2855349,-1.7751667
0.7239014,0.7239014,0.8700000,-1.2163669,-1.6679284
0.7339014,0.7339014,0.8800000,-1.1518507,-1.5687732
0.7439014,0.7439014,0.8900000,-1.0916045,-1.4769886
0.7539014,0.7539014,0.9000000,-1.0352836,-1.3919286
0.7639014,0.7639014,0.9100000,-0.9825761,-1.3130089
0.7739014,0.7739014,0.9200000,-0.9331996,-1.2397008
0.7839014,0.7839014,0.9300000,-0.8868980,-1.1715264
0.7939014,0.7939014,0.9400000,-0.8434386,-1.1080538
0.8039014,0.8039014,0.9500000,-0.8026096,-1.0488924
0.8139014,0.8139014,0.9600000,-0.7642178,-0.9936887
0.8239014,0.8239014,0.9700000,-0.7280872,-0.9421224
0.8339014,0.8339014,0.9800000,-0.6940567,-0.8939041
0.8439014,0.8439014,0.9900000,-0.6619788,-0.8487856
0.8539014,0.8539014,1.0000000,-0.6317184,-0.8065045
0.8639014,0.8639014,1.0100000,-0.6031513,-0.7668449
0.8739014,0.8739014,1.0200000,-0.5761636,-0.7296100
0.8839014,0.8839014,1.0300000,-0.5506503,-0.6946204
0.8939014,0.8939014,1.0400000,-0.5265147,-0.6617122
0.9039014,0.9039014,1.0500000,-0.5036675,-0.6307354
0.9139014,0.9139014,1.0600000,-0.4820264,-0.6015565
0.9239014,0.9239014,1.0700000,-0.4615152,-0.5740539
0.9339014,0.9339014,1.0800000,-0.4420633,-0.5481049
0.9439014,0.9439014,1.0900000,-0.4236055,-0.5236035
0.9539014,0.9539014,1.1000000,-0.4060811,-0.5004517
0.9639014,0.9639014,1.1100000,-0.3894338,-0.4785598
0.9739014,0.9739014,1.1200000,-0.3736114,-0.4578449
0.9839014,0.9839014,1.1300000,-0.3585653,-0.4382306
0.9939014,0.9939014,1.1400000,-0.3442502,-0.4196464
1.0039014,1.0039014,1.1500000,-0.3306239,-0.4020271
1.0139014,1.0139014,1.1600000,-0.3176470,-0.3853123
1.0239014,1.0239014,1.1700000,-0.3052830,-0.3694467
1.0339014,1.0339014,1.1800000,-0.2934975,-0.3543839
1.0439014,1.0439014,1.1900000,-0.2822585,-0.3400691
1.0539014,1.0539014,1.2000000,-0.2715360,-0.3264578
1.0639014,1.0639014,1.2100000,-0.2613019,-0.3135084
1.0739014,1.0739014,1.2200000,-0.2515300,-0.3011825
1.0839014,1.0839014,1.2300000,-0.2421957,-0.2894441
1.0939014,1.0939014,1.2400000,-0.2332758,-0.2782597
1.1039014,1.1039014,1.2500000,-0.2247486,-0.2675982
1.1139014,1.1139014,1.2600000,-0.2165939,-0.2574303
1.1239014,1.1239014,1.2700000,-0.2087924,-0.2477289
1.1339014,1.1339014,1.2800000,-0.2013262,-0.2384683
1.1439014,1.1439014,1.2900000,-0.1941783,-0.2296248
1.1539014,1.1539014,1.3000000,-0.1873327,-0.2211761
1.1639014,1.1639014,1.3100000,-0.1807746,-0.2131012
1.1739014,1.1739014,1.3200000,-0.1744897,-0.2053805
1.1839014,1.1839014,1.3300000,-0.1684646,-0.1979955
1.1939014,1.1939014,1.3400000,-0.1626868,-0.1909289
1.2039014,1.2039014,1.3500000,-0.1571444,-0.1841645
1.2139014,1.2139014,1.3600000,-0.1518262,-0.1776871
1.2239014,1.2239014,1.3700000,-0.1467216,-0.1714821
1.2339014,1.2339014,1.3800000,-0.1418205,-0.1655361
1.2439014,1.2439014,1.3900000,-0.1371134,-0.1598364
1.2539014,1.2539014,1.4000000,-0.1325914,-0.1543708
1.2639014,1.2639014,1.4100000,-0.1282460,-0.1491280
1.2739014,1.2739014,1.4200000,-0.1240692,-0.1440974
1.2839014,1.2839014,1.4300000,-0.1200533,-0.1392700
1.2939014,1.2939014,1.4400000,-0.1161910,-0.1346376
1.3039014,1.3039014,1.4500000,-0.1124756,-0.1301884
1.3139014,1.3139014,1.4600000,-0.1089005,-0.1259138
1.3239014,1.3239014,1.4700000,-0.1054596,-0.1218059
1.3339014,1.3339014,1.4800000,-0.1021470,-0.1178569
1.3439014,1.3439014,1.4900000,-0.0989572,-0.1140596
1.3539014,1.3539014,1.5000000,-0.0958848,-0.1104073
1.3639014,1.3639014,1.5100000,-0.0929248,-0.1068935
1.3739014,1.3739014,1.5200000,-0.0900725,-0.1035120
1.3839014,1.3839014,1.5300000,-0.0873233,-0.1002570
1.3939014,1.3939014,1.5400000,-0.0846729,-0.0971230
1.4039014,1.4039014,1.5500000,-0.0821171,-0.0941047
1.4139014,1.4139014,1.5600000,-0.0796521,-0.0911972
1.4239014,1.4239014,1.5700000,-0.0772741,-0.0883957
1.4339014,1.4339014,1.5800000,-0.0749795,-0.0856956
1.4439014,1.4439014,1.5900000,-0.0727650,-0.0830928
1.4539014,1.4539014,1.6000000,-0.0706274,-0.0805831
1.4639014,1.4639014,1.6100000,-0.0685634,-0.0781627
1.4739014,1.4739014,1.6200000,-0.0665703,-0.0758279
1.4839014,1.4839014,1.6300000,-0.0646452,-0.0735751
1.4939014,1.4939014,1.6400000,-0.0627853,-0.0714011
1.5039014,1.5039014,1.6500000,-0.0609883,-0.0693025
1.5139014,1.5139014,1.6600000,-0.0592515,-0.0672765
1.5239014,1.5239014,1.6700000,-0.0575727,-0.0653200
1.5339014,1.5339014,1.6800000,-0.0559496,-0.0634303
1.5439014,1.5439014,1.6900000,-0.0543801,-0.0616047
1.5539014,1.5539014,1.7000000,-0.0528621,-0.0598408
1.5639014,1.5639014,1.7100000,-0.0513938,-0.0581361
1.5739014,1.5739014,1.7200000,-0.0499732,-0.0564884
1.5839014,1.5839014,1.7300000,-0.0485985,-0.0548953
1.5939014,1.5939014,1.7400000,-0.0472681,-0.0533549
