# r[nm],d[nm],daligned[nm],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UC6A(d)[kJ/mol],UC8A(d)[kJ/mol],UC10A(d)[kJ/mol]
0.7500000,0.0000000,-0.0138226,187305.3604161,118148.8435363,751151.3573169,11742.8416614,527386.9387649,9338969.5854178,94612266.5551395,658343674.0989236
0.7550000,0.0050000,-0.0088226,165564.3881831,104148.8939744,664364.8205730,10365.6097927,466257.1067930,8258175.5961625,83666512.0841905,582186787.7294481
0.7600000,0.0100000,-0.0038226,144791.3696100,90772.8887813,581434.1642663,9050.6092622,407843.4299317,7225295.3388138,73205769.9371314,509403993.6391939
0.7650000,0.0150000,0.0011774,125369.9578319,78267.8335272,503890.8078152,7822.1569715,353224.5583492,6259398.0944836,63423161.2146056,441338957.7977630
0.7700000,0.0200000,0.0061774,107557.5501544,66799.4067697,432762.6353331,6696.5184260,303124.4643467,5373288.6887192,54448377.3984261,378894051.2155521
0.7750000,0.0250000,0.0111774,91497.1556593,56459.6093331,368621.2756143,5682.6701845,257945.7470082,4574095.0578176,46353628.1899372,322571727.5838100
0.7800000,0.0300000,0.0161774,77234.8462782,47278.0095336,311651.6567450,4783.4176363,217818.6263222,3864133.0159983,39162396.2853396,272535429.8185719
0.7850000,0.0350000,0.0211774,64739.7875783,39234.6491972,261731.8588225,3996.6762067,182657.1907007,3241899.2635657,32859490.9110265,228679532.9390768
0.7900000,0.0400000,0.0261774,53924.4079158,32273.0377443,218513.5296896,3316.7601395,152216.0406788,2703071.5413598,27401174.0397344,190699793.2414854
0.7950000,0.0450000,0.0311774,44662.9636006,26312.1120024,181495.9148461,2735.5677365,126142.4342012,2241429.4820118,22724483.9602760,158158213.9106696
0.8000000,0.0500000,0.0361774,36807.4482397,21256.4843164,150089.3055390,2243.5961004,104020.9779739,1849643.9421616,18755227.4677121,130538648.4861697
0.8050000,0.0550000,0.0411774,30200.3832333,17004.6808697,123666.0565849,1830.7560529,85409.5629432,1519911.7964105,15414407.5450868,107291520.1465456
0.8100000,0.0600000,0.0461774,24684.4697381,13455.3577365,101599.0932882,1486.9862118,69866.4871779,1244435.1627707,12623076.0437812,87867583.6885217
0.8150000,0.0650000,0.0511774,20109.3748327,10511.6705520,83288.9930336,1202.6838565,56969.5308863,1015758.5380641,10305747.7742811,71741679.1278297
0.8200000,0.0700000,0.0561774,16336.0848500,8084.0768764,68181.3663821,968.9804117,46328.1985620,826985.2771764,8392592.9767129,58427986.3187549
0.8250000,0.0750000,0.0611774,13239.3170374,6091.8877822,55776.4949208,777.8930466,37590.5069551,671897.7459943,6820654.4723591,47488494.0774002
0.8300000,0.0800000,0.0661774,10708.4690049,4463.8776239,45633.1368429,622.3831012,30445.6649563,545004.9069870,5534330.0283313,38536357.1792832
0.8350000,0.0850000,0.0711774,8647.5322324,3138.2266502,37368.1994958,496.3486171,24623.8423238,441538.4669827,4485333.8548339,31235629.4722289
0.8400000,0.0900000,0.0761774,6974.3233336,2062.0243377,30653.6890007,394.5735832,19894.0205158,357415.1238148,3632314.7850080,25298608.3336671
0.8450000,0.0950000,0.0811774,5619.3101397,1190.5119392,25212.0417081,312.6515918,16060.7038023,289178.6531601,2940270.2659594,20481758.4101436
0.8500000,0.1000000,0.0861774,4524.2384150,486.1968215,20810.6582758,246.8970324,12960.0688028,233932.0465879,2379859.5499798,16580933.9395746
0.8550000,0.1050000,0.0911774,3640.7039852,-67.3322169,17256.2178955,208.9878295,10455.9592393,189266.8871385,1926688.8529487,13426405.9201848
0.8600000,0.1100000,0.0961774,2928.7659109,-572.8383961,14389.1542679,166.9200240,8435.9946872,153194.7124275,1560616.5809068,10878028.7878960
0.8650000,0.1150000,0.1011774,2355.6587627,-988.5895388,12078.5251092,133.3076502,6807.9565806,124083.2519539,1265107.8604385,8820750.0158994
0.8700000,0.1200000,0.1061774,1894.6346693,-1315.9843832,10217.3977686,106.3965748,5496.5378006,100599.0668921,1026653.8547500,7160570.3629356
0.8750000,0.1250000,0.1111774,1523.9468055,-1574.1160840,8718.7977456,84.8448087,4440.4887994,81657.1777071,834261.7995760,5820996.0705530
0.8800000,0.1300000,0.1161774,1225.9735283,-1777.8926421,7512.2171768,67.6449944,3590.1581844,66377.6460930,679015.4266031,4739980.7113890
0.8850000,0.1350000,0.1211774,986.4747759,-1938.9591077,6540.6500588,53.9810496,2905.4043483,54048.7004506,553701.6211812,3867327.8059867
0.8900000,0.1400000,0.1261774,793.9682299,-2066.4184096,5758.1045398,43.1665365,2353.8431542,44095.7892698,452497.0861143,3162510.8878267
0.8950000,0.1450000,0.1311774,639.2110031,-2167.3933538,5127.5356399,34.6262890,1909.3917745,36055.8596853,370707.9005507,2592861.5528356
0.9000000,0.1500000,0.1361774,514.7724099,-2247.4640020,4619.1409266,27.8841574,1546.8704409,29283.6119714,300922.2245374,2103039.0346668
0.9050000,0.1550000,0.1411774,409.1257554,-2311.0076644,4166.8286298,22.5529391,1238.8733022,23685.1313900,243894.6977414,1705620.7849799
0.9100000,0.1600000,0.1461774,324.4193047,-2361.4630205,3763.6387254,18.3218863,993.7243012,19212.3493088,198298.7438317,1387799.2327607
0.9150000,0.1650000,0.1511774,257.1139128,-2401.5352621,3440.9745726,14.9418297,798.1613622,15629.3130487,161741.5333091,1132919.4076721
0.9200000,0.1700000,0.1561774,203.5451455,-2433.3554686,3182.2187539,12.2157542,641.8139493,12751.3319621,132349.6979461,927941.1975782
0.9250000,0.1750000,0.1611774,175.5714793,-2458.6045076,2974.2722195,9.9922403,516.5536873,10433.4878689,108652.9522973,762629.5921808
0.9300000,0.1800000,0.1661774,141.4860349,-2478.6094618,2781.2354330,8.1513679,415.9945344,8561.7885942,89494.4810009,628931.1492855
0.9350000,0.1850000,0.1711774,114.2433486,-2494.4187903,2618.6027100,6.5902206,335.1073843,7046.3442770,73961.8108037,520492.9847965
0.9400000,0.1900000,0.1761774,92.4456325,-2506.8610312,2488.0952078,5.2240276,269.9223310,5816.0936151,61333.3796139,432290.9770174
0.9450000,0.1950000,0.1811774,74.9854638,-2516.5907678,2383.0693796,4.0008488,217.2981863,4814.7194904,51037.1516334,360341.7843666
0.9500000,0.2000000,0.1861774,60.9810790,-2524.1247305,2298.3056737,2.9057962,189.4795697,3997.4788188,42618.4922826,301479.2911434
0.9550000,0.2050000,0.1911774,49.7251843,-2529.8702527,2229.6922286,1.9430271,155.0139271,3328.7364092,35715.1741790,253180.6707389
0.9600000,0.2100000,0.1961774,40.6431816,-2548.9303990,2161.8305423,1.1141380,127.0579252,2780.0420185,30037.8856343,213430.7356854
0.9650000,0.2150000,0.2011774,33.2617493,-2564.2406444,2069.8775812,0.4103676,104.3471467,2328.6273936,25354.9938718,180615.8928753
0.9700000,0.2200000,0.2061774,27.1958485,-2575.9371956,1995.1346669,-0.1841095,85.8632416,1956.2287344,21480.6052590,153441.0405581
0.9750000,0.2250000,0.2111774,22.1525499,-2584.7563589,1934.2201482,-0.6868053,70.7791543,1648.1618724,18265.1861427,130864.2833585
0.9800000,0.2300000,0.2161774,17.9270495,-2591.2658188,1884.4372609,-1.1128333,58.4138018,1392.5941461,15568.8362279,110672.5701658
0.9850000,0.2350000,0.2211774,14.3753411,-2595.9050897,1843.6311000,-1.4726733,48.1978074,1179.9697340,13077.7010354,93183.4867069
0.9900000,0.2400000,0.2261774,11.3825618,-2600.7795293,1810.0763106,-1.7730520,39.6653652,986.8576678,11007.3490625,78634.7288658
0.9950000,0.2450000,0.2311774,8.8492093,-2604.3762657,1782.3887350,-2.0199931,32.4711169,823.1325956,9283.0015997,66504.8245970
1.0000000,0.2500000,0.2361774,6.6940821,-2606.5764960,1759.4557771,-2.2204365,26.3867044,687.0413340,7843.7832031,56369.1590116
1.0050000,0.2550000,0.2411774,4.8584175,-2607.6305197,1725.0317115,-2.3807779,21.2547417,573.7280521,6640.0309165,47881.2394916
1.0100000,0.2600000,0.2461774,3.3011102,-2607.7285684,1686.3601525,-2.5047676,16.9417237,479.2267680,5631.1432061,40757.7173961
1.0150000,0.2650000,0.2511774,1.9888683,-2607.0159543,1652.2229774,-2.5935381,13.3207335,400.2917355,4783.8568599,34766.3886941
1.0200000,0.2700000,0.2561774,0.8896281,-2605.6043730,1620.7215411,-2.6474789,10.2755192,334.2613452,4070.8638946,29716.5614261
1.0250000,0.2750000,0.2611774,-0.0287274,-2603.5803752,1593.1903994,-2.6680134,7.7089702,278.9486992,3469.6991189,25451.3073453
1.0300000,0.2800000,0.2661774,-0.7972599,-2601.0117357,1567.0548794,-2.6582144,5.5458500,232.5534553,2961.8435713,21841.2164692
1.0350000,0.2850000,0.2711774,-1.4445245,-2597.9522510,1545.7052567,-2.6224600,3.7280468,208.2998423,2532.0004766,18779.3527964
1.0400000,0.2900000,0.2761774,-1.9947542,-2594.4453537,1528.1479179,-2.5657367,2.2070515,175.5107845,2167.5093482,16177.1719272
1.0450000,0.2950000,0.2811774,-2.4661378,-2590.5268310,1513.6049802,-2.4930072,0.9388921,147.8858643,1857.8709274,13961.2105160
1.0500000,0.3000000,0.2861774,-2.8707626,-2586.2268609,1501.4650944,-2.4087940,-0.1172603,124.5676342,1594.3612276,12070.3962653
1.0550000,0.3050000,0.2911774,-3.2165770,-2581.5715281,1491.2460203,-2.3169721,-0.9986781,104.8359315,1369.7173516,10453.8578140
1.0600000,0.3100000,0.2961774,-3.5096486,-2576.5839429,1482.5660275,-2.2207149,-1.7385108,88.0877326,1177.8812352,9069.1381172
1.0650000,0.3150000,0.3011774,-3.7550703,-2571.2850549,1475.1219421,-2.1225323,-2.3651161,73.8265829,1013.7902331,7880.7341458
1.0700000,0.3200000,0.3061774,-3.9566983,-2581.8375159,1468.6722236,-2.0243603,-2.9010626,61.6530742,873.2056561,6858.9010038
