# r[nm],d[nm],daligned[nm],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UC6A(d)[kJ/mol],UC8A(d)[kJ/mol],UC10A(d)[kJ/mol]
0.7500000,0.0000000,-0.0374484,358932.5695209,230999.6656003,1433661.7405324,22647.7359020,1009760.4983535,17863570.8427684,180936790.4998451,1258943906.5863683
0.7550000,0.0050000,-0.0324484,348109.8310328,224029.1303105,1390488.9731634,21958.6129615,979350.9812374,17326341.3708506,175496898.9471771,1221096748.3938749
0.7600000,0.0100000,-0.0274484,330488.6541017,212681.6840383,1320178.6091275,20838.6290711,929827.2435763,16451189.9218355,166634746.9611312,1159438738.8567815
0.7650000,0.0150000,-0.0224484,309175.0336042,198956.7058990,1235132.0794682,19484.2839673,869924.0576992,15392580.6538163,155914739.5510775,1084854619.8817205
0.7700000,0.0200000,-0.0174484,285156.4343550,183490.2361780,1139287.9355435,17958.5117148,802415.6316881,14199517.1056261,143833062.8366035,1000796495.5103179
0.7750000,0.0250000,-0.0124484,259449.5064803,166937.0953029,1036701.3308680,16326.0846456,730158.2981496,12922456.0597955,130900623.4101925,910818895.3298440
0.7800000,0.0300000,-0.0074484,233025.7907029,149923.0252366,931247.7384354,14648.8732646,655881.8191883,11609621.7636463,117605729.2338143,818319137.7443988
0.7850000,0.0350000,-0.0024484,206752.7450128,133006.7024469,826387.7481119,12982.0859855,582023.7155704,10304079.7287584,104384460.7922059,726331194.7736027
0.7900000,0.0400000,0.0025516,181354.0123317,116654.1472288,725008.5765887,11371.7386252,510617.6312109,9041764.5951974,91600701.7474999,637386758.8983001
0.7950000,0.0450000,0.0075516,157389.4783577,101225.8826996,629344.4847709,9853.3881628,443237.2788419,7850489.4252271,79536106.3045178,553445440.8272156
0.8000000,0.0500000,0.0125516,135252.9694548,86975.4577640,540967.5347734,8451.9928256,380989.9316325,6749829.9282089,68388925.1701166,475886597.8916517
0.8050000,0.0550000,0.0175516,115183.7318940,74056.8476957,460833.3055623,7182.6515013,324548.6264922,5751692.3685321,58279753.8979115,405549322.8784515
0.8100000,0.0600000,0.0225516,97287.1458054,62537.8029067,389363.4419321,6051.9316777,274210.3117631,4861339.7577774,49261921.6043584,342804717.2235712
0.8150000,0.0650000,0.0275516,81560.2800279,52416.3150834,326547.5192537,5059.5050574,229967.6001456,4078658.4707921,41334314.3207962,287645103.0762838
0.8200000,0.0700000,0.0325516,67918.6046857,43637.8278472,272049.5383551,4199.8555622,191583.7825251,3399482.6284633,34454783.6233327,239777308.0162069
0.8250000,0.0750000,0.0375516,56221.1553953,36111.4486827,225308.2594341,3463.8870056,158663.5016622,2816842.0131820,28552781.4181502,198710566.7635960
0.8300000,0.0800000,0.0425516,46292.4490252,29724.0670827,185624.5942419,2840.3220703,130714.3095599,2322049.1517924,23540366.6435911,163833096.7136187
0.8350000,0.0850000,0.0475516,37940.3289542,24351.8495559,152232.7762365,2316.8403692,107196.7980066,1905584.7332366,19321170.3923195,134474470.3973564
0.8400000,0.0900000,0.0525516,30607.5822964,19639.0482927,122877.0601975,1861.6464584,86523.2501778,1538960.2881975,15605772.0399791,108619207.9160300
