# r[nm],d[nm],daligned[nm],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UC6A(d)[kJ/mol],UC8A(d)[kJ/mol],UC10A(d)[kJ/mol]
-1.4853504,-1.4853504,-1.3527899,5387.1006579,2760.8525813,22397.8647533,307.9382380,15287.7860852,271877.5433869,2757909.8620326,19260105.5179871
-1.4803504,-1.4803504,-1.3477899,5100.6572793,2569.1108983,21257.9589895,290.1617044,14479.7202895,257396.1177327,2608390.2993312,18197326.8130590
-1.4753504,-1.4753504,-1.3427899,4891.4668266,2432.7541325,20428.9732028,276.7171699,13894.6918089,247134.9929787,2501710.4697533,17394063.3093838
-1.4703504,-1.4703504,-1.3377899,4700.4278654,2418.8901370,19531.6056812,265.9834561,13339.4693392,236357.3660394,2385659.8621718,16580494.9493578
-1.4653504,-1.4653504,-1.3327899,4751.4575719,2447.6030782,19734.0591036,269.4435394,13479.1496683,238642.4472612,2407316.5292931,16722654.5565290
-1.4603504,-1.4603504,-1.3277899,5125.6880715,2685.3569224,21210.0770722,294.0658134,14516.4803234,256337.1170379,2582246.1057507,17919067.4240521
-1.4553504,-1.4553504,-1.3227899,5226.7170958,2618.8542820,21789.2854020,298.0764841,14831.9084190,263480.9431883,2668953.6453532,18613674.9088909
-1.4503504,-1.4503504,-1.3177899,5013.1994784,2483.1991989,20945.2454842,284.1820445,14238.6894296,253310.6395197,2568022.1961881,17921030.4807692
-1.4453504,-1.4453504,-1.3127899,4972.0825360,2458.9989576,20781.0165355,281.5616431,14124.5844674,251382.6760795,2549249.5733006,17794626.4138822
-1.4403504,-1.4403504,-1.3077899,5067.4230952,2523.0211680,21155.1431824,287.8448970,14389.9052625,255990.6032542,2595696.9026124,18118155.5640078
-1.4353504,-1.4353504,-1.3027899,5092.1333242,2616.0726472,21124.0675217,291.6405031,14422.4546437,254590.8763612,2563268.1651853,17777866.1241263
-1.4303504,-1.4303504,-1.2977899,4951.3295195,2524.9708573,20568.5697276,282.5599650,14030.8510080,247872.0865687,2496609.3712296,17320623.2906254
-1.4253504,-1.4253504,-1.2927899,4866.1490203,2469.9168114,20233.1273275,277.0522477,13794.4108569,243844.8906551,2456951.1570744,17050498.2174240
-1.4203504,-1.4203504,-1.2877899,4816.4086722,2437.8760629,20038.2279597,273.7935486,13657.1053424,241548.7263492,2434750.0838828,16901915.8760905
-1.4153504,-1.4153504,-1.2827899,4788.8528153,2420.2923397,19931.5872301,271.9192454,13582.0941193,240350.3893782,2423702.6638910,16831488.3640080
