# r[nm],d[nm],daligned[nm],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol]
-1.5180625,-1.5180625,-1.5088005,23242.9584004,13915.6042475,108712.0480847,823.1035470,75841.0546187,23242.9584004,23242.9584004,27399.7012518,17329.0926328
-1.5130625,-1.5130625,-1.5038005,23658.5488335,14167.0594496,110623.7580171,840.0207552,77175.7760383,23658.5488335,23658.5488335,27889.6153803,17638.9415336
-1.5080625,-1.5080625,-1.4988005,24930.2197098,14936.5062660,116473.2360411,891.7463784,81259.7824743,24930.2197098,24930.2197098,29388.7103536,18587.0524425
-1.5030625,-1.5030625,-1.4938005,27067.9949308,16230.0559469,126306.0300222,978.4310517,88124.8933291,27067.9949308,27067.9949308,31908.8027355,20180.8988107
-1.4980625,-1.4980625,-1.4888005,30085.7080626,18056.1520855,140184.8806021,1099.9486022,97814.9427296,30085.7080626,30085.7080626,35466.2000707,22430.7944349
-1.4930625,-1.4930625,-1.4838005,33931.4373939,20383.4133497,157870.5333037,1256.6695719,110162.9013370,33931.4373939,33931.4373939,39999.6950310,25298.0284020
-1.4880625,-1.4880625,-1.4788005,37140.6362079,22322.0238946,172670.8702170,1384.8541655,120494.9627130,37140.6362079,37140.6362079,43782.8231186,27690.6886894
-1.4830625,-1.4830625,-1.4738005,36760.5501083,22095.5209979,170880.3031082,1373.1107622,119246.2248494,36760.5501083,36760.5501083,43334.7628760,27407.3105103
-1.4780625,-1.4780625,-1.4688005,34759.7190717,20886.0372284,161662.7793911,1291.0718648,112811.1729179,34759.7190717,34759.7190717,40976.1056124,25915.5646758
-1.4730625,-1.4730625,-1.4638005,32116.8790322,19288.8349587,149483.1213803,1186.4986316,104308.3085149,32116.8790322,32116.8790322,37860.6232246,23945.1606046
-1.4680625,-1.4680625,-1.4588005,29543.3177512,17739.9279291,137544.6302019,1089.7289817,95976.4024649,29543.3177512,29543.3177512,34826.8093254,22026.4082209
-1.4630625,-1.4630625,-1.4538005,24380.5849344,14618.9062067,113763.1096838,880.9349488,79373.6726691,24380.5849344,24380.5849344,28740.7795530,18177.2650232
-1.4580625,-1.4580625,-1.4488005,19374.9918909,11600.0193069,90618.6652416,686.3437839,63218.5925251,19374.9918909,19374.9918909,22839.9922429,14445.2794456
-1.4530625,-1.4530625,-1.4438005,14820.9744934,8848.4547558,69623.2416941,502.4986880,48561.5309039,14820.9744934,14820.9744934,17471.5398265,11049.9720164
-1.4480625,-1.4480625,-1.4388005,11599.2326128,6901.0685260,54779.6266436,375.7725321,38198.7735596,11599.2326128,11599.2326128,13673.6254855,8647.9600812
-1.4430625,-1.4430625,-1.4338005,9465.2185093,5611.8584737,44939.0488386,291.4413241,31329.0631138,9465.2185093,9465.2185093,11157.9668547,7056.9178635
-1.4380625,-1.4380625,-1.4288005,8055.7743740,4760.8572622,38433.8653601,236.0123300,26787.9855544,8055.7743740,8055.7743740,9496.4594178,6006.0882935
-1.4330625,-1.4330625,-1.4238005,7136.5331721,4206.1431036,34187.4104349,200.1096931,23823.7850072,7136.5331721,7136.5331721,8412.8222199,5320.7359530
-1.4280625,-1.4280625,-1.4188005,6557.0150935,3856.6153206,31508.1119570,177.6342209,21953.5972292,6557.0150935,6557.0150935,7729.6638221,4888.6686450
-1.4230625,-1.4230625,-1.4138005,6223.2928110,3655.4231582,29964.1429082,164.7704236,20875.9204802,6223.2928110,6223.2928110,7336.2590461,4639.8576181
-1.4180625,-1.4180625,-1.4088005,6081.6975381,3570.0887201,29308.6922092,159.3389476,20418.4335642,6081.6975381,6081.6975381,7169.3410442,4534.2894044
-1.4130625,-1.4130625,-1.4038005,6109.8303148,3587.0585716,29438.7349943,160.4306978,20509.2060431,6109.8303148,6109.8303148,7202.5050530,4555.2641653
-1.4080625,-1.4080625,-1.3988005,6312.8813208,3709.4728412,30378.1486567,168.2558612,21164.9085948,6312.8813208,6312.8813208,7441.8694578,4706.6515072
-1.4030625,-1.4030625,-1.3938005,6724.4554225,3957.6655983,32281.4997009,184.1777403,22493.4572791,6724.4554225,6724.4554225,7927.0489790,5013.5059795
-1.3980625,-1.3980625,-1.3888005,7412.0845256,4372.5060090,35459.3290557,210.9381991,24711.6696653,7412.0845256,7412.0845256,8737.6528477,5526.1768805
-1.3930625,-1.3930625,-1.3838005,8488.6372178,5022.3143316,40430.4839596,253.1186393,28181.8070813,8488.6372178,8488.6372178,10006.7349343,6328.8148668
-1.3880625,-1.3880625,-1.3788005,10132.1896249,6014.9076204,48013.2472828,317.9114144,33475.2086602,10132.1896249,10132.1896249,11944.2182861,7554.1869308
-1.3830625,-1.3830625,-1.3738005,12618.9804913,7517.5788318,59476.4508256,416.1897489,41477.8118850,12618.9804913,12618.9804913,14875.7438536,9408.2464933
-1.3780625,-1.3780625,-1.3688005,16363.4853612,9781.0010284,76727.9834367,562.3387284,53521.6268482,16363.4853612,16363.4853612,19289.9114911,12200.0112350
-1.3730625,-1.3730625,-1.3638005,21482.1470590,12874.9696946,100311.4881837,768.2209685,69985.9488077,21482.1470590,21482.1470590,25323.9885183,16016.2966316
-1.3680625,-1.3680625,-1.3588005,25988.1189414,15589.3074625,121185.0371718,944.8101121,84554.6201948,25988.1189414,25988.1189414,30635.8030171,19375.7830964
-1.3630625,-1.3630625,-1.3538005,30431.0921290,18269.6979190,141718.1067843,1119.0982302,98887.2620783,30431.0921290,30431.0921290,35873.3522100,22688.3000578
-1.3580625,-1.3580625,-1.3488005,32753.1114123,19674.1748074,152405.1131993,1212.2799169,106348.5459056,32753.1114123,32753.1114123,38610.6386418,24419.5120043
-1.3530625,-1.3530625,-1.3438005,34774.7571541,20894.4422575,161740.3872248,1292.1897254,112865.0766260,34774.7571541,34774.7571541,40993.8330875,25926.7765155
-1.3480625,-1.3480625,-1.3388005,37474.7704109,22528.6678363,174153.5030485,1402.9926282,121531.9202241,37474.7704109,37474.7704109,44176.7134824,27939.8068290
-1.3430625,-1.3430625,-1.3338005,35615.1300864,21399.4767690,165647.8706118,1321.6743762,115591.8204765,35615.1300864,35615.1300864,41984.4973088,26553.3275826
-1.3380625,-1.3380625,-1.3288005,31423.6731807,18866.5620564,146328.9625072,1154.6693275,102104.9807341,31423.6731807,31423.6731807,37043.4452686,23428.3318857
-1.3330625,-1.3330625,-1.3238005,28003.7334548,16797.1134295,130599.6706428,1016.6987532,91122.9933969,28003.7334548,28003.7334548,33011.8876168,20878.5509461
-1.3280625,-1.3280625,-1.3188005,25441.4566801,15246.7079686,118814.2833522,913.2286143,82894.6135025,25441.4566801,25441.4566801,29991.3763315,18968.2118742
-1.3230625,-1.3230625,-1.3138005,23741.1093025,14217.8978479,110992.7818667,844.1932336,77433.7797490,23741.1093025,23741.1093025,27986.9408648,17700.4955746
-1.3180625,-1.3180625,-1.3088005,22889.4600723,13702.6161437,107075.0474871,809.5511068,74698.4935522,22889.4600723,22889.4600723,26982.9837060,17065.5373156
-1.3130625,-1.3130625,-1.3038005,22878.9630216,13696.2651607,107026.7573974,809.1240440,74664.7784087,22878.9630216,22878.9630216,26970.6093752,17057.7111017
-1.3080625,-1.3080625,-1.2988005,23709.5212658,14198.7858791,110847.4707840,842.9091160,77332.3263889,23709.5212658,23709.5212658,27949.7036614,17676.9446993
-1.3030625,-1.3030625,-1.2938005,25388.5088026,15214.6711717,118570.7287735,911.0829822,82724.5679227,25388.5088026,25388.5088026,29928.9593190,18928.7358893
-1.2980625,-1.2980625,-1.2888005,27929.0501608,16751.9227025,130256.1675043,1013.6941316,90883.1644011,27929.0501608,27929.0501608,32923.8480519,20822.8698363
-1.2930625,-1.2930625,-1.2838005,31329.3178273,18809.4634529,145895.0312896,1150.7936604,101802.0143828,31329.3178273,31329.3178273,36932.2155167,23357.9840138
-1.2880625,-1.2880625,-1.2788005,35541.8296046,21358.7787070,165266.2940022,1319.3246056,115326.8882386,35541.8296046,35541.8296046,41898.0878566,26498.6774466
