# r[nm],d[nm],daligned[nm],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol]
-1.5035000,-1.5035000,-1.4379343,29824.6022339,17903.0195763,138924.8396508,1094.0873057,96937.1672237,29824.6022339,29824.6022339,35158.3983882,22236.1235581
-1.4985000,-1.4985000,-1.4329343,26955.0184229,16171.4994856,125667.2248198,983.4872141,87682.8557113,26955.0184229,26955.0184229,31775.6216442,20096.6676927
-1.4935000,-1.4935000,-1.4279343,23986.2856047,14376.9060912,111990.9923636,863.3508419,78135.0258747,23986.2856047,23986.2856047,28275.9642034,17883.2899840
-1.4885000,-1.4885000,-1.4229343,21185.3393651,12685.1557649,99070.4972924,753.0367730,69115.3734194,21185.3393651,21185.3393651,24974.1000918,15795.0077606
-1.4835000,-1.4835000,-1.4179343,18249.6151125,10914.7148901,85495.2943687,638.5197438,59639.7717384,18249.6151125,18249.6151125,21513.3544289,13606.2400211
-1.4785000,-1.4785000,-1.4129343,15574.6898048,9299.1361020,73155.4429270,530.4281497,51025.4826073,15574.6898048,15574.6898048,18360.0486818,11611.9143572
-1.4735000,-1.4735000,-1.4079343,13249.5577517,7895.1230377,62425.5899878,439.6125879,43535.2336390,13249.5577517,13249.5577517,15619.0927963,9878.3816444
-1.4685000,-1.4685000,-1.4029343,11338.8024702,6741.4280535,53606.7596057,364.8569725,37379.0632353,11338.8024702,11338.8024702,13366.6203280,8453.7929710
-1.4635000,-1.4635000,-1.3979343,9799.1080052,5812.0788066,46496.8282028,304.6034522,32415.9479106,9799.1080052,9799.1080052,11551.5687483,7305.8535586
-1.4585000,-1.4585000,-1.3929343,8579.0948320,5075.9233892,40860.2340672,256.9616436,28481.3966495,8579.0948320,8579.0948320,10113.3698799,6396.2567281
-1.4535000,-1.4535000,-1.3879343,7634.4042154,4506.0710936,36493.5501734,220.1559297,25433.3596496,7634.4042154,7634.4042154,8999.7319246,5691.9302425
-1.4485000,-1.4485000,-1.3829343,6928.1914155,4080.1894090,33227.7701785,192.6843183,23153.8237875,6928.1914155,6928.1914155,8167.2208730,5165.4040225
-1.4435000,-1.4435000,-1.3779343,6431.3242460,3780.6226566,30929.2400598,173.3696398,21549.4624640,6431.3242460,6431.3242460,7581.4945739,4794.9581843
-1.4385000,-1.4385000,-1.3729343,6122.4107085,3594.4073233,29499.8020900,161.3631098,20551.7355631,6122.4107085,6122.4107085,7217.3353092,4564.6436428
-1.4335000,-1.4335000,-1.3679343,5987.7489195,3513.2406376,28876.5781975,156.1291775,20116.7377429,5987.7489195,5987.7489195,7058.5907671,4464.2447790
-1.4285000,-1.4285000,-1.3629343,6021.2644328,3533.4418775,29031.6909910,157.4322559,20225.0033484,6021.2644328,6021.2644328,7098.1001547,4489.2327098
-1.4235000,-1.4235000,-1.3579343,6224.4749112,3655.9306430,29972.1055323,165.3311112,20881.3957985,6224.4749112,6224.4749112,7337.6525517,4640.7389484
-1.4185000,-1.4185000,-1.3529343,6606.4993840,3886.2325459,31739.6708446,180.1802207,22115.1366013,6606.4993840,6606.4993840,7787.9978239,4925.5623072
-1.4135000,-1.4135000,-1.3479343,7184.1078137,4234.5097238,34411.3415505,202.6384569,23979.9603102,7184.1078137,7184.1078137,8468.9050536,5356.2058514
-1.4085000,-1.4085000,-1.3429343,7981.7848693,4715.6003478,38099.4600376,233.6845824,26554.3118992,7981.7848693,7981.7848693,9409.2377186,5950.9244474
-1.4035000,-1.4035000,-1.3379343,9031.7582360,5349.0369964,42951.8715510,274.6281135,29941.4276219,9031.7582360,9031.7582360,10646.9870651,6733.7458688
-1.3985000,-1.3985000,-1.3329343,10373.9154673,6158.9978001,49151.5240408,327.0904538,34269.0562208,10373.9154673,10373.9154673,12229.1740887,7734.4088046
-1.3935000,-1.3935000,-1.3279343,12055.5041626,7174.1265299,56915.0707892,392.9228697,39688.4839121,12055.5041626,12055.5041626,14211.4960929,8988.1393224
-1.3885000,-1.3885000,-1.3229343,14130.4793125,8427.1390220,66489.8521956,473.9576820,46372.4276552,14130.4793125,14130.4793125,16657.5573142,10535.1642735
-1.3835000,-1.3835000,-1.3179343,16590.2941109,9912.1948247,77844.6859752,571.4906760,54298.8458429,16590.2941109,16590.2941109,19557.2824460,12369.1114745
-1.3785000,-1.3785000,-1.3129343,19460.7625690,11646.5830412,91078.0168296,687.0868251,63537.1464427,19460.7625690,19460.7625690,22941.1020463,14509.2269001
-1.3735000,-1.3735000,-1.3079343,22255.4852416,13331.8674187,104002.7032399,795.7168740,72558.6328349,22255.4852416,22255.4852416,26235.6295755,16592.8690614
-1.3685000,-1.3685000,-1.3029343,25111.3140643,15056.9278316,117174.4044776,909.2934493,81753.7146105,25111.3140643,25111.3140643,29602.1914057,18722.0697148
-1.3635000,-1.3635000,-1.2979343,28290.9729081,16979.2546725,131819.5380200,1037.3125273,91978.0588415,28290.9729081,28290.9729081,33350.4966300,21092.7060897
-1.3585000,-1.3585000,-1.2929343,28991.4769435,17402.8254922,135045.1628309,1065.5357198,94230.0215621,28991.4769435,28991.4769435,34176.2779684,21614.9760654
-1.3535000,-1.3535000,-1.2879343,25704.8201003,15415.7005338,119908.5499436,933.1947244,83662.5116822,25704.8201003,25704.8201003,30301.8393504,19164.5659280
-1.3485000,-1.3485000,-1.2829343,22820.8559390,13673.5631728,106608.0769340,818.0458307,74377.5021290,22820.8559390,22820.8559390,26902.1104916,17014.3886038
-1.3435000,-1.3435000,-1.2779343,20099.2647291,12032.4480533,94020.7582614,711.4069297,65591.5277222,20099.2647291,20099.2647291,23693.7931683,14985.2705641
-1.3385000,-1.3385000,-1.2729343,17123.1073147,10234.0943571,80301.4762643,593.0887088,56013.9375864,17123.1073147,17123.1073147,20185.3833252,12766.3573503
-1.3335000,-1.3335000,-1.2679343,14597.8611164,8709.4359434,68645.8169331,492.1221327,47877.4831637,14597.8611164,14597.8611164,17208.5251203,10883.6269105
-1.3285000,-1.3285000,-1.2629343,12437.2238620,7404.6126502,58676.7539625,407.8702115,40918.2670314,12437.2238620,12437.2238620,14661.4820864,9272.7354533
-1.3235000,-1.3235000,-1.2579343,10681.4768801,6344.6493427,50571.6512899,339.1369942,35260.3854251,10681.4768801,10681.4768801,12591.7394163,7963.7152518
-1.3185000,-1.3185000,-1.2529343,9275.4443742,5496.0886725,44077.5875533,284.1554326,30727.2237017,9275.4443742,9275.4443742,10934.2537406,6915.4292669
-1.3135000,-1.3135000,-1.2479343,8170.4709381,4829.4324282,38971.4656573,241.0489302,27162.9956232,8170.4709381,8170.4709381,9631.6681781,6091.6018220
-1.3085000,-1.3085000,-1.2429343,7325.1637962,4319.5893835,35063.4422506,208.1406463,24435.1372505,7325.1637962,7325.1637962,8635.1873190,5461.3719901
-1.3035000,-1.3035000,-1.2379343,6705.7513024,3946.0907278,32198.5948142,184.0557315,22435.4702751,6705.7513024,6705.7513024,7904.9998365,4999.5608773
-1.2985000,-1.2985000,-1.2329343,6286.2000236,3693.1594301,30257.4782012,167.7496066,21080.5899880,6286.2000236,6286.2000236,7410.4165093,4686.7589160
-1.2935000,-1.2935000,-1.2279343,6048.2017415,3549.7010777,29156.0806154,158.5007878,20311.8340192,6048.2017415,6048.2017415,7129.8548994,4509.3161737
-1.2885000,-1.2885000,-1.2229343,5981.1119946,3509.2656973,28845.5529704,155.8948738,20095.0929799,5981.1119946,5981.1119946,7050.7669025,4459.2965326
-1.2835000,-1.2835000,-1.2179343,6081.8948555,3570.0137353,29311.9622472,159.8142838,20420.6380155,6081.8948555,6081.8948555,7169.5736496,4534.4365170
-1.2785000,-1.2785000,-1.2129343,6355.1045793,3734.7047770,30576.2092270,170.4355215,21303.0632966,6355.1045793,6355.1045793,7491.6438733,4738.1316117
-1.2735000,-1.2735000,-1.2079343,6812.9126890,4010.7142000,32694.1498633,188.2333244,22781.3708659,6812.9126890,6812.9126890,8031.3258371,5079.4564553
-1.2685000,-1.2685000,-1.2029343,7475.1676158,4410.0699484,35756.8612521,213.9924765,24919.1566125,7475.1676158,7475.1676158,8812.0176421,5573.2093061
-1.2635000,-1.2635000,-1.1979343,8369.4516443,4949.4880499,39890.8906774,248.8237554,27804.7845805,8369.4516443,8369.4516443,9866.2343556,6239.9544985
-1.2585000,-1.2585000,-1.1929343,9531.0753245,5650.3705794,45258.2135569,294.1663045,31551.3581517,9531.0753245,9531.0753245,11235.6014239,7106.0182763
-1.2535000,-1.2535000,-1.1879343,11002.9219841,6538.7130748,52055.5000440,351.7486523,36296.2086044,11002.9219841,11002.9219841,12970.6713779,8203.3728671
-1.2485000,-1.2485000,-1.1829343,12835.0248335,7644.8501172,60512.1520263,423.4614208,42199.5251703,12835.0248335,12835.0248335,15130.4253072,9569.3211876
-1.2435000,-1.2435000,-1.1779343,15081.5139671,9001.2887362,70880.1408612,510.9793437,49437.1307318,15081.5139671,15081.5139671,17778.6738677,11244.2206399
-1.2385000,-1.2385000,-1.1729343,17675.9187590,10568.1367222,82849.7380928,615.4613161,57792.9104204,17675.9187590,17675.9187590,20837.0589063,13178.5131766
-1.2335000,-1.2335000,-1.1679343,20679.5739143,12379.6134060,96738.2260969,732.7423702,67487.2153403,20679.5739143,20679.5739143,24377.8841534,15417.9276921
-1.2285000,-1.2285000,-1.1629343,23406.4996224,14027.5932929,109305.8785359,840.7429123,76260.9304663,23406.4996224,23406.4996224,27592.4899901,17451.0229368
-1.2235000,-1.2235000,-1.1579343,26318.7485092,15786.9111793,122735.6501852,957.9584698,85636.2409825,26318.7485092,26318.7485092,31025.5619810,19622.2883093
-1.2185000,-1.2185000,-1.1529343,29576.9851647,17753.5706417,137781.2702537,1086.0132651,96138.8986090,29576.9851647,29576.9851647,34866.4977788,22051.5094029
-1.2135000,-1.2135000,-1.1479343,27608.5325434,16566.7874760,128674.8898067,1009.9628816,89782.7029525,27608.5325434,27608.5325434,32546.0094476,20583.9037208
-1.2085000,-1.2085000,-1.1429343,24533.9689961,14708.1243920,114512.2780450,886.0842000,79895.2771890,24533.9689961,24533.9689961,28921.5946367,18291.6225232
-1.2035000,-1.2035000,-1.1379343,21704.5099581,12999.0946123,101460.9603668,773.9615829,70784.2755688,21704.5099581,21704.5099581,25586.1185321,16182.0822089
-1.1985000,-1.1985000,-1.1329343,18836.2541071,11269.4295650,88196.6736804,662.3265692,61525.7312761,18836.2541071,18836.2541071,22204.9072388,14043.6164215
-1.1935000,-1.1935000,-1.1279343,16066.9983919,9596.3215977,75428.4223798,550.4428704,52612.1574004,16066.9983919,16066.9983919,18940.4011472,11978.9614845
-1.1885000,-1.1885000,-1.1229343,13668.2225092,8148.2397658,64353.8556502,456.2082269,44881.4336264,13668.2225092,13668.2225092,16112.6310577,10190.5226480
-1.1835000,-1.1835000,-1.1179343,11673.2883470,6943.6661811,55147.1439451,378.2375308,38454.4734316,11673.2883470,11673.2883470,13760.9252585,8703.1733057
-1.1785000,-1.1785000,-1.1129343,10059.6649303,5969.6573639,47696.2710128,315.0989436,33253.3478142,10059.6649303,10059.6649303,11858.7233619,7500.1151931
-1.1735000,-1.1735000,-1.1079343,8774.4732776,5194.1514576,41758.8104129,264.9120426,29108.7718394,8774.4732776,8774.4732776,10343.6895729,6541.9236920
-1.1685000,-1.1685000,-1.1029343,7771.6646853,4589.2327412,37123.5915393,225.8498373,25873.2882693,7771.6646853,7771.6646853,9161.5398925,5794.2665870
-1.1635000,-1.1635000,-1.0979343,7012.5818318,4131.4697354,33613.2976214,196.3371175,23423.0808771,7012.5818318,7012.5818318,8266.7035704,5228.3224048
-1.1585000,-1.1585000,-1.0929343,6466.1956633,3802.0570048,31085.5739531,175.1156034,21658.7475750,6466.1956633,6466.1956633,7622.6023537,4820.9570271
-1.1535000,-1.1535000,-1.0879343,6109.1481744,3586.8395911,29433.2423202,161.2544500,20505.4495364,6109.1481744,6109.1481744,7201.7009194,4554.7555865
-1.1485000,-1.1485000,-1.0829343,5925.7006237,3476.2804610,28584.0776196,154.1364413,19912.7547417,5925.7006237,5925.7006237,6985.4458284,4417.9838579
-1.1435000,-1.1435000,-1.0779343,5907.6583207,3465.4141156,28500.4726056,153.4430720,19854.4035540,5907.6583207,5907.6583207,6964.1768615,4404.5321821
-1.1385000,-1.1385000,-1.0729343,6054.3177907,3553.8141437,29179.2006645,159.1469706,20328.1428980,6054.3177907,6054.3177907,7137.0647356,4513.8760745
-1.1335000,-1.1335000,-1.0679343,6372.4595259,3745.5887940,30651.3829770,171.5111638,21355.7033174,6372.4595259,6372.4595259,7512.1025577,4751.0708198
-1.1285000,-1.1285000,-1.0629343,6876.3885614,4049.4059242,32982.6703310,191.0949706,22982.9260738,6876.3885614,6876.3885614,8106.1536586,5126.7817249
-1.1235000,-1.1235000,-1.0579343,7588.0042805,4478.5360472,36273.5543675,218.7674047,25279.9807811,7588.0042805,7588.0042805,8945.0338808,5657.3361622
-1.1185000,-1.1185000,-1.0529343,8536.8586344,5050.8887228,40659.6212398,255.7222665,28341.5429769,8536.8586344,8536.8586344,10063.5802114,6364.7669767
-1.1135000,-1.1135000,-1.0479343,9760.1371573,5789.0024896,46311.4470219,303.4739380,32286.7216732,9760.1371573,9760.1371573,11505.6284006,7276.7983315
-1.1085000,-1.1085000,-1.0429343,11302.4692429,6719.9316038,53433.7063783,363.8040088,37258.4376646,11302.4692429,11302.4692429,13323.7893098,8426.7042566
-1.1035000,-1.1035000,-1.0379343,13215.4437616,7874.9544031,62262.9268724,438.5944222,43421.8562110,13215.4437616,13215.4437616,15578.8779010,9852.9475114
-1.0985000,-1.0985000,-1.0329343,15539.3369335,9278.2082342,72987.1981590,529.3727594,50908.2042697,15539.3369335,15539.3369335,18318.3733454,11585.5565601
-1.0935000,-1.0935000,-1.0279343,18210.8266523,10891.7022873,85311.3190299,637.4119129,59511.5081670,18210.8266523,18210.8266523,21467.6290868,13577.3207756
-1.0885000,-1.0885000,-1.0229343,21088.7183396,12627.1920483,98619.9972722,749.5666721,68801.0436190,21088.7183396,21088.7183396,24860.1994778,15722.9706872
-1.0835000,-1.0835000,-1.0179343,23865.2012250,14304.1495003,111427.8542151,859.1993632,77742.0577265,23865.2012250,23865.2012250,28133.2252381,17793.0139358
-1.0785000,-1.0785000,-1.0129343,26842.1002767,16103.6788996,125141.7122165,979.3622714,87316.1550106,26842.1002767,26842.1002767,31642.5093520,20012.4800871
-1.0735000,-1.0735000,-1.0079343,29240.8515047,17550.6152824,136229.9058680,1072.7647877,95055.9355180,29240.8515047,29240.8515047,34470.2503775,21800.9005419
-1.0685000,-1.0685000,-1.0029343,26204.6663266,15718.3072152,122205.7440586,953.7139544,85266.4408159,26204.6663266,26204.6663266,30891.0774775,19537.2328411
-1.0635000,-1.0635000,-0.9979343,23314.2200335,13972.1796454,108876.2817510,836.8198922,75961.1638841,23314.2200335,23314.2200335,27483.7072300,17382.2226784
-1.0585000,-1.0585000,-0.9929343,20582.3365927,12321.2123737,96285.6741049,729.2973208,67171.4268291,20582.3365927,20582.3365927,24263.2570255,15345.4311309
-1.0535000,-1.0535000,-0.9879343,17636.8687545,10544.9124650,82665.2087402,614.3103009,57664.2384422,17636.8687545,17636.8687545,20791.0252458,13149.3989334
-1.0485000,-1.0485000,-0.9829343,15045.8584582,8980.1298824,70711.0858125,509.8927245,49319.2673043,15045.8584582,15045.8584582,17736.6417704,11217.6372074
-1.0435000,-1.0435000,-0.9779343,12800.5277672,7624.4069086,60348.2468516,422.3996148,42085.2632482,12800.5277672,12800.5277672,15089.7588269,9543.6014472
-1.0385000,-1.0385000,-0.9729343,10966.1192447,6516.8941619,51880.7535617,350.6450276,36174.3853067,10966.1192447,10966.1192447,12927.2868806,8175.9341018
-1.0335000,-1.0335000,-0.9679343,9491.5155838,5626.9038114,45070.5383894,292.9827063,31420.5164842,9491.5155838,9491.5155838,11188.9668666,7076.5239925
-1.0285000,-1.0285000,-0.9629343,8326.4619591,4923.9674364,39687.1769852,247.5263850,27662.7537857,8326.4619591,8326.4619591,9815.5564466,6207.9029746
-1.0235000,-1.0235000,-0.9579343,7427.7904651,4381.9175379,35532.6874169,212.5399342,24762.8501631,7427.7904651,7427.7904651,8756.1676185,5537.8866497
-1.0185000,-1.0185000,-0.9529343,6759.8341585,3979.1365782,32443.4527375,186.5708689,22606.5562194,6759.8341585,6759.8341585,7968.7548058,5039.8830604
-1.0135000,-1.0135000,-0.9479343,6294.5737160,3698.6441937,30290.9141156,168.4910309,21104.1035234,6294.5737160,6294.5737160,7420.2877428,4693.0020322
-1.0085000,-1.0085000,-0.9429343,6011.6344325,3528.0940003,28981.5737886,157.4947013,20190.2061139,6011.6344325,6011.6344325,7086.7479367,4482.0529367
-1.0035000,-1.0035000,-0.9379343,5898.2212729,3459.7331953,28456.7096706,153.0826517,19823.8607993,5898.2212729,5898.2212729,6953.0521034,4397.4962673
-0.9985000,-0.9985000,-0.9329343,5949.0523894,3490.3616002,28692.0784327,155.0501787,19988.1395571,5949.0523894,5949.0523894,7012.9737959,4435.3940732
-0.9935000,-0.9935000,-0.9279343,6166.3273002,3621.3120955,29697.7729066,163.4826199,20690.0898499,6166.3273002,6166.3273002,7269.1058916,4597.3862341
-0.9885000,-0.9885000,-0.9229343,6559.7440942,3858.4611611,31518.2996415,178.7573733,21960.7888269,6559.7440942,6559.7440942,7732.8808739,4890.7032873
-0.9835000,-0.9835000,-0.9179343,7146.5592888,4212.2656562,34232.8474108,201.5530039,23855.5310186,7146.5592888,7146.5592888,8424.6413954,5328.2110559
-0.9785000,-0.9785000,-0.9129343,7951.6627890,4697.8091302,37955.6203936,232.8651170,26454.0613440,7951.6627890,7951.6627890,9373.7286416,5928.4665351
-0.9735000,-0.9735000,-0.9079343,9007.6173147,5334.8269546,42836.0040345,274.0174974,29860.6914284,9007.6173147,9007.6173147,10618.5288103,6715.7472881
-0.9685000,-0.9685000,-0.9029343,10354.5857205,6147.6638279,49058.2127223,326.6433605,34204.0542169,10354.5857205,10354.5857205,12206.3874332,7719.9972582
-0.9635000,-0.9635000,-0.8979343,12040.0406701,7165.0996313,56839.9358333,392.6035588,39636.1592810,12040.0406701,12040.0406701,14193.2671280,8976.6103127
