# r[nm],d[nm],daligned[nm],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol],UCMin(d)[kJ/mol],UKMin(d)[kJ/mol],UClMin(d)[kJ/mol],UC2AMin(d)[kJ/mol],UC4AMin(d)[kJ/mol],UCPlusMin(d)[kJ/mol],UCMinusMin(d)[kJ/mol],UCMoreLJMin(d)[kJ/mol],UCLessLJMin(d)[kJ/mol]
-0.8156111,-0.8156111,-0.8087397,7220.6754151,4252.7002216,34575.5092463,193.1782167,24096.4074432,7220.6754151,7220.6754151,8512.0123610,5383.4693065,7220.6754151,4252.7002216,34575.5092463,180.2213358,24096.4074432,7220.6754151,7220.6754151,8512.0123610,5383.4693065
-0.8106111,-0.8106111,-0.8037397,7307.1707123,4304.9271029,34974.1456920,196.5295694,24374.7210375,7307.1707123,7307.1707123,8613.9763735,5447.9570103,7307.1707123,4304.9271029,34974.1456920,183.5911913,24374.7210375,7307.1707123,7307.1707123,8613.9763735,5447.9570103
-0.8056111,-0.8056111,-0.7987397,7581.8097757,4470.7922286,36239.4712489,207.2030822,25258.1396738,7581.8097757,7581.8097757,8937.7315582,5652.7177678,7581.8097757,4470.7922286,36239.4712489,194.3239515,25258.1396738,7581.8097757,7581.8097757,8937.7315582,5652.7177678
-0.8006111,-0.8006111,-0.7937397,8090.1036573,4777.8883189,38579.8734204,227.0655471,26892.1971167,8090.1036573,8090.1036573,9536.9281091,6031.6829412,8090.1036573,4777.8883189,38579.8734204,214.2988958,26892.1971167,8090.1036573,8090.1036573,9536.9281091,6031.6829412
-0.7956111,-0.7956111,-0.7887397,8916.0201406,5277.1322255,42379.7256792,259.5639714,29545.3356633,8916.0201406,8916.0201406,10510.5505073,6647.4558131,8916.0201406,5277.1322255,42379.7256792,246.9911604,29545.3356633,8916.0201406,8916.0201406,10510.5505073,6647.4558131
-0.7906111,-0.7906111,-0.7837397,10195.9296538,6051.2351218,48263.0623052,310.2973879,33653.3814476,10195.9296538,10195.9296538,12019.3575055,7601.7091458,10195.9296538,6051.2351218,48263.0623052,298.0617249,33653.3814476,10195.9296538,10195.9296538,12019.3575055,7601.7091458
-0.7856111,-0.7856111,-0.7787397,12142.2804892,7229.0830483,57201.6616384,387.9690391,39895.0383973,12142.2804892,12142.2804892,14313.7913938,9052.8365514,12142.2804892,7229.0830483,57201.6616384,376.3600948,39895.0383973,12142.2804892,12142.2804892,14313.7913938,9052.8365514
-0.7806111,-0.7806111,-0.7737397,15082.4591679,9009.3431758,70692.4276184,505.8844150,49315.7864959,15082.4591679,15082.4591679,17779.7881071,11244.9253467,15082.4591679,9009.3431758,70692.4276184,495.5721012,49315.7864959,15082.4591679,15082.4591679,17779.7881071,11244.9253467
-0.7756111,-0.7756111,-0.7687397,19490.3453986,11678.8736758,90910.6020213,684.2255240,63434.5912379,19490.3453986,19490.3453986,22975.9754338,14531.2827670,19490.3453986,11678.8736758,90910.6020213,674.8426925,63434.5912379,19490.3453986,19490.3453986,22975.9754338,14531.2827670
-0.7706111,-0.7706111,-0.7637397,24899.0357880,14945.4145267,115829.3959750,899.0381844,80832.2791744,24899.0357880,24899.0357880,29351.9495365,18563.8028603,24899.0357880,14945.4145267,115829.3959750,886.2343536,80832.2791744,24899.0357880,24899.0357880,29351.9495365,18563.8028603
-0.7656111,-0.7656111,-0.7587397,29880.9671692,17964.1173179,138662.2772473,1103.2557868,96777.6025950,29880.9671692,29880.9671692,35224.8435610,22278.1471752,29880.9671692,17964.1173179,138662.2772473,1090.2805438,96777.6025950,29880.9671692,29880.9671692,35224.8435610,22278.1471752
-0.7606111,-0.7606111,-0.7537397,36026.4063358,21677.4930207,166952.6545513,1346.1230101,116530.0007518,36026.4063358,36026.4063358,42469.3257102,26859.9599872,36026.4063358,21677.4930207,166952.6545513,1332.2400860,116530.0007518,36026.4063358,36026.4063358,42469.3257102,26859.9599872
-0.7556111,-0.7556111,-0.7487397,37756.6407628,22725.9296654,174882.1313101,1414.9260236,122067.5584020,37756.6407628,37756.6407628,44508.9931905,28149.9589686,37756.6407628,22725.9296654,174882.1313101,1403.1390169,122067.5584020,37756.6407628,37756.6407628,44508.9931905,28149.9589686
-0.7506111,-0.7506111,-0.7437397,40523.5519172,24402.4918897,187563.1819342,1530.2913583,130923.3623070,40523.5519172,40523.5519172,47770.7354230,30212.8658876,40523.5519172,24402.4918897,187563.1819342,1516.4708027,130923.3623070,40523.5519172,40523.5519172,47770.7354230,30212.8658876
-0.7456111,-0.7456111,-0.7387397,41026.7062973,24704.6883895,189901.6266868,1548.3136427,132555.3333741,41026.7062973,41026.7062973,48363.8733300,30587.9992381,41026.7062973,24704.6883895,189901.6266868,1534.5519491,132555.3333741,41026.7062973,41026.7062973,48363.8733300,30587.9992381
-0.7406111,-0.7406111,-0.7337397,38518.7065200,23183.7205308,178422.7816715,1442.7970779,124538.5698126,38518.7065200,38518.7065200,45407.3458753,28718.1270938,38518.7065200,23183.7205308,178422.7816715,1430.6102544,124538.5698126,38518.7065200,38518.7065200,45407.3458753,28718.1270938
-0.7356111,-0.7356111,-0.7287397,35221.4070397,21186.5201513,163301.9343922,1308.0627760,113979.2342074,35221.4070397,35221.4070397,41520.3613038,26259.7821986,35221.4070397,21186.5201513,163301.9343922,1296.2530523,113979.2342074,35221.4070397,35221.4070397,41520.3613038,26259.7821986
-0.7306111,-0.7306111,-0.7237397,31457.6082439,18904.4280150,146069.9801157,1152.4700311,101944.7119744,31457.6082439,31457.6082439,37083.4492378,23453.6326173,31457.6082439,18904.4280150,146069.9801157,1140.6908963,101944.7119744,31457.6082439,31457.6082439,37083.4492378,23453.6326173
-0.7256111,-0.7256111,-0.7187397,28681.6988382,17221.4284691,133359.6046465,1037.8311270,93068.0321887,28681.6988382,28681.6988382,33811.0995176,21384.0169340,28681.6988382,17221.4284691,133359.6046465,1026.0618933,93068.0321887,28681.6988382,28681.6988382,33811.0995176,21384.0169340
-0.7206111,-0.7206111,-0.7137397,26877.1714727,16127.4179259,125096.3777349,963.3520246,87297.1757362,26877.1714727,26877.1714727,31683.8526386,20038.6278775,26877.1714727,16127.4179259,125096.3777349,951.5944553,87297.1757362,26877.1714727,26877.1714727,31683.8526386,20038.6278775
-0.7156111,-0.7156111,-0.7087397,26029.7860703,15613.6982311,121215.8778100,928.3902333,84587.1257977,26029.7860703,26029.7860703,30684.9218455,19406.8485712,26029.7860703,15613.6982311,121215.8778100,916.6396707,84587.1257977,26029.7860703,26029.7860703,30684.9218455,19406.8485712
-0.7106111,-0.7106111,-0.7037397,26132.0273944,15675.6815457,121684.0743628,932.6090915,84914.1034435,26132.0273944,26132.0273944,30805.4478855,19483.0759320,26132.0273944,15675.6815457,121684.0743628,920.8575581,84914.1034435,26132.0273944,26132.0273944,30805.4478855,19483.0759320
-0.7056111,-0.7056111,-0.6987397,27184.8304269,16313.9385704,126505.2021382,976.0504086,88281.0676832,27184.8304269,27184.8304269,32046.5329518,20268.0070479,27184.8304269,16313.9385704,126505.2021382,964.2903405,88281.0676832,27184.8304269,27184.8304269,32046.5329518,20268.0070479
-0.7006111,-0.7006111,-0.6937397,29197.3717823,17534.0718242,135720.8091868,1059.1256997,94717.0505393,29197.3717823,29197.3717823,34418.9947936,21768.4836643,29197.3717823,17534.0718242,135720.8091868,1047.3535879,94717.0505393,29197.3717823,29197.3717823,34418.9947936,21768.4836643
-0.6956111,-0.6956111,-0.6887397,32184.9285526,19345.4148148,149399.9852487,1182.5259512,104270.3316613,32184.9285526,32184.9285526,37940.8426397,23995.8958175,32184.9285526,19345.4148148,149399.9852487,1170.7452798,104270.3316613,32184.9285526,32184.9285526,37940.8426397,23995.8958175
-0.6906111,-0.6906111,-0.6837397,36161.6709488,21756.6595658,167606.3937493,1347.0498120,116985.4130058,36161.6709488,36161.6709488,42628.7808847,26960.8082944,36161.6709488,21756.6595658,167606.3937493,1335.1455988,116985.4130058,36161.6709488,36161.6709488,42628.7808847,26960.8082944
-0.6856111,-0.6856111,-0.6787397,38998.3084275,23474.4670034,180619.1557752,1462.1195231,126072.4627074,38998.3084275,38998.3084275,45972.7192137,29075.7005893,38998.3084275,23474.4670034,180619.1557752,1450.3850737,126072.4627074,38998.3084275,38998.3084275,45972.7192137,29075.7005893
-0.6806111,-0.6806111,-0.6737397,41710.9956084,25119.7407947,193032.7286687,1576.9582216,134742.1053776,41710.9956084,41710.9956084,49170.5401221,31098.1801133,41710.9956084,25119.7407947,193032.7286687,1562.9753168,134742.1053776,41710.9956084,41710.9956084,49170.5401221,31098.1801133
-0.6756111,-0.6756111,-0.6687397,39798.0750905,23962.5590820,184242.3881839,1500.1485150,128604.1499843,39798.0750905,39798.0750905,46915.5151892,29671.9771196,39798.0750905,23962.5590820,184242.3881839,1486.4324986,128604.1499843,39798.0750905,39798.0750905,46915.5151892,29671.9771196
-0.6706111,-0.6706111,-0.6637397,37234.2304771,22409.2811858,172489.1143183,1394.8429756,120396.3549734,37234.2304771,37234.2304771,43893.1556748,27760.4691250,37234.2304771,22409.2811858,172489.1143183,1381.6441964,120396.3549734,37234.2304771,37234.2304771,43893.1556748,27760.4691250
-0.6656111,-0.6656111,-0.6587397,35488.5934017,21364.1900104,164335.6779807,1335.5373658,114707.5039762,35488.5934017,35488.5934017,41835.3309550,26458.9864969,35488.5934017,21364.1900104,164335.6779807,1322.0676983,114707.5039762,35488.5934017,35488.5934017,41835.3309550,26458.9864969
-0.6606111,-0.6606111,-0.6537397,28652.3939380,17219.3714599,133035.3810945,1051.8680549,92847.9369900,28652.3939380,28652.3939380,33776.5537641,21362.1682811,28652.3939380,17219.3714599,133035.3810945,1039.6634458,92847.9369900,28652.3939380,28652.3939380,33776.5537641,21362.1682811
-0.6556111,-0.6556111,-0.6487397,24062.4842854,14438.5539339,111994.9866500,865.2961165,78154.5352393,24062.4842854,24062.4842854,28365.7901648,17940.1009102,24062.4842854,14438.5539339,111994.9866500,852.0009661,78154.5352393,24062.4842854,24062.4842854,28365.7901648,17940.1009102
-0.6506111,-0.6506111,-0.6437397,18404.3874536,11021.6987715,85923.3445379,639.3594604,59952.0844006,18404.3874536,18404.3874536,21695.8060701,13721.6325709,18404.3874536,11021.6987715,85923.3445379,630.7485678,59952.0844006,18404.3874536,18404.3874536,21695.8060701,13721.6325709
-0.6456111,-0.6456111,-0.6387397,14342.1813033,8561.0499437,67296.4441963,476.2072020,46944.3105056,14342.1813033,14342.1813033,16907.1198356,10693.0014708,14342.1813033,8561.0499437,67296.4441963,465.5007873,46944.3105056,14342.1813033,14342.1813033,16907.1198356,10693.0014708
-0.6406111,-0.6406111,-0.6337397,11651.1943825,6931.8670492,54946.7373895,368.3960402,38320.4541347,11651.1943825,11651.1943825,13734.8800358,8686.7008605,11651.1943825,6931.8670492,54946.7373895,356.5745768,38320.4541347,11651.1943825,11651.1943825,13734.8800358,8686.7008605
-0.6356111,-0.6356111,-0.6287397,9871.1741438,5854.8092549,46770.3889267,297.4716485,32611.1166134,9871.1741438,9871.1741438,11636.5231088,7359.5834138,9871.1741438,5854.8092549,46770.3889267,285.0937382,32611.1166134,9871.1741438,9871.1741438,11636.5231088,7359.5834138
-0.6306111,-0.6306111,-0.6237397,8703.8015015,5148.8583914,41403.2774856,251.2817644,28863.5611590,8703.8015015,8703.8015015,10260.3789409,6489.2334219,8703.8015015,5148.8583914,41403.2774856,238.5970580,28863.5611590,8703.8015015,8703.8015015,10260.3789409,6489.2334219
-0.6256111,-0.6256111,-0.6187397,7955.6588094,4696.6802337,37960.5959582,221.8972841,26459.8284197,7955.6588094,7955.6588094,9378.4393055,5931.4458206,7955.6588094,4696.6802337,37960.5959582,209.0338687,26459.8284197,7955.6588094,7955.6588094,9378.4393055,5931.4458206
-0.6206111,-0.6206111,-0.6137397,7503.2620757,4423.3832579,35877.2328704,204.2483606,25005.2455341,7503.2620757,7503.2620757,8845.1364816,5594.1554994,7503.2620757,4423.3832579,35877.2328704,191.2817020,25005.2455341,7503.2620757,7503.2620757,8845.1364816,5594.1554994
-0.6156111,-0.6156111,-0.6087397,7271.8421460,4283.6303752,34810.9003295,195.2664036,24260.7630665,7271.8421460,7271.8421460,8572.3296887,5421.6173341,7271.8421460,4283.6303752,34810.9003295,182.2478623,24260.7630665,7271.8421460,7271.8421460,8572.3296887,5421.6173341
-0.6106111,-0.6106111,-0.6037397,7223.0265815,4254.1575115,34585.8900432,193.3778505,24103.6700188,7223.0265815,7223.0265815,8514.7840071,5385.2222494,7223.0265815,4254.1575115,34585.8900432,180.3484131,24103.6700188,7223.0265815,7223.0265815,8514.7840071,5385.2222494
-0.6056111,-0.6056111,-0.5987397,7348.7024468,4330.0463785,35165.0485268,198.2501719,24508.0193131,7348.7024468,7348.7024468,8662.9355937,5478.9215399,7348.7024468,4330.0463785,35165.0485268,185.2487934,24508.0193131,7348.7024468,7348.7024468,8662.9355937,5478.9215399
-0.6006111,-0.6006111,-0.5937397,7669.7364912,4523.9472396,36643.9327226,210.7387756,25540.5456662,7669.7364912,7669.7364912,9041.3829823,5718.2726844,7669.7364912,4523.9472396,36643.9327226,197.8097472,25540.5456662,7669.7364912,7669.7364912,9041.3829823,5718.2726844
-0.5956111,-0.5956111,-0.5887397,8239.2796934,4868.0857751,39265.9002478,233.0240143,27371.2056823,8239.2796934,8239.2796934,9712.7826088,6142.9030924,8239.2796934,4868.0857751,39265.9002478,220.2269504,27371.2056823,8239.2796934,8239.2796934,9712.7826088,6142.9030924
-0.5906111,-0.5906111,-0.5837397,9151.3632928,5419.4837047,43461.3607073,268.9661173,30300.5938199,9151.3632928,9151.3632928,10787.9821471,6822.9189884,9151.3632928,5419.4837047,43461.3607073,256.3944196,30300.5938199,9151.3632928,9151.3632928,10787.9821471,6822.9189884
-0.5856111,-0.5856111,-0.5787397,10556.6564649,6269.5295283,49919.7208365,324.7492302,34810.1943647,10556.6564649,10556.6564649,12444.5962675,7870.6537533,10556.6564649,6269.5295283,49919.7208365,312.5712951,34810.1943647,10556.6564649,10556.6564649,12444.5962675,7870.6537533
-0.5806111,-0.5806111,-0.5737397,12688.9130112,7560.0427977,59710.1164513,409.9376991,41646.7103696,12688.9130112,12688.9130112,14958.1830216,9460.3856012,12688.9130112,7560.0427977,59710.1164513,398.5021924,41646.7103696,12688.9130112,12688.9130112,14958.1830216,9460.3856012
-0.5756111,-0.5756111,-0.5687397,15908.2575407,9509.5694350,74478.9895883,539.1212360,51960.0684470,15908.2575407,15908.2575407,18753.2712722,11860.6101598,15908.2575407,9509.5694350,74478.9895883,529.2531709,51960.0684470,15908.2575407,15908.2575407,18753.2712722,11860.6101598
-0.5706111,-0.5706111,-0.5637397,20694.6861122,12408.7170723,96429.0893577,734.4159747,67288.4612939,20694.6861122,20694.6861122,24395.6989986,15429.1947895,20694.6861122,12408.7170723,96429.0893577,724.2605860,67288.4612939,20694.6861122,20694.6861122,24395.6989986,15429.1947895
-0.5656111,-0.5656111,-0.5587397,25840.0939492,15515.7561643,120140.8709488,937.0284641,83843.2448870,25840.0939492,25840.0939492,30461.3054126,19265.4211211,25840.0939492,15515.7561643,120140.8709488,924.8963512,83843.2448870,25840.0939492,25840.0939492,30461.3054126,19265.4211211
-0.5606111,-0.5606111,-0.5537397,31261.2192367,18800.9504161,144982.1556639,1160.8371186,101191.2844910,31261.2192367,31261.2192367,36851.9382557,23307.2122160,31261.2192367,18800.9504161,144982.1556639,1147.2801178,101191.2844910,31261.2192367,31261.2192367,36851.9382557,23307.2122160
-0.5556111,-0.5556111,-0.5487397,36262.4558343,21820.4884861,168034.9140968,1355.8813036,117285.7820704,36262.4558343,36262.4558343,42747.5900184,27035.9497883,36262.4558343,21820.4884861,168034.9140968,1341.8759116,117285.7820704,36262.4558343,36262.4558343,42747.5900184,27035.9497883
-0.5506111,-0.5506111,-0.5437397,38339.7231218,23078.9239392,177558.2641582,1437.1256322,123936.3074241,38339.7231218,38339.7231218,45196.3533005,28584.6836726,38339.7231218,23078.9239392,177558.2641582,1426.7165587,123936.3074241,38339.7231218,38339.7231218,45196.3533005,28584.6836726
-0.5456111,-0.5456111,-0.5387397,41373.0163359,24917.7322473,191450.0539529,1565.8546652,133637.9673285,41373.0163359,41373.0163359,48772.1170412,30846.1952317,41373.0163359,24917.7322473,191450.0539529,1551.7567390,133637.9673285,41373.0163359,41373.0163359,48772.1170412,30846.1952317
-0.5406111,-0.5406111,-0.5337397,40379.4403023,24312.1780086,186938.8954588,1521.4300454,130486.1866551,40379.4403023,40379.4403023,47600.8510594,30105.4215821,40379.4403023,24312.1780086,186938.8954588,1507.7472283,130486.1866551,40379.4403023,40379.4403023,47600.8510594,30105.4215821
-0.5356111,-0.5356111,-0.5287397,38066.6185397,22909.6328130,176352.6621242,1425.0691684,123092.8415374,38066.6185397,38066.6185397,44874.4070219,28381.0669678,38066.6185397,22909.6328130,176352.6621242,1411.9488331,123092.8415374,38066.6185397,38066.6185397,44874.4070219,28381.0669678
-0.5306111,-0.5306111,-0.5237397,34308.7347703,20633.2020711,159122.6886933,1270.3675757,111060.5396542,34308.7347703,34308.7347703,40444.4678185,25579.3274120,34308.7347703,20633.2020711,159122.6886933,1258.5874341,111060.5396542,34308.7347703,34308.7347703,40444.4678185,25579.3274120
-0.5256111,-0.5256111,-0.5187397,30763.1233383,18483.4406558,142889.2124453,1123.8564893,99723.3538391,30763.1233383,30763.1233383,36264.7634833,22935.8502829,30763.1233383,18483.4406558,142889.2124453,1112.0789196,99723.3538391,30763.1233383,30763.1233383,36264.7634833,22935.8502829
-0.5206111,-0.5206111,-0.5137397,28202.3916146,16930.9222838,131163.8343961,1018.1223456,91534.5858676,28202.3916146,28202.3916146,33246.0735641,21026.6631440,28202.3916146,16930.9222838,131163.8343961,1006.3558810,91534.5858676,28202.3916146,28202.3916146,33246.0735641,21026.6631440
-0.5156111,-0.5156111,-0.5087397,26609.4881832,15965.2215572,123869.5357415,952.3870862,86440.4120761,26609.4881832,26609.4881832,31368.2971902,19839.0530884,26609.4881832,15965.2215572,123869.5357415,940.6318527,86440.4120761,26609.4881832,26609.4881832,31368.2971902,19839.0530884
-0.5106111,-0.5106111,-0.5037397,25971.4064709,15578.3951638,120947.4584098,926.0651255,84399.7039024,25971.4064709,25971.4064709,30616.1017084,19363.3228948,25971.4064709,15578.3951638,120947.4584098,914.3154446,84399.7039024,25971.4064709,25971.4064709,30616.1017084,19363.3228948
-0.5056111,-0.5056111,-0.4987397,26282.4098865,15766.9413011,122371.6232512,938.8996911,85394.3084215,26282.4098865,26282.4098865,30982.7246025,19595.1955723,26282.4098865,15766.9413011,122371.6232512,927.1473504,85394.3084215,26282.4098865,26282.4098865,30982.7246025,19595.1955723
-0.5006111,-0.5006111,-0.4937397,27545.3322393,16532.5897202,128154.8648552,991.0175300,89433.1937598,27545.3322393,27545.3322393,32471.5064768,20536.7839047,27545.3322393,16532.5897202,128154.8648552,979.2555715,89433.1937598,27545.3322393,27545.3322393,32471.5064768,20536.7839047
-0.4956111,-0.4956111,-0.4887397,29770.9434357,17881.9163689,138345.9367151,1082.9022469,96550.4270799,29770.9434357,29770.9434357,35095.1433148,22196.1175370,29770.9434357,17881.9163689,138345.9367151,1071.1284821,96550.4270799,29770.9434357,29770.9434357,35095.1433148,22196.1175370
-0.4906111,-0.4906111,-0.4837397,32975.3848349,19824.7852674,153017.8070419,1215.2861012,106796.9993092,32975.3848349,32975.3848349,38872.6631771,24585.2308713,32975.3848349,19824.7852674,153017.8070419,1203.5058961,106796.9993092,32975.3848349,32975.3848349,38872.6631771,24585.2308713
-0.4856111,-0.4856111,-0.4787397,37170.3093772,22368.3664968,172222.5617653,1388.9462248,120209.3286190,37170.3093772,37170.3093772,43817.8030019,27712.8119101,37170.3093772,22368.3664968,172222.5617653,1376.9680519,120209.3286190,37170.3093772,37170.3093772,43817.8030019,27712.8119101
-0.4806111,-0.4806111,-0.4737397,39489.9061137,23772.7221823,182867.6037530,1483.7518183,127642.8180948,39489.9061137,39489.9061137,46552.2336415,29442.2176951,39489.9061137,23772.7221823,182867.6037530,1470.8804992,127642.8180948,39489.9061137,39489.9061137,46552.2336415,29442.2176951
-0.4756111,-0.4756111,-0.4687397,42472.0333056,25581.4542253,196513.6816537,1608.5646974,137173.2587394,42472.0333056,42472.0333056,50067.6808900,31665.5817550,42472.0333056,25581.4542253,196513.6816537,1594.6899746,137173.2587394,42472.0333056,42472.0333056,50067.6808900,31665.5817550
-0.4706111,-0.4706111,-0.4637397,39171.1492881,23582.5474024,181370.7744811,1473.6092068,126598.7052094,39171.1492881,39171.1492881,46176.4707269,29204.5643610,39171.1492881,23582.5474024,181370.7744811,1460.6248705,126598.7052094,39171.1492881,39171.1492881,46176.4707269,29204.5643610
-0.4656111,-0.4656111,-0.4587397,36793.9894536,22142.5887774,170470.6674719,1377.2972857,118986.7996752,36793.9894536,36793.9894536,43374.1824737,27432.2416530,36793.9894536,22142.5887774,170470.6674719,1363.6724701,118986.7996752,36793.9894536,36793.9894536,43374.1824737,27432.2416530
-0.4606111,-0.4606111,-0.4537397,33719.0203284,20291.2704284,156233.7268380,1262.7366159,109049.2384995,33719.0203284,33719.0203284,39749.2895519,25139.6580715,33719.0203284,20291.2704284,156233.7268380,1248.9480755,109049.2384995,33719.0203284,33719.0203284,39749.2895519,25139.6580715
-0.4556111,-0.4556111,-0.4487397,27517.8934087,16531.8514161,127829.9409358,1004.0560697,89213.0359594,27517.8934087,27517.8934087,32439.1605186,20516.3265245,27517.8934087,16531.8514161,127829.9409358,993.1107980,89213.0359594,27517.8934087,27517.8934087,32439.1605186,20516.3265245
-0.4506111,-0.4506111,-0.4437397,22817.9113855,13695.6049275,106155.7518715,822.7469193,74081.2135345,22817.9113855,22817.9113855,26898.6393376,17012.1932533,22817.9113855,13695.6049275,106155.7518715,811.5628640,74081.2135345,22817.9113855,22817.9113855,26898.6393376,17012.1932533
