# r[nm],d[nm],daligned[nm],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol]
-0.9919568,-0.9919568,-0.7814615,11178.0543963,6645.3759167,52775.8678934,349.2317350,36804.5093071,11178.0543963,11178.0543963,13177.1242610,8333.9451352
-0.9869568,-0.9869568,-0.7764615,13558.4619308,8086.2971587,63703.0199460,444.5973426,44434.8966639,13558.4619308,13558.4619308,15983.2410289,10108.6892085
-0.9819568,-0.9819568,-0.7714615,17153.8803253,10263.8778333,80193.3201117,589.1903984,55950.4841925,17153.8803253,17153.8803253,20221.6597442,12789.3005721
-0.9769568,-0.9769568,-0.7664615,22468.6428830,13483.5519799,104560.0939243,807.6584179,72966.7176708,22468.6428830,22468.6428830,26486.9080743,16751.7915381
-0.9719568,-0.9719568,-0.7614615,27462.3698271,16498.4074713,127580.0343968,1004.1799488,89038.2435655,27462.3698271,27462.3698271,32373.7071661,20474.9301896
-0.9669568,-0.9669568,-0.7564615,33556.3261368,20192.2624531,155493.2378717,1255.3935456,108531.9467396,33556.3261368,33556.3261368,39557.4993259,25018.3592821
-0.9619568,-0.9619568,-0.7514615,37530.7005635,22588.8089278,173849.2379679,1407.2346806,121346.1508715,37530.7005635,37530.7005635,44242.6461166,27981.5062882
-0.9569568,-0.9569568,-0.7464615,39557.7716257,23817.4359735,183135.1890351,1490.8639521,127831.1334231,39557.7716257,39557.7716257,46632.2361404,29492.8157181
-0.9519568,-0.9519568,-0.7414615,43518.0863122,26218.6194860,201267.6037495,1654.2131171,140494.4980770,43518.0863122,43518.0863122,51300.8087638,32445.4803005
-0.9469568,-0.9469568,-0.7364615,40859.3087655,24603.4559792,189132.0156316,1541.7953981,132017.9562513,40859.3087655,40859.3087655,48166.5386240,30463.1938117
-0.9419568,-0.9419568,-0.7314615,38230.0497134,23011.1567131,177071.4962418,1436.6188301,123595.8444822,38230.0497134,38230.0497134,45067.0660310,28502.9152238
-0.9369568,-0.9369568,-0.7264615,33801.0763304,20325.5313243,156796.8079434,1253.3682627,109436.2365364,33801.0763304,33801.0763304,39846.0203511,25200.8360006
-0.9319568,-0.9319568,-0.7214615,30401.1046261,18264.0130403,141230.8717291,1112.7987068,98565.2249765,30401.1046261,30401.1046261,35838.0017779,22665.9424815
-0.9269568,-0.9269568,-0.7164615,28008.0526751,16813.1019916,130273.9318282,1013.8852615,90913.0971866,28008.0526751,28008.0526751,33016.9792812,20881.7711975
-0.9219568,-0.9219568,-0.7114615,26600.7346735,15959.8676521,123830.0206889,955.6393366,86412.7966701,26600.7346735,26600.7346735,31357.9782133,19832.5267944
-0.9169568,-0.9169568,-0.7064615,26163.5868161,15694.8200693,121828.5254485,937.3400691,85014.9870703,26163.5868161,26163.5868161,30842.6513565,19506.6054730
-0.9119568,-0.9119568,-0.7014615,26689.4079003,16013.5748330,124236.6958363,958.6559892,86696.7888077,26689.4079003,26689.4079003,31462.5096538,19898.6382822
-0.9069568,-0.9069568,-0.6964615,28180.1110928,16917.3097324,131063.0758421,1019.6499694,91464.1760427,28180.1110928,28180.1110928,33219.8084204,21010.0516085
