# r[nm],d[nm],daligned[nm],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol]
1.9900000,1.2400000,1.2117333,-0.0576822,-0.0172991,-0.1790678
1.9950000,1.2450000,1.2167333,-0.0565903,-0.0166387,-0.1761043
2.0000000,1.2500000,1.2217333,-0.0555235,-0.0159973,-0.1732035
2.0050000,1.2550000,1.2267333,-0.0544811,-0.0153743,-0.1703639
2.0100000,1.2600000,1.2317333,-0.0534624,-0.0147692,-0.1675839
2.0150000,1.2650000,1.2367333,-0.0524668,-0.0141815,-0.1648618
2.0200000,1.2700000,1.2417333,-0.0514937,-0.0136107,-0.1621963
2.0250000,1.2750000,1.2467333,-0.0505424,-0.0130563,-0.1595859
2.0300000,1.2800000,1.2517333,-0.0496125,-0.0125177,-0.1570292
2.0350000,1.2850000,1.2567333,-0.0487032,-0.0119947,-0.1545248
2.0400000,1.2900000,1.2617333,-0.0478142,-0.0114866,-0.1520714
2.0450000,1.2950000,1.2667333,-0.0469448,-0.0109931,-0.1496678
2.0500000,1.3000000,1.2717333,-0.0460945,-0.0105138,-0.1473126
2.0550000,1.3050000,1.2767333,-0.0452629,-0.0100482,-0.1450047
2.0600000,1.3100000,1.2817333,-0.0444495,-0.0095960,-0.1427429
2.0650000,1.3150000,1.2867333,-0.0436537,-0.0091568,-0.1405260
2.0700000,1.3200000,1.2917333,-0.0428752,-0.0087302,-0.1383531
2.0750000,1.3250000,1.2967333,-0.0421135,-0.0083158,-0.1362229
2.0800000,1.3300000,1.3017333,-0.0413681,-0.0079134,-0.1341345
2.0850000,1.3350000,1.3067333,-0.0406387,-0.0075225,-0.1320869
2.0900000,1.3400000,1.3117333,-0.0399248,-0.0071430,-0.1300790
2.0950000,1.3450000,1.3167333,-0.0392261,-0.0067743,-0.1281099
2.1000000,1.3500000,1.3217333,-0.0385422,-0.0064163,-0.1261788
2.1050000,1.3550000,1.3267333,-0.0378727,-0.0060687,-0.1242846
2.1100000,1.3600000,1.3317333,-0.0372173,-0.0057310,-0.1224266
2.1150000,1.3650000,1.3367333,-0.0365755,-0.0054032,-0.1206038
2.1200000,1.3700000,1.3417333,-0.0359471,-0.0050849,-0.1188155
2.1250000,1.3750000,1.3467333,-0.0353318,-0.0047758,-0.1170608
2.1300000,1.3800000,1.3517333,-0.0347291,-0.0044757,-0.1153390
2.1350000,1.3850000,1.3567333,-0.0341389,-0.0041843,-0.1136493
2.1400000,1.3900000,1.3617333,-0.0335608,-0.0039015,-0.1119910
2.1450000,1.3950000,1.3667333,-0.0329945,-0.0036269,-0.1103633
2.1500000,1.4000000,1.3717333,-0.0324397,-0.0033603,-0.1087655
2.1550000,1.4050000,1.3767333,-0.0318962,-0.0031016,-0.1071971
2.1600000,1.4100000,1.3817333,-0.0313637,-0.0028504,-0.1056572
2.1650000,1.4150000,1.3867333,-0.0308418,-0.0026067,-0.1041453
2.1700000,1.4200000,1.3917333,-0.0303305,-0.0023702,-0.1026608
2.1750000,1.4250000,1.3967333,-0.0298294,-0.0021406,-0.1012030
2.1800000,1.4300000,1.4017333,-0.0293382,-0.0019179,-0.0997713
2.1850000,1.4350000,1.4067333,-0.0288568,-0.0017018,-0.0983652
2.1900000,1.4400000,1.4117333,-0.0283850,-0.0014922,-0.0969841
2.1950000,1.4450000,1.4167333,-0.0279224,-0.0012888,-0.0956274
2.2000000,1.4500000,1.4217333,-0.0274689,-0.0010915,-0.0942947
2.2050000,1.4550000,1.4267333,-0.0270243,-0.0009002,-0.0929853
2.2100000,1.4600000,1.4317333,-0.0265883,-0.0007147,-0.0916989
2.2150000,1.4650000,1.4367333,-0.0261608,-0.0005348,-0.0904349
2.2200000,1.4700000,1.4417333,-0.0257416,-0.0003603,-0.0891927
2.2250000,1.4750000,1.4467333,-0.0253305,-0.0001912,-0.0879720
2.2300000,1.4800000,1.4517333,-0.0249272,-0.0000273,-0.0867724
2.2350000,1.4850000,1.4567333,-0.0245317,0.0001316,-0.0855932
2.2400000,1.4900000,1.4617333,-0.0241438,0.0002855,-0.0844342
2.2450000,1.4950000,1.4667333,-0.0237632,0.0004347,-0.0832949
2.2500000,1.5000000,1.4717333,-0.0233899,0.0005792,-0.0821749
2.2550000,1.5050000,1.4767333,-0.0230236,0.0007192,-0.0810737
2.2600000,1.5100000,1.4817333,-0.0226642,0.0008548,-0.0799910
2.2650000,1.5150000,1.4867333,-0.0223115,0.0009861,-0.0789265
2.2700000,1.5200000,1.4917333,-0.0219655,0.0011132,-0.0778796
2.2750000,1.5250000,1.4967333,-0.0216258,0.0012362,-0.0768502
2.2800000,1.5300000,1.5017333,-0.0212926,0.0013553,-0.0758377
2.2850000,1.5350000,1.5067333,-0.0209654,0.0014705,-0.0748419
2.2900000,1.5400000,1.5117333,-0.0206443,0.0015820,-0.0738625
2.2950000,1.5450000,1.5167333,-0.0203292,0.0016898,-0.0728991
2.3000000,1.5500000,1.5217333,-0.0200198,0.0017941,-0.0719513
2.3050000,1.5550000,1.5267333,-0.0197160,0.0018949,-0.0710189
2.3100000,1.5600000,1.5317333,-0.0194178,0.0019923,-0.0701016
2.3150000,1.5650000,1.5367333,-0.0191250,0.0020864,-0.0691990
2.3200000,1.5700000,1.5417333,-0.0188375,0.0021774,-0.0683109
2.3250000,1.5750000,1.5467333,-0.0185552,0.0022652,-0.0674370
2.3300000,1.5800000,1.5517333,-0.0182780,0.0023500,-0.0665770
2.3350000,1.5850000,1.5567333,-0.0180057,0.0024319,-0.0657306
2.3400000,1.5900000,1.5617333,-0.0177383,0.0025109,-0.0648976
2.3450000,1.5950000,1.5667333,-0.0174757,0.0025871,-0.0640777
2.3500000,1.6000000,1.5717333,-0.0172178,0.0026605,-0.0632706
2.3550000,1.6050000,1.5767333,-0.0169644,0.0027314,-0.0624762
2.3600000,1.6100000,1.5817333,-0.0167154,0.0027996,-0.0616941
2.3650000,1.6150000,1.5867333,-0.0164709,0.0028653,-0.0609242
2.3700000,1.6200000,1.5917333,-0.0162306,0.0029286,-0.0601661
2.3750000,1.6250000,1.5967333,-0.0159946,0.0029895,-0.0594198
2.3800000,1.6300000,1.6017333,-0.0157626,0.0030481,-0.0586848
2.3850000,1.6350000,1.6067333,-0.0155347,0.0031045,-0.0579612
2.3900000,1.6400000,1.6117333,-0.0153108,0.0031586,-0.0572485
2.3950000,1.6450000,1.6167333,-0.0150907,0.0032106,-0.0565467
2.4000000,1.6500000,1.6217333,-0.0148744,0.0032605,-0.0558555
2.4050000,1.6550000,1.6267333,-0.0146618,0.0033084,-0.0551747
2.4100000,1.6600000,1.6317333,-0.0144528,0.0033543,-0.0545041
2.4150000,1.6650000,1.6367333,-0.0142475,0.0033983,-0.0538436
2.4200000,1.6700000,1.6417333,-0.0140456,0.0034404,-0.0531929
2.4250000,1.6750000,1.6467333,-0.0138471,0.0034807,-0.0525520
2.4300000,1.6800000,1.6517333,-0.0136520,0.0035193,-0.0519205
2.4350000,1.6850000,1.6567333,-0.0134602,0.0035561,-0.0512983
2.4400000,1.6900000,1.6617333,-0.0132716,0.0035912,-0.0506853
2.4450000,1.6950000,1.6667333,-0.0130862,0.0036247,-0.0500813
2.4500000,1.7000000,1.6717333,-0.0129038,0.0036567,-0.0494861
2.4550000,1.7050000,1.6767333,-0.0127245,0.0036870,-0.0488996
2.4600000,1.7100000,1.6817333,-0.0125482,0.0037159,-0.0483217
2.4650000,1.7150000,1.6867333,-0.0123748,0.0037433,-0.0477521
2.4700000,1.7200000,1.6917333,-0.0122043,0.0037692,-0.0471907
2.4750000,1.7250000,1.6967333,-0.0120366,0.0037938,-0.0466373
2.4800000,1.7300000,1.7017333,-0.0118717,0.0038171,-0.0460920
2.4850000,1.7350000,1.7067333,-0.0117094,0.0038390,-0.0455544
2.4900000,1.7400000,1.7117333,-0.0115498,0.0038596,-0.0450245
2.4950000,1.7450000,1.7167333,-0.0113928,0.0038790,-0.0445021
2.5000000,1.7500000,1.7217333,-0.0112383,0.0038972,-0.0439871
2.5050000,1.7550000,1.7267333,-0.0110864,0.0039142,-0.0434793
