SurfID,shape,numericShape,source,SurfLJR0,SurfLJC1,SurfLJC2,SurfLJC3,SurfLJC4,SurfLJC5,SurfLJC6,SurfLJC7,SurfLJC8,SurfLJC9,SurfLJC10,SurfLJC11,SurfLJC12,SurfLJC13,SurfLJC14,SurfLJC15,SurfLJC16,SurfLJC17,SurfLJC18,SurfElR0,SurfElC1,SurfElC2,SurfElC3,SurfElC4,SurfElC5,SurfElC6,SurfElC7,SurfElC8,SurfElC9,SurfElC10,SurfElC11,SurfElC12,SurfElC13,SurfElC14,SurfElC15,SurfElC16,SurfElC17,SurfElC18,SurfWaterR0,SurfWaterC1,SurfWaterC2,SurfWaterC3,SurfWaterC4,SurfWaterC5,SurfWaterC6,SurfWaterC7,SurfWaterC8,SurfWaterC9,SurfWaterC10,SurfWaterC11,SurfWaterC12,SurfWaterC13,SurfWaterC14,SurfWaterC15,SurfWaterC16,SurfWaterC17,SurfWaterC18
TiO2-ana-100,plane,0,0,0.2,0.6439096517408415,2.618535206586288,3.448628797810094,1.5382017432234616,-0.29419816104720325,-0.3886442011419548,0.11638716610162675,0.2261508654535777,0.001976743340963285,-0.12950415630317874,-0.046214567065746996,0.05348146236184495,0.05775074471480875,-0.0034857652453371274,-0.036776676801486066,-0.0071964807086172845,0.023604385578556073,0.03006219722467992,0.2,0.8343652322543873,0.3197297692307242,-0.029937313260848794,0.2270670598710439,0.018013266448390658,-0.05656277719610966,0.02781345567006498,-0.06245250446056196,0.00010802304464516133,0.02486815303415112,-0.0054534617619901304,0.02935662228180782,-0.017767991863934435,-0.012309404255603684,0.010522607195031633,-0.0124789344049724,0.016349456811169075,0.0015807368062326702,0.2,-55.428074290337754,-9.890525850044952,32.24444200798063,6.78726277535525,-2.4895933386089855,2.131767092466098,-1.8982487751474253,0.2786965205594343,0.03949008588986658,-1.2995639249022277,0.7974677803061017,-0.039036341290022314,0.13142950417340138,0.39239069238413493,-0.35330772511557607,0.39117449834506135,-0.06834307636340342,-0.19154426628174437
CNT15,cylinder,1,0,0.2,0.17699782371481543,1.6949386578270333,2.8698868104246973,1.9896134016471076,0.5166250553771138,-0.11822716314807566,-0.13240623953885097,-0.022876290026624037,0.02881542549129957,0.024623619852902814,0.010643790419738675,-0.0024296877698971944,-0.0025338726530007637,0.0021228680726058796,0.00426341211849625,0.009727703321577581,0.010064165051607808,0.01120043408073041,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,-1.3733142992245306,2.0673134788581065,5.346832160119987,3.2848180319408713,0.2404796507464507,-0.27134999940353605,0.17938926630702526,0.1846431228267416,0.004507948951755325,0.035724766296250904,0.15618472203591646,0.1259270629145776,0.04017820175560663,0.015003071750889836,0.018617268402532097,-0.001059490772603127,-0.058272436637583254,-0.07661443500673955
CNT15-COOH-30,cylinder,1,0,0.2,0.9629998122992082,2.6356356544250525,2.7633412560771298,0.9768992628754845,0.18718382728012117,0.3462450465808743,-0.0519558524398646,-0.255622232510515,0.14778742374866288,0.19976558526491567,-0.12297354636615682,-0.11853016900041058,0.08407392937629686,0.045614708206679,-0.046911557205561734,0.014128449764707337,0.03739676804818907,-0.009923773399929801,0.2,-0.06264957870481536,-0.044893237170874734,-0.00724450690831428,0.0019473549140342269,0.006010823998019284,-0.0016319608089074402,-0.0017305613802626272,0.008645921973697023,0.0018814724582128651,-0.007122377958634655,-0.005154211247032404,0.0014612552799723806,0.006364475976347526,0.0002713821997814645,-0.004032246567621521,0.0006096602748098285,0.0013263295923010157,-0.0004983055507457999,0.2,-8.155387960109532,4.245436166481442,15.122847781648979,5.485073639908805,-2.0901088558297007,1.1333568018326725,0.7908012296636734,-2.506346496954469,-0.5363879410697449,1.8982554017631477,0.0824911710299348,-1.1715550237890093,0.3084180405067006,0.7154988249802282,-0.3422674325815478,-0.19401169909231425,0.47767937686345474,0.10407099853266487
CNT15-COOH-3,cylinder,1,0,0.2,0.244097373783753,1.849215129628097,2.942103401951683,1.8444888419842274,0.350446940267507,-0.11411702176243806,-0.032136370951678685,0.048203647903904114,0.037368484388680324,-0.014517614179262733,-0.028625960346538148,-0.0010752358150698856,0.017831364997537378,0.004746183771969965,-0.0015067632713239298,0.012288448360689343,0.010365400344358618,0.0051079474780332396,0.2,-0.0023167515484744175,-0.0038969647290052613,-0.0006906125948588023,0.0020770614518212604,-0.00013967587236087128,-0.0007025004060999282,0.0003348727596142409,-0.00026643501636982426,-2.557703296200643e-05,0.0005610914059588511,9.13902579435135e-05,-0.00037191395665300055,-0.00030562385780500285,0.00020144594083026788,0.00013868822188505567,-0.0001699900112618761,0.00018099252179046803,5.141215743606966e-05,0.2,-2.6342892309379864,1.8959878644848471,5.969957410558918,2.7260963674341667,-0.3172717328816731,0.31822855504419995,0.2942226369710476,-0.5333405388593773,0.00786116189323282,0.4606557740354971,-0.14693418906519307,-0.16125065458240145,0.41516551412103136,0.14363789770412444,-0.2576359853336464,0.1547909258270247,0.2714499056598407,-0.22647928315926602
CNT15-COO--10,cylinder,1,0,0.2,0.41037160465061756,2.1517850106388234,3.0632293394848773,1.624270363465543,0.14824310694917486,-0.09356638495437608,0.017089514706673838,0.03599529884399247,0.025953421047332354,-0.02802402835461127,-0.035024047134832106,0.03137027281757053,0.0383916273051695,-0.02456154463145519,-0.02163310984954319,0.029410592918650627,0.018635009902412823,-0.0033514973360205865,0.2,-1.9614198060231909,-0.383211373181786,0.48979191154656143,-0.4283976007768776,0.05942202899291357,0.2105529540546498,-0.1919406493418998,0.030278079146747267,0.006366923823812931,0.0020076823019160375,0.06251084435182432,-0.07388768479828042,0.027088068383687866,0.009677535231687288,-0.04501964174438153,0.05470473269849696,-0.02359673895327663,-0.015630900170750812,0.2,-23.50761093166207,1.5432343281293006,17.885930062939853,-1.215426207485626,-2.083837882483187,5.153877324914694,-1.7334500292898054,-2.394905886128601,2.020073159501063,0.05032697507731987,-1.0153557954126093,0.8710675950234328,0.38361770994448074,-0.8934720504666149,0.42962870170030354,0.8258881928455618,-0.9342372289466524,-0.2561731395790665
CNT15-COO--3,cylinder,1,0,0.2,0.3579968274454255,1.9889090313875135,2.998539885270324,1.7969071126400518,0.27000385023009366,-0.16896759853208596,-0.05494167259590128,0.0526029151249604,0.05487264818199211,-0.006305619201771168,-0.02900450608786819,0.002730406989074256,0.01971023621615824,-0.002753513791565578,-0.00782032666592781,0.014590265980418272,0.015228040839800158,0.008666235877156408,0.2,-0.44253078329052176,0.0019634145600036304,0.19293556183308253,-0.11289250231705486,-0.002116682987932425,0.055470695291696744,-0.049260372029919716,0.006882106070195432,0.0054948295550378765,-0.0021729229110623565,0.010175054026092933,-0.01635787854761305,0.013378707546499759,0.0015992016573256398,-0.016126811790550043,0.014890586286266948,-0.004498621004717693,-0.005010982554395468,0.2,-16.735128348066993,1.822476399301128,15.672340014773543,0.9594457040809162,-2.4991848073428784,3.7927882003997704,-1.1592035401039316,-2.8776022614152117,2.127769423320379,0.5914062330943636,-1.753149085057458,0.8981922858114593,0.9620911476527727,-1.2005672096598943,-0.024426746025005386,1.0540049202799895,-0.4361697368972838,-0.46722892433602337
CNT15-NH2-14,cylinder,1,0,0.2,0.34387283097678084,2.0082603124653167,2.9407312412567586,1.648951315113587,0.2930532023956936,0.03536922231162628,0.009641446307467829,-0.08404752353764605,-0.020437236203355927,0.06757896956665836,0.02187558260840709,-0.03738571396015121,-0.00022774925086327825,0.02983302760129283,0.00044136140375112404,-0.008318130322524547,0.01264768343971854,0.02014918982559754,0.2,0.08270657970499437,-0.014774583631053915,-0.0499915216440261,0.02030503980699596,0.002717744933657725,-0.007018449165006635,0.006428712391252064,-0.006704964114877976,0.0042030423096780425,0.004341999621838089,-0.005143918174679274,0.0031605521224776457,-0.0014665608759799166,-0.0014500853477227536,0.001979392688175005,-0.0025178747823579742,0.0024565181537516173,0.0002979453400002406,0.2,-5.054612950802026,1.055176094153408,8.27132517751953,5.0234029876801545,-0.33375799439890774,-0.6999047150718909,0.4231666152349959,0.2973663545868465,-0.03574079802483085,0.07830641437304206,0.17016537857280398,0.055795008972340236,0.02634579289435866,0.05410852371355303,-0.0018929253049250194,-0.06423964278378592,-0.09770403595056257,-0.07503106692509393
CNT15-NH2-2,cylinder,1,0,0.2,0.2562932279263959,1.8600808752955664,2.958431180576208,1.8630027249478232,0.3482294594653782,-0.12146408004276318,-0.02827570350159287,0.03444572276731988,0.005076431969061648,-0.023104374114366673,-0.01174377246298927,0.009198952597821136,0.02045373827114521,0.009503765331091318,-0.0057158964732661,0.0005448623731450358,0.010543830535148725,0.014592934027570802,0.2,0.012533633193987714,-0.0028396494874498215,-0.008056116053504746,0.003270608222798738,-0.0003907515864444936,-0.003105492497559796,5.6770927424994806e-05,-0.000499500649187383,0.0008072200983250952,0.000481041902307884,-0.0004575229854748861,0.0008989862047395669,-0.00020398049751379024,-0.00032733074147328904,0.0003657900885784876,-0.0003933292625599514,0.00011607054802310489,-2.7445083865044973e-05,0.2,-2.7629206965041546,1.4964450175180455,6.166035344329265,3.7149535844334465,-0.17537237681162066,-0.511693216564056,0.3090022973298478,0.21139024430359826,-0.05957804415611054,0.04759640647874592,0.16654800078874316,0.09179965879117023,0.006570083439713475,-0.03770395577707897,-0.05962088907062092,-0.019713874288275625,-0.0018257710542475061,-0.04868847923535883
CNT15-NH3+-4,cylinder,1,0,0.2,0.3370327225765294,1.9847055788835701,3.01694290708932,1.7891561728400533,0.22719064281733053,-0.18763099691900517,-0.029758098931536282,0.07480203402930065,0.061193737690467126,0.005023035733653057,-0.030433939474180167,-0.022011977597576313,0.0124731371360228,0.01966695713766793,0.0034395662365094212,0.004215777082359049,0.010312004534608787,0.010945503299446565,0.2,1.44284721492322,0.08823477207179323,-0.5777938925845121,0.3078059262330037,0.03580097377935526,-0.11011470331662791,0.11026290931710869,-0.07511544206697178,0.019085414902066417,0.027001869698758847,-0.05801712741787403,0.05627340521209612,-0.022486138541543958,-0.01611065089172689,0.03838427050097483,-0.03467934985091996,0.01885092104248945,0.002367845614956829,0.2,-35.54926263301907,-5.6700822162805,25.857971415544185,6.532825941166861,-7.258875488704625,0.5696101136766869,2.630026009851636,-0.9581427068505599,-1.3588284794668342,0.6830052096206409,0.8101230973946796,-0.7933185265323556,0.0410437032186044,0.8736339786330722,-0.23473987586582967,-0.3717477391867921,0.2313362372691875,0.38873608688139605
CNT15-NH3+-2,cylinder,1,0,0.2,0.39847686352033823,2.076692589715738,3.0538965938525626,1.7348190804123371,0.1688615327094085,-0.18274799648417242,-0.0027941240789284335,0.07570590058930066,0.04322118741636308,-0.0069090020490676085,-0.023265280403596517,-0.005509758878582712,0.012817430598021368,0.001848023570329118,-0.005233058797598453,0.013022393229040358,0.015514398621003216,0.004786772244712273,0.2,0.9951607561312956,-0.04579495399846653,-0.5040949899061155,0.2543404487208503,0.0821395675918204,-0.1028548029030325,0.04989006272337412,-0.0430573589550423,0.02093835396374162,0.021720182682309463,-0.04020263769009763,0.031000705719194638,-0.019466471239844796,-0.004662077530838853,0.03249389279492327,-0.02784739722140238,0.006998129347019072,0.0048247415379871345,0.2,-35.573484909261495,0.8861542659988013,32.83240137888339,5.654583416736395,-7.640492532716703,3.8992664450370396,1.5806907766993346,-4.451553180160464,-0.9196225547436809,2.3784052722743456,0.8510970911594931,-1.203856927319141,-0.28311704990579817,0.6276401692821153,-0.30973651512263867,-0.1255513924345841,0.4804225795753263,-0.062520285247883
