AtomID,AtomName,AtomType,x[nm],y[nm],z[nm],charge[e],mass[AMU],sigma[nm],epsilon[kjmol]
1,c31,c3,0.093,0.001,0.002,-0.367300,12.01000,3.39771e-01,4.51035e-01
2,s62,s6,0.031,-0.166,-0.000,1.479899,32.06000,3.53241e-01,1.18156e+00
3,o3,o,0.096,-0.242,0.104,-0.657800,16.00000,3.04812e-01,6.12119e-01
4,o4,o,-0.113,-0.164,-0.015,-0.657800,16.00000,3.04812e-01,6.12119e-01
5,n85,n8,0.093,-0.227,-0.145,-1.033700,14.01000,3.65019e-01,1.35143e-01
6,h16,h1,0.057,0.048,0.094,0.112367,1.00800,2.42200e-01,8.70272e-02
7,h17,h1,0.055,0.055,-0.084,0.112367,1.00800,2.42200e-01,8.70272e-02
8,h18,h1,0.202,-0.002,0.002,0.112367,1.00800,2.42200e-01,8.70272e-02
9,hn9,hn,0.194,-0.235,-0.143,0.449800,1.00800,1.10650e-01,4.18400e-02
10,hn10,hn,0.050,-0.319,-0.161,0.449800,1.00800,1.10650e-01,4.18400e-02
