AtomID,AtomName,AtomType,x[nm],y[nm],z[nm],charge[e],mass[AMU],sigma[nm],epsilon[kjmol]
1,c31,c3,0.108,0.006,0.003,-0.094100,12.01000,3.39771e-01,4.51035e-01
2,c32,c3,0.058,0.148,0.027,0.138500,12.01000,3.39771e-01,4.51035e-01
3,c3,c,0.107,0.242,-0.083,0.584100,12.01000,3.31521e-01,4.13379e-01
4,o4,o,0.037,0.309,-0.158,-0.560000,16.00000,3.04812e-01,6.12119e-01
5,oh5,oh,0.242,0.250,-0.091,-0.603100,16.00000,3.24287e-01,3.89112e-01
6,n86,n8,-0.089,0.146,0.033,-0.893801,14.01000,3.65019e-01,1.35143e-01
7,hc7,hc,0.074,-0.032,-0.094,0.054367,1.00800,2.60018e-01,8.70272e-02
8,hc8,hc,0.073,-0.062,0.081,0.054367,1.00800,2.60018e-01,8.70272e-02
9,hc9,hc,0.218,0.002,0.003,0.054367,1.00800,2.60018e-01,8.70272e-02
10,h110,h1,0.095,0.186,0.123,0.091700,1.00800,2.42200e-01,8.70272e-02
11,ho11,ho,0.259,0.313,-0.164,0.444000,1.00800,5.37925e-02,1.96648e-02
12,hn12,hn,-0.123,0.242,0.044,0.364800,1.00800,1.10650e-01,4.18400e-02
13,hn13,hn,-0.124,0.118,-0.060,0.364800,1.00800,1.10650e-01,4.18400e-02
