AtomID,AtomName,AtomType,x[nm],y[nm],z[nm],charge[e],mass[AMU],sigma[nm],epsilon[kjmol]
1,c31,c3,0.103,0.006,-0.009,-0.093100,12.01000,3.39771e-01,4.51035e-01
2,c32,c3,0.053,0.103,-0.114,-0.155400,12.01000,3.39771e-01,4.51035e-01
3,c3,c,0.106,0.067,-0.251,0.655100,12.01000,3.31521e-01,4.13379e-01
4,nt4,nt,0.013,0.041,-0.346,-0.678000,14.01000,3.35904e-01,3.56058e-01
5,o5,o,0.226,0.060,-0.277,-0.614100,16.00000,3.04812e-01,6.12119e-01
6,hc6,hc,0.069,-0.096,-0.032,0.040700,1.00800,2.60018e-01,8.70272e-02
7,hc7,hc,0.067,0.033,0.090,0.040700,1.00800,2.60018e-01,8.70272e-02
8,hc8,hc,0.213,0.004,-0.006,0.040700,1.00800,2.60018e-01,8.70272e-02
9,hc9,hc,-0.056,0.105,-0.114,0.072200,1.00800,2.60018e-01,8.70272e-02
10,hc10,hc,0.087,0.205,-0.090,0.072200,1.00800,2.60018e-01,8.70272e-02
11,hn11,hn,0.046,0.016,-0.438,0.309500,1.00800,1.10650e-01,4.18400e-02
12,hn12,hn,-0.087,0.045,-0.330,0.309500,1.00800,1.10650e-01,4.18400e-02
