"AtomID","AtomName","AtomType","x[nm]","y[nm]","z[nm]","charge[e]","mass[AMU]","sigma[nm]","epsilon[kJ/mol]"
"1","CT2A1","CT2A",0.2053,0.14570000000000002,-0.0032,-0.28,12.011,0.358141284692,0.2343
"2","HA22","HA2",0.1622,0.1968,-0.09150000000000001,0.09,1.008,0.238760856462,0.14226
"3","HA23","HA2",0.1771,0.2006,0.0889,0.09,1.008,0.238760856462,0.14226
"4","CC4","CC",0.3562,0.1486,-0.016,0.62,12.011,0.356359487256,0.29288
"5","OC5","OC",0.4136,0.25880000000000003,0.0038,-0.76,15.999,0.302905564168,0.50208
"6","OC6","OC",0.41580000000000006,0.0419,-0.046400000000000004,-0.76,15.999,0.302905564168,0.50208
"7","HA37","HA3",0.1674,0.0415,0.0023,0.,1.008,0.238760856462,0.10042
