AtomID,AtomName,AtomType,x[nm],y[nm],z[nm],charge[e],mass[AMU],sigma[nm],epsilon[kjmol]
1,c31,c3,0.089,-0.004,0.008,0.183700,12.01000,3.39771e-01,4.51035e-01
2,os2,os,0.046,-0.138,0.027,-0.580200,16.00000,3.15610e-01,3.03758e-01
3,p53,p5,0.104,-0.241,-0.099,1.420802,30.97000,3.69402e-01,9.60228e-01
4,o4,o,0.104,-0.359,-0.001,-0.824500,16.00000,3.04812e-01,6.12119e-01
5,o5,o,-0.018,-0.205,-0.184,-0.824500,16.00000,3.04812e-01,6.12119e-01
6,os6,os,0.162,-0.345,-0.224,-0.580200,16.00000,3.15610e-01,3.03758e-01
7,c37,c3,0.302,-0.335,-0.238,0.183700,12.01000,3.39771e-01,4.51035e-01
8,h18,h1,0.052,0.058,0.089,0.003533,1.00800,2.42200e-01,8.70272e-02
9,h19,h1,0.052,0.034,-0.088,0.003533,1.00800,2.42200e-01,8.70272e-02
10,h110,h1,0.199,-0.001,0.008,0.003533,1.00800,2.42200e-01,8.70272e-02
11,h111,h1,0.329,-0.232,-0.264,0.003533,1.00800,2.42200e-01,8.70272e-02
12,h112,h1,0.351,-0.363,-0.145,0.003533,1.00800,2.42200e-01,8.70272e-02
13,h113,h1,0.335,-0.402,-0.318,0.003533,1.00800,2.42200e-01,8.70272e-02
