AtomID,AtomName,AtomType,x[nm],y[nm],z[nm],charge[e],mass[AMU],sigma[nm],epsilon[kjmol]
1,cc1,cc,0.110,0.132,-0.000,-0.171600,12.01000,3.31521e-01,4.13379e-01
2,cd2,cd,-0.023,0.130,-0.001,-0.214200,12.01000,3.31521e-01,4.13379e-01
3,c3,c,-0.095,0.001,-0.001,0.660700,12.01000,3.31521e-01,4.13379e-01
4,o4,o,-0.218,-0.002,0.000,-0.615500,16.00000,3.04812e-01,6.12119e-01
5,ns5,ns,-0.017,-0.111,-0.003,-0.289900,14.01000,3.26995e-01,4.91202e-01
6,nd6,nd,0.120,-0.114,-0.000,-0.415300,14.01000,3.38417e-01,3.93714e-01
7,cc7,cc,0.179,0.002,0.002,0.315500,12.01000,3.31521e-01,4.13379e-01
8,ha8,ha,0.169,0.223,-0.001,0.152000,1.00800,2.62548e-01,6.73624e-02
9,ha9,ha,-0.083,0.220,-0.002,0.169000,1.00800,2.62548e-01,6.73624e-02
10,hn10,hn,-0.063,-0.201,-0.005,0.359500,1.00800,1.10650e-01,4.18400e-02
11,h411,h4,0.289,0.006,0.005,0.049800,1.00800,2.53639e-01,6.73624e-02
