AtomID,AtomName,AtomType,x[nm],y[nm],z[nm],charge[e],mass[AMU],sigma[nm],epsilon[kjmol]
1,c31,c3,0.298,0.003,0.007,-0.048800,12.01000,3.39771e-01,4.51035e-01
2,ca2,ca,0.148,0.002,-0.001,-0.112300,12.01000,3.31521e-01,4.13379e-01
3,ca3,ca,0.079,-0.120,-0.003,-0.095000,12.01000,3.31521e-01,4.13379e-01
4,ca4,ca,-0.061,-0.121,-0.004,-0.181500,12.01000,3.31521e-01,4.13379e-01
5,ca5,ca,-0.131,-0.001,-0.003,0.119100,12.01000,3.31521e-01,4.13379e-01
6,oh6,oh,-0.267,-0.007,0.001,-0.497101,16.00000,3.24287e-01,3.89112e-01
7,ca7,ca,-0.064,0.121,-0.004,-0.181500,12.01000,3.31521e-01,4.13379e-01
8,ca8,ca,0.076,0.122,-0.003,-0.095000,12.01000,3.31521e-01,4.13379e-01
9,hc9,hc,0.331,-0.046,0.099,0.042367,1.00800,2.60018e-01,8.70272e-02
10,hc10,hc,0.341,-0.049,-0.080,0.042367,1.00800,2.60018e-01,8.70272e-02
11,hc11,hc,0.338,0.105,0.007,0.042367,1.00800,2.60018e-01,8.70272e-02
12,ha12,ha,0.133,-0.214,-0.002,0.133000,1.00800,2.62548e-01,6.73624e-02
13,ha13,ha,-0.115,-0.215,-0.004,0.140500,1.00800,2.62548e-01,6.73624e-02
14,ho14,ho,-0.302,0.083,0.008,0.418000,1.00800,5.37925e-02,1.96648e-02
15,ha15,ha,-0.118,0.215,-0.004,0.140500,1.00800,2.62548e-01,6.73624e-02
16,ha16,ha,0.128,0.218,-0.003,0.133000,1.00800,2.62548e-01,6.73624e-02
