AtomID,AtomName,AtomType,x[nm],y[nm],z[nm],charge[e],mass[AMU],sigma[nm],epsilon[kjmol]
1,c31,c3,0.104,-0.010,0.008,0.104900,12.01000,3.39771e-01,4.51035e-01
2,c32,c3,0.053,0.136,0.011,0.092500,12.01000,3.39771e-01,4.51035e-01
3,c33,c3,0.104,0.220,-0.109,0.104900,12.01000,3.39771e-01,4.51035e-01
4,oh4,oh,0.049,0.179,-0.233,-0.604800,16.00000,3.24287e-01,3.89112e-01
5,n85,n8,-0.094,0.138,0.016,-0.888800,14.01000,3.65019e-01,1.35143e-01
6,oh6,oh,0.051,-0.086,-0.100,-0.604800,16.00000,3.24287e-01,3.89112e-01
7,h17,h1,0.074,-0.060,0.101,0.052450,1.00800,2.42200e-01,8.70272e-02
8,h18,h1,0.213,-0.013,0.003,0.052450,1.00800,2.42200e-01,8.70272e-02
9,h19,h1,0.091,0.183,0.102,0.069700,1.00800,2.42200e-01,8.70272e-02
10,h110,h1,0.076,0.325,-0.095,0.052450,1.00800,2.42200e-01,8.70272e-02
11,h111,h1,0.214,0.216,-0.116,0.052450,1.00800,2.42200e-01,8.70272e-02
12,ho12,ho,0.100,0.104,-0.267,0.404000,1.00800,5.37925e-02,1.96648e-02
13,hn13,hn,-0.127,0.234,0.007,0.354300,1.00800,1.10650e-01,4.18400e-02
14,hn14,hn,-0.127,0.091,-0.069,0.354300,1.00800,1.10650e-01,4.18400e-02
15,ho15,ho,0.106,-0.071,-0.178,0.404000,1.00800,5.37925e-02,1.96648e-02
